RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,35450,Patrick Cantlay,2.03,158,78
2,0,30926,Chris Kirk,2.05,176,86
3,0,46970,Jon Rahm,2.09,161,77
3,0,33419,Cameron Tringale,2.09,192,92
5,0,40026,Daniel Berger,2.12,178,84
6,0,33448,Justin Thomas,2.13,179,84
7,0,45526,Abraham Ancer,2.16,212,98
8,0,29221,Webb Simpson,2.19,162,74
9,0,39971,Sungjae Im,2.20,269,122
10,0,34098,Russell Henley,2.21,186,84
11,0,33122,Russell Knox,2.22,204,92
11,0,28252,Seamus Power,2.22,129,58
11,0,35891,Cameron Smith,2.22,182,82
14,0,49766,Hank Lebioda,2.25,162,72
15,0,21209,Sergio Garcia,2.26,167,74
16,0,26329,Louis Oosthuizen,2.27,168,74
17,0,33490,Bo Hoag,2.28,198,87
18,0,33120,Mark Anderson,2.29,128,56
19,0,22371,Aaron Baddeley,2.30,124,54
19,0,21961,Charles Howell III,2.30,161,70
21,0,46442,Maverick McNealy,2.32,181,78
21,0,50525,Collin Morikawa,2.32,181,78
23,0,47959,Bryson DeChambeau,2.33,186,80
23,0,34099,Harris English,2.33,214,92
23,0,46717,Viktor Hovland,2.33,193,83
23,0,24361,Pat Perez,2.33,224,96
27,0,52375,Doug Ghim,2.34,201,86
27,0,12716,Charley Hoffman,2.34,232,99
27,0,22056,Cameron Percy,2.34,180,77
30,0,30925,Dustin Johnson,2.35,169,72
31,0,51766,Wyndham Clark,2.36,184,78
31,0,31646,Emiliano Grillo,2.36,227,96
33,0,25396,Kevin Na,2.37,206,87
33,0,45486,Joaquin Niemann,2.37,242,102
35,0,25364,Paul Casey,2.38,171,72
35,0,20229,Stewart Cink,2.38,214,90
35,0,28089,Jason Day,2.38,155,65
35,0,27644,Brian Harman,2.38,238,100
35,0,48081,Xander Schauffele,2.38,181,76
35,0,30692,Scott Stallings,2.38,181,76
35,0,23325,Vaughn Taylor,2.38,186,78
42,0,32757,Patton Kizzire,2.39,244,102
42,0,30110,Kyle Stanley,2.39,215,90
44,0,29268,Bronson Burgoon,2.40,173,72
44,0,39997,Corey Conners,2.40,250,104
