RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,39971,Sungjae Im,75
2,0,46046,Scottie Scheffler,67
3,0,39997,Corey Conners,66
4,0,45526,Abraham Ancer,65
5,0,27644,Brian Harman,64
6,0,32757,Patton Kizzire,63
6,0,45486,Joaquin Niemann,63
8,0,34099,Harris English,62
9,0,32791,K.H. Lee,61
9,0,48822,Sebastián Muñoz,61
11,0,40026,Daniel Berger,60
11,0,31646,Emiliano Grillo,60
11,0,25396,Kevin Na,60
11,0,31560,Brian Stuard,60
15,0,29535,Brice Garnett,59
16,0,26300,Matt Jones,58
16,0,32839,Hideki Matsuyama,58
16,0,33419,Cameron Tringale,58
19,0,12716,Charley Hoffman,57
20,0,45157,Cam Davis,56
20,0,30926,Chris Kirk,56
20,0,30944,Jason Kokrak,56
20,0,24361,Pat Perez,56
20,0,47483,Will Zalatoris,56
25,0,29725,Tony Finau,55
25,0,52375,Doug Ghim,55
25,0,35532,Tom Hoge,55
25,0,36801,Mark Hubbard,55
25,0,46970,Jon Rahm,55
25,0,47347,Adam Schenk,55
25,0,34046,Jordan Spieth,55
32,0,46402,Talor Gooch,54
32,0,46717,Viktor Hovland,54
32,0,33667,Carlos Ortiz,54
32,0,36699,Patrick Rodgers,54
32,0,35891,Cameron Smith,54
32,0,49960,Sepp Straka,54
38,0,47504,Sam Burns,53
38,0,47959,Bryson DeChambeau,53
38,0,32640,Troy Merritt,53
38,0,30110,Kyle Stanley,53
38,0,33448,Justin Thomas,53
43,0,20229,Stewart Cink,52
43,0,50525,Collin Morikawa,52
43,0,27214,Kevin Streelman,52
46,0,34098,Russell Henley,51
46,0,37455,Si Woo Kim,51
46,0,33122,Russell Knox,51
46,0,34256,Andrew Putnam,51
46,0,34360,Patrick Reed,51
51,0,35450,Patrick Cantlay,50
51,0,33486,Roger Sloan,50
51,0,27064,Jhonattan Vegas,50
54,0,36871,Matthew NeSmith,49
54,0,25818,Scott Piercy,49
54,0,29221,Webb Simpson,49
57,0,33141,Keegan Bradley,48
57,0,33490,Bo Hoag,48
57,0,27349,Alex Noren,48
57,0,26329,Louis Oosthuizen,48
57,0,27649,Brandt Snedeker,48
57,0,30927,Brendon Todd,48
57,0,51894,Vince Whaley,48
64,0,35310,Lanto Griffin,47
64,0,24024,Zach Johnson,47
64,0,49766,Hank Lebioda,47
64,0,47993,Denny McCarthy,47
64,0,39546,Keith Mitchell,47
64,0,25493,Nick Taylor,47
64,0,37189,Harold Varner III,47
71,0,29974,Branden Grace,46
71,0,39977,Max Homa,46
