RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,01876,Greg Norman,27.83,990476,3559000
2,0,01326,Nick Faldo,25.16,345261,1372000
3,0,01560,David Ishii,22.71,188000,828000
4,0,01559,Hale Irwin,22.32,802249,3595000
5,0,06373,José María Olazábal,21.52,337836,1570000
6,0,01846,Jodie Mudd,19.67,871745,4432000
7,0,01682,Wayne Levi,19.61,918646,4684000
8,0,02020,Eduardo Romero,18.44,74666,405000
9,0,02146,Payne Stewart,17.45,908280,5206000
10,0,01042,Paul Azinger,17.18,897731,5224000
11,0,01226,Fred Couples,16.00,727998,4549000
12,0,01796,Mark McNulty,15.28,34375,225000
13,0,01161,Mark Calcavecchia,15.06,800281,5314000
14,0,02100,Tim Simpson,14.91,777772,5215000
15,0,01633,Tom Kite,14.30,635202,4441000
15,0,01823,Larry Mize,14.30,644198,4504000
17,0,01837,Gil Morgan,13.89,675628,4864000
18,0,02242,Lanny Wadkins,13.66,648432,4747000
19,0,01887,Mark O'Meara,13.59,679175,4999000
20,0,01049,Ian Baker-Finch,12.20,589491,4833000
21,0,01569,Peter Jacobsen,11.86,527779,4450000
22,0,01435,Wayne Grady,11.41,508685,4459000
23,0,01766,Billy Mayfair,10.93,667658,6106000
24,0,01072,Chip Beck,10.82,550816,5089000
25,0,01313,Steve Elkington,10.12,528564,5224000
26,0,01690,Bruce Lietzke,9.81,329293,3357000
27,0,01706,Davis Love III,9.73,518172,5328000
28,0,01968,Nick Price,9.16,502776,5490000
29,0,01388,Robert Gamez,8.79,445906,5071000
30,0,01235,Ben Crenshaw,8.59,351192,4090000
31,0,01553,John Huston,8.47,421690,4981000
32,0,01219,John Cook,8.43,433111,5139000
32,0,02223,Bob Tway,8.43,478361,5674000
34,0,06530,Ray Pearce,8.11,21900,270000
35,0,01928,Corey Pavin,8.07,452829,5611000
36,0,02010,Loren Roberts,7.99,461522,5778000
37,0,01355,Raymond Floyd,7.92,264078,3334000
38,0,01599,Steve Jones,7.87,350981,4459000
39,0,02049,Gene Sauers,7.75,374485,4833000
40,0,02186,Brian Tennyson,7.68,429007,5589000
41,0,01378,David Frost,7.57,372485,4918000
42,0,02094,Tony Sills,7.53,243350,3231000
43,0,02133,Craig Stadler,7.43,278481,3748000
44,0,02159,Curtis Strange,7.36,277171,3766000
45,0,02300,Ian Woosnam,7.13,72138,1012000
46,0,01385,Jim Gallagher Jr.,7.10,460206,6484000
46,0,01527,Scott Hoch,7.10,333978,4702000
48,0,01493,Mike Harwood,6.76,13378,198000
49,0,01361,Dan Forsman,6.69,319159,4774000
50,0,01945,Kenny Perry,6.64,279880,4212000
51,0,01996,Mike Reid,6.63,249148,3757000
52,0,02256,Tom Watson,6.45,213988,3316000
53,0,02099,Scott Simpson,6.42,235309,3667000
54,0,01133,Billy Ray Brown,6.41,312466,4873000
