RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,01143,Brad Bryant,62
1,0,01457,Jay Haas,62
3,0,01320,Bob Estes,61
4,0,01132,Mark Brooks,57
4,0,02170,Hal Sutton,57
6,0,01381,Fred Funk,55
7,0,01098,Jay Don Blake,54
7,0,02218,Ted Tryba,54
9,0,01677,Tom Lehman,53
9,0,02214,Kirk Triplett,53
11,0,01771,Blaine McCallister,52
12,0,01161,Mark Calcavecchia,51
12,0,01475,Donnie Hammond,51
12,0,01926,Steve Pate,51
15,0,01266,Clark Dennis,50
15,0,06643,Paul Goydos,50
15,0,01527,Scott Hoch,50
15,0,01549,Mike Hulbert,50
15,0,01706,Davis Love III,50
15,0,01783,Mark McCumber,50
15,0,02010,Loren Roberts,50
22,0,01060,Dave Barr,49
22,0,01203,Russ Cochran,49
22,0,10809,Jim Furyk,49
22,0,01724,Jeff Maggert,49
22,0,01945,Kenny Perry,49
27,0,01196,Brian Claar,48
27,0,01201,Lennie Clements,48
27,0,06527,Steve Stricker,48
30,0,01329,Brad Faxon,47
30,0,02033,Dave Rummells,47
30,0,02159,Curtis Strange,47
33,0,06214,Guy Boros,45
33,0,01378,David Frost,45
33,0,01553,John Huston,45
33,0,01701,Bob Lohr,45
33,0,01723,Andrew Magee,45
33,0,01876,Greg Norman,45
33,0,02321,Fuzzy Zoeller,45
40,0,01024,Billy Andrade,44
40,0,01235,Ben Crenshaw,44
40,0,08931,Glen Day,44
40,0,01810,Phil Mickelson,44
40,0,01891,David Ogrin,44
40,0,01928,Corey Pavin,44
40,0,02135,Mike Standly,44
40,0,06577,John Wilson,44
48,0,01288,Ed Dougherty,43
48,0,01607,Brian Kamm,43
48,0,02049,Gene Sauers,43
51,0,01116,Michael Bradley,42
51,0,01200,Keith Clearwater,42
51,0,01219,John Cook,42
51,0,01306,David Edwards,42
51,0,01374,Robin Freeman,42
51,0,01559,Hale Irwin,42
51,0,01682,Wayne Levi,42
51,0,01887,Mark O'Meara,42
51,0,02131,Mike Springer,42
51,0,02190,Doug Tewell,42
61,0,01072,Chip Beck,41
61,0,01261,Jay Delsing,41
61,0,01444,Ken Green,41
61,0,06332,Neal Lancaster,41
61,0,01707,Steve Lowery,41
61,0,01823,Larry Mize,41
61,0,01837,Gil Morgan,41
61,0,01938,David Peoples,41
69,0,01156,Curt Byrum,40
69,0,01418,Bill Glasson,40
69,0,01569,Peter Jacobsen,40
69,0,06315,Pete Jordan,40
69,0,01633,Tom Kite,40
69,0,01971,Dillard Pruitt,40
69,0,06657,Steve Rintoul,40
76,0,06034,Marco Dawson,39
76,0,06251,Chris DiMarco,39
76,0,01331,Rick Fehr,39
76,0,01385,Jim Gallagher Jr.,39
76,0,08337,Mike Heinen,39
76,0,01766,Billy Mayfair,39
76,0,02133,Craig Stadler,39
83,0,01093,Ronnie Black,38
83,0,01185,Brandel Chamblee,38
83,0,06128,Steve Lamontagne,38
83,0,01690,Bruce Lietzke,38
87,0,06197,Michael Allen,37
87,0,01139,Olin Browne,37
87,0,01388,Robert Gamez,37
87,0,01414,Bob Gilder,37
87,0,01577,Lee Janzen,37
87,0,01755,Dick Mast,37
87,0,02099,Scott Simpson,37
87,0,02294,Willie Wood,37
95,0,06058,John Flannery,36
95,0,01510,Nolan Henke,36
95,0,06140,Sean Murphy,36
95,0,02100,Tim Simpson,36
95,0,02104,Jeff Sluman,36
95,0,02241,Bobby Wadkins,36
101,0,06020,Steve Brodie,35
101,0,01282,Trevor Dodds,35
101,0,01330,David Feherty,35
101,0,02146,Payne Stewart,35
105,0,01557,John Inman,34
105,0,06012,Greg Kraft,34
105,0,06090,Jim McGovern,34
105,0,01927,Dennis Paulson,34
105,0,07101,Dave Stockton Jr.,34
105,0,02206,David Toms,34
105,0,02239,Scott Verplank,34
105,0,02246,Duffy Waldorf,34
113,0,07569,Mark Carnevale,33
113,0,01226,Fred Couples,33
113,0,01495,Morris Hatalsky,33
113,0,01975,Tom Purtzer,33
113,0,08375,Paul Stankowski,33
113,0,02201,Jim Thorpe,33
113,0,02223,Bob Tway,33
113,0,02267,D.A. Weibring,33
121,0,01014,Fulton Allem,32
121,0,01408,Kelly Gibson,32
121,0,01468,Gary Hallberg,32
121,0,06575,Dudley Hart,32
121,0,07235,John Morse,32
121,0,06567,Vijay Singh,32
121,0,06589,Jeff Woodland,32
128,0,01307,Joel Edwards,31
128,0,01353,Bruce Fleisher,31
128,0,01361,Dan Forsman,31
128,0,06617,Brian Henninger,31
128,0,01824,Yoshinori Mizumaki,31
128,0,01996,Mike Reid,31
128,0,06078,Esteban Toledo,31
128,0,02225,Howard Twitty,31
128,0,06791,Mark Wurtz,31
137,0,06809,Bob Burns,30
137,0,01313,Steve Elkington,30
137,0,01550,Ed Humenik,30
137,0,02167,Mike Sullivan,30
137,0,02245,Grant Waite,30
142,0,01006,John Adams,29
142,0,01129,Bill Britton,29
142,0,01905,Joe Ozaki,29
142,0,01968,Nick Price,29
146,0,01725,John Mahaffey,28
146,0,02095,Larry Silveira,28
146,0,02230,Stan Utley,28
146,0,02322,Richard Zokol,28
150,0,01920,Craig Parry,27
150,0,02101,Joey Sindelar,27
150,0,02256,Tom Watson,27
153,0,01096,Phil Blackmar,25
153,0,06350,Bob May,25
155,0,06609,Rob Boldt,24
155,0,01346,Ed Fiori,24
155,0,01748,Doug Martin,24
155,0,02007,Larry Rinker,24
155,0,02067,Ted Schulz,24
155,0,02090,Tom Sieckmann,24
161,0,01648,Billy Kratzert,23
161,0,01890,Brett Ogle,23
161,0,01986,Joey Rassett,23
164,0,12661,Todd Barranger,22
164,0,12660,Jesper Parnevik,22
164,0,10213,Dicky Pride,22
167,0,01284,Mike Donald,21
167,0,01533,P.H. Horgan III,21
167,0,06591,Rocky Walcher,21
170,0,01197,Bobby Clampett,20
170,0,01323,Brad Fabel,20
170,0,01435,Wayne Grady,20
170,0,10860,Justin Leonard,20
170,0,01846,Jodie Mudd,20
170,0,02242,Lanny Wadkins,20
170,0,02303,Robert Wrenn,20
177,0,06088,Steve Gotsche,19
177,0,01629,Eddie Kirby,19
177,0,12663,Phil Tataurangi,19
180,0,06086,Russell Beiersdorf,18
180,0,06522,Ernie Els,18
180,0,01715,Mark Lye,18
180,0,01958,Dan Pohl,18
180,0,06062,Charles Raulerson,18
185,0,01392,Tom Garner,17
185,0,01736,Roger Maltbie,17
187,0,07781,Ty Armstrong,16
187,0,01068,Andy Bean,16
187,0,01249,John Daly,16
187,0,06016,Brad Lardon,16
191,0,06006,JC Anderson,15
191,0,01035,Tommy Armour III,15
191,0,01157,Tom Byrum,15
191,0,01632,Chris Kite,15
191,0,02094,Tony Sills,15
196,0,01864,Larry Nelson,14
196,0,06373,José María Olazábal,14
196,0,02195,Leonard Thompson,14
196,0,02298,Jim Woodward,14
200,0,10569,Mike Brisky,13
201,0,01326,Nick Faldo,12
201,0,01779,Gary McCord,12
201,0,01992,Don Reese,12
201,0,02035,D.A. Russell,12
201,0,02111,Mike Smith,12
201,0,02224,Greg Twiggs,12
201,0,02279,Mark Wiebe,12
208,0,01049,Ian Baker-Finch,11
208,0,01639,Kenny Knox,11
208,0,06515,Shaun Micheel,11
208,0,02180,Harry Taylor,11
212,0,01355,Raymond Floyd,9
212,0,01796,Mark McNulty,9
212,0,01835,Tommy Moore,9
212,0,12702,Costantino Rocca,9
216,0,01133,Billy Ray Brown,8
216,0,09011,David Duval,8
216,0,01390,Buddy Gardner,8
216,0,12665,Brad King,8
216,0,01960,Don Pooley,8
221,0,01042,Paul Azinger,7
221,0,01666,Bernhard Langer,7
221,0,01717,Sandy Lyle,7
221,0,01797,Rocco Mediate,7
221,0,10823,Kiyoshi Murota,7
221,0,01925,Jerry Pate,7
221,0,02185,Lance Ten Broeck,7
221,0,02207,Sam Torrance,7
229,0,01443,Hubert Green,6
229,0,01599,Steve Jones,6
229,0,08635,Colin Montgomerie,6
229,0,01906,Masashi Jumbo Ozaki,6
233,0,01334,Keith Fergus,5
233,0,01522,Lon Hinkle,5
233,0,01619,Skip Kendall,5
233,0,01685,J.L. Lewis,5
233,0,01803,Hajime Meshiai,5
233,0,01946,Peter Persons,5
239,0,01051,Seve Ballesteros,4
239,0,06124,Patrick Burke,4
239,0,10195,Tim Conley,4
239,0,10875,Todd Demsey,4
239,0,01425,Ernie Gonzalez,4
239,0,06044,Scott Gump,4
239,0,12730,John Harris,4
239,0,01560,David Ishii,4
239,0,12662,Thomas Levet,4
239,0,12720,Monte Montgomery,4
239,0,01884,Mac O'Grady,4
239,0,02217,Dennis Trixler,4
239,0,02255,Denis Watson,4
252,0,19883,Joe Daley,3
252,0,19911,Billy Downes,3
252,0,01469,Dan Halldorson,3
252,0,01501,Vance Heafner,3
252,0,01571,Barry Jaeckel,3
252,0,10457,Frank Nobilo,3
252,0,10824,Seiki Okuda,3
252,0,01910,Arnold Palmer,3
252,0,10501,Christian Pena,3
252,0,01943,Chris Perry,3
252,0,01978,Fran Quinn,3
252,0,01998,Jack Renner,3
252,0,02046,Tony Saraceno,3
252,0,10217,Warren Schutte,3
252,0,02300,Ian Woosnam,3
267,0,01039,Perry Arthur,2
267,0,06789,Mark Cato,2
267,0,08717,Kawika Cotner,2
267,0,01302,R.W. Eaks,2
267,0,01305,Danny Edwards,2
267,0,06599,John Elliott,2
267,0,01424,Ted Goin,2
267,0,01454,Roger Gunn,2
267,0,01499,Mark Hayes,2
267,0,10145,Tom Hearn,2
267,0,01556,Joe Inman,2
267,0,01604,Steve Jurgensen,2
267,0,12389,Barry Lane,2
267,0,01812,Danny Mijovic,2
267,0,01815,Johnny Miller,2
267,0,01858,Tommy Nakajima,2
267,0,01861,Jim Nelford,2
267,0,01869,Jack Nicklaus,2
267,0,01878,Andy North,2
267,0,01949,Mark Pfeil,2
267,0,08553,Lee Porter,2
267,0,01984,Sam Randolph,2
267,0,02023,Clarence Rose,2
267,0,06731,Jeff Roth,2
267,0,06409,Brad Sherfy,2
267,0,02106,Chris Smith,2
267,0,02215,Paul Trittler,2
267,0,02222,Billy Tuten,2
267,0,02226,Tray Tyner,2
267,0,02254,Scott Watkins,2
267,0,07553,Roger Wessels,2
298,0,01040,Emlyn Aubrey,1
298,0,12546,Peter Baker,1
298,0,01055,Jerry Barber,1
298,0,07003,David Berganio Jr.,1
298,0,01114,Bob Boyd,1
298,0,06218,Tommy Brannen,1
298,0,01162,Rex Caldwell,1
298,0,01175,Jim Carter,1
298,0,07059,Tom Cleaver,1
298,0,01218,Jeff Cook,1
298,0,10041,Wayne DeFrancesco,1
298,0,01276,Jon Diggetts,1
298,0,01278,Andy Dillard,1
298,0,12669,Tom Dolby,1
298,0,07529,Tim Dunlavey,1
298,0,01303,Bob Eastwood,1
298,0,01342,Forrest Fezler,1
298,0,01349,Woody Fitzhugh,1
298,0,01373,Ray Freeman,1
298,0,06064,Jeff Gallagher,1
298,0,10521,Bobby Gee,1
298,0,01405,Kevin Giancola,1
298,0,09071,David Gilford,1
298,0,01416,Chad Ginn,1
298,0,10203,Bryan Gorman,1
298,0,01487,Jeff Hart,1
298,0,10962,Bradley Hughes,1
298,0,08881,Tripp Isenhour,1
298,0,06573,Brandt Jobe,1
298,0,01641,Gary Koch,1
298,0,19896,Patrick Lee,1
298,0,08353,Bill Malley,1
298,0,08139,Tommy Masters,1
298,0,01774,Dick McClean,1
298,0,01782,Mike McCullough,1
298,0,08575,Ron McDougal,1
298,0,06963,Terrence Miskell,1
298,0,01826,Brian Mogg,1
298,0,07939,Dan Olsen,1
298,0,01922,Benny Passons,1
298,0,06645,Greg Petersen,1
298,0,01955,Gary Player,1
298,0,01977,Dana Quigley,1
298,0,12566,Kurtis Rogers,1
298,0,12390,Kevin Roman,1
298,0,20026,Brook Schmitt,1
298,0,11036,Jack Skilling,1
298,0,07707,Mike Small,1
298,0,02110,Jerry Smith,1
298,0,07501,Todd Smith,1
298,0,02120,Ed Sneed,1
298,0,02148,Ray Stewart,1
298,0,02152,Dave Stockton,1
298,0,02160,Ron Streck,1
298,0,19811,Tom Sutter,1
298,0,06048,Dicky Thompson,1
298,0,02203,Dennis Tiziani,1
298,0,07771,Greg Towne,1
298,0,02210,John Traub,1
298,0,20025,Ben Walter,1
298,0,10423,Mike Weir,1
298,0,02275,Jim White,1
298,0,10964,Clinton Whitelaw,1
298,0,06446,Jerry Wisz,1
298,0,06448,Gregg Wolff,1
298,0,08793,Tiger Woods,1
298,0,06503,Randy Wylie,1
298,0,12681,Yoshitaka Yamamoto,1
