RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01876,Greg Norman,+2.37,69.33,71.70
2,0,01226,Fred Couples,+1.86,69.94,71.80
3,0,01677,Tom Lehman,+1.85,69.89,71.74
4,0,01968,Nick Price,+1.76,70.05,71.81
5,0,02010,Loren Roberts,+1.72,69.82,71.54
6,0,01783,Mark McCumber,+1.68,69.86,71.54
7,0,01928,Corey Pavin,+1.62,70.29,71.91
8,0,01559,Hale Irwin,+1.60,70.49,72.09
9,0,02256,Tom Watson,+1.58,70.81,72.39
10,0,01320,Bob Estes,+1.55,69.78,71.33
11,0,01201,Lennie Clements,+1.53,70.24,71.77
12,0,01810,Phil Mickelson,+1.52,69.86,71.38
12,0,02321,Fuzzy Zoeller,+1.52,70.15,71.67
14,0,01418,Bill Glasson,+1.50,70.12,71.62
15,0,01633,Tom Kite,+1.40,70.71,72.11
16,0,01378,David Frost,+1.37,70.60,71.97
17,0,01690,Bruce Lietzke,+1.35,69.95,71.30
18,0,01837,Gil Morgan,+1.23,70.09,71.32
19,0,01553,John Huston,+1.22,70.37,71.59
19,0,02214,Kirk Triplett,+1.22,70.40,71.62
21,0,01306,David Edwards,+1.21,70.76,71.97
22,0,01527,Scott Hoch,+1.16,70.40,71.56
23,0,01161,Mark Calcavecchia,+1.14,70.54,71.68
23,0,02239,Scott Verplank,+1.14,70.95,72.09
25,0,01724,Jeff Maggert,+1.13,70.63,71.76
26,0,01329,Brad Faxon,+1.12,70.82,71.94
27,0,02133,Craig Stadler,+1.11,70.57,71.68
28,0,01457,Jay Haas,+1.05,70.36,71.41
29,0,01475,Donnie Hammond,+1.03,70.45,71.48
29,0,01823,Larry Mize,+1.03,70.93,71.96
31,0,01219,John Cook,+1.02,70.61,71.63
32,0,02170,Hal Sutton,+.98,70.64,71.62
33,0,01098,Jay Don Blake,+.97,70.46,71.43
34,0,02159,Curtis Strange,+.96,70.84,71.80
35,0,01235,Ben Crenshaw,+.95,70.85,71.80
36,0,01920,Craig Parry,+.93,71.19,72.12
37,0,01569,Peter Jacobsen,+.91,70.69,71.60
38,0,06527,Steve Stricker,+.84,70.67,71.51
39,0,01143,Brad Bryant,+.83,70.72,71.55
40,0,01060,Dave Barr,+.82,70.72,71.54
40,0,01706,Davis Love III,+.82,71.03,71.85
42,0,01945,Kenny Perry,+.77,70.88,71.65
43,0,01072,Chip Beck,+.76,71.07,71.83
44,0,01723,Andrew Magee,+.74,70.91,71.65
45,0,01266,Clark Dennis,+.71,70.99,71.70
46,0,01771,Blaine McCallister,+.68,70.78,71.46
47,0,01385,Jim Gallagher Jr.,+.66,71.06,71.72
47,0,02131,Mike Springer,+.66,70.87,71.53
49,0,08931,Glen Day,+.65,71.00,71.65
49,0,06567,Vijay Singh,+.65,71.43,72.08
51,0,01381,Fred Funk,+.62,71.17,71.79
52,0,01975,Tom Purtzer,+.61,70.94,71.55
53,0,01824,Yoshinori Mizumaki,+.60,71.15,71.75
54,0,01132,Mark Brooks,+.59,70.97,71.56
54,0,01549,Mike Hulbert,+.59,71.11,71.70
56,0,01024,Billy Andrade,+.58,71.21,71.79
56,0,02099,Scott Simpson,+.58,71.11,71.69
58,0,01926,Steve Pate,+.56,71.08,71.64
59,0,01905,Joe Ozaki,+.52,71.13,71.65
60,0,01577,Lee Janzen,+.51,71.28,71.79
60,0,01707,Steve Lowery,+.51,71.17,71.68
60,0,12660,Jesper Parnevik,+.51,71.68,72.19
63,0,01313,Steve Elkington,+.50,71.42,71.92
64,0,06214,Guy Boros,+.49,71.02,71.51
64,0,01331,Rick Fehr,+.49,71.08,71.57
66,0,10809,Jim Furyk,+.47,71.15,71.62
67,0,01701,Bob Lohr,+.45,71.18,71.63
68,0,01116,Michael Bradley,+.44,71.00,71.44
69,0,01682,Wayne Levi,+.43,71.23,71.66
69,0,02267,D.A. Weibring,+.43,71.19,71.62
71,0,01374,Robin Freeman,+.42,71.10,71.52
72,0,01996,Mike Reid,+.39,71.19,71.58
72,0,02241,Bobby Wadkins,+.39,70.97,71.36
74,0,01156,Curt Byrum,+.35,71.15,71.50
74,0,01200,Keith Clearwater,+.35,71.33,71.68
74,0,01435,Wayne Grady,+.35,71.64,71.99
74,0,01887,Mark O'Meara,+.35,71.49,71.84
78,0,02104,Jeff Sluman,+.33,71.57,71.90
79,0,06643,Paul Goydos,+.32,71.44,71.76
79,0,01510,Nolan Henke,+.32,71.33,71.65
79,0,02049,Gene Sauers,+.32,71.11,71.43
79,0,06577,John Wilson,+.32,71.14,71.46
83,0,02218,Ted Tryba,+.31,71.28,71.59
84,0,02101,Joey Sindelar,+.29,71.35,71.64
85,0,01261,Jay Delsing,+.28,71.31,71.59
85,0,07235,John Morse,+.28,71.58,71.86
87,0,01203,Russ Cochran,+.25,71.24,71.49
88,0,01927,Dennis Paulson,+.24,71.38,71.62
89,0,01196,Brian Claar,+.23,71.30,71.53
89,0,01361,Dan Forsman,+.23,71.46,71.69
89,0,02201,Jim Thorpe,+.23,71.49,71.72
92,0,01414,Bob Gilder,+.22,71.33,71.55
92,0,01891,David Ogrin,+.22,71.31,71.53
94,0,06012,Greg Kraft,+.20,71.65,71.85
94,0,06090,Jim McGovern,+.20,71.74,71.94
94,0,02246,Duffy Waldorf,+.20,71.50,71.70
97,0,06809,Bob Burns,+.18,71.58,71.76
97,0,01971,Dillard Pruitt,+.18,71.31,71.49
99,0,06657,Steve Rintoul,+.17,71.13,71.30
100,0,01129,Bill Britton,+.15,71.54,71.69
101,0,02146,Payne Stewart,+.14,71.54,71.68
101,0,02167,Mike Sullivan,+.14,71.56,71.70
103,0,06617,Brian Henninger,+.13,71.26,71.39
104,0,06128,Steve Lamontagne,+.11,71.63,71.74
105,0,01093,Ronnie Black,+.10,71.35,71.45
105,0,08337,Mike Heinen,+.10,71.39,71.49
107,0,01607,Brian Kamm,+.07,71.64,71.71
107,0,01938,David Peoples,+.07,71.35,71.42
107,0,02033,Dave Rummells,+.07,71.46,71.53
110,0,02190,Doug Tewell,+.05,71.35,71.40
110,0,02223,Bob Tway,+.05,71.48,71.53
112,0,08375,Paul Stankowski,+.04,71.66,71.70
113,0,06251,Chris DiMarco,+.03,71.51,71.54
113,0,01444,Ken Green,+.03,71.52,71.55
115,0,01353,Bruce Fleisher,+.01,71.61,71.62
116,0,06332,Neal Lancaster,E,71.51,71.51
117,0,06078,Esteban Toledo,-.01,71.60,71.59
118,0,01755,Dick Mast,-.02,71.68,71.66
119,0,06609,Rob Boldt,-.04,71.68,71.64
120,0,02225,Howard Twitty,-.05,71.72,71.67
121,0,01495,Morris Hatalsky,-.06,71.50,71.44
121,0,06140,Sean Murphy,-.06,71.61,71.55
121,0,01986,Joey Rassett,-.06,71.83,71.77
124,0,02100,Tim Simpson,-.07,71.59,71.52
125,0,06315,Pete Jordan,-.08,71.56,71.48
126,0,06020,Steve Brodie,-.10,71.56,71.46
126,0,01388,Robert Gamez,-.10,71.62,71.52
128,0,01288,Ed Dougherty,-.13,71.71,71.58
128,0,12663,Phil Tataurangi,-.13,71.89,71.76
128,0,02294,Willie Wood,-.13,71.62,71.49
128,0,06791,Mark Wurtz,-.13,71.75,71.62
132,0,02135,Mike Standly,-.15,71.89,71.74
133,0,01185,Brandel Chamblee,-.19,71.67,71.48
133,0,06034,Marco Dawson,-.19,71.87,71.68
133,0,01282,Trevor Dodds,-.19,71.71,71.52
136,0,01766,Billy Mayfair,-.22,71.67,71.45
137,0,06589,Jeff Woodland,-.24,71.78,71.54
138,0,06197,Michael Allen,-.25,71.74,71.49
139,0,07101,Dave Stockton Jr.,-.27,71.59,71.32
140,0,01550,Ed Humenik,-.29,72.29,72.00
140,0,02322,Richard Zokol,-.29,71.92,71.63
142,0,01468,Gary Hallberg,-.30,72.26,71.96
143,0,02303,Robert Wrenn,-.31,71.87,71.56
144,0,01014,Fulton Allem,-.32,72.24,71.92
145,0,02095,Larry Silveira,-.33,71.94,71.61
