RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,08793,Tiger Woods,72.0,1368,19
2,0,01810,Phil Mickelson,80.0,1440,18
3,0,23621,Rory Sabbatini,87.9,1494,17
4,0,01042,Paul Azinger,108.0,1296,12
5,0,21209,Sergio Garcia,117.0,936,8
6,0,08535,Gary Nicklaus,123.0,1476,12
7,0,21805,Harrison Frazar,126.0,1260,10
8,0,06251,Chris DiMarco,128.3,2052,16
9,0,02133,Craig Stadler,132.0,1188,9
10,0,01943,Chris Perry,135.0,1890,14
11,0,07457,Steve Flesch,136.1,2178,16
12,0,01706,Davis Love III,138.0,1656,12
13,0,01418,Bill Glasson,139.5,1674,12
14,0,07749,Brett Quigley,141.8,1134,8
15,0,01116,Michael Bradley,146.0,1314,9
16,0,01388,Robert Gamez,152.0,1368,9
17,0,12660,Jesper Parnevik,153.0,1224,8
18,0,20043,Edward Fryatt,158.7,1746,11
19,0,06809,Bob Burns,160.2,1602,10
19,0,20574,Mathew Goggin,160.2,1602,10
19,0,02170,Hal Sutton,160.2,1602,10
22,0,20098,Stuart Appleby,162.0,1458,9
22,0,01927,Dennis Paulson,162.0,1458,9
22,0,01938,David Peoples,162.0,1782,11
25,0,01723,Andrew Magee,164.3,1314,8
26,0,23125,Brad Elder,165.0,1980,12
27,0,20593,Greg Chalmers,165.6,1656,10
28,0,20095,Carl Paulson,168.5,1854,11
29,0,02245,Grant Waite,170.0,1530,9
30,0,19822,Bobby Cochran,171.0,1368,8
30,0,01797,Rocco Mediate,171.0,1368,8
32,0,12753,David Morland IV,172.0,1548,9
33,0,09011,David Duval,172.3,1206,7
34,0,01313,Steve Elkington,174.0,1044,6
35,0,06522,Ernie Els,174.9,1224,7
36,0,06573,Brandt Jobe,176.0,1584,9
37,0,01185,Brandel Chamblee,180.0,1260,7
37,0,10962,Bradley Hughes,180.0,1620,9
39,0,07867,Woody Austin,181.8,1818,10
40,0,10860,Justin Leonard,186.0,1674,9
41,0,01707,Steve Lowery,187.2,1872,10
42,0,10885,Robert Allenby,188.0,1692,9
43,0,12823,Carlos Franco,189.0,1512,8
43,0,10201,Matt Gogel,189.0,1512,8
45,0,06090,Jim McGovern,190.8,954,5
46,0,01941,Tom Pernice Jr.,192.0,1728,9
47,0,01945,Kenny Perry,195.4,1368,7
48,0,10585,Scott McCarron,196.0,1764,9
49,0,01766,Billy Mayfair,198.0,1584,8
50,0,08537,J.P. Hayes,200.3,1602,8
51,0,20029,Notah Begay III,200.6,1404,7
52,0,19881,Robert Damron,204.8,1638,8
52,0,06350,Bob May,204.8,1638,8
54,0,12388,Michael Clark II,205.7,1440,7
55,0,01261,Jay Delsing,209.3,1674,8
56,0,01724,Jeff Maggert,210.9,1476,7
57,0,01175,Jim Carter,211.5,1692,8
57,0,06595,Kevin Sutherland,211.5,1692,8
59,0,06036,Scott Dunlap,212.0,1908,9
59,0,06012,Greg Kraft,212.0,1908,9
61,0,19824,Craig Barlow,216.0,1728,8
61,0,02101,Joey Sindelar,216.0,1512,7
63,0,02218,Ted Tryba,222.0,1998,9
64,0,01968,Nick Price,223.2,1116,5
65,0,01619,Skip Kendall,224.0,2016,9
66,0,23656,Jason Caron,225.0,1350,6
66,0,12645,Brent Geiberger,225.0,1350,6
66,0,06140,Sean Murphy,225.0,1800,8
69,0,08993,Franklin Langham,234.0,1638,7
69,0,06515,Shaun Micheel,234.0,1638,7
69,0,21949,Joe Ogilvie,234.0,1638,7
72,0,01093,Ronnie Black,237.0,1422,6
73,0,08045,Perry Moss,238.5,954,4
74,0,01191,Barry Cheesman,239.1,1674,7
75,0,07763,Doug Dunakey,240.0,1440,6
76,0,01761,Len Mattiace,240.8,1926,8
77,0,12652,Cameron Beckman,243.0,1458,6
78,0,20229,Stewart Cink,244.3,1710,7
79,0,20105,Jeff Gove,246.0,1476,6
80,0,10423,Mike Weir,246.9,1728,7
81,0,02214,Kirk Triplett,249.4,1746,7
82,0,02104,Jeff Sluman,249.8,1998,8
83,0,01226,Fred Couples,252.0,1260,5
84,0,06014,Eric Booker,255.0,1530,6
85,0,01203,Russ Cochran,255.6,1278,5
86,0,11011,Mike Sposa,262.8,1314,5
86,0,08375,Paul Stankowski,262.8,1314,5
88,0,20445,Casey Martin,264.0,1584,6
89,0,01035,Tommy Armour III,267.0,1602,6
90,0,01014,Fulton Allem,270.0,1350,5
90,0,11032,Frank Lickliter II,270.0,1890,7
92,0,06527,Steve Stricker,274.5,1098,4
93,0,06567,Vijay Singh,276.0,1656,6
94,0,01098,Jay Don Blake,279.0,1674,6
95,0,01381,Fred Funk,280.3,1962,7
95,0,02206,David Toms,280.3,1962,7
