RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,07457,Steve Flesch,493
2,0,20094,Jonathan Kaye,438
2,0,01619,Skip Kendall,438
4,0,02206,David Toms,434
5,0,06251,Chris DiMarco,427
6,0,01707,Steve Lowery,410
7,0,02104,Jeff Sluman,408
8,0,02239,Scott Verplank,400
9,0,01527,Scott Hoch,397
10,0,06036,Scott Dunlap,395
11,0,08075,Jerry Kelly,393
12,0,01706,Davis Love III,392
13,0,23125,Brad Elder,389
13,0,01329,Brad Faxon,389
15,0,11032,Frank Lickliter II,387
16,0,01943,Chris Perry,386
17,0,01381,Fred Funk,384
18,0,01771,Blaine McCallister,381
19,0,01685,J.L. Lewis,380
19,0,02214,Kirk Triplett,380
21,0,06581,David Sutherland,378
22,0,10585,Scott McCarron,377
23,0,20095,Carl Paulson,376
24,0,01161,Mark Calcavecchia,374
24,0,08793,Tiger Woods,374
26,0,06004,Stephen Ames,372
26,0,10423,Mike Weir,372
26,0,10425,Jay Williamson,372
29,0,20593,Greg Chalmers,367
30,0,06567,Vijay Singh,366
31,0,01938,David Peoples,363
32,0,07867,Woody Austin,359
33,0,06012,Greg Kraft,356
33,0,10649,Tom Scherrer,356
35,0,20229,Stewart Cink,355
36,0,08993,Franklin Langham,353
37,0,10885,Robert Allenby,352
38,0,08931,Glen Day,349
39,0,01307,Joel Edwards,347
39,0,06078,Esteban Toledo,347
41,0,02218,Ted Tryba,346
42,0,19846,Brian Gay,345
43,0,06621,Joe Durant,344
43,0,06315,Pete Jordan,344
45,0,10809,Jim Furyk,343
46,0,06643,Paul Goydos,342
46,0,12782,Tim Herron,342
46,0,02170,Hal Sutton,342
49,0,20127,Chris Riley,341
50,0,01139,Olin Browne,338
50,0,01418,Bill Glasson,338
52,0,01810,Phil Mickelson,337
52,0,06062,Charles Raulerson,337
52,0,06595,Kevin Sutherland,337
55,0,01941,Tom Pernice Jr.,336
55,0,02245,Grant Waite,336
57,0,19824,Craig Barlow,335
57,0,06350,Bob May,335
59,0,06617,Brian Henninger,334
60,0,01098,Jay Don Blake,333
60,0,01191,Barry Cheesman,333
62,0,01577,Lee Janzen,332
62,0,01761,Len Mattiace,332
64,0,01063,Ben Bates,330
64,0,19881,Robert Damron,330
66,0,10860,Justin Leonard,329
67,0,20043,Edward Fryatt,328
68,0,06140,Sean Murphy,324
69,0,01374,Robin Freeman,323
69,0,06515,Shaun Micheel,323
69,0,23621,Rory Sabbatini,323
72,0,10457,Frank Nobilo,321
73,0,12823,Carlos Franco,320
74,0,21949,Joe Ogilvie,319
75,0,06809,Bob Burns,318
76,0,01175,Jim Carter,317
76,0,02223,Bob Tway,317
78,0,01024,Billy Andrade,315
78,0,08537,J.P. Hayes,315
80,0,02110,Jerry Smith,314
81,0,01157,Tom Byrum,313
81,0,02010,Loren Roberts,313
83,0,06088,Steve Gotsche,312
84,0,06573,Brandt Jobe,311
85,0,20574,Mathew Goggin,310
86,0,06332,Neal Lancaster,307
87,0,01553,John Huston,306
88,0,01945,Kenny Perry,304
89,0,24357,K.J. Choi,303
89,0,08547,John Maginnes,303
89,0,02279,Mark Wiebe,303
92,0,20098,Stuart Appleby,302
93,0,08545,Glen Hnatiuk,301
94,0,01361,Dan Forsman,299
95,0,08375,Paul Stankowski,298
95,0,08385,Omar Uresti,298
97,0,21007,Gabriel Hjertstedt,296
98,0,10962,Bradley Hughes,295
98,0,20445,Casey Martin,295
100,0,01132,Mark Brooks,294
100,0,12680,Shigeki Maruyama,294
102,0,01724,Jeff Maggert,293
102,0,01926,Steve Pate,293
104,0,12753,David Morland IV,292
104,0,02131,Mike Springer,292
106,0,10213,Dicky Pride,290
107,0,01323,Brad Fabel,289
107,0,01376,Bob Friend,289
109,0,01766,Billy Mayfair,288
110,0,07101,Dave Stockton Jr.,287
111,0,20099,Doug Barron,286
111,0,06044,Scott Gump,286
113,0,02101,Joey Sindelar,285
114,0,01261,Jay Delsing,284
115,0,12652,Cameron Beckman,283
115,0,09011,David Duval,283
117,0,01035,Tommy Armour III,282
117,0,23614,Rich Beem,282
117,0,01219,John Cook,282
117,0,01226,Fred Couples,282
117,0,02257,Brian Watts,282
122,0,01042,Paul Azinger,281
122,0,24356,Jason Buha,281
124,0,10201,Matt Gogel,277
125,0,12388,Michael Clark II,275
126,0,01282,Trevor Dodds,274
127,0,12645,Brent Geiberger,273
128,0,07763,Doug Dunakey,272
129,0,10963,Jimmy Green,271
129,0,10117,Bob Heintz,271
129,0,02246,Duffy Waldorf,271
132,0,01388,Robert Gamez,270
133,0,12660,Jesper Parnevik,269
134,0,22064,Craig Spence,266
135,0,10569,Mike Brisky,265
136,0,01927,Dennis Paulson,264
136,0,07753,Kevin Wentworth,264
138,0,10912,Craig Perks,263
139,0,01408,Kelly Gibson,262
140,0,06522,Ernie Els,260
140,0,20105,Jeff Gove,260
142,0,06575,Dudley Hart,259
142,0,08535,Gary Nicklaus,259
144,0,01093,Ronnie Black,258
144,0,01185,Brandel Chamblee,258
146,0,06014,Eric Booker,255
146,0,01797,Rocco Mediate,255
148,0,01203,Russ Cochran,253
149,0,20029,Notah Begay III,249
150,0,01249,John Daly,248
150,0,21805,Harrison Frazar,248
152,0,01457,Jay Haas,245
152,0,01968,Nick Price,245
154,0,01723,Andrew Magee,243
155,0,01677,Tom Lehman,237
156,0,01823,Larry Mize,236
157,0,01331,Rick Fehr,235
157,0,02133,Craig Stadler,235
157,0,06431,Jean Van de Velde,235
160,0,19822,Bobby Cochran,234
160,0,01599,Steve Jones,234
160,0,01920,Craig Parry,234
163,0,01116,Michael Bradley,233
163,0,12449,Ryan Howison,233
165,0,11011,Mike Sposa,231
166,0,01928,Corey Pavin,230
167,0,01996,Mike Reid,227
168,0,22913,John Rollins,224
169,0,01014,Fulton Allem,223
170,0,01549,Mike Hulbert,221
171,0,08243,Aaron Bengoechea,219
171,0,06613,Tommy Tolles,219
173,0,01142,Bart Bryant,215
174,0,01510,Nolan Henke,214
175,0,01569,Peter Jacobsen,211
176,0,23656,Jason Caron,210
177,0,01320,Bob Estes,209
178,0,07749,Brett Quigley,206
179,0,21209,Sergio Garcia,202
180,0,01040,Emlyn Aubrey,192
180,0,01313,Steve Elkington,192
