RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,08793,Tiger Woods,36.51
2,0,20593,Greg Chalmers,31.44
3,0,01945,Kenny Perry,27.44
4,0,06522,Ernie Els,27.03
5,0,09011,David Duval,26.88
6,0,10860,Justin Leonard,26.24
7,0,12660,Jesper Parnevik,26.16
8,0,01706,Davis Love III,26.07
9,0,23621,Rory Sabbatini,25.00
10,0,19824,Craig Barlow,24.71
10,0,07457,Steve Flesch,24.71
12,0,06004,Stephen Ames,24.69
13,0,06617,Brian Henninger,24.62
14,0,01185,Brandel Chamblee,24.61
15,0,01418,Bill Glasson,24.53
16,0,02206,David Toms,24.11
17,0,01329,Brad Faxon,24.03
18,0,06809,Bob Burns,23.89
19,0,01810,Phil Mickelson,23.84
20,0,06567,Vijay Singh,23.40
21,0,12680,Shigeki Maruyama,23.08
22,0,01226,Fred Couples,23.03
23,0,06088,Steve Gotsche,23.02
24,0,01677,Tom Lehman,22.98
25,0,02104,Jeff Sluman,22.81
25,0,10423,Mike Weir,22.81
27,0,12753,David Morland IV,22.78
28,0,02214,Kirk Triplett,22.73
29,0,01707,Steve Lowery,22.71
30,0,24357,K.J. Choi,22.69
31,0,01577,Lee Janzen,22.65
32,0,11032,Frank Lickliter II,22.47
33,0,08535,Gary Nicklaus,22.39
34,0,20105,Jeff Gove,22.36
35,0,01313,Steve Elkington,22.03
35,0,20094,Jonathan Kaye,22.03
37,0,20574,Mathew Goggin,22.01
38,0,06350,Bob May,21.86
39,0,08375,Paul Stankowski,21.79
40,0,01771,Blaine McCallister,21.72
41,0,20098,Stuart Appleby,21.69
41,0,20127,Chris Riley,21.69
43,0,20095,Carl Paulson,21.56
44,0,07753,Kevin Wentworth,21.51
45,0,01943,Chris Perry,21.43
46,0,06515,Shaun Micheel,21.37
47,0,01203,Russ Cochran,21.31
47,0,06332,Neal Lancaster,21.31
47,0,21949,Joe Ogilvie,21.31
50,0,06575,Dudley Hart,21.23
51,0,06036,Scott Dunlap,21.19
52,0,06621,Joe Durant,21.15
53,0,12782,Tim Herron,21.12
54,0,06251,Chris DiMarco,20.98
55,0,06315,Pete Jordan,20.91
56,0,01975,Tom Purtzer,20.90
57,0,01527,Scott Hoch,20.88
58,0,01905,Joe Ozaki,20.83
59,0,02101,Joey Sindelar,20.82
60,0,01887,Mark O'Meara,20.71
60,0,01996,Mike Reid,20.71
62,0,02170,Hal Sutton,20.66
62,0,10425,Jay Williamson,20.66
