RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,08793,Tiger Woods,4.92,374,76
2,0,01706,Davis Love III,4.26,392,92
3,0,09011,David Duval,4.22,283,67
4,0,01810,Phil Mickelson,4.21,337,80
5,0,08375,Paul Stankowski,4.08,298,73
6,0,01161,Mark Calcavecchia,4.07,374,92
6,0,07457,Steve Flesch,4.07,493,121
8,0,01329,Brad Faxon,4.05,389,96
9,0,01226,Fred Couples,4.03,282,70
10,0,01945,Kenny Perry,4.00,304,76
11,0,20593,Greg Chalmers,3.99,367,92
12,0,06567,Vijay Singh,3.98,366,92
12,0,02206,David Toms,3.98,434,109
14,0,12660,Jesper Parnevik,3.96,269,68
15,0,01968,Nick Price,3.95,245,62
15,0,02245,Grant Waite,3.95,336,85
17,0,01707,Steve Lowery,3.94,410,104
18,0,06004,Stephen Ames,3.92,372,95
18,0,02214,Kirk Triplett,3.92,380,97
20,0,20094,Jonathan Kaye,3.91,438,112
20,0,01619,Skip Kendall,3.91,438,112
22,0,01042,Paul Azinger,3.90,281,72
23,0,23621,Rory Sabbatini,3.89,323,83
24,0,21209,Sergio Garcia,3.88,202,52
24,0,08993,Franklin Langham,3.88,353,91
24,0,10423,Mike Weir,3.88,372,96
27,0,10585,Scott McCarron,3.85,377,98
28,0,02170,Hal Sutton,3.84,342,89
29,0,01553,John Huston,3.83,306,80
30,0,06522,Ernie Els,3.82,260,68
30,0,01527,Scott Hoch,3.82,397,104
32,0,12823,Carlos Franco,3.81,320,84
33,0,08931,Glen Day,3.79,349,92
34,0,02239,Scott Verplank,3.77,400,106
35,0,06251,Chris DiMarco,3.75,427,114
35,0,06617,Brian Henninger,3.75,334,89
37,0,10885,Robert Allenby,3.74,352,94
37,0,20229,Stewart Cink,3.74,355,95
39,0,20098,Stuart Appleby,3.73,302,81
39,0,06036,Scott Dunlap,3.73,395,106
39,0,01685,J.L. Lewis,3.73,380,102
42,0,01185,Brandel Chamblee,3.69,258,70
42,0,11032,Frank Lickliter II,3.69,387,105
44,0,06350,Bob May,3.68,335,91
44,0,01943,Chris Perry,3.68,386,105
44,0,02104,Jeff Sluman,3.68,408,111
47,0,01938,David Peoples,3.67,363,99
48,0,01024,Billy Andrade,3.66,315,86
48,0,06621,Joe Durant,3.66,344,94
48,0,01771,Blaine McCallister,3.66,381,104
51,0,01577,Lee Janzen,3.65,332,91
51,0,20095,Carl Paulson,3.65,376,103
51,0,06613,Tommy Tolles,3.65,219,60
51,0,10425,Jay Williamson,3.65,372,102
55,0,12645,Brent Geiberger,3.64,273,75
55,0,12782,Tim Herron,3.64,342,94
55,0,02010,Loren Roberts,3.64,313,86
58,0,19881,Robert Damron,3.63,330,91
58,0,01418,Bill Glasson,3.63,338,93
58,0,20127,Chris Riley,3.63,341,94
61,0,10809,Jim Furyk,3.61,343,95
61,0,02246,Duffy Waldorf,3.61,271,75
63,0,02131,Mike Springer,3.60,292,81
64,0,06595,Kevin Sutherland,3.59,337,94
65,0,01098,Jay Don Blake,3.58,333,93
65,0,01191,Barry Cheesman,3.58,333,93
67,0,06809,Bob Burns,3.57,318,89
67,0,21007,Gabriel Hjertstedt,3.57,296,83
67,0,01724,Jeff Maggert,3.57,293,82
67,0,06581,David Sutherland,3.57,378,106
71,0,01203,Russ Cochran,3.56,253,71
71,0,02133,Craig Stadler,3.56,235,66
71,0,02223,Bob Tway,3.56,317,89
74,0,07867,Woody Austin,3.55,359,101
74,0,01388,Robert Gamez,3.55,270,76
74,0,06575,Dudley Hart,3.55,259,73
74,0,06515,Shaun Micheel,3.55,323,91
78,0,23125,Brad Elder,3.54,389,110
78,0,21805,Harrison Frazar,3.54,248,70
78,0,08537,J.P. Hayes,3.54,315,89
78,0,08075,Jerry Kelly,3.54,393,111
78,0,10860,Justin Leonard,3.54,329,93
83,0,06643,Paul Goydos,3.53,342,97
83,0,06573,Brandt Jobe,3.53,311,88
83,0,06090,Jim McGovern,3.53,187,53
86,0,01157,Tom Byrum,3.52,313,89
86,0,01381,Fred Funk,3.52,384,109
86,0,10649,Tom Scherrer,3.52,356,101
89,0,01307,Joel Edwards,3.51,347,99
89,0,06088,Steve Gotsche,3.51,312,89
89,0,21949,Joe Ogilvie,3.51,319,91
89,0,06431,Jean Van de Velde,3.51,235,67
93,0,01941,Tom Pernice Jr.,3.50,336,96
94,0,19824,Craig Barlow,3.49,335,96
94,0,20099,Doug Barron,3.49,286,82
94,0,12652,Cameron Beckman,3.49,283,81
94,0,01249,John Daly,3.49,248,71
98,0,23614,Rich Beem,3.48,282,81
98,0,19846,Brian Gay,3.48,345,99
