RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,26951,Johnson Wagner,14
2,0,28089,Jason Day,11
3,0,25274,Steven Bowditch,9
3,0,32102,Rickie Fowler,9
3,0,25818,Scott Piercy,9
6,0,27936,Martin Laird,8
6,0,29926,Danny Lee,8
6,0,33418,Shawn Stefani,8
6,0,34431,Robert Streb,8
6,0,25632,Jimmy Walker,8
6,0,25804,Bubba Watson,8
12,0,20098,Stuart Appleby,7
12,0,24507,Jason Bohn,7
12,0,25720,Chad Collins,7
12,0,23638,Brendon de Jonge,7
12,0,34099,Harris English,7
12,0,10809,Jim Furyk,7
12,0,33399,Adam Hadwin,7
12,0,33461,Morgan Hoffmann,7
12,0,24024,Zach Johnson,7
12,0,29478,Kevin Kisner,7
12,0,36689,Brooks Koepka,7
12,0,34046,Jordan Spieth,7
12,0,21528,Henrik Stenson,7
12,0,33448,Justin Thomas,7
26,0,19803,Ryan Armour,6
26,0,28259,Sangmoon Bae,6
26,0,35545,Blayne Barber,6
26,0,20593,Greg Chalmers,6
26,0,24494,Erik Compton,6
26,0,34262,Jon Curran,6
26,0,21753,Brian Davis,6
26,0,27436,Graham DeLaet,6
26,0,29725,Tony Finau,6
26,0,32448,James Hahn,6
26,0,27644,Brian Harman,6
26,0,39977,Max Homa,6
26,0,21961,Charles Howell III,6
26,0,30711,Colt Knost,6
26,0,31202,William McGirt,6
26,0,27933,John Merrick,6
26,0,28475,Jeff Overton,6
26,0,22056,Cameron Percy,6
26,0,24361,Pat Perez,6
26,0,46970,Jon Rahm,6
26,0,23621,Rory Sabbatini,6
26,0,30110,Kyle Stanley,6
26,0,30927,Brendon Todd,6
49,0,40026,Daniel Berger,5
49,0,27895,Jonas Blixt,5
49,0,29479,Scott Brown,5
49,0,24925,Jonathan Byrd,5
49,0,25364,Paul Casey,5
49,0,28937,George Coetzee,5
49,0,23983,Luke Donald,5
49,0,25686,Jason Dufner,5
49,0,20104,Ken Duke,5
49,0,30736,Oscar Fraustro,5
49,0,28679,Fabián Gómez,5
49,0,29720,Andres Gonzales,5
49,0,35539,Luke Guthrie,5
49,0,26758,David Hearn,5
49,0,34098,Russell Henley,5
49,0,08075,Jerry Kelly,5
49,0,30926,Chris Kirk,5
49,0,33122,Russell Knox,5
49,0,27466,Spencer Levin,5
49,0,24912,Will MacKenzie,5
49,0,33413,Ben Martin,5
49,0,23800,Bryce Molder,5
49,0,25198,Francesco Molinari,5
49,0,26596,Ryan Moore,5
49,0,24140,Sean O'Hair,5
49,0,23320,Ryan Palmer,5
49,0,25345,Carl Pettersson,5
49,0,34256,Andrew Putnam,5
49,0,28486,Michael Putnam,5
49,0,34360,Patrick Reed,5
49,0,29476,Kyle Reifers,5
49,0,29221,Webb Simpson,5
49,0,27649,Brandt Snedeker,5
49,0,27214,Kevin Streelman,5
49,0,27963,Chris Stroud,5
49,0,34264,Hudson Swafford,5
49,0,02206,David Toms,5
49,0,33419,Cameron Tringale,5
49,0,27770,Camilo Villegas,5
49,0,27095,Nick Watney,5
49,0,34265,Will Wilcox,5
90,0,27796,Joe Affrunti,4
90,0,33948,Byeong Hun An,4
90,0,33120,Mark Anderson,4
90,0,40058,Zac Blair,4
90,0,12510,Chad Campbell,4
90,0,32200,Roberto Castro,4
90,0,20472,Alex Cejka,4
90,0,32366,Kevin Chappell,4
90,0,37273,Derek Ernst,4
90,0,28307,Matt Every,4
90,0,25191,Gonzalo Fernandez-Castaño,4
90,0,21209,Sergio Garcia,4
90,0,29535,Brice Garnett,4
90,0,08725,Tom Gillis,4
90,0,25900,Lucas Glover,4
90,0,22892,Jason Gore,4
90,0,29974,Branden Grace,4
90,0,24924,Bill Haas,4
90,0,23353,J.J. Henry,4
90,0,31557,Jim Herman,4
90,0,12716,Charley Hoffman,4
90,0,35532,Tom Hoge,4
90,0,27141,J.B. Holmes,4
90,0,29420,Billy Horschel,4
90,0,36801,Mark Hubbard,4
90,0,34174,John Huh,4
90,0,29222,Billy Hurley III,4
90,0,30852,Ryo Ishikawa,4
90,0,30925,Dustin Johnson,4
