"Year","Index","Category","Subcategory","StatId","StatTitle","LocalPath"
"2019","0","STROKES_GAINED","Strokes Gained","02675","SG: Total","data/2019/strokes_gained/strokes_gained/sg_total.csv"
"2019","1","STROKES_GAINED","Strokes Gained","02674","SG: Tee-to-Green","data/2019/strokes_gained/strokes_gained/sg_tee-to-green.csv"
"2019","2","STROKES_GAINED","Strokes Gained","02567","SG: Off-the-Tee","data/2019/strokes_gained/strokes_gained/sg_off-the-tee.csv"
"2019","3","STROKES_GAINED","Strokes Gained","02568","SG: Approach the Green","data/2019/strokes_gained/strokes_gained/sg_approach_the_green.csv"
"2019","4","STROKES_GAINED","Strokes Gained","02569","SG: Around-the-Green","data/2019/strokes_gained/strokes_gained/sg_around-the-green.csv"
"2019","5","STROKES_GAINED","Strokes Gained","02564","SG: Putting","data/2019/strokes_gained/strokes_gained/sg_putting.csv"
"2019","6","OFF_TEE","Strokes Gained - SG","02674","SG: Tee-to-Green","data/2019/strokes_gained/strokes_gained/sg_tee-to-green.csv"
"2019","7","OFF_TEE","Strokes Gained - SG","02567","SG: Off-the-Tee","data/2019/strokes_gained/strokes_gained/sg_off-the-tee.csv"
"2019","8","OFF_TEE","Other","129","Total Driving","data/2019/off_tee/other/total_driving.csv"
"2019","9","OFF_TEE","Other","158","Ball Striking","data/2019/off_tee/other/ball_striking.csv"
"2019","10","OFF_TEE","Distance (All Drives)","159","Longest Drives","data/2019/off_tee/distance_(all_drives)/longest_drives.csv"
"2019","11","OFF_TEE","Distance (All Drives)","101","Driving Distance","data/2019/off_tee/distance_(all_drives)/driving_distance.csv"
"2019","12","OFF_TEE","Distance (All Drives)","496","Driving Pct. 320+ (Measured)","data/2019/off_tee/distance_(all_drives)/driving_pct._320+_(measured).csv"
"2019","13","OFF_TEE","Distance (All Drives)","495","Driving Pct. 300-320 (Measured)","data/2019/off_tee/distance_(all_drives)/driving_pct._300-320_(measured).csv"
"2019","14","OFF_TEE","Distance (All Drives)","454","Driving Pct. 300+ (Measured)","data/2019/off_tee/distance_(all_drives)/driving_pct._300+_(measured).csv"
"2019","15","OFF_TEE","Distance (All Drives)","455","Driving Pct. 280-300 (Measured)","data/2019/off_tee/distance_(all_drives)/driving_pct._280-300_(measured).csv"
"2019","16","OFF_TEE","Distance (All Drives)","456","Driving Pct. 260-280 (Measured)","data/2019/off_tee/distance_(all_drives)/driving_pct._260-280_(measured).csv"
"2019","17","OFF_TEE","Distance (All Drives)","457","Driving Pct. 240-260 (Measured)","data/2019/off_tee/distance_(all_drives)/driving_pct._240-260_(measured).csv"
"2019","18","OFF_TEE","Distance (All Drives)","458","Driving Pct. <= 240 (Measured)","data/2019/off_tee/distance_(all_drives)/driving_pct._less-than=_240_(measured).csv"
"2019","19","OFF_TEE","Distance (All Drives)","317","Driving Distance - All Drives","data/2019/off_tee/distance_(all_drives)/driving_distance_all_drives.csv"
"2019","20","OFF_TEE","Distance (All Drives)","02433","Driving Pct. 320+ (All Drives)","data/2019/off_tee/distance_(all_drives)/driving_pct._320+_(all_drives).csv"
"2019","21","OFF_TEE","Distance (All Drives)","02432","Driving Pct. 300-320 (All Drives)","data/2019/off_tee/distance_(all_drives)/driving_pct._300-320_(all_drives).csv"
"2019","22","OFF_TEE","Distance (All Drives)","214","Driving Pct. 300+ (All Drives)","data/2019/off_tee/distance_(all_drives)/driving_pct._300+_(all_drives).csv"
"2019","23","OFF_TEE","Distance (All Drives)","215","Driving Pct. 280-300 (All Drives)","data/2019/off_tee/distance_(all_drives)/driving_pct._280-300_(all_drives).csv"
"2019","24","OFF_TEE","Distance (All Drives)","216","Driving Pct. 260-280 (All Drives)","data/2019/off_tee/distance_(all_drives)/driving_pct._260-280_(all_drives).csv"
"2019","25","OFF_TEE","Distance (All Drives)","217","Driving Pct. 240-260 (All Drives)","data/2019/off_tee/distance_(all_drives)/driving_pct._240-260_(all_drives).csv"
