RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,24781,Hunter Mahan,8' 6",3924.833,462
2,0,12510,Chad Campbell,8' 3",4810.833,582
2,0,01313,Steve Elkington,8' 3",4090.083,497
4,0,26420,Richard Johnson,8' 2",2581.167,317
5,0,24357,K.J. Choi,8' 1",3213.000,399
6,0,23541,Ben Crane,8' 0",4385.417,547
6,0,20433,Mark Hensby,8' 0",3542.417,443
6,0,23621,Rory Sabbatini,8' 0",3436.083,428
9,0,19803,Ryan Armour,7' 11",3939.417,498
9,0,06621,Joe Durant,7' 11",3640.250,458
9,0,12823,Carlos Franco,7' 11",3284.083,417
9,0,10585,Scott McCarron,7' 11",3079.167,391
9,0,21878,Mark Wilson,7' 11",5760.583,730
14,0,21633,Steve Allan,7' 10",2452.417,313
14,0,01024,Billy Andrade,7' 10",3015.500,383
14,0,07867,Woody Austin,7' 10",4760.167,610
14,0,28158,Steve Marino,7' 10",5554.167,706
14,0,19913,Ron Whittaker,7' 10",1997.750,255
19,0,20229,Stewart Cink,7' 9",3504.667,454
19,0,01473,Todd Hamilton,7' 9",3896.667,503
19,0,07547,Craig Kanada,7' 9",3119.000,404
19,0,22806,Doug LaBelle II,7' 9",2726.250,353
19,0,01928,Corey Pavin,7' 9",3488.667,449
19,0,06595,Kevin Sutherland,7' 9",4641.500,599
25,0,10885,Robert Allenby,7' 8",4149.917,539
25,0,20378,Mathias Grönberg,7' 8",4279.250,559
25,0,10733,Kent Jones,7' 8",2768.417,362
25,0,10860,Justin Leonard,7' 8",4002.417,524
25,0,23320,Ryan Palmer,7' 8",3395.583,442
25,0,24361,Pat Perez,7' 8",4259.833,555
25,0,01948,Tim Petrovic,7' 8",4470.667,583
25,0,25190,Jeff Quinney,7' 8",4319.500,563
25,0,26668,Marc Turnesa,7' 8",4393.417,571
25,0,02223,Bob Tway,7' 8",3416.500,446
25,0,27770,Camilo Villegas,7' 8",3478.083,452
36,0,27561,Nick Flanagan,7' 7",4090.000,541
36,0,07457,Steve Flesch,7' 7",4316.000,571
36,0,30750,Tommy Gainey,7' 7",2203.000,289
36,0,24358,Robert Garrigus,7' 7",4288.083,565
36,0,06575,Dudley Hart,7' 7",3756.167,496
36,0,08537,J.P. Hayes,7' 7",3308.833,438
36,0,12660,Jesper Parnevik,7' 7",4301.750,570
36,0,26951,Johnson Wagner,7' 7",3640.917,482
44,0,25364,Paul Casey,7' 6",1744.750,233
44,0,06251,Chris DiMarco,7' 6",3972.500,532
44,0,20104,Ken Duke,7' 6",5789.750,770
44,0,01724,Jeff Maggert,7' 6",3908.000,522
44,0,24449,Parker McLachlin,7' 6",4265.333,571
44,0,22548,Patrick Sheehan,7' 6",5680.750,758
44,0,12309,Bob Sowards,7' 6",2599.750,347
44,0,26289,Boo Weekley,7' 6",2905.250,389
