RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,01928,Corey Pavin,12' 3",2157.583,176,50,9"
2,0,07547,Craig Kanada,12' 2",2076.000,171,47,2"
3,0,08537,J.P. Hayes,11' 6",1987.667,173,56,4"
4,0,01024,Billy Andrade,11' 5",1866.917,163,63,3"
4,0,10585,Scott McCarron,11' 5",2086.333,183,61,2"
6,0,01139,Olin Browne,11' 3",1997.250,177,58,6"
6,0,20382,Stephen Leaney,11' 3",1308.250,116,47,10"
6,0,01707,Steve Lowery,11' 3",2170.000,193,57,3"
9,0,26420,Richard Johnson,11' 2",1492.333,134,46,1"
10,0,24357,K.J. Choi,11' 1",2299.750,207,57,3"
10,0,23541,Ben Crane,11' 1",2988.333,269,76,3"
10,0,01473,Todd Hamilton,11' 1",2526.333,228,50,1"
10,0,23108,Matt Kuchar,11' 1",2288.167,206,67,4"
10,0,01948,Tim Petrovic,11' 1",2851.583,258,57,3"
15,0,08931,Glen Day,11' 0",1878.917,171,57,2"
15,0,22806,Doug LaBelle II,11' 0",1729.833,157,57,8"
15,0,25190,Jeff Quinney,11' 0",2628.250,239,51,1"
18,0,12510,Chad Campbell,10' 11",3332.167,306,62,1"
18,0,20433,Mark Hensby,10' 11",2381.667,218,51,3"
18,0,24781,Hunter Mahan,10' 11",2818.417,258,48,5"
18,0,26476,Chez Reavie,10' 11",3065.917,280,57,3"
18,0,19913,Ron Whittaker,10' 11",1298.667,119,56,1
23,0,01313,Steve Elkington,10' 10",2733.750,252,50,4"
24,0,27561,Nick Flanagan,10' 9",2678.250,249,72,2"
24,0,06575,Dudley Hart,10' 9",2413.167,225,57,5"
24,0,21350,Ryuji Imada,10' 9",2372.500,221,63,1"
24,0,02223,Bob Tway,10' 9",2326.833,217,53,7"
24,0,26951,Johnson Wagner,10' 9",2309.583,215,58,7"
29,0,23125,Brad Elder,10' 8",1738.167,163,49,1"
29,0,12823,Carlos Franco,10' 8",2215.667,208,71,5"
29,0,25632,Jimmy Walker,10' 8",2031.250,190,52,1"
29,0,21878,Mark Wilson,10' 8",3854.500,361,53,6"
33,0,10860,Justin Leonard,10' 7",2794.000,265,48,8"
33,0,28158,Steve Marino,10' 7",3912.250,370,51,2"
33,0,12660,Jesper Parnevik,10' 7",2692.500,254,54,1"
33,0,22548,Patrick Sheehan,10' 7",3483.250,330,49,1"
33,0,06527,Steve Stricker,10' 7",2049.917,194,58,4"
38,0,07867,Woody Austin,10' 6",3298.417,315,49,5"
38,0,21461,Kenneth Ferrie,10' 6",1956.000,187,49,2"
38,0,07457,Steve Flesch,10' 6",2792.500,265,62,4"
38,0,20157,Retief Goosen,10' 6",1277.167,122,60,6"
38,0,20105,Jeff Gove,10' 6",1358.833,129,50,3"
38,0,06012,Greg Kraft,10' 6",1656.833,158,51,4"
38,0,25396,Kevin Na,10' 6",3140.667,300,60,2"
45,0,10505,Shane Bertsch,10' 5",3029.667,292,54,6"
45,0,12826,Paul Claxton,10' 5",1493.917,143,34,1"
45,0,06643,Paul Goydos,10' 5",2142.583,206,51,3"
45,0,22348,Nick O'Hern,10' 5",2539.833,243,43,1"
49,0,19803,Ryan Armour,10' 4",2495.500,241,70,3"
49,0,20498,Briny Baird,10' 4",3082.333,298,59,5"
49,0,20634,Peter Lonard,10' 4",2647.333,256,62,2"
49,0,26668,Marc Turnesa,10' 4",2680.333,260,66,3"
53,0,23048,Eric Axley,10' 3",3193.917,312,48,4"
53,0,01142,Bart Bryant,10' 3",2037.667,198,48,5"
53,0,25720,Chad Collins,10' 3",2032.083,198,44,1"
53,0,06251,Chris DiMarco,10' 3",2443.583,239,46,5"
53,0,26300,Matt Jones,10' 3",2588.250,253,58,1"
53,0,27060,John Mallinger,10' 3",2818.000,274,58,3"
53,0,24449,Parker McLachlin,10' 3",2654.167,260,41,4"
53,0,06595,Kevin Sutherland,10' 3",3093.333,301,65,5"
53,0,20160,Charlie Wi,10' 3",2835.917,277,52,3"
53,0,10425,Jay Williamson,10' 3",2355.083,230,43,7"
63,0,20850,Daniel Chopra,10' 2",2337.500,230,51,4"
63,0,23353,J.J. Henry,10' 2",2908.833,285,49,3"
63,0,20443,Jin Park,10' 2",1989.333,196,41,2"
63,0,25345,Carl Pettersson,10' 2",3258.500,320,52,7"
63,0,27963,Chris Stroud,10' 2",1994.750,196,65,2"
63,0,22582,Kyle Thompson,10' 2",1653.083,162,58,4"
63,0,12602,Dean Wilson,10' 2",3181.333,313,64,2"
70,0,26500,Alejandro Cañizares,10' 1",1232.333,122,44,2"
70,0,23409,James Driscoll,10' 1",2561.250,253,69,4"
70,0,26631,Cody Freeman,10' 1",1599.250,159,51,3"
70,0,12782,Tim Herron,10' 1",2764.833,275,45,1"
70,0,12705,Cliff Kresge,10' 1",2151.417,213,75,1"
70,0,24361,Pat Perez,10' 1",2962.250,293,60,1"
70,0,23621,Rory Sabbatini,10' 1",2382.000,237,67,3"
70,0,25349,Tim Wilkinson,10' 1",2478.583,245,52,3"
