RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
60,0,56630,Akshay Bhatia,2' 2",811,1753.833
60,0,55708,Hayden Buckley,2' 2",651,1399.250
60,0,51766,Wyndham Clark,2' 2",606,1306.417
60,0,59836,Pierceson Coody,2' 2",667,1428.500
60,0,33653,Thomas Detry,2' 2",641,1406.500
60,0,45609,Tyler Duncan,2' 2",653,1401.417
60,0,51349,Nico Echavarria,2' 2",751,1656.250
60,0,29936,Ryan Fox,2' 2",745,1585.000
60,0,52375,Doug Ghim,2' 2",910,1954.167
60,0,57975,Harry Hall,2' 2",697,1506.083
60,0,54421,Garrick Higgo,2' 2",703,1514.333
60,0,54628,Lee Hodges,2' 2",964,2081.167
60,0,12716,Charley Hoffman,2' 2",653,1392.083
60,0,35461,Beau Hossler,2' 2",829,1821.250
60,0,35506,Mackenzie Hughes,2' 2",829,1811.750
60,0,39971,Sungjae Im,2' 2",801,1717.750
60,0,24024,Zach Johnson,2' 2",452,994.250
60,0,39975,Michael Kim,2' 2",691,1509.500
60,0,29478,Kevin Kisner,2' 2",513,1104.583
60,0,47420,Jake Knapp,2' 2",732,1603.750
60,0,28775,Nate Lashley,2' 2",680,1499.250
60,0,36326,David Lipsky,2' 2",645,1416.667
60,0,27129,Luke List,2' 2",721,1559.167
60,0,33204,Shane Lowry,2' 2",645,1371.500
60,0,47993,Denny McCarthy,2' 2",766,1654.750
60,0,46113,Ryan McCormick,2' 2",500,1091.000
60,0,28237,Rory McIlroy,2' 2",629,1344.000
60,0,46442,Maverick McNealy,2' 2",807,1729.250
60,0,59143,Mac Meissner,2' 2",715,1529.917
60,0,26596,Ryan Moore,2' 2",705,1506.583
60,0,50525,Collin Morikawa,2' 2",663,1416.833
60,0,36871,Matt NeSmith,2' 2",739,1594.750
60,0,33968,ThorbjÃ¸rn Olesen,2' 2",427,914.917
60,0,29908,C.T. Pan,2' 2",618,1340.917
60,0,36699,Patrick Rodgers,2' 2",968,2060.167
60,0,46441,Robby Shelton,2' 2",682,1454.500
60,0,39327,Ben Silverman,2' 2",764,1646.500
60,0,27139,David Skinns,2' 2",754,1633.000
60,0,50095,Austin Smotherman,2' 2",438,933.833
60,0,49960,Sepp Straka,2' 2",702,1496.000
60,0,58168,Davis Thompson,2' 2",842,1822.750
60,0,52666,Sami Valimaki,2' 2",602,1320.667
60,0,40006,Erik van Rooyen,2' 2",736,1584.250
103,0,47591,Eric Cole,2' 3",938,2129.333
103,0,52514,Trace Crowe,2' 3",558,1235.250
103,0,34076,Joel Dahmen,2' 3",835,1848.250
103,0,45157,Cam Davis,2' 3",755,1710.417
103,0,47663,Kevin Dougherty,2' 3",575,1287.750
103,0,34099,Harris English,2' 3",803,1823.917
103,0,40098,Matt Fitzpatrick,2' 3",619,1406.833
103,0,29535,Brice Garnett,2' 3",473,1061.167
103,0,51977,Max Greyserman,2' 3",651,1464.417
103,0,33399,Adam Hadwin,2' 3",740,1636.833
103,0,60067,Joe Highsmith,2' 3",631,1419.750
103,0,39977,Max Homa,2' 3",699,1546.833
103,0,48117,Kurt Kitayama,2' 3",752,1687.000
103,0,36884,Ben Kohles,2' 3",828,1850.417
103,0,32640,Troy Merritt,2' 3",619,1410.750
103,0,51070,Vincent Norrman,2' 3",562,1283.750
103,0,57900,Chandler Phillips,2' 3",740,1694.833
103,0,28252,Seamus Power,2' 3",947,2096.167
103,0,34256,Andrew Putnam,2' 3",805,1829.750
103,0,47995,Davis Riley,2' 3",733,1647.583
103,0,22405,Justin Rose,2' 3",545,1214.167
103,0,37275,Sam Ryder,2' 3",634,1436.333
103,0,50484,Hayden Springer,2' 3",589,1336.083
103,0,40115,Adam Svensson,2' 3",1090,2463.833
103,0,51634,Sahith Theegala,2' 3",887,2012.167
103,0,48887,Matt Wallace,2' 3",624,1402.083
103,0,31323,Gary Woodland,2' 3",804,1791.917
103,0,54783,Dylan Wu,2' 3",741,1651.500
103,0,55454,Carl Yuan,2' 3",567,1293.250
132,0,37212,Paul Barjon,2' 4",492,1138.167
132,0,34374,Erik Barnes,2' 4",466,1102.333
132,0,40058,Zac Blair,2' 4",788,1845.500
132,0,34255,Joseph Bramlett,2' 4",804,1896.083
132,0,48084,Wesley Bryan,2' 4",381,885.750
132,0,32070,Rafael Campos,2' 4",489,1130.667
132,0,54576,Patrick Fishburn,2' 4",654,1547.417
132,0,59095,Chris Gotterup,2' 4",717,1674.667
132,0,60767,Blaine Hale Jr.,2' 4",425,989.500
132,0,51287,Ryo Hisatsune,2' 4",773,1803.417
132,0,51696,Rico Hoey,2' 4",735,1690.083
132,0,50188,S.H. Kim,2' 4",896,2060.167
132,0,32757,Patton Kizzire,2' 4",577,1340.500
132,0,32791,K.H. Lee,2' 4",723,1657.083
132,0,34466,Peter Malnati,2' 4",707,1622.500
132,0,48153,Matthieu Pavon,2' 4",569,1310.083
132,0,47983,Chad Ramey,2' 4",723,1687.417
132,0,48867,Matti Schmid,2' 4",681,1581.750
132,0,33486,Roger Sloan,2' 4",567,1313.333
132,0,46340,Alex Smalley,2' 4",660,1534.417
132,0,27649,Brandt Snedeker,2' 4",547,1285.750
132,0,55893,Sam Stevens,2' 4",850,2018.583
132,0,50493,Justin Suh,2' 4",674,1571.417
132,0,48699,Callum Tarren,2' 4",663,1549.667
132,0,25493,Nick Taylor,2' 4",796,1841.833
132,0,38991,Alejandro Tosti,2' 4",663,1536.083
132,0,27770,Camilo Villegas,2' 4",519,1220.167
132,0,48319,Tom Whitney,2' 4",567,1327.333
132,0,52374,Brandon Wu,2' 4",686,1607.667
161,0,33408,Tyson Alexander,2' 5",639,1527.667
161,0,32367,Jorge Campillo,2' 5",453,1090.167
161,0,52372,Cameron Champ,2' 5",551,1346.750
161,0,32366,Kevin Chappell,2' 5",450,1098.500
161,0,59866,Nick Dunlap,2' 5",649,1584.250
161,0,35310,Lanto Griffin,2' 5",673,1650.417
161,0,47988,Nick Hardy,2' 5",870,2103.583
161,0,52453,Nicolai HÃ¸jgaard,2' 5",503,1207.250
161,0,27936,Martin Laird,2' 5",620,1520.250
161,0,39546,Keith Mitchell,2' 5",825,1985.167
161,0,55789,Taylor Montgomery,2' 5",451,1098.333
161,0,47806,Raul Pereda,2' 5",373,896.083
161,0,30927,Brendon Todd,2' 5",883,2098.417
161,0,57366,Cameron Young,2' 5",737,1786.083
161,0,52513,Carson Young,2' 5",798,1950.583
176,0,28420,Ryan Brehm,2' 6",522,1285.667
176,0,60004,Jacob Bridgeman,2' 6",629,1546.417
176,0,27330,Josh Teater,2' 6",425,1074.917
179,0,56149,Wilson Furr,2' 7",500,1296.667
179,0,34563,Chesson Hadley,2' 7",674,1726.667
179,0,34587,Chan Kim,2' 7",780,2008.833
179,0,40162,Justin Lower,2' 7",904,2300.833
179,0,35617,Martin Trainer,2' 7",427,1104.250
184,0,47347,Adam Schenk,2' 8",841,2229.250
