RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
55,0,27214,Kevin Streelman,24.81,33,133,-36,-9.00
56,0,20396,Lee Westwood,24.79,30,121,-26,+12.00
57,0,25818,Scott Piercy,24.66,36,146,-39,-2.00
58,0,23135,Tim Clark,24.59,15,61,-17,-15.00
59,0,28679,Fabián Gómez,24.44,22,90,-22,-5.00
59,0,33418,Shawn Stefani,24.44,22,90,-23,-5.00
61,0,27770,Camilo Villegas,24.30,26,107,-29,-21.00
62,0,26476,Chez Reavie,24.10,20,83,-21,-11.00
63,0,27330,Josh Teater,24.03,31,129,-31,-7.00
64,0,27649,Brandt Snedeker,23.71,23,97,-25,-23.00
65,0,23497,Tag Ridings,23.53,24,102,-24,+16.00
66,0,33869,Eric Meierdierks,23.46,19,81,-12,+2.00
67,0,27933,John Merrick,23.36,25,107,-25,-26.00
68,0,25274,Steven Bowditch,23.31,31,133,-32,E
68,0,34099,Harris English,23.31,38,163,-39,+7.00
70,0,24781,Hunter Mahan,23.17,38,164,-37,-13.00
71,0,32448,James Hahn,23.14,28,121,-32,-11.00
72,0,30944,Jason Kokrak,23.13,37,160,-34,-10.00
73,0,06527,Steve Stricker,23.08,15,65,-15,-29.00
74,0,21753,Brian Davis,23.00,23,100,-20,-35.00
74,0,24140,Sean O'Hair,23.00,23,100,-25,+3.00
76,0,30750,Tommy Gainey,22.90,30,131,-30,-3.00
77,0,31202,William McGirt,22.81,26,114,-29,-1.00
78,0,34360,Patrick Reed,22.79,31,136,-36,-9.00
79,0,12716,Charley Hoffman,22.78,36,158,-41,-6.00
80,0,24024,Zach Johnson,22.73,25,110,-26,-21.00
81,0,28307,Matt Every,22.65,41,181,-40,+7.00
82,0,26300,Matt Jones,22.46,31,138,-33,-3.00
83,0,23983,Luke Donald,22.39,15,67,-13,-19.00
84,0,01810,Phil Mickelson,22.22,28,126,-31,-14.00
85,0,29420,Billy Horschel,22.15,33,149,-32,-18.00
86,0,19970,Robert Karlsson,22.03,13,59,-12,+6.00
87,0,35539,Luke Guthrie,21.78,22,101,-21,-24.00
88,0,24502,Adam Scott,21.70,23,106,-25,-6.00
89,0,20160,Charlie Wi,21.69,18,83,-18,-7.00
90,0,23353,J.J. Henry,21.62,24,111,-28,-11.00
90,0,22046,Geoff Ogilvy,21.62,16,74,-9,+18.00
92,0,20645,John Senden,21.60,27,125,-25,-2.00
93,0,22961,David Mathis,21.59,19,88,-18,-11.00
94,0,08725,Tom Gillis,21.52,17,79,-16,-8.00
95,0,28089,Jason Day,21.43,27,126,-33,-9.00
95,0,34261,Scott Langley,21.43,15,70,-19,-23.00
97,0,27936,Martin Laird,21.36,22,103,-24,-1.00
98,0,20443,Jin Park,21.28,10,47,-10,-7.00
99,0,01724,Jeff Maggert,21.25,17,80,-13,-11.00
100,0,22371,Aaron Baddeley,21.24,24,113,-24,-18.00
101,0,25900,Lucas Glover,21.19,25,118,-23,-4.00
102,0,32150,Michael Thompson,21.05,16,76,-17,-7.00
103,0,25444,Justin Hicks,20.93,18,86,-19,-8.00
104,0,21878,Mark Wilson,20.90,14,67,-14,-21.00
105,0,25345,Carl Pettersson,20.87,24,115,-25,-2.00
106,0,37273,Derek Ernst,20.83,20,96,-20,+1.00
107,0,20766,Padraig Harrington,20.78,16,77,-15,E
107,0,21731,Freddie Jacobson,20.78,16,77,-18,-18.00
109,0,24494,Erik Compton,20.72,23,111,-23,-7.00
110,0,24924,Bill Haas,20.61,27,131,-25,-16.00
111,0,28135,Aaron Watkins,20.59,7,34,-8,-18.00
112,0,29479,Scott Brown,20.56,22,107,-26,E
113,0,22913,John Rollins,20.45,27,132,-26,-3.00
114,0,01116,Michael Bradley,20.41,10,49,-7,-4.00
115,0,28237,Rory McIlroy,20.37,22,108,-25,+5.00
116,0,36884,Ben Kohles,20.27,15,74,-17,-4.00
117,0,23638,Brendon de Jonge,20.22,36,178,-35,-23.00
118,0,25562,Andres Romero,20.18,23,114,-25,+14.00
119,0,32102,Rickie Fowler,20.00,23,115,-28,-19.00
120,0,26951,Johnson Wagner,19.77,17,86,-17,+8.00
121,0,23320,Ryan Palmer,19.74,30,152,-29,-9.00
122,0,25240,D.A. Points,19.64,22,112,-18,-11.00
123,0,25686,Jason Dufner,19.61,20,102,-17,-20.00
123,0,30852,Ryo Ishikawa,19.61,20,102,-19,+1.00
125,0,27963,Chris Stroud,19.53,25,128,-24,-17.00
126,0,34431,Robert Streb,19.47,22,113,-20,+1.00
127,0,29221,Webb Simpson,19.44,28,144,-29,-19.00
128,0,30163,Henrik Norlander,19.27,21,109,-20,+4.00
129,0,21209,Sergio Garcia,19.23,20,104,-25,-11.00
130,0,34021,Bud Cauley,19.15,18,94,-17,-9.00
131,0,10809,Jim Furyk,19.12,13,68,-15,-36.00
132,0,20572,Rod Pampling,19.05,12,63,-12,+4.00
133,0,34174,John Huh,19.01,27,142,-25,-2.00
134,0,32698,Bobby Gates,18.97,11,58,-10,+4.00
135,0,20593,Greg Chalmers,18.75,21,112,-21,-11.00
136,0,21961,Charles Howell III,18.54,33,178,-35,-5.00
137,0,01320,Bob Estes,18.42,14,76,-15,-27.00
138,0,23788,D.J. Trahan,18.31,13,71,-13,-2.00
139,0,23800,Bryce Molder,18.18,12,66,-14,-34.00
139,0,28310,Lee Williams,18.18,10,55,-10,-20.00
141,0,24663,Y.E. Yang,18.03,11,61,-11,+1.00
142,0,27895,Jonas Blixt,17.95,21,117,-19,-9.00
143,0,30692,Scott Stallings,17.86,25,140,-25,+2.00
144,0,22806,Doug LaBelle II,17.81,13,73,-16,-17.00
144,0,27556,Ted Potter Jr.,17.81,13,73,-11,-10.00
146,0,06522,Ernie Els,17.78,16,90,-15,-4.00
146,0,22295,Darron Stiles,17.78,8,45,-9,-11.00
148,0,22621,Ben Curtis,17.65,9,51,-8,+1.00
148,0,28475,Jeff Overton,17.65,27,153,-28,-7.00
148,0,33419,Cameron Tringale,17.65,21,119,-22,-25.00
151,0,30711,Colt Knost,17.54,10,57,-12,-17.00
152,0,23541,Ben Crane,17.46,11,63,-10,-19.00
153,0,02206,David Toms,17.24,5,29,-6,-6.00
154,0,34046,Jordan Spieth,17.04,23,135,-25,-3.00
155,0,28259,Sangmoon Bae,16.95,20,118,-17,+1.00
155,0,12782,Tim Herron,16.95,10,59,-12,-6.00
157,0,29425,Andrew Svoboda,16.92,11,65,-11,-2.00
158,0,08075,Jerry Kelly,16.85,15,89,-17,-16.00
159,0,20098,Stuart Appleby,16.67,18,108,-18,-20.00
159,0,28092,D.H. Lee,16.67,15,90,-15,-1.00
161,0,22378,Trevor Immelman,16.25,13,80,-10,-8.00
162,0,10213,Dicky Pride,15.87,10,63,-9,-25.00
163,0,20104,Ken Duke,15.85,13,82,-13,-19.00
164,0,35139,Richard Lee,15.79,15,95,-17,-29.00
164,0,26851,Marc Leishman,15.79,21,133,-21,+1.00
166,0,24846,Ricky Barnes,15.24,16,105,-16,-12.00
167,0,23409,James Driscoll,15.15,15,99,-13,-3.00
168,0,27644,Brian Harman,15.11,21,139,-24,+1.00
169,0,19846,Brian Gay,14.71,10,68,-10,-14.00
170,0,10423,Mike Weir,14.29,8,56,-6,-18.00
171,0,22056,Cameron Percy,13.51,15,111,-16,+3.00
172,0,24357,K.J. Choi,12.82,10,78,-12,-38.00
173,0,10860,Justin Leonard,12.16,9,74,-12,-39.00
174,0,27120,Troy Matteson,12.12,12,99,-14,-2.00
175,0,24507,Jason Bohn,11.84,9,76,-8,-26.00
176,0,24138,Ian Poulter,11.43,8,70,-8,-11.00
177,0,21099,David Lynn,9.86,7,71,-10,-20.00
178,0,24227,Justin Bolli,8.16,4,49,-3,-2.00
179,0,26758,David Hearn,7.69,7,91,-7,-22.00
180,0,26497,Casey Wittenberg,7.59,6,79,-6,+2.00
