RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,27408,Martin Kaymer,35.63,31,87,-27,-6.00
2,0,31560,Brian Stuard,35.00,28,80,-25,-10.00
3,0,20229,Stewart Cink,34.00,34,100,-34,-10.00
4,0,25834,Daniel Summerhays,33.82,46,136,-45,-11.00
5,0,24490,George McNeill,33.66,34,101,-39,E
6,0,32334,Charlie Beljan,32.23,39,121,-38,+12.00
7,0,27095,Nick Watney,31.79,48,151,-47,-20.00
8,0,22405,Justin Rose,31.46,28,89,-27,-5.00
9,0,30925,Dustin Johnson,31.45,39,124,-38,-2.00
10,0,33141,Keegan Bradley,30.85,58,188,-61,-4.00
11,0,23325,Vaughn Taylor,30.65,19,62,-17,-12.00
12,0,23452,Nicolas Colsaerts,30.56,22,72,-22,+1.00
13,0,27436,Graham DeLaet,30.19,48,159,-50,-15.00
14,0,29518,Brendan Steele,30.08,40,133,-38,-11.00
15,0,20691,Greg Owen,29.77,39,131,-45,+6.00
16,0,06004,Stephen Ames,29.63,16,54,-16,-11.00
17,0,34098,Russell Henley,29.57,34,115,-36,-4.00
18,0,25804,Bubba Watson,29.17,49,168,-49,+2.00
19,0,32366,Kevin Chappell,28.79,38,132,-40,E
20,0,23623,Bo Van Pelt,28.57,28,98,-28,+1.00
21,0,20848,Ángel Cabrera,28.46,37,130,-33,+4.00
22,0,08793,Tiger Woods,28.42,27,95,-31,-12.00
23,0,24361,Pat Perez,28.10,34,121,-33,E
24,0,26331,Charl Schwartzel,27.56,35,127,-35,-6.00
25,0,26289,Boo Weekley,27.44,45,164,-45,-11.00
26,0,29740,Brad Fritsch,27.42,34,124,-34,+2.00
27,0,24399,Scott Gardiner,27.38,23,84,-24,+8.00
28,0,06567,Vijay Singh,27.06,23,85,-22,E
29,0,12510,Chad Campbell,26.92,35,130,-30,-15.00
29,0,25572,Graeme McDowell,26.92,14,52,-13,-4.00
31,0,33461,Morgan Hoffmann,26.53,26,98,-27,-6.00
32,0,23621,Rory Sabbatini,26.49,40,151,-40,+1.00
33,0,26679,Kevin Stadler,26.28,41,156,-36,-9.00
34,0,25632,Jimmy Walker,26.25,42,160,-45,-14.00
35,0,21528,Henrik Stenson,26.13,29,111,-30,+7.00
36,0,30110,Kyle Stanley,26.06,43,165,-46,+8.00
37,0,29289,S.Y. Noh,26.02,32,123,-27,+18.00
38,0,26596,Ryan Moore,25.96,27,104,-29,-9.00
39,0,23108,Matt Kuchar,25.95,34,131,-39,-27.00
40,0,10885,Robert Allenby,25.76,17,66,-14,+6.00
40,0,25336,Alistair Presnell,25.76,17,66,-19,-7.00
42,0,28455,Will Claxton,25.61,21,82,-16,E
43,0,27503,Steve LeBrun,25.30,21,83,-21,-10.00
44,0,06573,Brandt Jobe,25.29,22,87,-23,-4.00
45,0,27129,Luke List,25.23,28,111,-25,+3.00
46,0,28780,Nicholas Thompson,25.16,40,159,-40,-3.00
47,0,32200,Roberto Castro,25.00,34,136,-36,-32.00
47,0,24358,Robert Garrigus,25.00,37,148,-35,+9.00
47,0,22792,Peter Hanson,25.00,15,60,-16,-4.00
47,0,31557,Jim Herman,25.00,24,96,-22,+5.00
47,0,30926,Chris Kirk,25.00,36,144,-43,-6.00
47,0,34409,David Lingmerth,25.00,21,84,-22,-1.00
47,0,31323,Gary Woodland,25.00,47,188,-51,+6.00
54,0,28500,Martin Flores,24.82,35,141,-39,-8.00
