RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
41,0,24024,Zach Johnson,249.2,986758.000,110
43,0,23452,Nicolas Colsaerts,249.4,646503.000,72
43,0,36884,Ben Kohles,249.4,664378.000,74
43,0,22806,Doug LaBelle II,249.4,655536.000,73
43,0,24140,Sean O'Hair,249.4,897866.000,100
47,0,24399,Scott Gardiner,249.6,754697.000,84
47,0,23788,D.J. Trahan,249.6,637998.000,71
47,0,28310,Lee Williams,249.6,494183.000,55
50,0,22961,David Mathis,249.7,790978.000,88
50,0,30110,Kyle Stanley,249.7,1483079.000,165
52,0,28089,Jason Day,249.8,1133077.000,126
52,0,22046,Geoff Ogilvy,249.8,665445.000,74
52,0,23320,Ryan Palmer,249.8,1366993.000,152
55,0,24846,Ricky Barnes,249.9,944444.000,105
55,0,32366,Kevin Chappell,249.9,1187393.000,132
55,0,30852,Ryo Ishikawa,249.9,917598.000,102
58,0,12510,Chad Campbell,250.1,1170632.000,130
58,0,28679,Fabián Gómez,250.1,810265.000,90
58,0,27408,Martin Kaymer,250.1,783178.000,87
61,0,19970,Robert Karlsson,250.2,531410.000,59
61,0,23108,Matt Kuchar,250.2,1179796.000,131
61,0,26476,Chez Reavie,250.2,747566.000,83
64,0,08725,Tom Gillis,250.3,711739.000,79
64,0,32448,James Hahn,250.3,1090144.000,121
66,0,35539,Luke Guthrie,250.4,910487.000,101
67,0,22378,Trevor Immelman,250.6,721617.000,80
67,0,23325,Vaughn Taylor,250.6,559245.000,62
67,0,31323,Gary Woodland,250.6,1695978.000,188
70,0,34098,Russell Henley,250.7,1037694.000,115
71,0,31202,William McGirt,250.8,1029124.000,114
72,0,26300,Matt Jones,250.9,1246334.000,138
72,0,27933,John Merrick,250.9,966373.000,107
74,0,20160,Charlie Wi,251.1,750346.000,83
75,0,27330,Josh Teater,251.2,1166633.000,129
75,0,23623,Bo Van Pelt,251.2,886108.000,98
77,0,30711,Colt Knost,251.3,515717.000,57
77,0,28780,Nicholas Thompson,251.3,1438243.000,159
79,0,20645,John Senden,251.4,1131247.000,125
80,0,24494,Erik Compton,251.5,1004874.000,111
80,0,30750,Tommy Gainey,251.5,1185929.000,131
82,0,29479,Scott Brown,251.6,969088.000,107
82,0,23983,Luke Donald,251.6,606924.000,67
82,0,37273,Derek Ernst,251.6,869466.000,96
85,0,29289,S.Y. Noh,251.7,1114419.000,123
86,0,27644,Brian Harman,251.9,1260311.000,139
87,0,22621,Ben Curtis,252.0,462649.000,51
87,0,24490,George McNeill,252.0,916349.000,101
87,0,24361,Pat Perez,252.0,1097872.000,121
87,0,25345,Carl Pettersson,252.0,1043219.000,115
87,0,33418,Shawn Stefani,252.0,816373.000,90
92,0,01724,Jeff Maggert,252.2,726294.000,80
92,0,10213,Dicky Pride,252.2,572075.000,63
92,0,27649,Brandt Snedeker,252.2,880751.000,97
92,0,28135,Aaron Watkins,252.2,308747.000,34
96,0,24507,Jason Bohn,252.4,690652.000,76
96,0,23409,James Driscoll,252.4,899496.000,99
96,0,06573,Brandt Jobe,252.4,790605.000,87
96,0,24781,Hunter Mahan,252.4,1490174.000,164
96,0,26289,Boo Weekley,252.4,1490238.000,164
101,0,22792,Peter Hanson,252.7,545925.000,60
102,0,28500,Martin Flores,252.9,1283652.000,141
102,0,30163,Henrik Norlander,252.9,992399.000,109
104,0,23135,Tim Clark,253.0,555581.000,61
105,0,24358,Robert Garrigus,253.3,1349780.000,148
106,0,26331,Charl Schwartzel,253.4,1158667.000,127
107,0,26679,Kevin Stadler,253.5,1423746.000,156
108,0,22371,Aaron Baddeley,253.6,1031576.000,113
108,0,32698,Bobby Gates,253.6,529528.000,58
108,0,21731,Freddie Jacobson,253.6,703091.000,77
111,0,06004,Stephen Ames,253.7,493193.000,54
111,0,21961,Charles Howell III,253.7,1625440.000,178
113,0,24502,Adam Scott,253.8,968490.000,106
113,0,29221,Webb Simpson,253.8,1315868.000,144
115,0,26497,Casey Wittenberg,253.9,722161.000,79
116,0,19846,Brian Gay,254.0,621769.000,68
116,0,26758,David Hearn,254.0,832188.000,91
116,0,22056,Cameron Percy,254.0,1014885.000,111
119,0,22913,John Rollins,254.1,1207318.000,132
120,0,33141,Keegan Bradley,254.2,1720609.000,188
121,0,25686,Jason Dufner,254.4,934022.000,102
121,0,32150,Michael Thompson,254.4,696156.000,76
121,0,10423,Mike Weir,254.4,512845.000,56
124,0,29420,Billy Horschel,254.6,1365781.000,149
124,0,10860,Justin Leonard,254.6,678148.000,74
126,0,28307,Matt Every,254.7,1659438.000,181
126,0,26596,Ryan Moore,254.7,953495.000,104
126,0,33419,Cameron Tringale,254.7,1091187.000,119
129,0,30944,Jason Kokrak,254.8,1467570.000,160
130,0,32334,Charlie Beljan,254.9,1110436.000,121
130,0,28475,Jeff Overton,254.9,1404241.000,153
130,0,27095,Nick Watney,254.9,1385688.000,151
133,0,25632,Jimmy Walker,255.0,1469082.000,160
134,0,25834,Daniel Summerhays,255.1,1248903.000,136
135,0,34021,Bud Cauley,255.2,863689.000,94
135,0,24357,K.J. Choi,255.2,716728.000,78
135,0,32102,Rickie Fowler,255.2,1056514.000,115
138,0,24924,Bill Haas,255.4,1204302.000,131
139,0,20593,Greg Chalmers,255.6,1030590.000,112
139,0,30692,Scott Stallings,255.6,1288423.000,140
139,0,29518,Brendan Steele,255.6,1223990.000,133
139,0,25804,Bubba Watson,255.6,1545875.000,168
143,0,26851,Marc Leishman,255.9,1225265.000,133
144,0,08075,Jerry Kelly,256.1,820393.000,89
145,0,21753,Brian Davis,256.4,923087.000,100
145,0,34174,John Huh,256.4,1310837.000,142
145,0,08793,Tiger Woods,256.4,876821.000,95
148,0,23541,Ben Crane,256.6,581969.000,63
148,0,34046,Jordan Spieth,256.6,1247028.000,135
148,0,26951,Johnson Wagner,256.6,794346.000,86
151,0,20572,Rod Pampling,256.7,582185.000,63
151,0,20443,Jin Park,256.7,434359.000,47
151,0,27963,Chris Stroud,256.7,1182910.000,128
154,0,23353,J.J. Henry,256.8,1026062.000,111
155,0,25562,Andres Romero,256.9,1054224.000,114
156,0,25900,Lucas Glover,257.0,1091849.000,118
156,0,27936,Martin Laird,257.0,953140.000,103
156,0,25818,Scott Piercy,257.0,1350574.000,146
159,0,23800,Bryce Molder,257.1,610884.000,66
160,0,20396,Lee Westwood,257.2,1120220.000,121
161,0,20104,Ken Duke,257.3,759543.000,82
161,0,34099,Harris English,257.3,1509998.000,163
161,0,21209,Sergio Garcia,257.3,963198.000,104
161,0,12716,Charley Hoffman,257.3,1463643.000,158
165,0,28237,Rory McIlroy,257.6,1001427.000,108
166,0,25274,Steven Bowditch,257.7,1233764.000,133
167,0,06527,Steve Stricker,258.2,604158.000,65
168,0,23638,Brendon de Jonge,258.3,1655380.000,178
169,0,25240,D.A. Points,258.7,1043026.000,112
170,0,20848,Ángel Cabrera,259.5,1214660.000,130
171,0,35139,Richard Lee,259.6,887700.000,95
172,0,21099,David Lynn,259.9,664271.000,71
173,0,01810,Phil Mickelson,260.0,1179398.000,126
174,0,24138,Ian Poulter,260.2,655626.000,70
175,0,32200,Roberto Castro,260.3,1274443.000,136
176,0,27895,Jonas Blixt,260.4,1096775.000,117
177,0,28092,D.H. Lee,260.8,845052.000,90
178,0,27120,Troy Matteson,261.2,930938.000,99
179,0,20766,Padraig Harrington,261.5,724862.000,77
179,0,21528,Henrik Stenson,261.5,1044772.000,111
