RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,01116,Michael Bradley,240.0,423315.000,49
2,0,31560,Brian Stuard,242.2,697671.000,80
3,0,06567,Vijay Singh,243.4,744795.000,85
4,0,23621,Rory Sabbatini,243.7,1324863.000,151
5,0,29425,Andrew Svoboda,244.0,570983.000,65
6,0,01320,Bob Estes,245.4,671439.000,76
7,0,22405,Justin Rose,245.5,786659.000,89
8,0,31557,Jim Herman,245.6,848868.000,96
9,0,29740,Brad Fritsch,245.8,1097355.000,124
9,0,27129,Luke List,245.8,982123.000,111
11,0,28455,Will Claxton,246.2,726689.000,82
12,0,10885,Robert Allenby,246.5,585607.000,66
13,0,30925,Dustin Johnson,246.6,1100860.000,124
13,0,34409,David Lingmerth,246.6,745595.000,84
13,0,02206,David Toms,246.6,257436.000,29
16,0,27436,Graham DeLaet,246.7,1412338.000,159
16,0,27503,Steve LeBrun,246.7,737144.000,83
16,0,25336,Alistair Presnell,246.7,586095.000,66
16,0,22295,Darron Stiles,246.7,399645.000,45
20,0,27556,Ted Potter Jr.,246.8,648479.000,73
21,0,20098,Stuart Appleby,247.0,960295.000,108
22,0,21878,Mark Wilson,247.2,596153.000,67
23,0,27770,Camilo Villegas,247.3,952668.000,107
24,0,34261,Scott Langley,247.5,623574.000,70
24,0,24663,Y.E. Yang,247.5,543461.000,61
26,0,33461,Morgan Hoffmann,247.9,874762.000,98
27,0,30926,Chris Kirk,248.0,1285440.000,144
28,0,28259,Sangmoon Bae,248.1,1053938.000,118
28,0,06522,Ernie Els,248.1,803966.000,90
30,0,25444,Justin Hicks,248.2,768338.000,86
30,0,20691,Greg Owen,248.2,1170314.000,131
32,0,20229,Stewart Cink,248.3,893881.000,100
32,0,34360,Patrick Reed,248.3,1215752.000,136
34,0,34431,Robert Streb,248.5,1010733.000,113
35,0,25572,Graeme McDowell,248.8,465819.000,52
36,0,12782,Tim Herron,248.9,528710.000,59
37,0,24227,Justin Bolli,249.0,439193.000,49
38,0,33869,Eric Meierdierks,249.1,726484.000,81
38,0,23497,Tag Ridings,249.1,914545.000,102
38,0,27214,Kevin Streelman,249.1,1192501.000,133
41,0,10809,Jim Furyk,249.2,610027.000,68
