RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,22293,Heath Slocum,.51,2,396
2,0,06527,Steve Stricker,.62,2,324
3,0,08375,Paul Stankowski,.69,1,144
4,0,22348,Nick O'Hern,.85,2,234
5,0,27649,Brandt Snedeker,.97,4,414
6,0,26420,Richard Johnson,1.11,3,270
7,0,02223,Bob Tway,1.17,4,342
8,0,22371,Aaron Baddeley,1.23,4,324
8,0,02239,Scott Verplank,1.23,4,324
10,0,24024,Zach Johnson,1.31,4,306
11,0,01810,Phil Mickelson,1.48,4,270
11,0,08793,Tiger Woods,1.48,4,270
13,0,10425,Jay Williamson,1.52,3,198
14,0,12660,Jesper Parnevik,1.54,5,324
14,0,23325,Vaughn Taylor,1.54,5,324
16,0,19846,Brian Gay,1.59,6,378
16,0,21350,Ryuji Imada,1.59,6,378
18,0,26679,Kevin Stadler,1.63,5,306
19,0,27963,Chris Stroud,1.67,3,180
20,0,12705,Cliff Kresge,1.69,7,414
21,0,23623,Bo Van Pelt,1.77,7,396
22,0,01157,Tom Byrum,1.85,2,108
22,0,21209,Sergio Garcia,1.85,5,270
22,0,01577,Lee Janzen,1.85,3,162
22,0,20634,Peter Lonard,1.85,5,270
22,0,06567,Vijay Singh,1.85,8,432
22,0,21528,Henrik Stenson,1.85,3,162
28,0,20850,Daniel Chopra,1.94,7,360
28,0,29718,Anthony Kim,1.94,7,360
30,0,01388,Robert Gamez,1.98,5,252
30,0,24449,Parker McLachlin,1.98,5,252
32,0,25345,Carl Pettersson,2.00,9,450
33,0,01313,Steve Elkington,2.05,7,342
34,0,01035,Tommy Armour III,2.08,6,288
34,0,22621,Ben Curtis,2.08,6,288
34,0,23108,Matt Kuchar,2.08,6,288
34,0,20382,Stephen Leaney,2.08,6,288
38,0,24925,Jonathan Byrd,2.14,5,234
38,0,12680,Shigeki Maruyama,2.14,5,234
40,0,22046,Geoff Ogilvy,2.16,7,324
40,0,23621,Rory Sabbatini,2.16,7,324
40,0,12602,Dean Wilson,2.16,7,324
40,0,21878,Mark Wilson,2.16,7,324
44,0,07363,Craig Bowden,2.22,6,270
44,0,23933,Michael Boyd,2.22,4,180
44,0,10117,Bob Heintz,2.22,6,270
44,0,21731,Freddie Jacobson,2.22,6,270
44,0,22212,Craig Lile,2.22,6,270
44,0,21949,Joe Ogilvie,2.22,8,360
50,0,06595,Kevin Sutherland,2.29,7,306
51,0,24290,D.J. Brigman,2.31,5,216
51,0,23638,Brendon de Jonge,2.31,5,216
51,0,27141,J.B. Holmes,2.31,5,216
54,0,10809,Jim Furyk,2.34,8,342
54,0,22806,Doug LaBelle II,2.34,8,342
54,0,10860,Justin Leonard,2.34,8,342
54,0,01766,Billy Mayfair,2.34,8,342
58,0,20098,Stuart Appleby,2.38,6,252
58,0,26360,Bubba Dickerson,2.38,3,126
58,0,08881,Tripp Isenhour,2.38,6,252
58,0,20572,Rod Pampling,2.38,9,378
62,0,08931,Glen Day,2.43,7,288
63,0,24781,Hunter Mahan,2.47,8,324
63,0,24490,George McNeill,2.47,8,324
63,0,25190,Jeff Quinney,2.47,8,324
63,0,12714,Chris Tidland,2.47,4,162
63,0,02206,David Toms,2.47,8,324
68,0,12195,Tom Johnson,2.53,5,198
68,0,10213,Dicky Pride,2.53,5,198
68,0,26289,Boo Weekley,2.53,10,396
71,0,01706,Davis Love III,2.56,6,234
71,0,20127,Chris Riley,2.56,6,234
73,0,26881,Jarrod Lyle,2.59,7,270
74,0,20623,Gavin Coles,2.61,8,306
74,0,20378,Mathias Grönberg,2.61,8,306
76,0,19803,Ryan Armour,2.65,10,378
76,0,25900,Lucas Glover,2.65,10,378
76,0,01941,Tom Pernice Jr.,2.65,10,378
79,0,24357,K.J. Choi,2.78,10,360
79,0,06251,Chris DiMarco,2.78,8,288
79,0,01320,Bob Estes,2.78,8,288
79,0,23718,Nathan Green,2.78,11,396
79,0,24924,Bill Haas,2.78,8,288
79,0,20859,Anders Hansen,2.78,5,180
79,0,20766,Padraig Harrington,2.78,7,252
79,0,27702,Matt Hendrix,2.78,4,144
79,0,12716,Charley Hoffman,2.78,9,324
79,0,01677,Tom Lehman,2.78,6,216
79,0,20628,Arron Oberholser,2.78,8,288
79,0,23320,Ryan Palmer,2.78,8,288
79,0,24361,Pat Perez,2.78,8,288
79,0,01945,Kenny Perry,2.78,9,324
93,0,12652,Cameron Beckman,2.92,10,342
93,0,21959,Ted Purdy,2.92,10,342
95,0,22892,Jason Gore,2.94,9,306
95,0,27770,Camilo Villegas,2.94,9,306
95,0,27095,Nick Watney,2.94,9,306
98,0,01724,Jeff Maggert,2.96,8,270
98,0,07749,Brett Quigley,2.96,8,270
100,0,01473,Todd Hamilton,3.03,6,198
100,0,28475,Jeff Overton,3.03,6,198
102,0,07867,Woody Austin,3.06,11,360
102,0,20229,Stewart Cink,3.06,11,360
102,0,07547,Craig Kanada,3.06,11,360
105,0,01132,Mark Brooks,3.09,5,162
105,0,19972,José Coceres,3.09,5,162
105,0,25686,Jason Dufner,3.09,10,324
105,0,23353,J.J. Henry,3.09,10,324
105,0,22295,Darron Stiles,3.09,5,162
110,0,20104,Ken Duke,3.11,14,450
111,0,20433,Mark Hensby,3.13,9,288
111,0,21470,Daisuke Maruyama,3.13,9,288
111,0,06515,Shaun Micheel,3.13,9,288
111,0,24502,Adam Scott,3.13,9,288
115,0,23135,Tim Clark,3.17,8,252
115,0,22378,Trevor Immelman,3.17,8,252
115,0,01948,Tim Petrovic,3.17,12,378
115,0,22405,Justin Rose,3.17,8,252
119,0,01142,Bart Bryant,3.22,11,342
119,0,10733,Kent Jones,3.22,11,342
121,0,25273,Andrew Buckle,3.24,7,216
