RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
98,0,21660,Jason Schultz,30,37
98,0,23623,Bo Van Pelt,30,45
98,0,27770,Camilo Villegas,30,39
108,0,20229,Stewart Cink,29,37
108,0,08931,Glen Day,29,39
108,0,01388,Robert Gamez,29,40
108,0,26420,Richard Johnson,29,41
108,0,01677,Tom Lehman,29,34
108,0,27120,Troy Matteson,29,45
108,0,10213,Dicky Pride,29,35
108,0,02223,Bob Tway,29,38
108,0,24457,Jaco Van Zyl,29,36
117,0,01035,Tommy Armour III,28,36
117,0,20382,Stephen Leaney,28,34
119,0,21633,Steve Allan,27,36
119,0,20098,Stuart Appleby,27,34
119,0,20623,Gavin Coles,27,36
119,0,12680,Shigeki Maruyama,27,34
119,0,24361,Pat Perez,27,36
119,0,20127,Chris Riley,27,30
119,0,20160,Charlie Wi,27,33
126,0,06197,Michael Allen,26,36
126,0,24507,Jason Bohn,26,30
126,0,24290,D.J. Brigman,26,38
126,0,10809,Jim Furyk,26,32
126,0,23718,Nathan Green,26,37
126,0,21961,Charles Howell III,26,33
126,0,22378,Trevor Immelman,26,30
126,0,23108,Matt Kuchar,26,33
126,0,12660,Jesper Parnevik,26,34
126,0,22293,Heath Slocum,26,30
136,0,24357,K.J. Choi,25,32
136,0,22212,Craig Lile,25,31
136,0,28475,Jeff Overton,25,30
136,0,23325,Vaughn Taylor,25,34
136,0,02206,David Toms,25,29
141,0,06004,Stephen Ames,24,29
141,0,19824,Craig Barlow,24,33
141,0,08123,Jeff Brehaut,24,34
141,0,06034,Marco Dawson,24,30
141,0,21806,Paul Gow,24,36
141,0,01473,Todd Hamilton,24,28
141,0,20433,Mark Hensby,24,31
141,0,24502,Adam Scott,24,34
149,0,23933,Michael Boyd,23,26
149,0,24925,Jonathan Byrd,23,31
149,0,01577,Lee Janzen,23,28
149,0,07749,Brett Quigley,23,28
149,0,02104,Jeff Sluman,23,26
149,0,12602,Dean Wilson,23,31
155,0,22621,Ben Curtis,22,32
155,0,08881,Tripp Isenhour,22,28
155,0,21731,Freddie Jacobson,22,24
155,0,06595,Kevin Sutherland,22,34
155,0,12714,Chris Tidland,22,27
155,0,02246,Duffy Waldorf,22,36
161,0,26360,Bubba Dickerson,21,28
161,0,23983,Luke Donald,21,24
161,0,01313,Steve Elkington,21,29
161,0,23621,Rory Sabbatini,21,27
165,0,19972,José Coceres,20,27
165,0,06251,Chris DiMarco,20,27
165,0,01381,Fred Funk,20,28
165,0,27702,Matt Hendrix,20,32
165,0,23800,Bryce Molder,20,24
170,0,22371,Aaron Baddeley,19,23
170,0,01157,Tom Byrum,19,24
170,0,27649,Brandt Snedeker,19,29
170,0,08375,Paul Stankowski,19,25
174,0,01132,Mark Brooks,18,22
174,0,06643,Paul Goydos,18,25
174,0,26882,Michael Sim,18,22
177,0,06522,Ernie Els,17,22
177,0,10117,Bob Heintz,17,30
177,0,02239,Scott Verplank,17,22
180,0,20766,Padraig Harrington,16,26
180,0,20628,Arron Oberholser,16,20
180,0,22405,Justin Rose,16,26
183,0,20859,Anders Hansen,15,17
184,0,24024,Zach Johnson,14,16
184,0,01810,Phil Mickelson,14,19
184,0,24138,Ian Poulter,14,21
184,0,06527,Steve Stricker,14,15
188,0,10425,Jay Williamson,13,16
189,0,21209,Sergio Garcia,12,14
189,0,22348,Nick O'Hern,12,16
189,0,23497,Tag Ridings,12,17
189,0,08793,Tiger Woods,12,15
193,0,23135,Tim Clark,11,16
194,0,20157,Retief Goosen,9,13
194,0,21528,Henrik Stenson,9,11
196,0,06373,José María Olazábal,8,12
