RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,20105,Jeff Gove,67,77
2,0,20498,Briny Baird,65,78
3,0,23349,Charles Warren,60,75
4,0,23788,D.J. Trahan,59,68
5,0,25686,Jason Dufner,57,70
6,0,24912,Will MacKenzie,55,73
6,0,28158,Steve Marino,55,66
8,0,20645,John Senden,52,64
9,0,23322,Brett Wetterich,51,56
10,0,07457,Steve Flesch,50,63
10,0,20574,Mathew Goggin,50,61
10,0,20378,Mathias Grönberg,50,59
10,0,24140,Sean O'Hair,50,60
14,0,27933,John Merrick,49,64
15,0,01024,Billy Andrade,48,61
15,0,27141,J.B. Holmes,48,61
15,0,21470,Daisuke Maruyama,48,52
18,0,01948,Tim Petrovic,47,56
19,0,24924,Bill Haas,46,52
19,0,10733,Kent Jones,46,60
19,0,27060,John Mallinger,46,62
19,0,20691,Greg Owen,46,61
23,0,07867,Woody Austin,44,65
23,0,22892,Jason Gore,44,57
25,0,23048,Eric Axley,43,59
25,0,12510,Chad Campbell,43,53
27,0,12705,Cliff Kresge,42,50
27,0,01945,Kenny Perry,42,52
29,0,10885,Robert Allenby,41,57
29,0,25273,Andrew Buckle,41,49
29,0,11123,Chris Couch,41,53
29,0,29476,Kyle Reifers,41,50
33,0,21646,David Branshaw,40,51
33,0,07547,Craig Kanada,40,49
33,0,06515,Shaun Micheel,40,49
33,0,20572,Rod Pampling,40,47
33,0,22913,John Rollins,40,50
38,0,21805,Harrison Frazar,39,53
38,0,24358,Robert Garrigus,39,55
38,0,22806,Doug LaBelle II,39,45
38,0,01707,Steve Lowery,39,53
38,0,01766,Billy Mayfair,39,53
38,0,26596,Ryan Moore,39,54
38,0,21959,Ted Purdy,39,55
38,0,28486,Michael Putnam,39,52
38,0,25190,Jeff Quinney,39,49
47,0,20104,Ken Duke,38,47
47,0,26679,Kevin Stadler,38,55
49,0,06621,Joe Durant,37,57
49,0,21350,Ryuji Imada,37,45
49,0,29718,Anthony Kim,37,49
49,0,10860,Justin Leonard,37,48
49,0,11032,Frank Lickliter II,37,52
49,0,01941,Tom Pernice Jr.,37,44
49,0,27095,Nick Watney,37,54
49,0,25892,Steve Wheatcroft,37,46
49,0,21878,Mark Wilson,37,48
58,0,12782,Tim Herron,36,47
58,0,12195,Tom Johnson,36,50
58,0,02101,Joey Sindelar,36,43
58,0,02214,Kirk Triplett,36,59
58,0,26951,Johnson Wagner,36,42
58,0,25804,Bubba Watson,36,42
64,0,12652,Cameron Beckman,35,49
64,0,23614,Rich Beem,35,53
64,0,01161,Mark Calcavecchia,35,56
64,0,25900,Lucas Glover,35,45
64,0,20634,Peter Lonard,35,50
69,0,01142,Bart Bryant,34,40
69,0,20850,Daniel Chopra,34,45
69,0,01320,Bob Estes,34,37
69,0,08075,Jerry Kelly,34,49
69,0,26881,Jarrod Lyle,34,39
69,0,24449,Parker McLachlin,34,43
69,0,26289,Boo Weekley,34,46
76,0,21753,Brian Davis,33,46
76,0,08537,J.P. Hayes,33,46
76,0,01724,Jeff Maggert,33,46
76,0,22295,Darron Stiles,33,45
76,0,10423,Mike Weir,33,37
81,0,23353,J.J. Henry,32,37
81,0,12716,Charley Hoffman,32,42
81,0,01706,Davis Love III,32,36
81,0,24781,Hunter Mahan,32,37
81,0,24490,George McNeill,32,38
81,0,25396,Kevin Na,32,40
81,0,22046,Geoff Ogilvy,32,41
81,0,23320,Ryan Palmer,32,44
81,0,25345,Carl Pettersson,32,48
81,0,06567,Vijay Singh,32,42
91,0,23613,Rich Barcelo,31,41
91,0,07363,Craig Bowden,31,37
91,0,20472,Alex Cejka,31,44
91,0,23638,Brendon de Jonge,31,38
91,0,01797,Rocco Mediate,31,40
91,0,02036,Jim Rutledge,31,38
91,0,27963,Chris Stroud,31,35
98,0,19803,Ryan Armour,30,46
98,0,07223,Brian Bateman,30,37
98,0,01249,John Daly,30,43
98,0,19846,Brian Gay,30,38
98,0,24980,Scott Gutschewski,30,37
98,0,21949,Joe Ogilvie,30,42
98,0,01928,Corey Pavin,30,39
