RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,24912,Will MacKenzie,5,73
2,0,01249,John Daly,3,43
2,0,24138,Ian Poulter,3,21
4,0,23048,Eric Axley,2,59
4,0,24925,Jonathan Byrd,2,31
4,0,21806,Paul Gow,2,36
4,0,23718,Nathan Green,2,37
4,0,20766,Padraig Harrington,2,26
4,0,08537,J.P. Hayes,2,46
4,0,01707,Steve Lowery,2,53
4,0,24490,George McNeill,2,38
4,0,27933,John Merrick,2,64
4,0,25396,Kevin Na,2,40
4,0,25345,Carl Pettersson,2,48
4,0,20645,John Senden,2,64
4,0,27770,Camilo Villegas,2,39
17,0,10885,Robert Allenby,1,57
17,0,20098,Stuart Appleby,1,34
17,0,19803,Ryan Armour,1,46
17,0,07867,Woody Austin,1,65
17,0,22371,Aaron Baddeley,1,23
17,0,08123,Jeff Brehaut,1,34
17,0,20472,Alex Cejka,1,44
17,0,20850,Daniel Chopra,1,45
17,0,23135,Tim Clark,1,16
17,0,22621,Ben Curtis,1,32
17,0,06034,Marco Dawson,1,30
17,0,08931,Glen Day,1,39
17,0,26360,Bubba Dickerson,1,28
17,0,25686,Jason Dufner,1,70
17,0,06621,Joe Durant,1,57
17,0,01313,Steve Elkington,1,29
17,0,01381,Fred Funk,1,28
17,0,22892,Jason Gore,1,57
17,0,27702,Matt Hendrix,1,32
17,0,12782,Tim Herron,1,47
17,0,12716,Charley Hoffman,1,42
17,0,22378,Trevor Immelman,1,30
17,0,08881,Tripp Isenhour,1,28
17,0,21731,Freddie Jacobson,1,24
17,0,26420,Richard Johnson,1,41
17,0,08075,Jerry Kelly,1,49
17,0,29718,Anthony Kim,1,49
17,0,22806,Doug LaBelle II,1,45
17,0,20382,Stephen Leaney,1,34
17,0,11032,Frank Lickliter II,1,52
17,0,26881,Jarrod Lyle,1,39
17,0,28158,Steve Marino,1,66
17,0,27120,Troy Matteson,1,45
17,0,24449,Parker McLachlin,1,43
17,0,22348,Nick O'Hern,1,16
17,0,20691,Greg Owen,1,61
17,0,23320,Ryan Palmer,1,44
17,0,20572,Rod Pampling,1,47
17,0,12660,Jesper Parnevik,1,34
17,0,01948,Tim Petrovic,1,56
17,0,10213,Dicky Pride,1,35
17,0,07749,Brett Quigley,1,28
17,0,25190,Jeff Quinney,1,49
17,0,23497,Tag Ridings,1,17
17,0,22913,John Rollins,1,50
17,0,21660,Jason Schultz,1,37
17,0,26882,Michael Sim,1,22
17,0,02101,Joey Sindelar,1,43
17,0,06567,Vijay Singh,1,42
17,0,27649,Brandt Snedeker,1,29
17,0,26679,Kevin Stadler,1,55
17,0,08375,Paul Stankowski,1,25
17,0,22295,Darron Stiles,1,45
17,0,06595,Kevin Sutherland,1,34
17,0,02214,Kirk Triplett,1,59
17,0,23623,Bo Van Pelt,1,45
17,0,26289,Boo Weekley,1,46
17,0,20160,Charlie Wi,1,33
17,0,21878,Mark Wilson,1,48
