RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,34046,Jordan Spieth,12.89,181,1404
2,0,12510,Chad Campbell,13.06,228,1746
3,0,25364,Paul Casey,13.09,212,1620
4,0,30925,Dustin Johnson,13.49,170,1260
5,0,26476,Chez Reavie,13.74,235,1710
6,0,35450,Patrick Cantlay,13.77,119,864
7,0,24138,Ian Poulter,13.89,170,1224
8,0,23108,Matt Kuchar,13.95,231,1656
9,0,21961,Charles Howell III,14.02,207,1476
10,0,25900,Lucas Glover,14.07,228,1620
11,0,32102,Rickie Fowler,14.25,195,1368
11,0,24924,Bill Haas,14.25,218,1530
13,0,29221,Webb Simpson,14.31,255,1782
14,0,46970,Jon Rahm,14.32,214,1494
15,0,32839,Hideki Matsuyama,14.33,196,1368
16,0,40058,Zac Blair,14.42,257,1782
17,0,21209,Sergio Garcia,14.52,162,1116
18,0,26851,Marc Leishman,14.57,236,1620
19,0,24361,Pat Perez,14.63,237,1620
20,0,28500,Martin Flores,14.81,216,1458
21,0,33448,Justin Thomas,14.84,211,1422
22,0,29725,Tony Finau,14.85,278,1872
23,0,28252,Seamus Power,14.93,215,1440
24,0,34174,John Huh,14.96,237,1584
25,0,19803,Ryan Armour,14.97,159,1062
26,0,27649,Brandt Snedeker,15.00,135,900
27,0,19846,Brian Gay,15.03,211,1404
28,0,26329,Louis Oosthuizen,15.05,168,1116
29,0,27644,Brian Harman,15.11,272,1800
30,0,22056,Cameron Percy,15.13,177,1170
31,0,33399,Adam Hadwin,15.19,268,1764
32,0,25198,Francesco Molinari,15.20,197,1296
33,0,47128,Richy Werenski,15.24,203,1332
34,0,40026,Daniel Berger,15.25,236,1548
35,0,25349,Tim Wilkinson,15.42,161,1044
36,0,27936,Martin Laird,15.46,231,1494
37,0,10809,Jim Furyk,15.47,142,918
38,0,20472,Alex Cejka,15.51,215,1386
39,0,29720,Andres Gonzales,15.54,193,1242
40,0,29908,C.T. Pan,15.57,241,1548
41,0,34098,Russell Henley,15.58,272,1746
42,0,34021,Bud Cauley,15.59,247,1584
42,0,20229,Stewart Cink,15.59,261,1674
44,0,29478,Kevin Kisner,15.65,276,1764
45,0,22046,Geoff Ogilvy,15.66,203,1296
46,0,25191,Gonzalo Fernandez-Castaño,15.67,158,1008
46,0,23325,Vaughn Taylor,15.67,237,1512
48,0,33141,Keegan Bradley,15.69,288,1836
48,0,33418,Shawn Stefani,15.69,192,1224
50,0,29974,Branden Grace,15.70,178,1134
51,0,33120,Mark Anderson,15.71,147,936
51,0,49771,J.T. Poston,15.71,246,1566
53,0,30110,Kyle Stanley,15.72,283,1800
54,0,29461,Jamie Lovemark,15.74,272,1728
55,0,26758,David Hearn,15.75,241,1530
56,0,23353,J.J. Henry,15.76,244,1548
57,0,32448,James Hahn,15.80,273,1728
57,0,34264,Hudson Swafford,15.80,256,1620
59,0,27436,Graham DeLaet,15.86,217,1368
59,0,28237,Rory McIlroy,15.86,137,864
61,0,22405,Justin Rose,15.89,183,1152
62,0,25493,Nick Taylor,15.91,272,1710
63,0,27958,Ryan Blaum,15.97,276,1728
63,0,27214,Kevin Streelman,15.97,253,1584
65,0,24357,K.J. Choi,15.99,190,1188
66,0,27466,Spencer Levin,16.01,245,1530
67,0,39324,J.J. Spaun,16.02,248,1548
68,0,31323,Gary Woodland,16.04,257,1602
69,0,25396,Kevin Na,16.06,237,1476
69,0,48081,Xander Schauffele,16.06,266,1656
71,0,34360,Patrick Reed,16.11,290,1800
72,0,23541,Ben Crane,16.17,230,1422
72,0,26300,Matt Jones,16.17,163,1008
74,0,29518,Brendan Steele,16.20,245,1512
75,0,24846,Ricky Barnes,16.24,269,1656
76,0,27095,Nick Watney,16.26,202,1242
77,0,31557,Jim Herman,16.30,220,1350
78,0,23621,Rory Sabbatini,16.32,191,1170
79,0,24502,Adam Scott,16.38,171,1044
80,0,30191,Julián Etulain,16.40,186,1134
81,0,35532,Tom Hoge,16.43,136,828
82,0,24358,Robert Garrigus,16.44,213,1296
