RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,01633,Tom Kite,.95,55,58
2,0,23621,Rory Sabbatini,.92,72,78
3,0,07867,Woody Austin,.90,87,97
4,0,23623,Bo Van Pelt,.89,65,73
5,0,20213,Katsumasa Miyamoto,.85,51,60
6,0,01685,J.L. Lewis,.84,80,95
7,0,08123,Jeff Brehaut,.83,64,77
8,0,01374,Robin Freeman,.82,65,79
8,0,10733,Kent Jones,.82,55,67
8,0,06332,Neal Lancaster,.82,75,92
8,0,02133,Craig Stadler,.82,41,50
12,0,02023,Clarence Rose,.81,39,48
12,0,02106,Chris Smith,.81,63,78
14,0,10885,Robert Allenby,.79,66,84
14,0,02246,Duffy Waldorf,.79,71,90
16,0,22292,David Seawell,.78,40,51
17,0,01975,Tom Purtzer,.77,40,52
18,0,01161,Mark Calcavecchia,.76,72,95
18,0,06621,Joe Durant,.76,60,79
18,0,01604,Steve Jurgensen,.76,42,55
21,0,07753,Kevin Wentworth,.75,53,71
22,0,07781,Ty Armstrong,.74,57,77
23,0,01249,John Daly,.73,46,63
23,0,02245,Grant Waite,.73,71,97
25,0,20498,Briny Baird,.72,56,78
25,0,06617,Brian Henninger,.72,69,96
27,0,12652,Cameron Beckman,.70,57,81
27,0,01891,David Ogrin,.70,40,57
29,0,23614,Rich Beem,.68,45,66
29,0,01191,Barry Cheesman,.68,66,97
29,0,07763,Doug Dunakey,.68,59,87
29,0,01313,Steve Elkington,.68,46,68
33,0,01014,Fulton Allem,.67,51,76
33,0,02321,Fuzzy Zoeller,.67,36,54
35,0,19824,Craig Barlow,.66,56,85
35,0,08375,Paul Stankowski,.66,51,77
37,0,01766,Billy Mayfair,.65,54,83
38,0,01388,Robert Gamez,.64,38,59
38,0,01723,Andrew Magee,.64,54,84
38,0,21949,Joe Ogilvie,.64,59,92
38,0,06613,Tommy Tolles,.64,49,77
42,0,11123,Chris Couch,.63,45,72
42,0,06036,Scott Dunlap,.63,54,86
42,0,01418,Bill Glasson,.63,48,76
42,0,08553,Lee Porter,.63,55,88
42,0,21959,Ted Purdy,.63,40,64
42,0,06567,Vijay Singh,.63,64,101
48,0,01042,Paul Azinger,.62,45,73
48,0,01810,Phil Mickelson,.62,48,78
48,0,07749,Brett Quigley,.62,37,60
48,0,02131,Mike Springer,.62,54,87
48,0,08385,Omar Uresti,.62,64,103
53,0,01553,John Huston,.61,46,76
53,0,02099,Scott Simpson,.61,35,57
53,0,23349,Charles Warren,.61,42,69
56,0,20029,Notah Begay III,.60,58,97
56,0,06251,Chris DiMarco,.60,59,99
56,0,01905,Joe Ozaki,.60,32,53
56,0,10213,Dicky Pride,.60,50,84
60,0,20099,Doug Barron,.59,53,90
60,0,10963,Jimmy Green,.59,44,75
60,0,08045,Perry Moss,.59,42,71
63,0,01072,Chip Beck,.58,43,74
63,0,01127,Danny Briggs,.58,44,76
63,0,06809,Bob Burns,.58,52,89
63,0,20593,Greg Chalmers,.58,61,106
63,0,09011,David Duval,.58,43,74
63,0,07457,Steve Flesch,.58,57,98
63,0,06064,Jeff Gallagher,.58,53,92
