RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,08793,Tiger Woods,$315075,6616584
2,0,09011,David Duval,$173424,3641905
3,0,19904,Paul Lawrie,$140558,562233
4,0,01706,Davis Love III,$107622,2475328
5,0,02146,Payne Stewart,$103897,2077950
6,0,06522,Ernie Els,$95042,1710756
7,0,01724,Jeff Maggert,$87672,2016468
8,0,01968,Nick Price,$87355,1572402
9,0,21209,Sergio Garcia,$87212,784916
10,0,06431,Jean Van de Velde,$86131,344525
11,0,02170,Hal Sutton,$85103,2127577
12,0,12823,Carlos Franco,$84753,1864583
13,0,06567,Vijay Singh,$78732,2283232
14,0,01810,Phil Mickelson,$74899,1722681
15,0,10809,Jim Furyk,$73103,1827592
16,0,10860,Justin Leonard,$72178,2020990
17,0,01943,Chris Perry,$69216,2145707
18,0,06373,José María Olazábal,$66551,865166
19,0,01553,John Huston,$66060,1519387
20,0,01926,Steve Pate,$62712,1755959
21,0,01677,Tom Lehman,$62415,1435564
22,0,02206,David Toms,$61239,1959671
23,0,20848,Ángel Cabrera,$55826,167480
24,0,12660,Jesper Parnevik,$52773,1055467
25,0,02104,Jeff Sluman,$52306,1621491
26,0,12782,Tim Herron,$52110,1511201
27,0,01313,Steve Elkington,$51732,1086375
28,0,12645,Brent Geiberger,$51380,1541409
29,0,01920,Craig Parry,$50651,962375
30,0,02246,Duffy Waldorf,$50107,1302783
31,0,10423,Mike Weir,$49704,1491139
32,0,01320,Bob Estes,$48486,1357617
33,0,02010,Loren Roberts,$48413,1258745
34,0,01381,Fred Funk,$48202,1638881
35,0,01226,Fred Couples,$48074,769192
36,0,02218,Ted Tryba,$47926,1533635
37,0,01876,Greg Norman,$47573,570878
38,0,06575,Dudley Hart,$46962,1267993
39,0,01927,Dennis Paulson,$46921,1313813
40,0,20098,Stuart Appleby,$46887,1359724
41,0,20229,Stewart Cink,$46485,1255100
42,0,01887,Mark O'Meara,$45726,868795
43,0,01527,Scott Hoch,$43433,1172692
44,0,20029,Notah Begay III,$43286,1255313
45,0,20944,Tsuyoshi Yoneyama,$40619,40619
46,0,01797,Rocco Mediate,$38522,963074
47,0,08931,Glen Day,$38259,1109513
48,0,01418,Bill Glasson,$34949,838788
49,0,20396,Lee Westwood,$34917,384097
50,0,01723,Andrew Magee,$33761,911564
51,0,02214,Kirk Triplett,$33207,863399
52,0,01577,Lee Janzen,$32692,849993
53,0,01139,Olin Browne,$32089,834331
54,0,12702,Costantino Rocca,$32027,32027
55,0,02257,Brian Watts,$31975,767409
56,0,06044,Scott Gump,$31824,954732
57,0,06527,Steve Stricker,$31545,662461
58,0,01619,Skip Kendall,$31052,962642
59,0,02223,Bob Tway,$31016,899484
60,0,08635,Colin Montgomerie,$30804,369650
61,0,21007,Gabriel Hjertstedt,$30097,933032
62,0,01457,Jay Haas,$29035,696861
63,0,06012,Greg Kraft,$28956,810776
64,0,11032,Frank Lickliter II,$28142,872421
65,0,01035,Tommy Armour III,$27935,782185
66,0,01329,Brad Faxon,$27747,582691
67,0,02133,Craig Stadler,$26711,454091
68,0,06617,Brian Henninger,$26706,774486
69,0,20094,Jonathan Kaye,$26407,845050
70,0,20028,Eric Rustand,$25743,77229
71,0,06004,Stephen Ames,$25597,460760
72,0,01766,Billy Mayfair,$25577,741733
73,0,23614,Rich Beem,$25439,610555
74,0,01161,Mark Calcavecchia,$25309,733971
75,0,06350,Bob May,$25000,50000
76,0,20154,Guy Hill,$24872,74616
77,0,06643,Paul Goydos,$23967,695051
78,0,01750,Miguel Angel Martin,$23903,23903
79,0,01042,Paul Azinger,$23418,562052
80,0,06595,Kevin Sutherland,$22892,663891
81,0,01928,Corey Pavin,$22761,569045
82,0,06036,Scott Dunlap,$22209,533027
83,0,01996,Mike Reid,$21948,482867
84,0,01219,John Cook,$21814,567168
85,0,06251,Chris DiMarco,$21693,672502
86,0,01905,Joe Ozaki,$21232,318485
87,0,01941,Tom Pernice Jr.,$21165,656140
88,0,06573,Brandt Jobe,$20930,272100
89,0,01685,J.L. Lewis,$20093,622883
90,0,01755,Dick Mast,$20000,60000
91,0,01599,Steve Jones,$18984,360705
92,0,08993,Franklin Langham,$18470,535651
93,0,01823,Larry Mize,$18407,386553
94,0,01157,Tom Byrum,$18345,495319
95,0,21805,Harrison Frazar,$18309,530970
96,0,02239,Scott Verplank,$18240,474260
97,0,20763,Pierre Fulke,$18055,18055
98,0,01666,Bernhard Langer,$18028,162257
99,0,07457,Steve Flesch,$17817,552345
100,0,01133,Billy Ray Brown,$17733,301472
101,0,19958,Miguel Angel Jiménez,$17653,194187
102,0,20043,Edward Fryatt,$17375,17375
103,0,01185,Brandel Chamblee,$17291,414994
104,0,02101,Joey Sindelar,$17249,413993
105,0,01093,Ronnie Black,$17035,306635
106,0,06613,Tommy Tolles,$16900,456316
107,0,01132,Mark Brooks,$16879,557036
108,0,01175,Jim Carter,$16393,459026
109,0,01945,Kenny Perry,$16391,426183
110,0,01361,Dan Forsman,$16280,439570
111,0,02020,Eduardo Romero,$16250,65000
112,0,07269,Greg Turner,$16200,48600
113,0,01040,Emlyn Aubrey,$16155,290806
114,0,01938,David Peoples,$16137,112964
115,0,01261,Jay Delsing,$15995,431879
