RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,46970,Jon Rahm,84.28,579,687
2,0,24502,Adam Scott,83.12,463,557
3,0,49964,Aaron Wise,82.69,554,670
4,0,35450,Patrick Cantlay,82.35,546,663
5,0,33448,Justin Thomas,82.08,536,653
6,0,49960,Sepp Straka,81.61,630,772
7,0,56278,Matthew Wolff,81.59,319,391
8,0,56762,Will Gordon,81.39,551,677
9,0,27064,Jhonattan Vegas,81.35,567,697
10,0,22056,Cameron Percy,81.31,557,685
11,0,21961,Charles Howell III,81.25,481,592
12,0,30925,Dustin Johnson,81.24,472,581
13,0,33122,Russell Knox,81.23,688,847
14,0,46717,Viktor Hovland,81.14,598,737
15,0,36871,Matthew NeSmith,81.08,647,798
15,0,47483,Will Zalatoris,81.08,557,687
17,0,45486,Joaquin Niemann,81.02,683,843
18,0,48081,Xander Schauffele,80.99,507,626
19,0,33141,Keegan Bradley,80.87,630,779
20,0,27214,Kevin Streelman,80.81,716,886
21,0,47959,Bryson DeChambeau,80.79,492,609
22,0,30163,Henrik Norlander,80.64,633,785
23,0,34098,Russell Henley,80.56,630,782
24,0,30110,Kyle Stanley,80.55,675,838
25,0,31646,Emiliano Grillo,80.53,699,868
26,0,26329,Louis Oosthuizen,80.31,526,655
27,0,26300,Matt Jones,80.30,636,792
28,0,30944,Jason Kokrak,80.24,593,739
29,0,21209,Sergio Garcia,80.16,509,635
30,0,50525,Collin Morikawa,80.13,609,760
31,0,24924,Bill Haas,80.06,281,351
32,0,35891,Cameron Smith,80.00,544,680
33,0,34046,Jordan Spieth,79.88,528,661
34,0,36699,Patrick Rodgers,79.87,615,770
35,0,36689,Brooks Koepka,79.85,416,521
36,0,27936,Martin Laird,79.77,615,771
37,0,27129,Luke List,79.68,549,689
38,0,40026,Daniel Berger,79.61,613,770
39,0,28237,Rory McIlroy,79.56,471,592
40,0,35104,Tom Lewis,79.50,508,639
41,0,29974,Branden Grace,79.39,497,626
42,0,31323,Gary Woodland,79.37,427,538
43,0,28420,Ryan Brehm,79.29,333,420
44,0,34255,Joseph Bramlett,79.16,490,619
45,0,28252,Seamus Power,79.13,402,508
45,0,32333,Kevin Tway,79.13,364,460
47,0,31557,Jim Herman,79.12,485,613
48,0,40042,Tyler McCumber,79.10,439,555
48,0,33667,Carlos Ortiz,79.10,613,775
50,0,29518,Brendan Steele,79.00,519,657
51,0,46046,Scottie Scheffler,78.98,684,866
51,0,48119,Ben Taylor,78.98,293,371
53,0,39997,Corey Conners,78.97,800,1013
54,0,33419,Cameron Tringale,78.93,618,783
55,0,52375,Doug Ghim,78.88,650,824
56,0,33204,Shane Lowry,78.74,500,635
57,0,23788,D.J. Trahan,78.71,414,526
58,0,49298,Kramer Hickok,78.69,517,657
59,0,23320,Ryan Palmer,78.68,487,619
60,0,26851,Marc Leishman,78.62,489,622
61,0,33490,Bo Hoag,78.61,610,776
61,0,34264,Hudson Swafford,78.61,577,734
63,0,46442,Maverick McNealy,78.57,517,658
64,0,12716,Charley Hoffman,78.53,618,787
64,0,33486,Roger Sloan,78.53,556,708
66,0,49766,Hank Lebioda,78.50,482,614
67,0,47504,Sam Burns,78.49,540,688
68,0,25364,Paul Casey,78.46,488,622
69,0,46550,Brandon Hagy,78.44,411,524
69,0,37275,Sam Ryder,78.44,582,742
71,0,29221,Webb Simpson,78.42,545,695
72,0,45157,Cam Davis,78.37,576,735
73,0,24024,Zach Johnson,78.36,572,730
74,0,46402,Talor Gooch,78.32,589,752
75,0,20229,Stewart Cink,78.23,557,712
76,0,29725,Tony Finau,78.22,553,707
77,0,37189,Harold Varner III,78.19,588,752
78,0,48045,Michael Gellerman,78.11,339,434
79,0,53165,Doc Redman,78.10,535,685
80,0,47128,Richy Werenski,78.01,571,732
81,0,32662,Michael Gligic,77.90,511,656
82,0,25396,Kevin Na,77.85,629,808
83,0,35461,Beau Hossler,77.83,537,690
83,0,30692,Scott Stallings,77.83,488,627
85,0,48887,Matt Wallace,77.70,345,444
86,0,32839,Hideki Matsuyama,77.60,627,808
87,0,25493,Nick Taylor,77.49,623,804
88,0,23983,Luke Donald,77.46,347,448
88,0,26331,Charl Schwartzel,77.46,536,692
90,0,30911,Tommy Fleetwood,77.43,374,483
91,0,28089,Jason Day,77.40,428,553
92,0,27095,Nick Watney,77.38,301,389
93,0,25686,Jason Dufner,77.36,598,773
94,0,52372,Cameron Champ,77.35,478,618
95,0,33120,Mark Anderson,77.31,385,498
95,0,37455,Si Woo Kim,77.31,637,824
95,0,32757,Patton Kizzire,77.31,637,824
98,0,29478,Kevin Kisner,77.20,569,737
99,0,27770,Camilo Villegas,77.19,467,605
100,0,29908,C.T. Pan,77.13,526,682
101,0,29970,Dylan Frittelli,77.12,401,520
102,0,39971,Sungjae Im,77.02,905,1175
103,0,25900,Lucas Glover,77.01,660,857
104,0,33948,Byeong Hun An,76.94,467,607
105,0,35310,Lanto Griffin,76.92,550,715
106,0,39975,Michael Kim,76.91,363,472
107,0,20396,Lee Westwood,76.88,419,545
108,0,29420,Billy Horschel,76.86,608,791
108,0,34256,Andrew Putnam,76.86,588,765
110,0,45526,Abraham Ancer,76.85,747,972
111,0,32448,James Hahn,76.84,501,652
112,0,34431,Robert Streb,76.79,516,672
113,0,24361,Pat Perez,76.75,637,830
114,0,30926,Chris Kirk,76.58,582,760
114,0,49771,J.T. Poston,76.58,510,666
116,0,29268,Bronson Burgoon,76.54,460,601
117,0,51766,Wyndham Clark,76.52,391,511
118,0,29535,Brice Garnett,76.43,694,908
119,0,51894,Vince Whaley,76.35,481,630
120,0,26476,Chez Reavie,76.32,664,870
121,0,45609,Tyler Duncan,76.30,644,844
122,0,46435,Austin Cook,76.22,500,656
123,0,48822,Sebastián Muñoz,76.20,685,899
123,0,27649,Brandt Snedeker,76.20,570,748
125,0,23621,Rory Sabbatini,76.15,495,650
126,0,25818,Scott Piercy,76.06,502,660
127,0,23108,Matt Kuchar,75.99,462,608
128,0,39324,J.J. Spaun,75.94,527,694
129,0,40006,Erik van Rooyen,75.85,471,621
130,0,29926,Danny Lee,75.83,367,484
131,0,28679,Fabián Gómez,75.81,351,463
132,0,35506,Mackenzie Hughes,75.69,551,728
133,0,32640,Troy Merritt,75.62,639,845
134,0,34174,John Huh,75.61,400,529
134,0,25804,Bubba Watson,75.61,434,574
136,0,31420,Anirban Lahiri,75.55,414,548
137,0,32791,K.H. Lee,75.54,704,932
138,0,24140,Sean O'Hair,75.51,333,441
139,0,34099,Harris English,75.36,624,828
140,0,33597,Harry Higgs,75.27,481,639
141,0,47993,Denny McCarthy,75.21,613,815
142,0,39546,Keith Mitchell,75.19,497,661
143,0,39977,Max Homa,75.11,525,699
144,0,47347,Adam Schenk,75.06,650,866
145,0,27330,Josh Teater,75.05,343,457
146,0,19803,Ryan Armour,75.00,594,792
147,0,22371,Aaron Baddeley,74.94,326,435
147,0,35449,Adam Long,74.94,589,786
149,0,34076,Joel Dahmen,74.90,579,773
150,0,22405,Justin Rose,74.89,340,454
151,0,33399,Adam Hadwin,74.87,578,772
152,0,34363,Tyrrell Hatton,74.85,366,489
153,0,35230,Nelson Ledesma,74.81,297,397
154,0,29479,Scott Brown,74.78,519,694
155,0,34314,Sebastian Cappelen,74.68,292,391
156,0,27644,Brian Harman,74.54,694,931
157,0,27974,Sung Kang,74.47,496,666
158,0,34466,Peter Malnati,74.45,472,634
159,0,32102,Rickie Fowler,74.44,498,669
160,0,34563,Chesson Hadley,74.43,422,567
161,0,32150,Michael Thompson,74.36,525,706
162,0,39953,Chase Seiffert,74.26,528,711
163,0,26758,David Hearn,74.20,463,624
164,0,32618,Rhein Gibson,74.10,309,417
165,0,40098,Matt Fitzpatrick,74.09,466,629
165,0,27554,Scott Harrington,74.09,486,656
167,0,33413,Ben Martin,73.93,346,468
168,0,27556,Ted Potter Jr.,73.89,399,540
169,0,34213,Grayson Murray,73.78,256,347
170,0,27349,Alex Noren,73.76,489,663
171,0,28775,Nate Lashley,73.74,483,655
172,0,46441,Robby Shelton,73.68,459,623
173,0,27942,Rob Oppenheim,73.65,492,668
174,0,33410,Andrew Landry,73.62,452,614
175,0,26499,Rafa Cabrera Bello,73.57,490,666
175,0,32816,Satoshi Kodaira,73.57,540,734
177,0,32139,Danny Willett,73.54,289,393
178,0,32254,Xinjun Zhang,73.51,408,555
179,0,34360,Patrick Reed,73.44,506,689
180,0,33404,Chris Baker,73.40,367,500
180,0,30927,Brendon Todd,73.40,665,906
182,0,31560,Brian Stuard,73.28,779,1063
183,0,01810,Phil Mickelson,73.21,410,560
184,0,35532,Tom Hoge,73.09,622,851
185,0,32070,Rafael Campos,73.08,353,483
186,0,36801,Mark Hubbard,72.93,660,905
187,0,35658,Kris Ventura,72.91,409,561
188,0,19846,Brian Gay,72.53,425,586
189,0,25632,Jimmy Walker,72.43,352,486
190,0,23325,Vaughn Taylor,72.11,530,735
191,0,23623,Bo Van Pelt,71.36,436,611
192,0,24138,Ian Poulter,71.17,474,666
193,0,24357,K.J. Choi,70.37,342,486
194,0,27141,J.B. Holmes,70.29,220,313
195,0,24781,Hunter Mahan,68.99,307,445
196,0,35617,Martin Trainer,66.18,270,408
