RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,46970,Jon Rahm,79.08,911,1152,-334.00
2,0,48045,Michael Gellerman,79.03,441,558,-113.00
3,0,27330,Josh Teater,78.11,464,594,-137.00
4,0,47959,Bryson DeChambeau,77.86,953,1224,-387.00
5,0,36871,Matthew NeSmith,77.43,1115,1440,-310.00
6,0,33141,Keegan Bradley,77.35,1086,1404,-310.00
7,0,31646,Emiliano Grillo,77.29,960,1242,-280.00
8,0,22056,Cameron Percy,77.22,834,1080,-209.00
9,0,21209,Sergio Garcia,77.12,944,1224,-299.00
10,0,40026,Daniel Berger,77.02,1012,1314,-344.00
11,0,30944,Jason Kokrak,76.97,1053,1368,-362.00
12,0,47483,Will Zalatoris,76.88,941,1224,-276.00
13,0,29221,Webb Simpson,76.78,843,1098,-291.00
14,0,35450,Patrick Cantlay,76.72,939,1224,-312.00
15,0,48119,Ben Taylor,76.70,428,558,-121.00
16,0,50525,Collin Morikawa,76.68,911,1188,-295.00
17,0,34255,Joseph Bramlett,76.49,771,1008,-221.00
18,0,28252,Seamus Power,76.46,578,756,-182.00
19,0,47347,Adam Schenk,76.32,1099,1440,-329.00
20,0,39971,Sungjae Im,76.30,1552,2034,-501.00
21,0,46717,Viktor Hovland,76.19,960,1260,-319.00
22,0,49964,Aaron Wise,76.11,959,1260,-270.00
23,0,25364,Paul Casey,76.05,794,1044,-256.00
24,0,33490,Bo Hoag,75.85,1024,1350,-275.00
25,0,27064,Jhonattan Vegas,75.62,912,1206,-271.00
26,0,30110,Kyle Stanley,75.60,1007,1332,-241.00
27,0,32448,James Hahn,75.54,843,1116,-262.00
28,0,34264,Hudson Swafford,75.42,896,1188,-263.00
29,0,25804,Bubba Watson,75.37,814,1080,-229.00
30,0,39997,Corey Conners,75.33,1139,1512,-350.00
31,0,33404,Chris Baker,75.29,515,684,-122.00
32,0,12716,Charley Hoffman,75.25,1070,1422,-357.00
33,0,52375,Doug Ghim,75.23,975,1296,-290.00
34,0,48081,Xander Schauffele,75.13,852,1134,-307.00
35,0,27129,Luke List,75.11,1014,1350,-323.00
36,0,20229,Stewart Cink,75.07,1054,1404,-320.00
37,0,33120,Mark Anderson,75.00,459,612,-124.00
37,0,33413,Ben Martin,75.00,459,612,-130.00
37,0,33486,Roger Sloan,75.00,837,1116,-250.00
40,0,30163,Henrik Norlander,74.96,1012,1350,-262.00
41,0,36689,Brooks Koepka,74.89,701,936,-245.00
42,0,33122,Russell Knox,74.79,1077,1440,-275.00
43,0,34098,Russell Henley,74.72,1049,1404,-299.00
43,0,27936,Martin Laird,74.72,928,1242,-243.00
45,0,29268,Bronson Burgoon,74.60,752,1008,-201.00
46,0,49766,Hank Lebioda,74.59,725,972,-207.00
47,0,37189,Harold Varner III,74.54,1060,1422,-340.00
48,0,52372,Cameron Champ,74.53,872,1170,-286.00
49,0,45486,Joaquin Niemann,74.47,1193,1602,-409.00
50,0,27214,Kevin Streelman,74.27,1123,1512,-343.00
51,0,46046,Scottie Scheffler,74.21,1122,1512,-404.00
52,0,47504,Sam Burns,74.20,975,1314,-372.00
52,0,31557,Jim Herman,74.20,788,1062,-210.00
54,0,28237,Rory McIlroy,74.16,841,1134,-312.00
55,0,45526,Abraham Ancer,74.07,1080,1458,-347.00
56,0,37275,Sam Ryder,74.02,906,1224,-267.00
57,0,32839,Hideki Matsuyama,74.01,1119,1512,-367.00
58,0,29535,Brice Garnett,73.91,918,1242,-249.00
59,0,33419,Cameron Tringale,73.85,1090,1476,-359.00
60,0,39324,J.J. Spaun,73.82,691,936,-157.00
61,0,24140,Sean O'Hair,73.74,584,792,-137.00
62,0,46442,Maverick McNealy,73.65,875,1188,-262.00
63,0,33448,Justin Thomas,73.61,901,1224,-335.00
64,0,33667,Carlos Ortiz,73.56,1099,1494,-367.00
65,0,56762,Will Gordon,73.53,900,1224,-274.00
66,0,26331,Charl Schwartzel,73.41,991,1350,-291.00
67,0,21961,Charles Howell III,73.38,700,954,-182.00
68,0,26476,Chez Reavie,73.32,937,1278,-252.00
