RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,39997,Corey Conners,28' 5",952,27065.333,-121.00
2,0,33448,Justin Thomas,28' 7",688,19678.917,-134.00
3,0,40115,Adam Svensson,28' 9",739,21220.333,-92.00
4,0,35450,Patrick Cantlay,28' 10",710,20497.667,-113.00
5,0,26476,Chez Reavie,29' 1",1039,30218.250,-111.00
6,0,36689,Brooks Koepka,29' 3",736,21512.917,-110.00
7,0,28237,Rory McIlroy,29' 4",747,21887.250,-144.00
8,0,35532,Tom Hoge,29' 5",929,27339.000,-96.00
8,0,30944,Jason Kokrak,29' 5",977,28728.500,-154.00
10,0,12716,Charley Hoffman,29' 6",596,17560.250,-53.00
10,0,24502,Adam Scott,29' 6",562,16580.083,-102.00
12,0,32839,Hideki Matsuyama,29' 7",951,28121.250,-160.00
12,0,23325,Vaughn Taylor,29' 7",1143,33822.167,-159.00
12,0,31323,Gary Woodland,29' 7",835,24681.083,-105.00
15,0,46402,Talor Gooch,29' 9",610,18171.583,-70.00
15,0,45486,Joaquin Niemann,29' 9",1049,31177.583,-110.00
15,0,22405,Justin Rose,29' 9",631,18777.583,-110.00
15,0,27330,Josh Teater,29' 9",695,20693.000,-68.00
15,0,27095,Nick Watney,29' 9",889,26430.250,-96.00
20,0,19803,Ryan Armour,29' 10",1114,33219.167,-113.00
20,0,34563,Chesson Hadley,29' 10",781,23286.250,-45.00
22,0,46601,Trey Mullinax,29' 11",718,21470.083,-61.00
23,0,33141,Keegan Bradley,30' 0",931,27914.083,-68.00
23,0,29268,Bronson Burgoon,30' 0",636,19064.667,-53.00
23,0,33399,Adam Hadwin,30' 0",841,25205.500,-94.00
23,0,34098,Russell Henley,30' 0",855,25640.417,-78.00
27,0,32102,Rickie Fowler,30' 2",805,24293.167,-105.00
27,0,10809,Jim Furyk,30' 2",851,25644.083,-80.00
27,0,37454,Whee Kim,30' 2",613,18488.917,-44.00
27,0,33122,Russell Knox,30' 2",812,24462.333,-68.00
31,0,34076,Joel Dahmen,30' 3",1027,31060.833,-90.00
32,0,25364,Paul Casey,30' 4",756,22919.417,-90.00
32,0,31646,Emiliano Grillo,30' 4",750,22769.333,-59.00
32,0,23320,Ryan Palmer,30' 4",655,19878.250,-66.00
35,0,34363,Tyrrell Hatton,30' 5",565,17193.333,-28.00
35,0,27141,J.B. Holmes,30' 5",574,17465.917,-42.00
35,0,01810,Phil Mickelson,30' 5",554,16835.250,-32.00
35,0,35891,Cameron Smith,30' 5",669,20323.667,-51.00
39,0,32640,Troy Merritt,30' 6",782,23859.083,-115.00
