RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,24357,K.J. Choi,1.82,33,6
2,0,46732,Rick Lamb,1.79,28,5
3,0,23108,Matt Kuchar,1.74,69,12
4,0,25274,Steven Bowditch,1.56,32,5
4,0,28089,Jason Day,1.56,45,7
4,0,33418,Shawn Stefani,1.56,45,7
7,0,40026,Daniel Berger,1.55,58,9
8,0,36689,Brooks Koepka,1.51,53,8
9,0,26499,Rafa Cabrera Bello,1.35,37,5
10,0,27770,Camilo Villegas,1.33,45,6
11,0,20472,Alex Cejka,1.32,53,7
12,0,39954,Cody Gribble,1.30,69,9
13,0,28420,Ryan Brehm,1.22,49,6
14,0,10809,Jim Furyk,1.19,42,5
15,0,35545,Blayne Barber,1.18,51,6
15,0,29740,Brad Fritsch,1.18,34,4
17,0,27466,Spencer Levin,1.14,44,5
17,0,26476,Chez Reavie,1.14,70,8
17,0,27963,Chris Stroud,1.14,35,4
20,0,29478,Kevin Kisner,1.10,73,8
21,0,26289,Boo Weekley,1.07,56,6
22,0,24358,Robert Garrigus,1.06,47,5
22,0,22046,Geoff Ogilvy,1.06,66,7
22,0,31560,Brian Stuard,1.06,47,5
25,0,25345,Carl Pettersson,1.05,38,4
25,0,24502,Adam Scott,1.05,19,2
27,0,25686,Jason Dufner,1.04,48,5
28,0,29223,Sam Saunders,1.03,39,4
29,0,35450,Patrick Cantlay,1.00,40,4
30,0,33122,Russell Knox,.98,41,4
30,0,26329,Louis Oosthuizen,.98,51,5
32,0,36801,Mark Hubbard,.97,62,6
33,0,32640,Troy Merritt,.96,52,5
33,0,01810,Phil Mickelson,.96,52,5
35,0,20593,Greg Chalmers,.95,42,4
35,0,35879,Kelly Kraft,.95,42,4
35,0,29461,Jamie Lovemark,.95,63,6
38,0,33120,Mark Anderson,.94,32,3
38,0,35532,Tom Hoge,.94,32,3
40,0,24140,Sean O'Hair,.92,65,6
41,0,27644,Brian Harman,.91,66,6
41,0,37455,Si Woo Kim,.91,44,4
41,0,27649,Brandt Snedeker,.91,33,3
41,0,25892,Steve Wheatcroft,.91,33,3
45,0,40058,Zac Blair,.88,57,5
45,0,29725,Tony Finau,.88,80,7
45,0,25900,Lucas Glover,.88,80,7
45,0,34466,Peter Malnati,.88,57,5
45,0,24361,Pat Perez,.88,80,7
50,0,46970,Jon Rahm,.87,46,4
51,0,33948,Byeong Hun An,.86,35,3
51,0,20229,Stewart Cink,.86,70,6
51,0,46440,Smylie Kaufman,.86,58,5
51,0,29926,Danny Lee,.86,58,5
55,0,19803,Ryan Armour,.85,47,4
55,0,25396,Kevin Na,.85,59,5
57,0,27936,Martin Laird,.83,48,4
57,0,27095,Nick Watney,.83,48,4
57,0,47128,Richy Werenski,.83,48,4
60,0,25632,Jimmy Walker,.81,37,3
61,0,27895,Jonas Blixt,.80,50,4
61,0,34098,Russell Henley,.80,88,7
61,0,27974,Sung Kang,.80,75,6
64,0,06522,Ernie Els,.79,38,3
64,0,39324,J.J. Spaun,.79,63,5
66,0,35506,Mackenzie Hughes,.78,77,6
67,0,30926,Chris Kirk,.77,52,4
67,0,25240,D.A. Points,.77,52,4
69,0,20771,Steven Alker,.75,40,3
69,0,35891,Cameron Smith,.75,53,4
71,0,34099,Harris English,.74,68,5
71,0,30852,Ryo Ishikawa,.74,27,2
73,0,28679,Fabián Gómez,.73,41,3
73,0,25818,Scott Piercy,.73,41,3
73,0,25834,Daniel Summerhays,.73,82,6
76,0,47959,Bryson DeChambeau,.71,56,4
76,0,35110,Brett Drewitt,.71,42,3
76,0,30692,Scott Stallings,.71,56,4
76,0,34264,Hudson Swafford,.71,70,5
