RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,33418,Shawn Stefani,68.8,33,48,-3.00
2,0,47128,Richy Werenski,67.5,27,40,-3.00
3,0,24502,Adam Scott,64.9,24,37,-4.00
4,0,20229,Stewart Cink,64.8,57,88,-16.00
5,0,28500,Martin Flores,63.3,38,60,-2.00
6,0,34099,Harris English,63.2,36,57,-6.00
7,0,24924,Bill Haas,62.1,41,66,-10.00
8,0,26476,Chez Reavie,59.7,37,62,-5.00
9,0,21209,Sergio Garcia,59.5,22,37,-5.00
10,0,22056,Cameron Percy,59.2,29,49,-3.00
11,0,33419,Cameron Tringale,58.5,31,53,+2.00
12,0,28307,Matt Every,58.0,40,69,-12.00
12,0,46550,Brandon Hagy,58.0,29,50,-1.00
14,0,34021,Bud Cauley,57.9,44,76,-12.00
15,0,26758,David Hearn,57.6,34,59,-3.00
16,0,35545,Blayne Barber,57.4,31,54,+1.00
16,0,27974,Sung Kang,57.4,39,68,-10.00
18,0,19846,Brian Gay,56.9,33,58,-7.00
19,0,25191,Gonzalo Fernandez-Castaño,56.8,21,37,-4.00
20,0,36801,Mark Hubbard,56.6,30,53,-5.00
20,0,29223,Sam Saunders,56.6,30,53,-6.00
22,0,28679,Fabián Gómez,56.0,28,50,-5.00
22,0,25198,Francesco Molinari,56.0,28,50,-6.00
24,0,22405,Justin Rose,55.6,25,45,-3.00
25,0,25720,Chad Collins,55.3,21,38,-5.00
26,0,33399,Adam Hadwin,55.1,38,69,-2.00
27,0,28252,Seamus Power,54.8,34,62,-9.00
27,0,27963,Chris Stroud,54.8,17,31,-6.00
29,0,12716,Charley Hoffman,54.7,47,86,-6.00
29,0,26300,Matt Jones,54.7,29,53,-3.00
29,0,46501,Ollie Schniederjans,54.7,41,75,-5.00
32,0,24140,Sean O'Hair,54.5,42,77,-9.00
33,0,22371,Aaron Baddeley,54.3,25,46,-6.00
33,0,26331,Charl Schwartzel,54.3,25,46,-2.00
35,0,23800,Bryce Molder,54.2,32,59,-9.00
35,0,27095,Nick Watney,54.2,39,72,-4.00
37,0,34098,Russell Henley,54.0,34,63,-8.00
38,0,35891,Cameron Smith,53.5,38,71,-7.00
39,0,29221,Webb Simpson,53.4,39,73,-4.00
40,0,31323,Gary Woodland,53.3,24,45,-3.00
41,0,27895,Jonas Blixt,53.2,25,47,-4.00
41,0,26329,Louis Oosthuizen,53.2,25,47,-4.00
43,0,29479,Scott Brown,53.0,35,66,-6.00
44,0,31202,William McGirt,52.9,36,68,-7.00
45,0,39324,J.J. Spaun,52.7,29,55,-6.00
46,0,33461,Morgan Hoffmann,52.6,41,78,-4.00
47,0,25364,Paul Casey,52.4,33,63,-9.00
47,0,23325,Vaughn Taylor,52.4,33,63,-2.00
49,0,34046,Jordan Spieth,52.3,34,65,-9.00
