RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,30925,Dustin Johnson,77.87,827,1062,-267.00
2,0,34046,Jordan Spieth,77.37,947,1224,-327.00
3,0,46970,Jon Rahm,77.27,918,1188,-294.00
4,0,27129,Luke List,76.74,1188,1548,-386.00
5,0,22405,Justin Rose,76.73,732,954,-228.00
6,0,27436,Graham DeLaet,76.68,980,1278,-277.00
7,0,30110,Kyle Stanley,76.48,1294,1692,-355.00
8,0,29725,Tony Finau,76.43,1252,1638,-425.00
9,0,25900,Lucas Glover,76.29,1181,1548,-332.00
10,0,26289,Boo Weekley,76.05,835,1098,-193.00
11,0,22056,Cameron Percy,75.86,751,990,-168.00
12,0,20229,Stewart Cink,75.45,1100,1458,-313.00
13,0,31323,Gary Woodland,75.33,922,1224,-264.00
14,0,32839,Hideki Matsuyama,74.95,796,1062,-261.00
15,0,24358,Robert Garrigus,74.91,809,1080,-233.00
16,0,12510,Chad Campbell,74.90,1146,1530,-279.00
17,0,28237,Rory McIlroy,74.85,485,648,-139.00
18,0,34264,Hudson Swafford,74.78,1023,1368,-290.00
19,0,23353,J.J. Henry,74.74,1009,1350,-211.00
20,0,29420,Billy Horschel,74.72,1076,1440,-268.00
21,0,28500,Martin Flores,74.63,900,1206,-227.00
22,0,33141,Keegan Bradley,74.60,1222,1638,-334.00
23,0,28420,Ryan Brehm,74.53,872,1170,-227.00
24,0,25364,Paul Casey,74.49,952,1278,-279.00
25,0,29720,Andres Gonzales,74.46,764,1026,-204.00
26,0,33204,Shane Lowry,74.42,509,684,-154.00
27,0,29518,Brendan Steele,74.41,951,1278,-292.00
27,0,27064,Jhonattan Vegas,74.41,951,1278,-259.00
29,0,35450,Patrick Cantlay,74.28,615,828,-188.00
30,0,23320,Ryan Palmer,74.26,655,882,-153.00
31,0,31557,Jim Herman,74.24,882,1188,-238.00
32,0,25198,Francesco Molinari,74.11,787,1062,-223.00
33,0,34021,Bud Cauley,73.92,1091,1476,-293.00
34,0,34098,Russell Henley,73.84,1143,1548,-344.00
34,0,12716,Charley Hoffman,73.84,1236,1674,-393.00
36,0,30944,Jason Kokrak,73.83,1103,1494,-299.00
37,0,46601,Trey Mullinax,73.81,930,1260,-255.00
38,0,21209,Sergio Garcia,73.79,611,828,-155.00
39,0,46501,Ollie Schniederjans,73.73,1075,1458,-321.00
40,0,33448,Justin Thomas,73.68,862,1170,-320.00
41,0,35545,Blayne Barber,73.63,888,1206,-234.00
42,0,32102,Rickie Fowler,73.54,834,1134,-286.00
43,0,19803,Ryan Armour,73.47,648,882,-152.00
43,0,25818,Scott Piercy,73.47,648,882,-183.00
45,0,27095,Nick Watney,73.44,846,1152,-210.00
46,0,24924,Bill Haas,73.38,951,1296,-240.00
47,0,31646,Emiliano Grillo,73.32,871,1188,-220.00
48,0,48081,Xander Schauffele,73.27,976,1332,-287.00
49,0,33413,Ben Martin,73.17,922,1260,-252.00
50,0,31202,William McGirt,73.15,948,1296,-225.00
50,0,25396,Kevin Na,73.15,869,1188,-261.00
52,0,21961,Charles Howell III,73.12,895,1224,-247.00
