RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
59,0,32200,Roberto Castro,2.438,267.9,109.914,55,0218102644
60,0,20848,Ángel Cabrera,2.437,288.1,118.235,55,0210402694
60,0,30750,Tommy Gainey,2.437,277.2,113.775,52,0215302624
60,0,25240,D.A. Points,2.437,270.5,110.997,42,0209902666
60,0,26679,Kevin Stadler,2.437,277.4,113.832,57,0198602624
64,0,28237,Rory McIlroy,2.436,296.1,121.533,37,0205702765
65,0,24358,Robert Garrigus,2.435,290.5,119.317,56,0213102669
66,0,22621,Ben Curtis,2.434,260.3,106.955,65,0221802606
67,0,27895,Jonas Blixt,2.432,269.8,110.962,33,0220902620
67,0,25345,Carl Pettersson,2.432,275.4,113.197,80,0200502743
69,0,21961,Charles Howell III,2.431,288.0,118.482,88,0212202754
70,0,29479,Scott Brown,2.430,271.9,111.894,71,0216702636
70,0,25562,Andres Romero,2.430,279.8,115.124,51,0211002670
70,0,27963,Chris Stroud,2.430,266.3,109.595,65,0221102675
70,0,33419,Cameron Tringale,2.430,268.4,110.471,93,0204302841
74,0,34563,Chesson Hadley,2.429,274.2,112.878,72,0207202676
75,0,26851,Marc Leishman,2.428,282.9,116.485,60,0219502716
75,0,26329,Louis Oosthuizen,2.428,280.5,115.504,21,0210102657
77,0,27214,Kevin Streelman,2.427,275.6,113.566,58,0212102680
78,0,24925,Jonathan Byrd,2.426,274.4,113.072,59,0212802723
78,0,36689,Brooks Koepka,2.426,296.0,121.992,32,0214202638
78,0,26596,Ryan Moore,2.426,269.1,110.895,59,0214702628
81,0,34099,Harris English,2.425,288.5,118.957,57,0207402643
81,0,27120,Troy Matteson,2.425,276.7,114.104,36,0215202680
81,0,34360,Patrick Reed,2.425,281.1,115.910,54,0216302668
84,0,10885,Robert Allenby,2.422,269.7,111.320,56,0206502627
84,0,20157,Retief Goosen,2.422,271.1,111.925,72,0212002712
86,0,19846,Brian Gay,2.421,251.2,103.743,59,0222302614
86,0,29926,Danny Lee,2.421,268.6,110.956,58,0216502621
88,0,23135,Tim Clark,2.420,250.6,103.540,59,0222902590
89,0,26951,Johnson Wagner,2.417,271.1,112.174,51,0216602613
90,0,31193,Jim Renner,2.416,271.3,112.314,42,0208802642
91,0,12510,Chad Campbell,2.415,269.7,111.669,43,0211502661
92,0,23108,Matt Kuchar,2.414,262.7,108.846,70,0206102819
93,0,29478,Kevin Kisner,2.413,270.7,112.191,71,0201602702
93,0,32150,Michael Thompson,2.413,274.1,113.577,51,0206602621
95,0,34174,John Huh,2.411,266.3,110.444,65,0209802667
95,0,26300,Matt Jones,2.411,284.9,118.189,53,0214702616
97,0,35539,Luke Guthrie,2.410,272.6,113.111,74,0203502707
98,0,22371,Aaron Baddeley,2.409,283.3,117.617,48,0218102627
98,0,30944,Jason Kokrak,2.409,290.1,120.449,47,0212802728
98,0,29289,S.Y. Noh,2.409,285.0,118.307,57,0197402631
101,0,25274,Steven Bowditch,2.408,279.7,116.158,71,0213202687
101,0,23983,Luke Donald,2.408,264.7,109.945,37,0217102581
101,0,31557,Jim Herman,2.408,276.2,114.715,39,0205202608
101,0,33418,Shawn Stefani,2.408,279.5,116.046,48,0209402633
101,0,31560,Brian Stuard,2.408,262.9,109.192,74,0216702647
101,0,27770,Camilo Villegas,2.408,274.5,114.001,81,0207702625
101,0,34265,Will Wilcox,2.408,284.6,118.205,32,0195802736
108,0,25444,Justin Hicks,2.407,263.7,109.554,92,0207702596
109,0,25572,Graeme McDowell,2.406,264.5,109.949,44,0216702599
109,0,23621,Rory Sabbatini,2.406,270.5,112.448,55,0198102665
111,0,25900,Lucas Glover,2.405,280.4,116.589,44,0211402654
111,0,35541,John Peterson,2.405,272.2,113.172,49,0222102719
113,0,34431,Robert Streb,2.404,284.9,118.524,53,0212502898
113,0,27095,Nick Watney,2.404,282.9,117.683,43,0218002611
115,0,32366,Kevin Chappell,2.402,280.1,116.632,77,0211702665
115,0,24357,K.J. Choi,2.402,258.5,107.607,66,0216502596
115,0,32640,Troy Merritt,2.402,269.1,112.009,56,0207602638
115,0,25834,Daniel Summerhays,2.402,263.3,109.645,89,0211702658
119,0,26956,Bronson La'Cassie,2.400,269.1,112.127,32,0217402622
119,0,20396,Lee Westwood,2.400,277.3,115.530,32,0222802593
121,0,34264,Hudson Swafford,2.398,286.2,119.362,48,0208102731
122,0,30927,Brendon Todd,2.396,259.4,108.253,78,0212702673
123,0,24494,Erik Compton,2.395,269.8,112.645,72,0210902657
123,0,28307,Matt Every,2.395,275.0,114.828,57,0195302733
123,0,08075,Jerry Kelly,2.395,256.5,107.101,61,0212002625
123,0,20160,Charlie Wi,2.395,261.4,109.138,59,0217102605
127,0,07867,Woody Austin,2.394,262.7,109.723,54,0219502682
128,0,27064,Jhonattan Vegas,2.393,291.1,121.660,58,0206202582
129,0,24507,Jason Bohn,2.392,260.5,108.884,77,0216802643
129,0,31323,Gary Woodland,2.392,293.0,122.515,55,0214202646
131,0,25720,Chad Collins,2.390,259.2,108.465,44,0211302602
132,0,37273,Derek Ernst,2.389,284.8,119.197,48,0215102685
132,0,28500,Martin Flores,2.389,279.5,116.990,63,0213102720
134,0,27408,Martin Kaymer,2.388,279.9,117.178,44,0202902601
135,0,24502,Adam Scott,2.387,285.2,119.484,40,0210302742
136,0,28486,Michael Putnam,2.386,277.5,116.269,75,0215802680
137,0,20229,Stewart Cink,2.385,280.5,117.620,58,0212002801
138,0,25191,Gonzalo Fernandez-Castaño,2.384,274.2,115.022,65,0201802639
139,0,21528,Henrik Stenson,2.383,287.0,120.444,21,0220702546
140,0,33413,Ben Martin,2.379,273.3,114.899,56,0203902568
141,0,28475,Jeff Overton,2.378,263.7,110.871,63,0201802682
142,0,10860,Justin Leonard,2.376,248.1,104.407,61,0217202539
142,0,29425,Andrew Svoboda,2.376,269.3,113.339,65,0216602578
144,0,31202,William McGirt,2.375,262.6,110.595,87,0214602577
144,0,22913,John Rollins,2.375,277.0,116.635,55,0201602583
146,0,23800,Bryce Molder,2.374,258.9,109.020,65,0207902645
146,0,26289,Boo Weekley,2.374,269.6,113.563,45,0218302600
148,0,32334,Charlie Beljan,2.373,292.7,123.338,56,0208302675
148,0,25396,Kevin Na,2.373,266.5,112.290,73,0210202716
150,0,10809,Jim Furyk,2.370,261.2,110.216,68,0208102643
151,0,28259,Sangmoon Bae,2.369,268.9,113.506,58,0209502596
152,0,20098,Stuart Appleby,2.366,259.9,109.878,75,0209202686
153,0,30852,Ryo Ishikawa,2.365,273.8,115.810,46,0211802623
154,0,29222,Billy Hurley III,2.364,256.0,108.308,67,0211802541
154,0,20645,John Senden,2.364,272.7,115.343,76,0208002674
156,0,24490,George McNeill,2.363,273.9,115.899,62,0208402561
156,0,27556,Ted Potter Jr.,2.363,259.8,109.958,58,0208802605
158,0,20593,Greg Chalmers,2.361,258.1,109.298,72,0204202615
158,0,32333,Kevin Tway,2.361,280.6,118.842,44,0200502583
160,0,27933,John Merrick,2.360,261.8,110.962,65,0202002563
161,0,23409,James Driscoll,2.359,269.2,114.095,38,0210502513
162,0,25364,Paul Casey,2.358,277.8,117.803,37,0203002540
163,0,26331,Charl Schwartzel,2.356,278.5,118.244,41,0202402579
164,0,33122,Russell Knox,2.355,260.6,110.686,76,0207802573
165,0,21209,Sergio Garcia,2.350,282.2,120.086,25,0209402615
165,0,24361,Pat Perez,2.350,271.9,115.668,63,0206402567
165,0,24663,Y.E. Yang,2.350,262.4,111.665,47,0204702529
168,0,27466,Spencer Levin,2.343,254.2,108.508,44,0213602542
169,0,34261,Scott Langley,2.338,255.7,109.348,77,0203302718
170,0,20498,Briny Baird,2.335,261.5,112.003,37,0204702586
170,0,10423,Mike Weir,2.335,249.3,106.757,46,0201902608
172,0,23638,Brendon de Jonge,2.327,267.4,114.935,77,0206802663
173,0,24846,Ricky Barnes,2.323,269.4,115.968,61,0206502539
174,0,22378,Trevor Immelman,2.317,273.3,117.981,52,0210102519
175,0,20104,Ken Duke,2.311,252.8,109.387,56,0209302555
176,0,25686,Jason Dufner,2.291,258.0,112.588,34,0197902628
177,0,21731,Freddie Jacobson,2.281,261.3,114.515,62,0192402565
