RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,34021,Bud Cauley,4,2,2
2,0,24781,Hunter Mahan,6,3,3
3,0,29221,Webb Simpson,9,8,1
4,0,01706,Davis Love III,11,5,6
5,0,21878,Mark Wilson,16,7,9
6,0,06522,Ernie Els,28,22,6
6,0,32839,Hideki Matsuyama,28,17,11
8,0,23320,Ryan Palmer,30,6,24
9,0,29420,Billy Horschel,32,8,24
9,0,22046,Geoff Ogilvy,32,17,15
11,0,24024,Zach Johnson,37,34,3
11,0,27330,Josh Teater,37,15,22
13,0,21753,Brian Davis,38,29,9
14,0,33461,Morgan Hoffmann,39,12,27
15,0,34046,Jordan Spieth,43,38,5
16,0,23541,Ben Crane,48,19,29
16,0,35732,Wes Roach,48,24,24
18,0,24912,Will MacKenzie,49,20,29
19,0,28780,Nicholas Thompson,53,34,19
20,0,24924,Bill Haas,54,25,29
21,0,28089,Jason Day,55,1,54
21,0,27141,J.B. Holmes,55,10,45
21,0,30926,Chris Kirk,55,20,35
24,0,06567,Vijay Singh,58,13,45
25,0,27644,Brian Harman,63,51,12
25,0,22293,Heath Slocum,63,55,8
25,0,25349,Tim Wilkinson,63,43,20
28,0,30925,Dustin Johnson,64,22,42
28,0,30692,Scott Stallings,64,16,48
30,0,27936,Martin Laird,67,32,35
31,0,01724,Jeff Maggert,69,51,18
31,0,25632,Jimmy Walker,69,56,13
33,0,24140,Sean O'Hair,71,4,67
34,0,22405,Justin Rose,72,11,61
35,0,29535,Brice Garnett,78,49,29
36,0,26758,David Hearn,80,45,35
37,0,25804,Bubba Watson,81,26,55
38,0,24138,Ian Poulter,86,45,41
39,0,27895,Jonas Blixt,87,67,20
40,0,26596,Ryan Moore,92,78,14
40,0,27649,Brandt Snedeker,92,37,55
42,0,29461,Jamie Lovemark,93,29,64
43,0,27963,Chris Stroud,97,70,27
44,0,22621,Ben Curtis,99,66,33
45,0,25345,Carl Pettersson,100,67,33
46,0,35139,Richard Lee,103,40,63
47,0,34409,David Lingmerth,104,31,73
48,0,23135,Tim Clark,105,88,17
49,0,19846,Brian Gay,108,86,22
50,0,26679,Kevin Stadler,109,60,49
51,0,32200,Roberto Castro,110,59,51
51,0,26329,Louis Oosthuizen,110,75,35
53,0,12716,Charley Hoffman,112,26,86
54,0,30750,Tommy Gainey,113,60,53
55,0,33141,Keegan Bradley,115,32,83
55,0,23623,Bo Van Pelt,115,56,59
57,0,23353,J.J. Henry,116,43,73
58,0,29479,Scott Brown,117,70,47
58,0,34098,Russell Henley,117,14,103
60,0,32448,James Hahn,118,40,78
61,0,10885,Robert Allenby,119,84,35
62,0,33419,Cameron Tringale,122,70,52
63,0,28237,Rory McIlroy,125,64,61
63,0,29518,Brendan Steele,125,47,78
65,0,24357,K.J. Choi,130,115,15
66,0,28132,Tyrone Van Aswegen,134,56,78
67,0,25562,Andres Romero,137,70,67
68,0,34563,Chesson Hadley,141,74,67
69,0,30110,Kyle Stanley,142,38,104
70,0,28092,D.H. Lee,144,54,90
71,0,27436,Graham DeLaet,145,36,109
72,0,21961,Charles Howell III,147,69,78
72,0,02206,David Toms,147,47,100
74,0,23108,Matt Kuchar,149,92,57
75,0,32102,Rickie Fowler,150,42,108
75,0,25444,Justin Hicks,150,108,42
77,0,27120,Troy Matteson,153,81,72
78,0,31560,Brian Stuard,159,101,58
79,0,25900,Lucas Glover,160,111,49
79,0,35300,Andrew Loupe,160,53,107
81,0,29478,Kevin Kisner,163,93,70
82,0,25274,Steven Bowditch,165,101,64
82,0,31557,Jim Herman,165,101,64
82,0,08075,Jerry Kelly,165,123,42
85,0,29740,Brad Fritsch,168,49,119
86,0,29926,Danny Lee,172,86,86
86,0,26851,Marc Leishman,172,75,97
88,0,27770,Camilo Villegas,174,101,73
89,0,27214,Kevin Streelman,176,77,99
90,0,12510,Chad Campbell,177,91,86
90,0,25240,D.A. Points,177,60,117
92,0,24358,Robert Garrigus,179,65,114
93,0,30944,Jason Kokrak,181,98,83
93,0,01810,Phil Mickelson,181,28,153
93,0,30927,Brendon Todd,181,122,59
96,0,20848,Ángel Cabrera,184,60,124
97,0,25834,Daniel Summerhays,185,115,70
98,0,23621,Rory Sabbatini,194,109,85
99,0,34174,John Huh,195,95,100
100,0,26300,Matt Jones,199,95,104
101,0,26951,Johnson Wagner,200,89,111
102,0,34099,Harris English,201,81,120
103,0,34261,Scott Langley,204,169,35
104,0,32640,Troy Merritt,208,115,93
105,0,20157,Retief Goosen,209,84,125
105,0,20160,Charlie Wi,209,123,86
107,0,24925,Jonathan Byrd,215,78,137
108,0,28475,Jeff Overton,217,141,76
108,0,34360,Patrick Reed,217,81,136
110,0,35539,Luke Guthrie,219,97,122
111,0,10860,Justin Leonard,220,142,78
112,0,31193,Jim Renner,221,90,131
113,0,32150,Michael Thompson,226,93,133
114,0,25720,Chad Collins,227,131,96
114,0,10809,Jim Furyk,227,150,77
116,0,33418,Shawn Stefani,230,101,129
117,0,24507,Jason Bohn,231,129,102
118,0,25572,Graeme McDowell,234,109,125
118,0,31202,William McGirt,234,144,90
118,0,34265,Will Wilcox,234,101,133
121,0,23800,Bryce Molder,236,146,90
122,0,36689,Brooks Koepka,238,78,160
122,0,34431,Robert Streb,238,113,125
124,0,20396,Lee Westwood,239,119,120
125,0,07867,Woody Austin,244,127,117
126,0,27408,Martin Kaymer,245,134,111
127,0,29222,Billy Hurley III,249,154,95
128,0,22371,Aaron Baddeley,250,98,152
129,0,21528,Henrik Stenson,252,139,113
130,0,32366,Kevin Chappell,254,115,139
130,0,27933,John Merrick,254,160,94
130,0,35541,John Peterson,254,111,143
133,0,26956,Bronson La'Cassie,258,119,139
134,0,33122,Russell Knox,261,164,97
135,0,23983,Luke Donald,262,101,161
135,0,27095,Nick Watney,262,113,149
137,0,29289,S.Y. Noh,263,98,165
138,0,24494,Erik Compton,265,123,142
138,0,24502,Adam Scott,265,135,130
138,0,29425,Andrew Svoboda,265,142,123
141,0,20593,Greg Chalmers,272,158,114
141,0,27466,Spencer Levin,272,168,104
143,0,33413,Ben Martin,273,140,133
144,0,24663,Y.E. Yang,274,165,109
145,0,34264,Hudson Swafford,275,121,154
146,0,28486,Michael Putnam,279,136,143
147,0,28259,Sangmoon Bae,282,151,131
148,0,28500,Martin Flores,283,132,151
149,0,26289,Boo Weekley,284,146,138
150,0,28307,Matt Every,286,123,163
151,0,27064,Jhonattan Vegas,287,128,159
152,0,20104,Ken Duke,289,175,114
153,0,37273,Derek Ernst,290,132,158
154,0,25396,Kevin Na,291,148,143
155,0,27556,Ted Potter Jr.,295,156,139
155,0,10423,Mike Weir,295,170,125
155,0,31323,Gary Woodland,295,129,166
158,0,20645,John Senden,297,154,143
159,0,24490,George McNeill,305,156,149
159,0,22913,John Rollins,305,144,161
161,0,25191,Gonzalo Fernandez-Castaño,306,138,168
162,0,20098,Stuart Appleby,307,152,155
163,0,20229,Stewart Cink,310,137,173
164,0,32333,Kevin Tway,315,158,157
165,0,24846,Ricky Barnes,320,173,147
166,0,22378,Trevor Immelman,321,174,147
167,0,30852,Ryo Ishikawa,322,153,169
168,0,32334,Charlie Beljan,323,148,175
169,0,26331,Charl Schwartzel,330,163,167
170,0,25686,Jason Dufner,331,176,155
171,0,20498,Briny Baird,333,170,163
171,0,25364,Paul Casey,333,162,171
173,0,24361,Pat Perez,334,165,169
174,0,23409,James Driscoll,338,161,177
175,0,21209,Sergio Garcia,340,165,175
176,0,23638,Brendon de Jonge,344,172,172
177,0,21731,Freddie Jacobson,351,177,174
