RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
1,0,29461,Jamie Lovemark,126' 1",5548' 1",44
2,0,28089,Jason Day,124' 11",3498' 1",28
3,0,35300,Andrew Loupe,123' 1",5293' 1",43
4,0,32102,Rickie Fowler,123' 0",7749' 2",63
5,0,12716,Charley Hoffman,122' 10",9949' 2",81
6,0,27141,J.B. Holmes,121' 6",7897' 3",65
7,0,27436,Graham DeLaet,120' 10",6644' 0",55
8,0,34021,Bud Cauley,118' 8",5576' 3",47
9,0,33141,Keegan Bradley,117' 7",7408' 2",63
9,0,20848,Ángel Cabrera,117' 7",7759' 4",66
9,0,36689,Brooks Koepka,117' 7",4468',38
12,0,34264,Hudson Swafford,117' 0",6200' 3",53
13,0,25804,Bubba Watson,116' 7",5480' 0",47
14,0,24140,Sean O'Hair,115' 11",6839' 0",59
15,0,30110,Kyle Stanley,115' 2",8520',74
16,0,32448,James Hahn,114' 10",7924' 4",69
17,0,30925,Dustin Johnson,114' 7",4469' 8",39
18,0,24912,Will MacKenzie,114' 4",9033' 6",79
19,0,01810,Phil Mickelson,114' 1",5361' 2",47
20,0,23320,Ryan Palmer,113' 6",7490' 4",66
21,0,27330,Josh Teater,112' 11",8693' 3",77
22,0,27120,Troy Matteson,112' 9",5410' 2",48
23,0,24781,Hunter Mahan,112' 8",8674' 6",77
24,0,22046,Geoff Ogilvy,112' 1",7845' 0",70
25,0,25632,Jimmy Walker,111' 4",7350' 0",66
26,0,28237,Rory McIlroy,111' 2",5224' 1",47
26,0,21878,Mark Wilson,111' 2",6891',62
28,0,01706,Davis Love III,110' 9",5981' 0",54
29,0,33461,Morgan Hoffmann,110' 2",9695',88
30,0,24924,Bill Haas,110' 1",8807' 1",80
31,0,22405,Justin Rose,110' 0",5722' 0",52
32,0,24358,Robert Garrigus,109' 11",7255' 7",66
33,0,26851,Marc Leishman,109' 7",7344' 1",67
34,0,28780,Nicholas Thompson,109' 6",7556' 8",69
35,0,32334,Charlie Beljan,109' 5",7658' 1",70
36,0,30692,Scott Stallings,109' 4",6668' 2",61
37,0,23983,Luke Donald,109' 3",4259' 9",39
38,0,34099,Harris English,109' 2",6656',61
39,0,26329,Louis Oosthuizen,109' 1",2944',27
40,0,37273,Derek Ernst,108' 7",6299' 2",58
41,0,29420,Billy Horschel,108' 4",7474' 5",69
42,0,29926,Danny Lee,108' 2",7031',65
43,0,27064,Jhonattan Vegas,107' 9",7111' 4",66
44,0,06567,Vijay Singh,107' 6",7849' 0",73
45,0,32839,Hideki Matsuyama,107' 1",7068' 4",66
46,0,21209,Sergio Garcia,107' 0",3637' 8",34
47,0,23353,J.J. Henry,106' 7",7780' 1",73
47,0,34409,David Lingmerth,106' 7",7355',69
49,0,31323,Gary Woodland,105' 11",6884' 6",65
50,0,20157,Retief Goosen,105' 6",9177' 3",87
51,0,34098,Russell Henley,105' 5",8118' 9",77
52,0,35139,Richard Lee,105' 2",7152',68
53,0,06522,Ernie Els,105' 1",6723' 3",64
53,0,29518,Brendan Steele,105' 1",7777' 8",74
55,0,23541,Ben Crane,104' 11",8812' 9",84
56,0,22913,John Rollins,104' 7",6484',62
57,0,33418,Shawn Stefani,104' 3",5629',54
58,0,29221,Webb Simpson,104' 1",7496' 0",72
58,0,28132,Tyrone Van Aswegen,104' 1",4684' 1",45
60,0,24925,Jonathan Byrd,103' 11",6859' 3",66
61,0,20229,Stewart Cink,103' 10",6956' 9",67
62,0,32333,Kevin Tway,103' 8",4976' 7",48
63,0,27895,Jonas Blixt,103' 6",3830' 8",37
64,0,29740,Brad Fritsch,103' 3",3510' 9",34
65,0,28307,Matt Every,103' 1",6805' 1",66
65,0,35539,Luke Guthrie,103' 1",8452' 9",82
65,0,26758,David Hearn,103' 1",9176' 2",89
68,0,32366,Kevin Chappell,103' 0",9165' 0",89
68,0,20396,Lee Westwood,103' 0",4222' 9",41
70,0,29289,S.Y. Noh,102' 10",7507' 5",73
71,0,34360,Patrick Reed,102' 9",6884' 9",67
72,0,27214,Kevin Streelman,102' 8",6879',67
73,0,30926,Chris Kirk,102' 1",8574' 5",84
74,0,22371,Aaron Baddeley,101' 9",5596' 3",55
74,0,35732,Wes Roach,101' 9",5289' 2",52
76,0,25364,Paul Casey,101' 8",4474' 3",44
76,0,24361,Pat Perez,101' 8",7525' 5",74
76,0,32150,Michael Thompson,101' 8",5591' 1",55
79,0,34174,John Huh,101' 7",7209' 7",71
80,0,25240,D.A. Points,101' 1",5053',50
81,0,27936,Martin Laird,100' 8",4429' 7",44
82,0,29478,Kevin Kisner,100' 2",7512',75
83,0,30944,Jason Kokrak,99' 11",5696' 6",57
84,0,25562,Andres Romero,99' 10",5690' 9",57
85,0,27649,Brandt Snedeker,99' 9",6583' 4",66
86,0,35541,John Peterson,99' 6",5771' 9",58
86,0,33419,Cameron Tringale,99' 6",449' 8",105
86,0,23623,Bo Van Pelt,99' 6",6863',69
89,0,30750,Tommy Gainey,99' 5",5865' 0",59
89,0,21528,Henrik Stenson,99' 5",2685' 2",27
91,0,02206,David Toms,99' 1",5550' 2",56
92,0,21753,Brian Davis,98' 9",8590' 4",87
93,0,27408,Martin Kaymer,98' 7",4928' 6",50
93,0,26331,Charl Schwartzel,98' 7",4831',49
95,0,29535,Brice Garnett,98' 2",7853' 9",80
95,0,26679,Kevin Stadler,98' 2",6478' 5",66
95,0,26951,Johnson Wagner,98' 2",5691',58
98,0,26300,Matt Jones,97' 11",6659',68
99,0,01724,Jeff Maggert,97' 9",4398' 6",45
100,0,21961,Charles Howell III,97' 8",9672',99
101,0,34563,Chesson Hadley,97' 7",7706' 0",79
101,0,24024,Zach Johnson,97' 7",8688' 3",89
103,0,32200,Roberto Castro,97' 6",5847',60
104,0,24138,Ian Poulter,97' 3",4084' 3",42
105,0,32640,Troy Merritt,97' 0",5919' 6",61
105,0,25345,Carl Pettersson,97' 0",8631' 3",89
107,0,25191,Gonzalo Fernandez-Castaño,96' 11",6977' 2",72
108,0,20498,Briny Baird,96' 6",3667' 1",38
109,0,29479,Scott Brown,96' 4",7993' 4",83
110,0,22293,Heath Slocum,96' 2",6153' 8",64
110,0,34265,Will Wilcox,96' 2",3942' 6",41
112,0,28486,Michael Putnam,95' 11",8726' 4",91
113,0,33413,Ben Martin,95' 7",5925' 0",62
114,0,28092,D.H. Lee,95' 3",4571' 5",48
115,0,12510,Chad Campbell,95' 2",4379' 6",46
116,0,25900,Lucas Glover,95' 0",4559' 9",48
116,0,25349,Tim Wilkinson,95' 0",7411' 2",78
118,0,31193,Jim Renner,94' 10",4836' 6",51
119,0,26956,Bronson La'Cassie,94' 8",3690',39
120,0,22621,Ben Curtis,94' 4",6509' 0",69
121,0,20645,John Senden,94' 3",8388',89
122,0,34046,Jordan Spieth,94' 1",7905',84
123,0,10885,Robert Allenby,94' 0",5923' 6",63
124,0,27644,Brian Harman,93' 0",9581' 7",103
125,0,25274,Steven Bowditch,92' 7",7221' 6",78
125,0,24494,Erik Compton,92' 7",7595' 1",82
125,0,27095,Nick Watney,92' 7",4998',54
128,0,25396,Kevin Na,92' 6",7957' 8",86
129,0,23108,Matt Kuchar,92' 1",7277' 8",79
130,0,26596,Ryan Moore,91' 11",6157' 3",67
131,0,27963,Chris Stroud,91' 10",6614' 9",72
132,0,19846,Brian Gay,91' 8",5957' 1",65
132,0,28475,Jeff Overton,91' 8",6232' 4",68
132,0,29425,Andrew Svoboda,91' 8",6781',74
135,0,25572,Graeme McDowell,91' 3",4379' 9",48
136,0,23621,Rory Sabbatini,90' 11",6090' 7",67
137,0,29222,Billy Hurley III,90' 10",7082' 4",78
138,0,31557,Jim Herman,90' 6",4253' 7",47
139,0,24502,Adam Scott,90' 5",4702' 4",52
140,0,31560,Brian Stuard,90' 0",7468' 6",83
141,0,20160,Charlie Wi,89' 10",6018' 5",67
142,0,28500,Martin Flores,89' 7",6450' 5",72
143,0,23638,Brendon de Jonge,89' 6",8141' 9",91
144,0,25444,Justin Hicks,89' 2",8918' 6",100
145,0,25720,Chad Collins,88' 9",4793',54
146,0,28259,Sangmoon Bae,88' 5",5833',66
147,0,24507,Jason Bohn,88' 3",7410' 8",84
147,0,23409,James Driscoll,88' 3",4236' 0",48
147,0,34431,Robert Streb,88' 3",6001' 7",68
150,0,25834,Daniel Summerhays,88' 1",8459' 2",96
151,0,24490,George McNeill,87' 7",6041' 2",69
152,0,30852,Ryo Ishikawa,86' 5",4751' 0",55
153,0,27556,Ted Potter Jr.,86' 2",5429' 8",63
154,0,20098,Stuart Appleby,86' 1",7490' 3",87
154,0,30927,Brendon Todd,86' 1",7836' 3",91
156,0,23135,Tim Clark,85' 5",5554' 3",65
157,0,27770,Camilo Villegas,85' 4",7768' 2",91
158,0,08075,Jerry Kelly,85' 1",6038',71
159,0,07867,Woody Austin,84' 11",5012' 5",59
160,0,31202,William McGirt,84' 3",7831' 5",93
161,0,10809,Jim Furyk,84' 2",6228' 6",74
162,0,24357,K.J. Choi,83' 10",5783' 8",69
163,0,23800,Bryce Molder,82' 10",5716',69
