RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
164,0,20593,Greg Chalmers,82' 8",6528' 1",79
165,0,10423,Mike Weir,81' 11",4507' 0",55
166,0,10860,Justin Leonard,81' 5",5373' 2",66
167,0,26289,Boo Weekley,81' 3",4305' 5",53
168,0,33122,Russell Knox,78' 2",7270' 7",93
169,0,22378,Trevor Immelman,77' 0",4925' 7",64
170,0,27933,John Merrick,76' 4",5646' 0",74
171,0,24663,Y.E. Yang,76' 3",4576' 8",60
172,0,21731,Freddie Jacobson,75' 4",5575' 1",74
173,0,25686,Jason Dufner,75' 0",3150',42
174,0,27466,Spencer Levin,74' 4",3717' 9",50
175,0,20104,Ken Duke,72' 11",4448' 5",61
176,0,24846,Ricky Barnes,72' 10",5463' 0",75
177,0,34261,Scott Langley,66' 6",5518' 9",83
