RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,23638,Brendon de Jonge,3222.4,286798,89
2,0,27095,Nick Watney,3108.5,158534,51
3,0,21209,Sergio Garcia,3069.1,101281,33
4,0,25396,Kevin Na,3056.4,247569,81
5,0,34264,Hudson Swafford,3055.1,152756,50
6,0,24490,George McNeill,3024.5,178445,59
7,0,32333,Kevin Tway,3015.4,138707,46
8,0,29222,Billy Hurley III,3009.3,219680,73
9,0,37273,Derek Ernst,2975.6,154731,52
10,0,33413,Ben Martin,2953.9,165416,56
11,0,20104,Ken Duke,2943.9,164856,56
12,0,22371,Aaron Baddeley,2930.4,161173,55
13,0,36689,Brooks Koepka,2917.9,107961,37
14,0,24361,Pat Perez,2915.6,201176,69
15,0,22913,John Rollins,2905.3,153981,53
16,0,32640,Troy Merritt,2898.6,171015,59
17,0,25191,Gonzalo Fernandez-Castaño,2893.2,173593,60
18,0,26851,Marc Leishman,2891.5,170598,59
19,0,20848,Ángel Cabrera,2888.2,181957,63
20,0,26300,Matt Jones,2876.7,192739,67
21,0,32102,Rickie Fowler,2875.1,161004,56
22,0,32150,Michael Thompson,2871.1,146424,51
23,0,29425,Andrew Svoboda,2861.8,208909,73
24,0,35539,Luke Guthrie,2856.4,228511,80
25,0,28486,Michael Putnam,2840.6,213046,75
26,0,23983,Luke Donald,2838.5,113538,40
27,0,31202,William McGirt,2834.5,235260,83
28,0,27556,Ted Potter Jr.,2828.1,141404,50
29,0,20645,John Senden,2827.1,251610,89
30,0,27214,Kevin Streelman,2826.5,146976,52
31,0,20396,Lee Westwood,2826.0,104561,37
32,0,25364,Paul Casey,2823.6,104472,37
33,0,22046,Geoff Ogilvy,2808.7,185374,66
34,0,24925,Jonathan Byrd,2807.6,179689,64
35,0,27064,Jhonattan Vegas,2796.5,156604,56
36,0,24502,Adam Scott,2778.8,122269,44
37,0,21731,Freddie Jacobson,2771.4,191228,69
38,0,23409,James Driscoll,2770.8,132998,48
39,0,34099,Harris English,2768.8,160591,58
40,0,20498,Briny Baird,2768.1,102419,37
41,0,10809,Jim Furyk,2767.1,188162,68
42,0,23800,Bryce Molder,2763.9,174126,63
43,0,28259,Sangmoon Bae,2754.4,151490,55
44,0,32200,Roberto Castro,2754.2,154234,56
45,0,35300,Andrew Loupe,2745.8,115324,42
46,0,26956,Bronson La'Cassie,2743.4,93277,34
47,0,21528,Henrik Stenson,2738.5,57508,21
48,0,31323,Gary Woodland,2737.8,145106,53
49,0,20229,Stewart Cink,2737.6,172468,63
50,0,24846,Ricky Barnes,2737.1,197074,72
51,0,26331,Charl Schwartzel,2730.3,136515,50
52,0,34360,Patrick Reed,2722.1,160604,59
53,0,35541,John Peterson,2718.5,146799,54
54,0,26289,Boo Weekley,2717.7,144038,53
55,0,28307,Matt Every,2708.6,167933,62
56,0,34265,Will Wilcox,2708.4,105626,39
57,0,25834,Daniel Summerhays,2708.0,249133,92
58,0,23353,J.J. Henry,2706.8,192180,71
59,0,32334,Charlie Beljan,2706.3,154260,57
60,0,24924,Bill Haas,2705.8,213762,79
61,0,25632,Jimmy Walker,2704.5,167680,62
62,0,26596,Ryan Moore,2696.9,148327,55
63,0,29478,Kevin Kisner,2688.8,190905,71
64,0,20593,Greg Chalmers,2686.3,196103,73
65,0,24507,Jason Bohn,2683.9,198609,74
66,0,10423,Mike Weir,2680.5,144749,54
67,0,26679,Kevin Stadler,2679.9,133996,50
68,0,32839,Hideki Matsuyama,2677.1,120469,45
69,0,25572,Graeme McDowell,2675.6,107022,40
70,0,27330,Josh Teater,2671.8,208404,78
71,0,32366,Kevin Chappell,2668.7,232179,87
72,0,24138,Ian Poulter,2664.5,103916,39
73,0,22378,Trevor Immelman,2663.4,154480,58
74,0,29926,Danny Lee,2662.8,138468,52
75,0,34431,Robert Streb,2659.7,167559,63
76,0,34409,David Lingmerth,2657.8,159466,60
77,0,31557,Jim Herman,2655.3,100902,38
78,0,20098,Stuart Appleby,2655.1,207097,78
