RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,30925,Dustin Johnson,10.28,462.72,-147.61,319.54
2,0,46970,Jon Rahm,9.97,518.59,-144.79,266.92
3,0,33448,Justin Thomas,8.63,431.30,-145.19,243.82
4,0,28237,Rory McIlroy,7.90,387.00,-179.42,98.90
5,0,50525,Collin Morikawa,7.72,308.78,-24.12,255.30
6,0,29221,Webb Simpson,7.04,323.99,-106.34,196.46
7,4,48081,Xander Schauffele,6.40,332.93,-126.95,170.24
8,-1,36689,Brooks Koepka,6.10,292.98,-193.70,59.07
9,-1,47959,Bryson DeChambeau,5.99,311.28,-136.01,202.47
10,-1,34360,Patrick Reed,5.86,304.84,-111.86,170.08
11,-1,24502,Adam Scott,5.32,212.89,-84.38,83.49
12,0,35450,Patrick Cantlay,5.24,225.33,-109.00,57.98
13,0,40026,Daniel Berger,5.01,225.23,-24.98,203.14
14,1,34363,Tyrrell Hatton,4.85,232.89,-63.29,138.42
15,-1,29725,Tony Finau,4.65,242.05,-113.59,122.95
16,0,30911,Tommy Fleetwood,4.53,235.42,-119.17,59.86
17,0,40098,Matt Fitzpatrick,4.30,223.74,-75.44,105.94
18,1,22405,Justin Rose,4.21,206.35,-144.49,63.10
19,1,32839,Hideki Matsuyama,4.21,218.97,-79.25,84.76
20,-2,08793,Tiger Woods,4.17,166.88,-111.87,15.63
21,0,25364,Paul Casey,4.13,214.63,-94.82,79.36
22,4,45526,Abraham Ancer,3.92,203.87,-59.31,120.10
23,1,26329,Louis Oosthuizen,3.90,187.37,-76.70,66.92
24,3,39971,Sungjae Im,3.90,202.88,-58.74,113.74
25,-3,31323,Gary Woodland,3.89,202.21,-94.86,58.51
26,-3,26851,Marc Leishman,3.88,194.22,-77.21,106.85
27,-2,23108,Matt Kuchar,3.87,197.30,-89.73,86.19
28,0,33204,Shane Lowry,3.58,186.32,-82.73,46.19
29,7,46046,Scottie Scheffler,3.55,173.89,-24.99,121.37
30,-1,29478,Kevin Kisner,3.45,179.27,-66.05,97.04
31,0,46717,Viktor Hovland,3.40,136.05,-19.99,93.67
32,-2,29454,Bernd Wiesberger,3.36,134.57,-47.61,19.71
33,-1,29420,Billy Horschel,3.18,165.23,-67.20,81.10
34,-1,25396,Kevin Na,3.03,154.36,-67.93,59.07
35,-1,23320,Ryan Palmer,3.00,140.82,-32.54,103.13
36,-1,56278,Matthew Wolff,2.93,117.35,-16.94,79.86
37,0,28089,Jason Day,2.89,132.85,-63.93,81.71
38,0,32102,Rickie Fowler,2.85,125.35,-80.96,38.05
39,0,30927,Brendon Todd,2.74,114.93,-18.12,54.42
40,0,21528,Henrik Stenson,2.69,107.48,-55.86,7.26
41,0,26476,Chez Reavie,2.59,134.58,-58.25,42.08
42,0,20396,Lee Westwood,2.56,114.98,-40.60,70.44
43,0,32139,Danny Willett,2.51,130.58,-57.75,22.26
44,0,21209,Sergio Garcia,2.47,125.72,-57.63,47.31
45,6,34099,Harris English,2.43,126.60,-16.61,95.90
46,-1,48887,Matt Wallace,2.40,124.92,-70.05,36.93
47,0,27214,Kevin Streelman,2.38,123.93,-28.44,84.83
48,-2,40006,Erik van Rooyen,2.37,123.49,-43.56,47.87
49,-1,35891,Cameron Smith,2.37,123.01,-59.73,66.77
50,2,45486,Joaquin Niemann,2.35,122.27,-37.42,63.50
51,3,01810,Phil Mickelson,2.31,106.31,-50.59,67.44
52,-3,45522,Christiaan Bezuidenhout,2.31,120.12,-30.10,65.68
53,0,47679,Victor Perez,2.27,111.47,-40.62,33.73
54,1,35104,Tom Lewis,2.26,117.34,-45.30,52.60
55,1,30944,Jason Kokrak,2.25,116.97,-40.80,56.73
56,-6,25198,Francesco Molinari,2.23,89.36,-113.78,1.40
57,8,35506,Mackenzie Hughes,2.22,115.51,-15.20,96.80
58,-1,33948,Byeong Hun An,2.21,114.73,-56.85,44.23
59,-1,24138,Ian Poulter,2.13,110.82,-60.03,43.83
60,0,34076,Joel Dahmen,2.11,109.71,-33.56,67.02
61,-2,47238,Jazz Janewattananond,2.11,109.69,-49.33,19.01
62,2,32775,Shugo Imahira,2.10,109.22,-54.11,3.52
63,-2,25572,Graeme McDowell,2.10,102.85,-31.09,69.94
64,-2,25804,Bubba Watson,2.08,104.21,-65.35,64.63
65,-2,52686,Rasmus Hojgaard,2.07,82.62,-8.00,56.28
66,0,33399,Adam Hadwin,2.05,98.47,-45.25,28.23
67,2,34046,Jordan Spieth,2.02,97.19,-51.49,29.68
68,-1,27974,Sung Kang,1.99,103.61,-35.16,52.85
69,-1,26499,Rafa Cabrera Bello,1.98,103.08,-62.54,25.94
70,0,39997,Corey Conners,1.97,102.69,-38.58,35.49
71,2,35310,Lanto Griffin,1.96,101.82,-24.32,57.46
72,-1,49771,J.T. Poston,1.93,100.44,-33.55,40.23
73,-1,27649,Brandt Snedeker,1.91,99.32,-55.50,32.84
74,1,52372,Cameron Champ,1.87,97.42,-36.45,42.14
75,5,48822,Sebastián Muñoz,1.86,96.82,-26.88,47.75
76,-2,35449,Adam Long,1.82,94.53,-27.97,51.30
77,-1,33293,Thomas Pieters,1.77,83.25,-36.86,29.78
78,-1,39977,Max Homa,1.77,92.02,-25.37,51.58
79,-1,39058,Lucas Herbert,1.74,78.14,-24.20,64.38
80,-1,33653,Thomas Detry,1.70,88.59,-26.21,44.33
81,0,29772,Michael Lorenzo-Vera,1.66,66.33,-32.12,11.96
82,0,26328,Shaun Norris,1.65,86.04,-37.48,14.82
83,0,21961,Charles Howell III,1.63,85.00,-46.30,21.30
84,0,47989,Sam Horsfield,1.63,81.41,-18.07,59.19
85,0,34610,Matthias Schwab,1.59,82.65,-29.70,20.25
86,0,37455,Si Woo Kim,1.59,82.56,-38.48,41.40
87,1,52215,Robert MacIntyre,1.59,82.49,-32.28,13.28
88,35,27408,Martin Kaymer,1.57,80.24,-27.56,41.00
89,-2,33141,Keegan Bradley,1.56,81.22,-59.94,22.89
90,-1,27349,Alex Noren,1.56,81.10,-53.19,41.82
91,-1,31113,Paul Waring,1.55,61.92,-29.82,7.92
92,-1,34587,Chan Kim,1.54,61.69,-20.98,2.55
93,2,31557,Jim Herman,1.54,73.97,-7.61,58.83
94,-1,26300,Matt Jones,1.53,79.60,-24.20,25.59
95,-1,29970,Dylan Frittelli,1.53,79.58,-30.53,32.93
96,7,29518,Brendan Steele,1.52,76.22,-13.47,69.66
97,0,53165,Doc Redman,1.52,65.46,-13.07,37.13
98,-2,48117,Kurt Kitayama,1.52,77.31,-31.07,18.54
99,43,47056,Rikuya Hoshino,1.52,69.72,-28.88,23.83
100,1,25900,Lucas Glover,1.52,75.76,-33.71,18.85
101,-9,35314,Andy Sullivan,1.51,77.15,-26.19,44.67
102,3,32367,Jorge Campillo,1.51,78.43,-35.06,34.80
103,-5,29974,Branden Grace,1.51,78.39,-37.33,49.40
104,-5,23621,Rory Sabbatini,1.51,78.28,-32.51,22.81
105,-5,29926,Danny Lee,1.50,77.85,-33.30,27.71
