RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,35658,Kris Ventura,7
2,0,23621,Rory Sabbatini,5
2,0,26331,Charl Schwartzel,5
4,0,39997,Corey Conners,4
4,0,57362,Austin Eckroat,4
4,0,29970,Dylan Frittelli,4
4,0,21209,Sergio Garcia,4
4,0,29974,Branden Grace,4
4,0,33399,Adam Hadwin,4
4,0,46724,Jeongwoo Ham,4
4,0,35506,Mackenzie Hughes,4
4,0,32775,Shugo Imahira,4
4,0,31420,Anirban Lahiri,4
4,0,33410,Andrew Landry,4
4,0,32839,Hideki Matsuyama,4
4,0,46442,Maverick McNealy,4
4,0,39546,Keith Mitchell,4
4,0,48822,Sebastián Muñoz,4
4,0,23320,Ryan Palmer,4
4,0,48081,Xander Schauffele,4
4,0,46046,Scottie Scheffler,4
4,0,35891,Cameron Smith,4
4,0,27649,Brandt Snedeker,4
4,0,34046,Jordan Spieth,4
4,0,27214,Kevin Streelman,4
4,0,33448,Justin Thomas,4
4,0,47128,Richy Werenski,4
4,0,51894,Vince Whaley,4
4,0,31323,Gary Woodland,4
30,0,33948,Byeong Hun An,3
30,0,30978,Kiradech Aphibarnrat,3
30,0,22371,Aaron Baddeley,3
30,0,40026,Daniel Berger,3
30,0,34255,Joseph Bramlett,3
30,0,25364,Paul Casey,3
30,0,45734,John Catlin,3
30,0,52372,Cameron Champ,3
30,0,20229,Stewart Cink,3
30,0,23638,Brendon de Jonge,3
30,0,47959,Bryson DeChambeau,3
30,0,45609,Tyler Duncan,3
30,0,34099,Harris English,3
30,0,29725,Tony Finau,3
30,0,29535,Brice Garnett,3
30,0,25900,Lucas Glover,3
30,0,46402,Talor Gooch,3
30,0,31646,Emiliano Grillo,3
30,0,34563,Chesson Hadley,3
30,0,32448,James Hahn,3
30,0,27644,Brian Harman,3
30,0,34363,Tyrrell Hatton,3
30,0,26758,David Hearn,3
30,0,34098,Russell Henley,3
30,0,49298,Kramer Hickok,3
30,0,33597,Harry Higgs,3
30,0,12716,Charley Hoffman,3
30,0,29420,Billy Horschel,3
30,0,46717,Viktor Hovland,3
30,0,36801,Mark Hubbard,3
30,0,39971,Sungjae Im,3
30,0,30925,Dustin Johnson,3
30,0,39975,Michael Kim,3
30,0,32757,Patton Kizzire,3
30,0,33122,Russell Knox,3
30,0,32816,Satoshi Kodaira,3
30,0,28775,Nate Lashley,3
30,0,32791,K.H. Lee,3
30,0,26851,Marc Leishman,3
30,0,35449,Adam Long,3
30,0,40042,Tyler McCumber,3
30,0,34213,Grayson Murray,3
30,0,45486,Joaquin Niemann,3
30,0,56272,Wilco Nienaber,3
30,0,29289,S.Y. Noh,3
30,0,30163,Henrik Norlander,3
30,0,26329,Louis Oosthuizen,3
30,0,27942,Rob Oppenheim,3
30,0,33667,Carlos Ortiz,3
30,0,29908,C.T. Pan,3
30,0,47529,Mito Pereira,3
30,0,27556,Ted Potter Jr.,3
30,0,35732,Wes Roach,3
30,0,22405,Justin Rose,3
30,0,37275,Sam Ryder,3
30,0,47347,Adam Schenk,3
30,0,39953,Chase Seiffert,3
30,0,46441,Robby Shelton,3
30,0,37410,Hiram Silfa,3
30,0,30110,Kyle Stanley,3
30,0,49960,Sepp Straka,3
30,0,34264,Hudson Swafford,3
30,0,48119,Ben Taylor,3
30,0,33419,Cameron Tringale,3
30,0,23623,Bo Van Pelt,3
30,0,40006,Erik van Rooyen,3
30,0,37189,Harold Varner III,3
30,0,27064,Jhonattan Vegas,3
30,0,27770,Camilo Villegas,3
30,0,25632,Jimmy Walker,3
30,0,48887,Matt Wallace,3
30,0,20396,Lee Westwood,3
30,0,32139,Danny Willett,3
30,0,49964,Aaron Wise,3
30,0,56278,Matthew Wolff,3
30,0,47483,Will Zalatoris,3
106,0,45526,Abraham Ancer,2
106,0,19803,Ryan Armour,2
106,0,21407,Arjun Atwal,2
106,0,56630,Akshay Bhatia,2
106,0,27895,Jonas Blixt,2
106,0,33141,Keegan Bradley,2
106,0,28420,Ryan Brehm,2
106,0,29479,Scott Brown,2
106,0,29268,Bronson Burgoon,2
106,0,47504,Sam Burns,2
106,0,26499,Rafa Cabrera Bello,2
106,0,32070,Rafael Campos,2
106,0,35450,Patrick Cantlay,2
106,0,32366,Kevin Chappell,2
106,0,24357,K.J. Choi,2
106,0,51766,Wyndham Clark,2
106,0,59836,Pierceson Coody,2
106,0,46435,Austin Cook,2
106,0,39067,MJ Daffue,2
106,0,45157,Cam Davis,2
106,0,28089,Jason Day,2
106,0,33653,Thomas Detry,2
106,0,25686,Jason Dufner,2
106,0,37273,Derek Ernst,2
106,0,40098,Matt Fitzpatrick,2
106,0,30911,Tommy Fleetwood,2
106,0,19846,Brian Gay,2
106,0,52375,Doug Ghim,2
106,0,32618,Rhein Gibson,2
106,0,32662,Michael Gligic,2
106,0,28679,Fabián Gómez,2
106,0,56762,Will Gordon,2
106,0,35310,Lanto Griffin,2
106,0,46550,Brandon Hagy,2
106,0,57975,Harry Hall,2
106,0,20766,Padraig Harrington,2
106,0,27554,Scott Harrington,2
106,0,39058,Lucas Herbert,2
106,0,31557,Jim Herman,2
106,0,33490,Bo Hoag,2
106,0,54628,Lee Hodges,2
106,0,35532,Tom Hoge,2
106,0,52686,Rasmus Hojgaard,2
106,0,27141,J.B. Holmes,2
106,0,39977,Max Homa,2
106,0,21961,Charles Howell III,2
106,0,24024,Zach Johnson,2
106,0,26300,Matt Jones,2
106,0,27974,Sung Kang,2
106,0,23802,Brad Kennedy,2
106,0,34587,Chan Kim,2
106,0,37455,Si Woo Kim,2
106,0,59605,Tae Hoon Kim,2
106,0,55182,Tom Kim,2
106,0,30926,Chris Kirk,2
106,0,29478,Kevin Kisner,2
106,0,36689,Brooks Koepka,2
