RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
38,0,12660,Jesper Parnevik,407,Mercedes Champ,3,18,656
39,0,02214,Kirk Triplett,406,Michelob Champ,2,18,031
41,0,02206,David Toms,404,Mercedes Champ,3,17,656
42,0,01307,Joel Edwards,402,Mercedes Champ,3,18,656
42,0,01320,Bob Estes,402,Mercedes Champ,3,18,656
42,0,22032,Tomohiro Kondo,402,Sony Open,2,16,006
42,0,22046,Geoff Ogilvy,402,Sony Open,2,16,006
49,0,01374,Robin Freeman,399,Sony Open,2,16,006
50,0,02246,Duffy Waldorf,397,Kemper Ins Open,4,8,512
51,0,19881,Robert Damron,396,Mercedes Champ,3,18,656
55,0,23614,Rich Beem,393,Kemper Ins Open,4,8,512
55,0,23623,Bo Van Pelt,393,AT&T Pebble,1,16,005
61,0,01249,John Daly,389,Bell Canadian O,2,16,685
62,0,10117,Bob Heintz,387,AT&T Pebble,1,16,005
67,0,12652,Cameron Beckman,384,Mercedes Champ,3,17,656
67,0,08339,Spike McRoy,384,AT&T Pebble,1,13,005
67,0,08535,Gary Nicklaus,384,Sony Open,4,1,006
71,0,21805,Harrison Frazar,381,Phoenix Open,3,8,510
72,0,20029,Notah Begay III,380,Phoenix Open,2,11,510
72,0,23320,Ryan Palmer,380,Texas Open,1,16,625
77,0,07749,Brett Quigley,378,Greater Greens,4,18,013
81,0,26712,Dan Dupuis,377,Air Canada,1,18,630
83,0,20574,Mathew Goggin,376,Kemper Ins Open,3,13,512
83,0,21806,Paul Gow,376,Phoenix Open,1,11,510
85,0,19824,Craig Barlow,375,Invensys Las V,2,9,670
85,0,23552,Hank Kuehne,375,B.C. Open,3,6,037
85,0,12663,Phil Tataurangi,375,Greater Greens,4,14,013
92,0,12753,David Morland IV,374,Invensys Las V,2,9,670
95,0,10107,Deane Pappas,373,Bell Canadian O,1,14,685
95,0,20645,John Senden,373,Greater Greens,4,14,013
95,0,26289,Boo Weekley,373,Bell Canadian O,1,14,685
95,0,26765,Lee Williamson,373,Air Canada,1,14,630
102,0,23108,Matt Kuchar,372,Texas Open,1,16,625
102,0,20663,Brenden Pappas,372,Bell Canadian O,1,14,685
102,0,06078,Esteban Toledo,372,Canon Greater H,4,13,503
107,0,01381,Fred Funk,371,Texas Open,1,16,625
107,0,06567,Vijay Singh,371,BellSouth Class,3,10,638
113,0,01717,Sandy Lyle,370,Texas Open,1,14,625
113,0,01797,Rocco Mediate,370,Phoenix Open,3,11,510
113,0,25842,Jon Mills,370,Bell Canadian O,1,14,685
116,0,20593,Greg Chalmers,369,Invensys Las V,2,9,670
116,0,24937,Jess Daley,369,Advil Western,1,18,526
116,0,01385,Jim Gallagher Jr.,369,Greater Greens,4,14,013
116,0,06044,Scott Gump,369,Texas Open,1,16,625
116,0,26753,Bill Keller,369,Reno-Tahoe Open,2,15,660
116,0,01724,Jeff Maggert,369,Texas Open,1,16,625
129,0,12388,Michael Clark II,368,Kemper Ins Open,2,13,512
129,0,07457,Steve Flesch,368,BellSouth Class,3,10,638
129,0,12782,Tim Herron,368,Tucson Open,2,8,101
129,0,21961,Charles Howell III,368,Texas Open,1,16,625
129,0,06090,Jim McGovern,368,Texas Open,1,16,625
129,0,20548,Hidemichi Tanaka,368,Reno-Tahoe Open,3,14,660
129,0,02244,Fred Wadsworth,368,Honda Classic,1,18,637
138,0,08993,Franklin Langham,367,Bell Canadian O,1,14,685
138,0,10565,Ian Leggatt,367,Bell Canadian O,2,16,685
138,0,01723,Andrew Magee,367,Kemper Ins Open,4,8,512
138,0,21452,Steve Scott,367,AT&T Pebble,1,3,005
145,0,01068,Andy Bean,366,Honda Classic,2,18,637
145,0,08337,Mike Heinen,366,B.C. Open,4,11,037
145,0,26396,Jay Kragh,366,Honda Classic,2,18,637
145,0,01887,Mark O'Meara,366,MasterCard Colo,1,18,021
150,0,23621,Rory Sabbatini,365,Texas Open,4,11,625
152,0,08881,Tripp Isenhour,364,Air Canada,4,17,630
152,0,06332,Neal Lancaster,364,Shell Houston,1,18,020
152,0,20445,Casey Martin,364,Texas Open,1,16,625
152,0,24361,Pat Perez,364,Reno-Tahoe Open,1,14,660
152,0,23177,Kenneth Staton,364,Texas Open,1,16,625
152,0,21631,Iain Steel,364,Bell Canadian O,1,14,685
162,0,23135,Tim Clark,363,Air Canada,4,17,630
162,0,12823,Carlos Franco,363,Air Canada,1,12,630
162,0,20043,Edward Fryatt,363,Honda Classic,1,18,637
162,0,10962,Bradley Hughes,363,Texas Open,1,16,625
162,0,06573,Brandt Jobe,363,Texas Open,1,16,625
162,0,20572,Rod Pampling,363,Bell Canadian O,1,14,685
162,0,01927,Dennis Paulson,363,BellSouth Class,3,18,638
162,0,10649,Tom Scherrer,363,Air Canada,2,12,630
162,0,02135,Mike Standly,363,Bell Canadian O,3,16,685
184,0,01014,Fulton Allem,362,Honda Classic,2,18,637
184,0,06809,Bob Burns,362,Reno-Tahoe Open,1,14,660
184,0,01226,Fred Couples,362,Memorial Tourna,1,11,023
184,0,23409,James Driscoll,362,Bell Canadian O,1,14,685
184,0,23903,Stephen Gangluff,362,Bell Canadian O,1,14,685
184,0,07941,Mike Grob,362,Bell Canadian O,1,14,685
184,0,01514,Eduardo Herrera,362,Honda Classic,2,18,637
196,0,25364,Paul Casey,361,Phoenix Open,3,11,510
196,0,08633,Per-Ulrik Johansson,361,Reno-Tahoe Open,3,14,660
196,0,01761,Len Mattiace,361,MasterCard Colo,1,11,021
196,0,20095,Carl Paulson,361,John Deere Clas,2,14,669
210,0,06004,Stephen Ames,360,Texas Open,1,16,625
210,0,01408,Kelly Gibson,360,Texas Open,1,16,625
218,0,07223,Brian Bateman,359,Invensys Las V,3,9,670
218,0,20229,Stewart Cink,359,Phoenix Open,3,11,510
218,0,01388,Robert Gamez,359,Greater Greens,4,14,013
218,0,01475,Donnie Hammond,359,Texas Open,1,14,625
218,0,02131,Mike Springer,359,Air Canada,2,17,630
228,0,01024,Billy Andrade,358,MasterCard Colo,1,11,021
228,0,22293,Heath Slocum,358,Reno-Tahoe Open,2,14,660
228,0,02106,Chris Smith,358,Phoenix Open,1,17,510
228,0,06595,Kevin Sutherland,358,MasterCard Colo,1,11,021
237,0,01810,Phil Mickelson,357,Buick Classic,4,15,027
237,0,08553,Lee Porter,357,Reno-Tahoe Open,1,14,660
237,0,26757,Greg Sonnier,357,Texas Open,1,14,625
246,0,22371,Aaron Baddeley,356,Reno-Tahoe Open,2,14,660
246,0,25052,Derek Gillespie,356,Bell Canadian O,4,14,685
246,0,10201,Matt Gogel,356,Bell Canadian O,1,14,685
246,0,20502,Michael Long,356,Air Canada,1,17,630
246,0,06350,Bob May,356,Reno-Tahoe Open,3,14,660
246,0,23800,Bryce Molder,356,Bell Canadian O,1,14,685
246,0,08375,Paul Stankowski,356,Greater Greens,4,14,013
265,0,01196,Brian Claar,355,John Deere Clas,4,17,669
265,0,01418,Bill Glasson,355,Kemper Ins Open,2,13,512
265,0,02049,Gene Sauers,355,Bell Canadian O,1,14,685
265,0,25450,Ty Tryon,355,Honda Classic,2,18,637
283,0,01035,Tommy Armour III,354,Texas Open,4,11,625
283,0,23541,Ben Crane,354,Invensys Las V,1,6,681
283,0,26807,John Klauk,354,Texas Open,1,16,625
283,0,01707,Steve Lowery,354,Invensys Las V,2,9,670
283,0,01938,David Peoples,354,Greater Greens,4,14,013
283,0,26771,Dan Swanson,354,Bell Canadian O,1,14,685
302,0,12826,Paul Claxton,353,Honda Classic,2,18,637
302,0,20094,Jonathan Kaye,353,Kemper Ins Open,4,8,512
302,0,07235,John Morse,353,John Deere Clas,2,15,669
302,0,01948,Tim Petrovic,353,Bell Canadian O,1,14,685
302,0,02223,Bob Tway,353,Phoenix Open,1,11,510
320,0,06036,Scott Dunlap,352,Air Canada,2,12,630
320,0,06064,Jeff Gallagher,352,Bell Canadian O,1,14,685
320,0,26758,David Hearn,352,Air Canada,1,17,630
320,0,01549,Mike Hulbert,352,Air Canada,2,12,630
320,0,20634,Peter Lonard,352,BellSouth Class,3,10,638
320,0,01958,Dan Pohl,352,Texas Open,1,14,625
320,0,24502,Adam Scott,352,BellSouth Class,3,10,638
320,0,20566,Kaname Yokoo,352,Texas Open,4,11,625
342,0,07003,David Berganio Jr.,351,Reno-Tahoe Open,1,14,660
342,0,12645,Brent Geiberger,351,Texas Open,1,14,625
342,0,21259,Jason Hill,351,Bell Canadian O,1,14,685
342,0,22913,John Rollins,351,Reno-Tahoe Open,4,14,660
342,0,23322,Brett Wetterich,351,BellSouth Class,2,10,638
342,0,10425,Jay Williamson,351,Texas Open,1,14,625
365,0,25083,Jeremy Anderson,350,Invensys Las V,2,9,670
365,0,26672,Scott Brauer,350,John Deere Clas,2,15,669
365,0,24925,Jonathan Byrd,350,MasterCard Colo,1,18,021
365,0,08931,Glen Day,350,Phoenix Open,3,11,510
365,0,06012,Greg Kraft,350,Invensys Las V,2,12,538
365,0,01685,J.L. Lewis,350,Reno-Tahoe Open,3,14,660
365,0,24781,Hunter Mahan,350,Texas Open,1,11,625
365,0,21949,Joe Ogilvie,350,Bell Canadian O,1,14,685
365,0,02133,Craig Stadler,350,Reno-Tahoe Open,3,17,660
395,0,01203,Russ Cochran,349,Reno-Tahoe Open,1,14,660
395,0,23983,Luke Donald,349,Phoenix Open,3,11,510
395,0,01553,John Huston,349,MasterCard Colo,1,11,021
395,0,08075,Jerry Kelly,349,MasterCard Colo,1,11,021
395,0,06373,José María Olazábal,349,Phoenix Open,3,8,510
395,0,07205,Henrik Simonsen,349,Texas Open,1,14,625
431,0,20098,Stuart Appleby,348,BellSouth Class,2,10,638
431,0,08123,Jeff Brehaut,348,Reno-Tahoe Open,1,14,660
431,0,01157,Tom Byrum,348,Greater Greens,4,14,013
431,0,20105,Jeff Gove,348,Bell Canadian O,1,14,685
431,0,23353,J.J. Henry,348,Invensys Las V,3,6,681
431,0,01593,Philip Jonas,348,Air Canada,1,12,630
431,0,02010,Loren Roberts,348,Phoenix Open,1,11,510
431,0,02191,Tim Thelen,348,Texas Open,1,14,625
478,0,06197,Michael Allen,347,Air Canada,2,17,630
478,0,20498,Briny Baird,347,BellSouth Class,3,10,638
478,0,01191,Barry Cheesman,347,B.C. Open,3,6,037
478,0,01313,Steve Elkington,347,Greater Greens,4,14,013
478,0,19846,Brian Gay,347,Bell Canadian O,1,14,685
478,0,01920,Craig Parry,347,BellSouth Class,3,10,638
478,0,02036,Jim Rutledge,347,Bell Canadian O,1,14,685
478,0,11011,Mike Sposa,347,Greater Greens,4,14,013
478,0,02218,Ted Tryba,347,Kemper Ins Open,2,13,512
519,0,01116,Michael Bradley,346,Texas Open,1,14,625
519,0,01378,David Frost,346,BellSouth Class,3,10,638
519,0,25572,Graeme McDowell,346,Bell Canadian O,1,14,685
519,0,06693,Ken Tanigawa,346,Sony Open,2,18,006
519,0,06613,Tommy Tolles,346,Buick Open,1,14,035
519,0,02245,Grant Waite,346,Bell Canadian O,4,16,685
558,0,12760,Danny Ellis,345,Buick Invitatio,3,9,004
558,0,10733,Kent Jones,345,Bell Canadian O,2,16,685
558,0,06515,Shaun Micheel,345,Kemper Ins Open,4,8,512
592,0,01185,Brandel Chamblee,344,Tampa Bay,1,18,665
592,0,26360,Bubba Dickerson,344,Invensys Las V,2,9,670
592,0,01457,Jay Haas,344,Texas Open,1,14,625
592,0,01677,Tom Lehman,344,Sony Open,3,1,006
592,0,01943,Chris Perry,344,B.C. Open,1,6,037
592,0,02002,John Riegger,344,Michelob Champ,2,16,031
592,0,24851,Rick Stimmel,344,John Deere Clas,2,14,669
592,0,12602,Dean Wilson,344,Air Canada,4,17,630
641,0,24494,Erik Compton,343,Air Canada,2,17,630
641,0,20378,Mathias Grönberg,343,John Deere Clas,2,10,669
641,0,08537,J.P. Hayes,343,B.C. Open,1,11,037
641,0,01599,Steve Jones,343,MasterCard Colo,1,18,021
641,0,01771,Blaine McCallister,343,Kemper Ins Open,4,8,512
641,0,25031,Andy Miller,343,Tucson Open,1,18,101
641,0,02099,Scott Simpson,343,Bell Canadian O,1,14,685
641,0,26720,Aaron Williams,343,Buick Open,1,14,035
696,0,01132,Mark Brooks,342,Bell Canadian O,1,14,685
696,0,23125,Brad Elder,342,Bell Canadian O,3,16,685
696,0,01633,Tom Kite,342,MasterCard Colo,1,11,021
696,0,26815,Gibby Martens,342,Texas Open,1,16,625
696,0,01926,Steve Pate,342,FedEx St. Jude,4,3,513
744,0,07867,Woody Austin,341,Bell Canadian O,4,16,685
744,0,01139,Olin Browne,341,Michelob Champ,2,16,031
744,0,12510,Chad Campbell,341,Greater Greens,4,14,013
744,0,19825,Darren Clarke,341,Air Canada,2,12,630
744,0,12657,Kevin DeNike,341,John Deere Clas,2,15,669
744,0,06575,Dudley Hart,341,Greater Greens,4,14,013
744,0,06617,Brian Henninger,341,Air Canada,4,17,630
744,0,01577,Lee Janzen,341,Bell Canadian O,2,11,685
744,0,06315,Pete Jordan,341,Texas Open,1,10,625
744,0,02110,Jerry Smith,341,Bell Canadian O,1,14,685
811,0,01361,Dan Forsman,340,Invensys Las V,3,6,681
811,0,22892,Jason Gore,340,B.C. Open,1,11,037
811,0,10821,Toshi Izawa,340,Buick Classic,4,15,027
811,0,10457,Frank Nobilo,340,Honda Classic,1,18,637
811,0,23034,Brent Schwarzrock,340,Tucson Open,2,8,101
811,0,23176,Whit Staples,340,BellSouth Class,2,10,638
811,0,07753,Kevin Wentworth,340,Tucson Open,1,15,101
878,0,22873,Todd Fanning,339,Bell Canadian O,1,14,685
878,0,01491,Rick Hartmann,339,PGA Championshi,1,1,690
878,0,10213,Dicky Pride,339,Bell Canadian O,1,14,685
878,0,02322,Richard Zokol,339,BellSouth Class,3,10,638
953,0,01098,Jay Don Blake,338,Phoenix Open,1,11,510
953,0,23356,Sebastian Branger,338,Honda Classic,2,18,637
953,0,19972,José Coceres,338,MasterCard Colo,1,18,021
953,0,06034,Marco Dawson,338,Tucson Open,1,18,101
953,0,01569,Peter Jacobsen,338,Reno-Tahoe Open,4,14,660
953,0,08057,Brian Wilson,338,B.C. Open,1,12,037
953,0,02294,Willie Wood,338,Greater Greens,4,14,013
