RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,26289,Boo Weekley,27.11,77,284,-0.117
2,0,01249,John Daly,25.00,47,188,-0.255
3,0,20574,Mathew Goggin,24.05,76,316,-0.132
4,0,21961,Charles Howell III,22.01,103,468,-0.272
5,0,01927,Dennis Paulson,21.46,88,410,-0.136
6,0,02106,Chris Smith,21.12,94,445,+0.011
7,0,23614,Rich Beem,21.05,92,437,-0.130
8,0,23322,Brett Wetterich,20.59,91,442,-0.187
9,0,06613,Tommy Tolles,19.94,66,331,-0.076
10,0,20645,John Senden,19.70,78,396,-0.141
11,0,23621,Rory Sabbatini,19.34,47,243,E
12,0,21805,Harrison Frazar,19.05,72,378,-0.208
13,0,20663,Brenden Pappas,18.73,59,315,+0.017
14,0,24925,Jonathan Byrd,18.65,83,445,-0.349
15,0,01514,Eduardo Herrera,18.59,58,312,-0.069
16,0,12782,Tim Herron,18.08,79,437,-0.278
17,0,12823,Carlos Franco,17.98,98,545,-0.194
18,0,23903,Stephen Gangluff,17.72,70,395,-0.029
19,0,22046,Geoff Ogilvy,17.21,69,401,-0.159
20,0,20098,Stuart Appleby,17.20,70,407,-0.200
21,0,01226,Fred Couples,16.90,36,213,-0.139
22,0,23353,J.J. Henry,16.63,85,511,-0.212
23,0,08881,Tripp Isenhour,16.52,58,351,-0.155
24,0,08375,Paul Stankowski,16.27,68,418,-0.309
25,0,12663,Phil Tataurangi,16.06,62,386,-0.355
26,0,23177,Kenneth Staton,15.55,79,508,-0.241
27,0,23623,Bo Van Pelt,15.50,64,413,-0.188
28,0,01810,Phil Mickelson,15.06,64,425,-0.297
29,0,01706,Davis Love III,15.01,59,393,-0.220
30,0,23541,Ben Crane,14.74,60,407,-0.217
31,0,06197,Michael Allen,14.68,48,327,-0.125
32,0,10585,Scott McCarron,14.62,62,424,-0.306
33,0,07003,David Berganio Jr.,14.58,57,391,-0.298
34,0,09011,David Duval,14.29,44,308,-0.045
35,0,01723,Andrew Magee,14.17,52,367,-0.288
35,0,08793,Tiger Woods,14.17,36,254,-0.278
37,0,07223,Brian Bateman,14.16,65,459,-0.031
38,0,10117,Bob Heintz,14.15,45,318,-0.378
39,0,21633,Steve Allan,14.13,65,460,-0.185
40,0,20593,Greg Chalmers,14.04,56,399,-0.268
41,0,24361,Pat Perez,13.92,49,352,-0.163
42,0,01035,Tommy Armour III,13.87,48,346,-0.104
43,0,20094,Jonathan Kaye,13.54,57,421,-0.193
44,0,21209,Sergio Garcia,13.50,37,274,-0.189
45,0,20572,Rod Pampling,13.49,53,393,-0.113
46,0,20095,Carl Paulson,13.37,56,419,-0.089
47,0,06515,Shaun Micheel,13.26,63,475,-0.206
48,0,10107,Deane Pappas,13.20,52,394,+0.019
