RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,22.88,73,319,+0.219
2,0,06315,Pete Jordan,20.49,76,371,+0.263
3,0,02257,Brian Watts,19.92,49,246,+0.163
4,0,06373,José María Olazábal,19.62,51,260,+0.020
5,0,02322,Richard Zokol,19.33,46,238,+0.217
6,0,19817,Michael Muehr,19.00,53,279,+0.245
7,0,01549,Mike Hulbert,18.78,43,229,+0.070
8,0,19972,José Coceres,15.53,32,206,+0.250
9,0,02101,Joey Sindelar,14.98,74,494,-0.054
10,0,02133,Craig Stadler,14.81,36,243,+0.222
11,0,06078,Esteban Toledo,14.71,60,408,+0.367
12,0,01175,Jim Carter,14.25,55,386,+0.055
13,0,01619,Skip Kendall,13.82,63,456,+0.016
14,0,02099,Scott Simpson,13.79,40,290,+0.275
15,0,06498,Matt Peterson,13.78,58,421,+0.207
16,0,08553,Lee Porter,13.72,59,430,+0.068
17,0,08537,J.P. Hayes,13.66,44,322,+0.114
18,0,12826,Paul Claxton,13.58,58,427,+0.155
19,0,02239,Scott Verplank,13.54,47,347,+0.234
20,0,19846,Brian Gay,13.20,68,515,-0.029
21,0,01666,Bernhard Langer,13.07,23,176,+0.217
22,0,01926,Steve Pate,13.04,33,253,-0.182
23,0,10425,Jay Williamson,13.02,59,453,+0.169
24,0,06016,Brad Lardon,12.96,35,270,+0.114
25,0,02170,Hal Sutton,12.81,36,281,-0.028
26,0,20593,Greg Chalmers,12.78,51,399,+0.137
27,0,02010,Loren Roberts,12.72,57,448,E
28,0,10201,Matt Gogel,12.50,41,328,+0.366
29,0,22293,Heath Slocum,12.44,49,394,+0.020
30,0,01219,John Cook,12.37,37,299,E
30,0,02214,Kirk Triplett,12.37,37,299,-0.027
32,0,12660,Jesper Parnevik,12.29,29,236,+0.586
33,0,02110,Jerry Smith,12.26,52,424,+0.365
34,0,06197,Michael Allen,12.23,40,327,+0.250
35,0,07721,Pat Bates,12.08,54,447,+0.074
36,0,01329,Brad Faxon,11.97,42,351,+0.095
37,0,01014,Fulton Allem,11.95,35,293,+0.057
38,0,01139,Olin Browne,11.91,61,512,+0.098
39,0,06621,Joe Durant,11.70,40,342,-0.200
39,0,08993,Franklin Langham,11.70,42,359,+0.238
41,0,12388,Michael Clark II,11.58,52,449,+0.096
41,0,01766,Billy Mayfair,11.58,44,380,+0.227
43,0,01378,David Frost,11.54,48,416,+0.063
44,0,23108,Matt Kuchar,11.49,40,348,+0.025
45,0,01887,Mark O'Meara,11.42,25,219,+0.200
46,0,01185,Brandel Chamblee,11.36,45,396,+0.178
47,0,01968,Nick Price,11.35,32,282,+0.156
48,0,12823,Carlos Franco,11.19,61,545,+0.180
49,0,20566,Kaname Yokoo,11.18,35,313,+0.229
50,0,01157,Tom Byrum,11.17,40,358,E
51,0,01761,Len Mattiace,11.04,55,498,+0.091
52,0,01320,Bob Estes,10.91,43,394,+0.116
53,0,12663,Phil Tataurangi,10.88,42,386,+0.119
