RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
54,0,09011,David Duval,10.71,33,308,-0.030
55,0,06012,Greg Kraft,10.64,43,404,+0.349
55,0,02245,Grant Waite,10.64,50,470,+0.040
57,0,06575,Dudley Hart,10.62,36,339,+0.222
58,0,23125,Brad Elder,10.56,34,322,+0.088
59,0,01707,Steve Lowery,10.48,44,420,-0.045
60,0,08633,Per-Ulrik Johansson,10.46,39,373,+0.308
61,0,06522,Ernie Els,10.37,28,270,-0.071
62,0,07749,Brett Quigley,10.33,47,455,+0.021
63,0,01599,Steve Jones,10.32,29,281,+0.034
64,0,01132,Mark Brooks,10.28,41,399,+0.024
65,0,01035,Tommy Armour III,10.12,35,346,+0.086
66,0,06527,Steve Stricker,10.09,22,218,-0.091
67,0,06595,Kevin Sutherland,10.06,33,328,+0.091
68,0,01677,Tom Lehman,10.04,24,239,+0.083
68,0,02104,Jeff Sluman,10.04,54,538,-0.037
70,0,08339,Spike McRoy,10.03,29,289,E
71,0,22046,Geoff Ogilvy,9.98,40,401,+0.150
72,0,01381,Fred Funk,9.94,52,523,+0.058
73,0,08545,Glen Hnatiuk,9.88,48,486,-0.063
74,0,01569,Peter Jacobsen,9.83,29,295,+0.172
75,0,08931,Glen Day,9.79,52,531,+0.135
76,0,01024,Billy Andrade,9.75,43,441,+0.023
76,0,10649,Tom Scherrer,9.75,43,441,+0.116
78,0,07867,Woody Austin,9.73,47,483,-0.021
79,0,06350,Bob May,9.72,42,432,+0.238
80,0,23983,Luke Donald,9.71,47,484,+0.043
81,0,19958,Miguel Angel Jiménez,9.65,22,228,+0.500
82,0,02223,Bob Tway,9.64,40,415,+0.125
83,0,10457,Frank Nobilo,9.62,43,447,+0.140
84,0,01457,Jay Haas,9.60,31,323,+0.032
84,0,01938,David Peoples,9.60,46,479,+0.196
86,0,01527,Scott Hoch,9.59,28,292,+0.214
87,0,01475,Donnie Hammond,9.52,26,273,-0.115
87,0,20663,Brenden Pappas,9.52,30,315,+0.267
89,0,01771,Blaine McCallister,9.41,32,340,+0.125
90,0,10107,Deane Pappas,9.39,37,394,+0.297
91,0,23903,Stephen Gangluff,9.37,37,395,+0.486
92,0,11011,Mike Sposa,9.36,48,513,-0.104
93,0,01361,Dan Forsman,9.34,37,396,+0.054
94,0,01941,Tom Pernice Jr.,9.33,39,418,+0.333
95,0,06004,Stephen Ames,9.23,31,336,+0.226
96,0,21259,Jason Hill,9.22,26,282,+0.231
97,0,01920,Craig Parry,9.17,33,360,+0.030
97,0,10423,Mike Weir,9.17,33,360,+0.273
99,0,10809,Jim Furyk,9.12,31,340,-0.097
100,0,12645,Brent Geiberger,9.11,38,417,+0.263
101,0,01042,Paul Azinger,9.09,20,220,+0.050
101,0,23541,Ben Crane,9.09,37,407,+0.054
101,0,07457,Steve Flesch,9.09,37,407,+0.189
104,0,19881,Robert Damron,9.05,38,420,+0.237
105,0,23353,J.J. Henry,9.00,46,511,+0.152
106,0,06809,Bob Burns,8.96,37,413,+0.135
106,0,10585,Scott McCarron,8.96,38,424,+0.026
108,0,19824,Craig Barlow,8.92,29,325,-0.172
108,0,01724,Jeff Maggert,8.92,29,325,+0.103
110,0,01098,Jay Don Blake,8.88,42,473,+0.095
111,0,20548,Hidemichi Tanaka,8.87,41,462,+0.268
112,0,10733,Kent Jones,8.86,45,508,E
113,0,24361,Pat Perez,8.81,31,352,+0.194
114,0,01577,Lee Janzen,8.76,34,388,-0.176
115,0,20095,Carl Paulson,8.59,36,419,-0.111
116,0,12652,Cameron Beckman,8.57,30,350,+0.067
117,0,23800,Bryce Molder,8.56,31,362,+0.194
118,0,08123,Jeff Brehaut,8.53,39,457,+0.282
119,0,01307,Joel Edwards,8.48,42,495,+0.190
120,0,08535,Gary Nicklaus,8.47,25,295,+0.120
121,0,20157,Retief Goosen,8.46,22,260,E
121,0,06617,Brian Henninger,8.46,27,319,+0.185
123,0,01723,Andrew Magee,8.45,31,367,+0.097
124,0,06573,Brandt Jobe,8.41,39,464,+0.256
125,0,02246,Duffy Waldorf,8.38,33,394,+0.242
126,0,01142,Bart Bryant,8.33,29,348,+0.138
126,0,08075,Jerry Kelly,8.33,36,432,+0.194
128,0,08793,Tiger Woods,8.27,21,254,-0.095
129,0,01313,Steve Elkington,8.20,26,317,+0.231
130,0,20645,John Senden,8.08,32,396,+0.344
131,0,12510,Chad Campbell,8.06,41,509,-0.146
132,0,20229,Stewart Cink,8.05,28,348,-0.071
133,0,12782,Tim Herron,8.01,35,437,+0.143
134,0,01797,Rocco Mediate,7.94,25,315,-0.040
135,0,06332,Neal Lancaster,7.91,33,417,+0.364
136,0,10860,Justin Leonard,7.87,31,394,+0.194
136,0,02106,Chris Smith,7.87,35,445,E
138,0,01161,Mark Calcavecchia,7.86,22,280,-0.182
139,0,07223,Brian Bateman,7.84,36,459,-0.028
139,0,22913,John Rollins,7.84,46,587,+0.109
141,0,06251,Chris DiMarco,7.82,34,435,-0.118
142,0,06515,Shaun Micheel,7.79,37,475,-0.027
143,0,21805,Harrison Frazar,7.67,29,378,-0.069
144,0,21633,Steve Allan,7.61,35,460,+0.171
144,0,23135,Tim Clark,7.61,29,381,+0.069
146,0,06613,Tommy Tolles,7.55,25,331,+0.360
147,0,01948,Tim Petrovic,7.52,30,399,+0.133
148,0,06643,Paul Goydos,7.43,24,323,+0.208
149,0,07003,David Berganio Jr.,7.42,29,391,+0.034
150,0,20105,Jeff Gove,7.37,35,475,+0.429
151,0,10565,Ian Leggatt,7.28,31,426,+0.065
152,0,20043,Edward Fryatt,7.26,30,413,+0.533
153,0,20029,Notah Begay III,7.23,30,415,+0.233
154,0,10962,Bradley Hughes,7.14,21,294,+0.048
155,0,20498,Briny Baird,7.13,35,491,+0.114
155,0,20094,Jonathan Kaye,7.13,30,421,+0.200
157,0,20572,Rod Pampling,7.12,28,393,+0.036
158,0,06036,Scott Dunlap,7.04,24,341,+0.333
158,0,26289,Boo Weekley,7.04,20,284,+0.150
160,0,24937,Jess Daley,7.01,27,385,+0.074
161,0,10912,Craig Perks,6.97,23,330,-0.087
162,0,20574,Mathew Goggin,6.96,22,316,+0.045
163,0,20502,Michael Long,6.94,27,389,+0.111
164,0,10117,Bob Heintz,6.92,22,318,+0.500
165,0,01374,Robin Freeman,6.91,26,376,+0.115
166,0,01553,John Huston,6.89,29,421,-0.034
167,0,10213,Dicky Pride,6.87,20,291,+0.350
168,0,20127,Chris Riley,6.85,33,482,+0.212
169,0,20098,Stuart Appleby,6.63,27,407,-0.037
170,0,23338,David Gossett,6.62,29,438,+0.207
171,0,20634,Peter Lonard,6.53,25,383,-0.040
172,0,21806,Paul Gow,6.50,32,492,+0.219
173,0,21961,Charles Howell III,6.41,30,468,+0.033
174,0,01388,Robert Gamez,6.39,23,360,-0.130
175,0,06567,Vijay Singh,6.36,28,440,+0.036
176,0,23623,Bo Van Pelt,6.30,26,413,+0.231
177,0,08375,Paul Stankowski,6.22,26,418,+0.308
178,0,21209,Sergio Garcia,6.20,17,274,+0.235
179,0,20436,Garrett Willis,6.17,23,373,+0.304
180,0,01226,Fred Couples,6.10,13,213,E
180,0,23177,Kenneth Staton,6.10,31,508,+0.355
182,0,01514,Eduardo Herrera,6.09,19,312,+0.211
183,0,12680,Shigeki Maruyama,5.92,20,338,-0.050
184,0,01249,John Daly,5.85,11,188,+0.818
185,0,10885,Robert Allenby,5.82,27,464,+0.037
186,0,01810,Phil Mickelson,5.65,24,425,-0.167
187,0,11032,Frank Lickliter II,5.53,21,380,+0.286
188,0,01203,Russ Cochran,5.45,17,312,+0.059
189,0,02206,David Toms,5.38,26,483,-0.269
190,0,02002,John Riegger,5.25,23,438,-0.174
191,0,23322,Brett Wetterich,5.20,23,442,+0.435
192,0,12753,David Morland IV,5.19,16,308,+0.250
193,0,01685,J.L. Lewis,5.12,24,469,-0.083
194,0,24357,K.J. Choi,5.10,21,412,-0.048
195,0,01706,Davis Love III,5.09,20,393,-0.250
196,0,21949,Joe Ogilvie,5.06,13,257,+0.077
197,0,24925,Jonathan Byrd,4.94,22,445,+0.182
198,0,23614,Rich Beem,4.58,20,437,+0.150
199,0,23621,Rory Sabbatini,4.53,11,243,+0.273
200,0,08881,Tripp Isenhour,4.27,15,351,+0.067
201,0,01927,Dennis Paulson,4.15,17,410,E
202,0,01945,Kenny Perry,4.00,18,450,E
