RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,12652,Cameron Beckman,10,6,4
2,0,20645,John Senden,11,9,2
3,0,20574,Mathew Goggin,13,2,11
4,0,23349,Charles Warren,15,1,14
5,0,20498,Briny Baird,21,13,8
6,0,20472,Alex Cejka,22,16,6
7,0,28475,Jeff Overton,24,14,10
8,0,01945,Kenny Perry,25,5,20
9,0,24140,Sean O'Hair,31,8,23
10,0,24781,Hunter Mahan,32,3,29
11,0,20691,Greg Owen,33,16,17
12,0,20105,Jeff Gove,35,32,3
13,0,23788,D.J. Trahan,37,10,27
14,0,06621,Joe Durant,38,26,12
14,0,01766,Billy Mayfair,38,20,18
16,0,01035,Tommy Armour III,40,35,5
17,0,10425,Jay Williamson,44,4,40
18,0,21959,Ted Purdy,45,24,21
19,0,08793,Tiger Woods,46,45,1
20,0,27933,John Merrick,50,41,9
21,0,10885,Robert Allenby,52,37,15
21,0,10733,Kent Jones,52,25,27
23,0,06197,Michael Allen,61,29,32
24,0,10809,Jim Furyk,62,56,6
24,0,23353,J.J. Henry,62,32,30
26,0,25900,Lucas Glover,64,20,44
27,0,24924,Bill Haas,65,12,53
27,0,26289,Boo Weekley,65,11,54
29,0,27095,Nick Watney,66,31,35
30,0,22892,Jason Gore,71,7,64
30,0,27963,Chris Stroud,71,22,49
32,0,19824,Craig Barlow,80,58,22
33,0,19803,Ryan Armour,81,40,41
34,0,23623,Bo Van Pelt,86,49,37
35,0,20104,Ken Duke,88,26,62
36,0,01707,Steve Lowery,91,50,41
37,0,28158,Steve Marino,96,46,50
37,0,20160,Charlie Wi,96,58,38
39,0,08123,Jeff Brehaut,98,19,79
39,0,02246,Duffy Waldorf,98,72,26
41,0,02101,Joey Sindelar,100,70,30
42,0,27702,Matt Hendrix,101,15,86
43,0,29718,Anthony Kim,102,29,73
43,0,22293,Heath Slocum,102,66,36
45,0,23322,Brett Wetterich,104,61,43
46,0,01142,Bart Bryant,108,69,39
47,0,27770,Camilo Villegas,109,50,59
48,0,21470,Daisuke Maruyama,110,22,88
49,0,06515,Shaun Micheel,113,61,52
50,0,24361,Pat Perez,115,47,68
51,0,26596,Ryan Moore,116,56,60
52,0,20634,Peter Lonard,118,18,100
53,0,22295,Darron Stiles,119,48,71
54,0,24358,Robert Garrigus,123,98,25
55,0,01157,Tom Byrum,129,53,76
56,0,28486,Michael Putnam,130,106,24
57,0,21633,Steve Allan,134,39,95
58,0,21646,David Branshaw,135,38,97
59,0,24912,Will MacKenzie,136,89,47
60,0,01388,Robert Gamez,138,81,57
60,0,24502,Adam Scott,138,66,72
62,0,02036,Jim Rutledge,145,26,119
63,0,23614,Rich Beem,147,35,112
63,0,01724,Jeff Maggert,147,114,33
63,0,22405,Justin Rose,147,89,58
66,0,10860,Justin Leonard,149,55,94
67,0,21878,Mark Wilson,152,61,91
68,0,26951,Johnson Wagner,154,135,19
68,0,25804,Bubba Watson,154,86,68
70,0,27141,J.B. Holmes,157,53,104
71,0,24507,Jason Bohn,158,76,82
71,0,22378,Trevor Immelman,158,92,66
