RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,28237,Rory McIlroy,56.13,119,212
2,0,34046,Jordan Spieth,52.48,127,242
3,0,30925,Dustin Johnson,52.24,140,268
4,0,25632,Jimmy Walker,52.00,130,250
5,0,28089,Jason Day,51.28,120,234
6,0,27129,Luke List,51.20,128,250
7,0,22405,Justin Rose,50.47,107,212
8,0,25804,Bubba Watson,50.46,110,218
9,0,31323,Gary Woodland,50.34,146,290
10,0,29725,Tony Finau,50.00,154,308
10,0,01810,Phil Mickelson,50.00,115,230
12,0,23320,Ryan Palmer,49.27,135,274
13,0,32839,Hideki Matsuyama,48.74,116,238
14,0,21961,Charles Howell III,48.33,145,300
15,0,37189,Harold Varner III,48.01,145,302
16,0,35300,Andrew Loupe,48.00,120,250
17,0,23108,Matt Kuchar,47.96,141,294
18,0,29289,S.Y. Noh,47.79,119,249
19,0,26289,Boo Weekley,47.71,125,262
20,0,46440,Smylie Kaufman,47.59,138,290
20,0,34360,Patrick Reed,47.59,158,332
22,0,32102,Rickie Fowler,47.58,118,248
23,0,24358,Robert Garrigus,47.29,96,203
24,0,12510,Chad Campbell,47.14,132,280
25,0,34264,Hudson Swafford,47.01,157,334
26,0,20472,Alex Cejka,46.93,107,228
27,0,37455,Si Woo Kim,46.84,163,348
28,0,30944,Jason Kokrak,46.83,133,284
29,0,20229,Stewart Cink,46.77,87,186
30,0,33448,Justin Thomas,46.64,139,298
31,0,24502,Adam Scott,46.12,107,232
32,0,27895,Jonas Blixt,46.03,116,252
33,0,36689,Brooks Koepka,45.87,100,218
34,0,25364,Paul Casey,45.76,108,236
35,0,29461,Jamie Lovemark,45.75,140,306
36,0,29518,Brendan Steele,45.36,127,280
37,0,24140,Sean O'Hair,45.32,126,278
38,0,25686,Jason Dufner,45.03,136,302
39,0,32150,Michael Thompson,44.95,98,218
40,0,27064,Jhonattan Vegas,44.94,142,316
41,0,26300,Matt Jones,44.88,114,254
42,0,33461,Morgan Hoffmann,44.86,96,214
43,0,40026,Daniel Berger,44.83,130,290
44,0,21209,Sergio Garcia,44.58,74,166
45,0,25198,Francesco Molinari,44.44,88,198
46,0,32200,Roberto Castro,44.38,142,320
46,0,32618,Rhein Gibson,44.38,79,178
46,0,35539,Luke Guthrie,44.38,79,178
49,0,25818,Scott Piercy,44.36,118,266
50,0,33413,Ben Martin,44.01,125,284
51,0,24507,Jason Bohn,43.93,94,214
52,0,29926,Danny Lee,43.88,129,294
53,0,27141,J.B. Holmes,43.85,107,244
54,0,35451,Scott Pinckney,43.80,120,274
55,0,34099,Harris English,43.73,129,295
56,0,20766,Padraig Harrington,43.53,74,170
57,0,26331,Charl Schwartzel,43.52,94,216
58,0,25834,Daniel Summerhays,43.44,139,320
59,0,31646,Emiliano Grillo,43.36,124,286
60,0,35545,Blayne Barber,43.15,107,248
61,0,26329,Louis Oosthuizen,43.10,75,174
62,0,06527,Steve Stricker,43.04,68,158
63,0,32757,Patton Kizzire,43.01,123,286
64,0,33141,Keegan Bradley,42.97,110,256
65,0,33419,Cameron Tringale,42.75,112,262
66,0,24024,Zach Johnson,42.58,109,256
67,0,33399,Adam Hadwin,42.38,128,302
68,0,25900,Lucas Glover,42.28,104,246
69,0,30692,Scott Stallings,42.27,93,220
70,0,36801,Mark Hubbard,42.19,135,320
71,0,22371,Aaron Baddeley,42.18,124,294
72,0,27936,Martin Laird,42.13,107,254
73,0,28679,Fabián Gómez,42.06,106,252
73,0,32640,Troy Merritt,42.06,106,252
75,0,29485,Brett Stegmaier,42.05,111,264
76,0,29268,Bronson Burgoon,42.00,105,250
77,0,25892,Steve Wheatcroft,41.98,110,262
78,0,29720,Andres Gonzales,41.77,104,249
79,0,26476,Chez Reavie,41.73,116,278
80,0,28114,Dawie van der Walt,41.52,93,224
81,0,26851,Marc Leishman,41.48,112,270
82,0,27644,Brian Harman,41.33,143,346
83,0,36699,Patrick Rodgers,41.30,114,276
84,0,23541,Ben Crane,41.25,99,240
85,0,24461,Thomas Aiken,41.20,89,216
85,0,29478,Kevin Kisner,41.20,117,284
87,0,34265,Will Wilcox,41.04,87,212
88,0,27649,Brandt Snedeker,41.01,114,278
89,0,20098,Stuart Appleby,40.95,86,210
90,0,34409,David Lingmerth,40.91,108,264
91,0,35879,Kelly Kraft,40.82,80,196
92,0,34174,John Huh,40.81,111,272
93,0,29420,Billy Horschel,40.79,93,228
94,0,27974,Sung Kang,40.67,109,268
95,0,12716,Charley Hoffman,40.65,113,278
96,0,34431,Robert Streb,40.51,111,274
97,0,24494,Erik Compton,40.49,83,205
98,0,29221,Webb Simpson,40.48,85,210
99,0,20157,Retief Goosen,40.45,72,178
99,0,30163,Henrik Norlander,40.45,89,220
101,0,22046,Geoff Ogilvy,40.31,79,196
102,0,23638,Brendon de Jonge,40.23,107,266
102,0,20104,Ken Duke,40.23,70,174
104,0,21731,Freddie Jacobson,40.22,111,276
105,0,29745,Tyler Aldridge,40.16,102,254
