RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,28089,Jason Day,88.7,1242,14
2,0,30925,Dustin Johnson,92.3,1476,16
3,0,33413,Ben Martin,99.0,1584,16
4,0,33461,Morgan Hoffmann,100.5,1206,12
5,0,32366,Kevin Chappell,104.6,1674,16
6,0,24502,Adam Scott,105.2,1368,13
7,0,26476,Chez Reavie,110.6,1548,14
8,0,25804,Bubba Watson,112.9,1242,11
9,0,28092,D.H. Lee,114.0,1026,9
10,0,36689,Brooks Koepka,114.5,1260,11
11,0,25818,Scott Piercy,116.3,1512,13
12,0,36699,Patrick Rodgers,117.7,1530,13
13,0,08075,Jerry Kelly,124.4,1368,11
14,0,27747,Hiroshi Iwata,124.5,1494,12
15,0,23320,Ryan Palmer,129.0,1548,12
16,0,06522,Ernie Els,132.0,1188,9
17,0,25834,Daniel Summerhays,137.1,1782,13
18,0,20104,Ken Duke,138.9,972,7
19,0,28237,Rory McIlroy,139.5,1116,8
19,0,27064,Jhonattan Vegas,139.5,1674,12
21,0,28114,Dawie van der Walt,140.0,1260,9
22,0,35539,Luke Guthrie,141.4,990,7
23,0,25493,Nick Taylor,142.2,1422,10
24,0,27974,Sung Kang,142.4,1566,11
25,0,26329,Louis Oosthuizen,144.0,1008,7
25,0,34264,Hudson Swafford,144.0,1872,13
27,0,25632,Jimmy Walker,147.6,1476,10
28,0,31323,Gary Woodland,148.9,1638,11
29,0,35300,Andrew Loupe,150.0,1350,9
30,0,34360,Patrick Reed,151.5,1818,12
31,0,22046,Geoff Ogilvy,151.7,1062,7
32,0,21209,Sergio Garcia,153.0,918,6
32,0,35451,Scott Pinckney,153.0,1530,10
34,0,35532,Tom Hoge,154.0,1386,9
35,0,33448,Justin Thomas,157.1,1728,11
36,0,29221,Webb Simpson,157.5,1260,8
37,0,29268,Bronson Burgoon,158.0,1422,9
38,0,12716,Charley Hoffman,158.4,1584,10
39,0,27963,Chris Stroud,160.0,1440,9
40,0,37455,Si Woo Kim,163.5,1962,12
41,0,21961,Charles Howell III,163.8,1638,10
42,0,24924,Bill Haas,164.0,1476,9
43,0,25198,Francesco Molinari,164.6,1152,7
44,0,37189,Harold Varner III,165.6,1656,10
45,0,22892,Jason Gore,166.5,1332,8
45,0,29476,Kyle Reifers,166.5,1998,12
47,0,24358,Robert Garrigus,167.1,1170,7
48,0,29518,Brendan Steele,168.0,1512,9
48,0,34431,Robert Streb,168.0,1512,9
50,0,29478,Kevin Kisner,169.2,1692,10
51,0,27436,Graham DeLaet,169.7,1188,7
52,0,27895,Jonas Blixt,171.0,1368,8
52,0,26758,David Hearn,171.0,1710,10
54,0,26951,Johnson Wagner,172.0,1548,9
55,0,32150,Michael Thompson,174.9,1224,7
56,0,23800,Bryce Molder,175.5,1404,8
57,0,46440,Smylie Kaufman,176.0,1584,9
58,0,35879,Kelly Kraft,177.0,1062,6
59,0,22371,Aaron Baddeley,178.0,1602,9
60,0,29926,Danny Lee,180.0,1620,9
61,0,25892,Steve Wheatcroft,182.3,1458,8
62,0,20229,Stewart Cink,183.0,1098,6
62,0,24781,Hunter Mahan,183.0,1098,6
64,0,22405,Justin Rose,186.0,1116,6
65,0,29725,Tony Finau,190.0,1710,9
66,0,32200,Roberto Castro,194.0,1746,9
66,0,36801,Mark Hubbard,194.0,1746,9
68,0,33204,Shane Lowry,194.4,972,5
69,0,34265,Will Wilcox,195.0,1170,6
70,0,34098,Russell Henley,195.4,1368,7
70,0,34046,Jordan Spieth,195.4,1368,7
72,0,33418,Shawn Stefani,195.8,1566,8
73,0,24461,Thomas Aiken,198.0,1188,6
73,0,29479,Scott Brown,198.0,1584,8
73,0,32102,Rickie Fowler,198.0,1386,7
73,0,35732,Wes Roach,198.0,990,5
73,0,33419,Cameron Tringale,198.0,1386,7
78,0,30110,Kyle Stanley,200.3,1602,8
79,0,30163,Henrik Norlander,201.0,1206,6
80,0,28679,Fabián Gómez,203.1,1422,7
80,0,27770,Camilo Villegas,203.1,1422,7
82,0,29461,Jamie Lovemark,204.8,1638,8
83,0,37273,Derek Ernst,205.2,1026,5
84,0,35545,Blayne Barber,205.7,1440,7
85,0,31420,Anirban Lahiri,207.0,1242,6
86,0,20691,Greg Owen,208.3,1458,7
87,0,31557,Jim Herman,209.3,1674,8
87,0,25396,Kevin Na,209.3,1674,8
89,0,26331,Charl Schwartzel,210.0,1260,6
90,0,27214,Kevin Streelman,210.9,1476,7
91,0,01810,Phil Mickelson,216.0,1296,6
92,0,33410,Andrew Landry,220.5,882,4
93,0,30711,Colt Knost,221.1,1548,7
94,0,27466,Spencer Levin,225.0,1800,8
95,0,27942,Rob Oppenheim,226.8,1134,5
96,0,10885,Robert Allenby,229.5,918,4
96,0,25686,Jason Dufner,229.5,1836,8
98,0,27129,Luke List,231.0,1386,6
98,0,32640,Troy Merritt,231.0,1386,6
100,0,10809,Jim Furyk,234.0,936,4
100,0,29223,Sam Saunders,234.0,1170,5
102,0,29745,Tyler Aldridge,237.0,1422,6
103,0,10213,Dicky Pride,238.5,954,4
103,0,06527,Steve Stricker,238.5,954,4
105,0,33399,Adam Hadwin,239.1,1674,7
106,0,20472,Alex Cejka,241.2,1206,5
107,0,20766,Padraig Harrington,243.0,972,4
107,0,34409,David Lingmerth,243.0,1458,6
109,0,33141,Keegan Bradley,246.0,1476,6
110,0,26289,Boo Weekley,249.0,1494,6
111,0,34099,Harris English,249.4,1746,7
112,0,31202,William McGirt,252.0,1764,7
112,0,30692,Scott Stallings,252.0,1260,5
114,0,32448,James Hahn,255.0,1530,6
114,0,34174,John Huh,255.0,1530,6
114,0,29485,Brett Stegmaier,255.0,1530,6
117,0,32876,Martin Piller,256.5,1026,4
118,0,26851,Marc Leishman,258.0,1548,6
119,0,23325,Vaughn Taylor,259.2,1296,5
120,0,28132,Tyrone Van Aswegen,262.3,1836,7
121,0,24357,K.J. Choi,262.8,1314,5
121,0,25720,Chad Collins,262.8,1314,5
123,0,25364,Paul Casey,266.4,1332,5
124,0,30944,Jason Kokrak,267.0,1602,6
125,0,27644,Brian Harman,267.4,1872,7
126,0,25900,Lucas Glover,270.0,1350,5
126,0,33667,Carlos Ortiz,270.0,1350,5
128,0,37454,Whee Kim,280.8,1404,5
129,0,34261,Scott Langley,283.5,1134,4
129,0,30927,Brendon Todd,283.5,1134,4
131,0,29289,S.Y. Noh,291.6,1458,5
132,0,23353,J.J. Henry,297.0,1188,4
132,0,29222,Billy Hurley III,297.0,1188,4
134,0,20572,Rod Pampling,300.0,900,3
135,0,30926,Chris Kirk,306.0,1530,5
135,0,34466,Peter Malnati,306.0,1530,5
135,0,25240,D.A. Points,306.0,918,3
138,0,21731,Freddie Jacobson,309.6,1548,5
138,0,20645,John Senden,309.6,1548,5
140,0,20098,Stuart Appleby,310.5,1242,4
141,0,29420,Billy Horschel,315.0,1260,4
142,0,25274,Steven Bowditch,319.5,1278,4
143,0,40026,Daniel Berger,320.4,1602,5
143,0,32757,Patton Kizzire,320.4,1602,5
143,0,33122,Russell Knox,320.4,1602,5
143,0,24140,Sean O'Hair,320.4,1602,5
147,0,32618,Rhein Gibson,324.0,972,3
147,0,06567,Vijay Singh,324.0,1296,4
149,0,20157,Retief Goosen,330.0,990,3
150,0,27141,J.B. Holmes,333.0,1332,4
151,0,23108,Matt Kuchar,345.6,1728,5
152,0,29720,Andres Gonzales,351.0,1404,4
153,0,29974,Branden Grace,360.0,1080,3
153,0,26300,Matt Jones,360.0,1440,4
