RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,30926,Chris Kirk,14,5,3,5,2014020
2,0,19846,Brian Gay,13,0,1,2,2014340
3,0,20098,Stuart Appleby,12,2,4,10,2014190
3,0,20160,Charlie Wi,12,0,4,16,2014310
5,0,29479,Scott Brown,11,0,2,10,2014390
5,0,20593,Greg Chalmers,11,1,3,7,2014020
5,0,20157,Retief Goosen,11,2,1,5,2014410
5,0,26851,Marc Leishman,11,1,2,11,2014010
9,0,25274,Steven Bowditch,10,0,1,10,2014190
9,0,23135,Tim Clark,10,1,1,2,2014410
9,0,25720,Chad Collins,10,0,1,3,2014320
9,0,29740,Brad Fritsch,10,0,3,6,2014310
9,0,23108,Matt Kuchar,10,6,3,11,2014270
9,0,25562,Andres Romero,10,1,4,9,2014370
9,0,26331,Charl Schwartzel,10,0,3,13,2014210
9,0,20645,John Senden,10,0,4,11,2014170
9,0,27963,Chris Stroud,10,1,2,1,2014230
9,0,33419,Cameron Tringale,10,3,1,10,2014340
19,0,24507,Jason Bohn,9,0,3,13,2014220
19,0,26499,Rafa Cabrera Bello,9,0,1,1,2014200
19,0,34099,Harris English,9,1,2,4,2014120
19,0,28500,Martin Flores,9,0,3,2,2014200
19,0,21209,Sergio Garcia,9,2,3,18,2014030
19,0,24924,Bill Haas,9,3,4,5,2014460
19,0,21350,Ryuji Imada,9,2,3,18,2014120
19,0,21731,Freddie Jacobson,9,1,2,18,2014190
19,0,30944,Jason Kokrak,9,2,4,8,2014160
19,0,10860,Justin Leonard,9,1,4,11,2014350
19,0,32839,Hideki Matsuyama,9,1,2,15,2014320
19,0,29289,S.Y. Noh,9,1,2,13,2014020
19,0,23320,Ryan Palmer,9,5,3,14,2014160
19,0,34707,Siddikur Rahman,9,2,2,12,2014030
19,0,22293,Heath Slocum,9,0,4,11,2014360
19,0,34046,Jordan Spieth,9,0,4,9,2014430
35,0,06004,Stephen Ames,8,1,4,4,2014200
35,0,22371,Aaron Baddeley,8,0,3,18,2014310
35,0,27895,Jonas Blixt,8,2,1,12,2014150
35,0,24925,Jonathan Byrd,8,0,1,9,2014390
35,0,01161,Mark Calcavecchia,8,0,1,18,2014220
35,0,21753,Brian Davis,8,0,2,16,2014150
35,0,23983,Luke Donald,8,1,1,2,2014190
35,0,25191,Gonzalo Fernandez-Castaño,8,1,2,9,2014300
35,0,32753,Wenyi Huang,8,8,3,9,2014040
35,0,29222,Billy Hurley III,8,0,1,18,2014050
35,0,27936,Martin Laird,8,0,2,17,2014320
35,0,24940,Edward Loar,8,1,1,9,2014410
