RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,01226,Fred Couples,4.32,363,84
2,0,01887,Mark O'Meara,4.07,330,81
3,0,01706,Davis Love III,4.02,370,92
4,0,01633,Tom Kite,4.00,364,91
5,0,01042,Paul Azinger,3.97,341,86
6,0,02246,Duffy Waldorf,3.94,339,86
7,0,01219,John Cook,3.92,310,79
7,0,01677,Tom Lehman,3.92,404,103
9,0,01724,Jeff Maggert,3.89,346,89
9,0,02146,Payne Stewart,3.89,319,82
11,0,06575,Dudley Hart,3.88,369,95
12,0,01553,John Huston,3.83,402,105
13,0,01938,David Peoples,3.82,378,99
13,0,02010,Loren Roberts,3.82,390,102
15,0,01098,Jay Don Blake,3.81,297,78
15,0,01968,Nick Price,3.81,377,99
17,0,02242,Lanny Wadkins,3.80,331,87
18,0,01355,Raymond Floyd,3.78,227,60
18,0,01385,Jim Gallagher Jr.,3.78,397,105
20,0,02049,Gene Sauers,3.77,294,78
21,0,01072,Chip Beck,3.76,335,89
21,0,02104,Jeff Sluman,3.76,417,111
21,0,02190,Doug Tewell,3.76,286,76
24,0,01096,Phil Blackmar,3.73,298,80
24,0,01200,Keith Clearwater,3.73,399,107
24,0,01378,David Frost,3.73,302,81
27,0,02159,Curtis Strange,3.72,223,60
28,0,01313,Steve Elkington,3.71,319,86
28,0,01837,Gil Morgan,3.71,323,87
28,0,02090,Tom Sieckmann,3.71,345,93
31,0,01161,Mark Calcavecchia,3.67,352,96
32,0,02099,Scott Simpson,3.66,267,73
32,0,02101,Joey Sindelar,3.66,392,107
34,0,01331,Rick Fehr,3.65,310,85
34,0,02225,Howard Twitty,3.65,310,85
36,0,01093,Ronnie Black,3.64,324,89
36,0,01682,Wayne Levi,3.64,302,83
38,0,01261,Jay Delsing,3.63,338,93
39,0,01444,Ken Green,3.62,315,87
39,0,01928,Corey Pavin,3.62,322,89
41,0,01945,Kenny Perry,3.59,298,83
42,0,01006,John Adams,3.58,333,93
42,0,02135,Mike Standly,3.58,354,99
44,0,01132,Mark Brooks,3.57,382,107
44,0,01876,Greg Norman,3.57,207,58
46,0,01129,Bill Britton,3.56,299,84
46,0,01549,Mike Hulbert,3.56,392,110
46,0,01577,Lee Janzen,3.56,370,104
49,0,01457,Jay Haas,3.54,368,104
49,0,02067,Ted Schulz,3.54,375,106
51,0,01361,Dan Forsman,3.52,384,109
51,0,01408,Kelly Gibson,3.52,327,93
51,0,01846,Jodie Mudd,3.52,232,66
54,0,01533,P.H. Horgan III,3.51,263,75
54,0,06332,Neal Lancaster,3.51,404,115
54,0,02303,Robert Wrenn,3.51,288,82
57,0,01235,Ben Crenshaw,3.50,287,82
57,0,06128,Steve Lamontagne,3.50,308,88
59,0,01329,Brad Faxon,3.49,311,89
59,0,01468,Gary Hallberg,3.49,304,87
59,0,01527,Scott Hoch,3.49,206,59
59,0,01797,Rocco Mediate,3.49,286,82
63,0,01388,Robert Gamez,3.48,275,79
63,0,01690,Bruce Lietzke,3.48,230,66
63,0,01771,Blaine McCallister,3.48,334,96
63,0,02131,Mike Springer,3.48,296,85
63,0,02224,Greg Twiggs,3.48,181,52
68,0,01414,Bob Gilder,3.47,326,94
68,0,01475,Donnie Hammond,3.47,229,66
68,0,01510,Nolan Henke,3.47,298,86
68,0,01522,Lon Hinkle,3.47,201,58
68,0,06090,Jim McGovern,3.47,350,101
68,0,01946,Peter Persons,3.47,344,99
74,0,01249,John Daly,3.45,269,78
74,0,06034,Marco Dawson,3.45,276,80
74,0,01323,Brad Fabel,3.45,324,94
77,0,06284,Jim Hallet,3.44,385,112
77,0,01823,Larry Mize,3.44,279,81
77,0,02206,David Toms,3.44,299,87
80,0,01550,Ed Humenik,3.43,343,100
80,0,01958,Dan Pohl,3.43,206,60
82,0,01736,Roger Maltbie,3.42,219,64
82,0,02321,Fuzzy Zoeller,3.42,212,62
84,0,01203,Russ Cochran,3.41,327,96
85,0,01049,Ian Baker-Finch,3.40,204,60
85,0,01133,Billy Ray Brown,3.40,255,75
85,0,01284,Mike Donald,3.40,343,101
88,0,01196,Brian Claar,3.39,336,99
88,0,02133,Craig Stadler,3.39,278,82
90,0,01381,Fred Funk,3.38,368,109
91,0,01014,Fulton Allem,3.37,334,99
91,0,01143,Brad Bryant,3.37,381,113
91,0,01701,Bob Lohr,3.37,300,89
94,0,01185,Brandel Chamblee,3.36,286,85
94,0,06150,Carl Cooper,3.36,255,76
94,0,02185,Lance Ten Broeck,3.36,360,107
97,0,01766,Billy Mayfair,3.35,382,114
97,0,01960,Don Pooley,3.35,191,57
97,0,02007,Larry Rinker,3.35,275,82
100,0,06044,Scott Gump,3.34,371,111
101,0,06072,Greg Whisman,3.32,259,78
102,0,01723,Andrew Magee,3.31,318,96
102,0,01926,Steve Pate,3.31,348,105
102,0,02298,Jim Woodward,3.31,232,70
105,0,01755,Dick Mast,3.30,241,73
105,0,02111,Mike Smith,3.30,350,106
105,0,02279,Mark Wiebe,3.30,274,83
108,0,06124,Patrick Burke,3.28,295,90
108,0,02313,Bruce Zabriski,3.28,262,80
110,0,01306,David Edwards,3.27,307,94
110,0,01390,Buddy Gardner,3.27,291,89
112,0,01288,Ed Dougherty,3.26,352,108
112,0,01307,Joel Edwards,3.26,176,54
112,0,01971,Dillard Pruitt,3.26,297,91
115,0,01214,Frank Conner,3.25,283,87
116,0,01469,Dan Halldorson,3.24,279,86
117,0,01024,Billy Andrade,3.23,278,86
117,0,01142,Bart Bryant,3.23,194,60
119,0,01353,Bruce Fleisher,3.22,328,102
119,0,08537,J.P. Hayes,3.22,235,73
119,0,06012,Greg Kraft,3.22,261,81
122,0,06142,Mitch Adcock,3.21,241,75
123,0,01060,Dave Barr,3.20,294,92
123,0,07569,Mark Carnevale,3.20,266,83
125,0,01320,Bob Estes,3.19,284,89
125,0,01418,Bill Glasson,3.19,169,53
125,0,01458,Jerry Haas,3.19,188,59
128,0,01557,John Inman,3.18,312,98
128,0,01943,Chris Perry,3.18,251,79
130,0,01035,Tommy Armour III,3.17,260,82
130,0,01435,Wayne Grady,3.17,222,70
132,0,01725,John Mahaffey,3.16,240,76
132,0,01748,Doug Martin,3.16,269,85
132,0,01783,Mark McCumber,3.16,256,81
132,0,02167,Mike Sullivan,3.16,253,80
136,0,02095,Larry Silveira,3.15,170,54
136,0,02322,Richard Zokol,3.15,211,67
138,0,06040,John Ross,3.14,270,86
138,0,02100,Tim Simpson,3.14,217,69
140,0,01891,David Ogrin,3.13,250,80
141,0,01559,Hale Irwin,3.12,203,65
141,0,02223,Bob Tway,3.12,203,65
143,0,01040,Emlyn Aubrey,3.10,223,72
143,0,01569,Peter Jacobsen,3.10,288,93
145,0,01139,Olin Browne,3.09,278,90
145,0,01157,Tom Byrum,3.09,235,76
145,0,02267,D.A. Weibring,3.09,250,81
148,0,02033,Dave Rummells,3.07,295,96
149,0,08277,Greg Lesher,3.06,239,78
149,0,02292,Bob Wolcott,3.06,312,102
151,0,01996,Mike Reid,3.05,235,77
152,0,01975,Tom Purtzer,3.04,249,82
153,0,06048,Dicky Thompson,3.03,212,70
153,0,02195,Leonard Thompson,3.03,209,69
155,0,06599,John Elliott,3.02,175,58
155,0,02201,Jim Thorpe,3.02,169,56
157,0,02226,Tray Tyner,3.01,202,67
158,0,01639,Kenny Knox,3.00,246,82
158,0,06751,Chris Tucker,3.00,249,83
160,0,01376,Bob Friend,2.99,290,97
161,0,01239,Michael Cunning,2.98,244,82
162,0,01374,Robin Freeman,2.95,248,84
163,0,01346,Ed Fiori,2.94,285,97
164,0,01489,Steve Hart,2.92,263,90
