RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,23621,Rory Sabbatini,.05,4,83
2,0,06014,Eric Booker,.04,3,85
2,0,20105,Jeff Gove,.04,3,82
2,0,12449,Ryan Howison,.04,3,81
2,0,12660,Jesper Parnevik,.04,3,68
2,0,22913,John Rollins,.04,3,72
7,0,01014,Fulton Allem,.03,2,75
7,0,10885,Robert Allenby,.03,3,94
7,0,07867,Woody Austin,.03,3,101
7,0,01063,Ben Bates,.03,3,104
7,0,01139,Olin Browne,.03,3,99
7,0,06809,Bob Burns,.03,3,89
7,0,19822,Bobby Cochran,.03,2,76
7,0,01249,John Daly,.03,2,71
7,0,07763,Doug Dunakey,.03,2,80
7,0,12782,Tim Herron,.03,3,94
7,0,08075,Jerry Kelly,.03,3,111
7,0,01797,Rocco Mediate,.03,2,76
7,0,10457,Frank Nobilo,.03,3,95
7,0,02133,Craig Stadler,.03,2,66
21,0,01035,Tommy Armour III,.02,2,89
21,0,01072,Chip Beck,.02,1,49
21,0,07363,Craig Bowden,.02,1,54
21,0,11653,Paul Curry,.02,1,64
21,0,01313,Steve Elkington,.02,1,58
21,0,01326,Nick Faldo,.02,1,49
21,0,21209,Sergio Garcia,.02,1,52
21,0,01408,Kelly Gibson,.02,2,82
21,0,10201,Matt Gogel,.02,2,84
21,0,10962,Bradley Hughes,.02,2,90
21,0,06315,Pete Jordan,.02,2,102
21,0,20445,Casey Martin,.02,2,88
21,0,01766,Billy Mayfair,.02,2,88
21,0,06515,Shaun Micheel,.02,2,91
21,0,12753,David Morland IV,.02,2,86
21,0,21593,Keith Nolan,.02,1,57
21,0,01887,Mark O'Meara,.02,1,55
21,0,01905,Joe Ozaki,.02,1,53
21,0,20095,Carl Paulson,.02,2,103
21,0,01968,Nick Price,.02,1,62
21,0,01975,Tom Purtzer,.02,1,56
21,0,02110,Jerry Smith,.02,2,101
21,0,06613,Tommy Tolles,.02,1,60
44,0,20099,Doug Barron,.01,1,82
44,0,12652,Cameron Beckman,.01,1,81
44,0,23614,Rich Beem,.01,1,81
44,0,20029,Notah Begay III,.01,1,78
44,0,08243,Aaron Bengoechea,.01,1,73
44,0,01116,Michael Bradley,.01,1,73
44,0,01132,Mark Brooks,.01,1,88
44,0,24356,Jason Buha,.01,1,82
44,0,01157,Tom Byrum,.01,1,89
44,0,23656,Jason Caron,.01,1,75
44,0,12388,Michael Clark II,.01,1,80
44,0,01203,Russ Cochran,.01,1,71
44,0,01261,Jay Delsing,.01,1,93
44,0,06036,Scott Dunlap,.01,1,106
44,0,01307,Joel Edwards,.01,1,99
44,0,23125,Brad Elder,.01,1,110
44,0,06522,Ernie Els,.01,1,68
44,0,01331,Rick Fehr,.01,1,71
44,0,07457,Steve Flesch,.01,1,121
44,0,01361,Dan Forsman,.01,1,88
44,0,21805,Harrison Frazar,.01,1,70
44,0,01374,Robin Freeman,.01,1,98
44,0,01381,Fred Funk,.01,1,109
44,0,01388,Robert Gamez,.01,1,76
44,0,20574,Mathew Goggin,.01,1,91
44,0,06088,Steve Gotsche,.01,1,89
44,0,06643,Paul Goydos,.01,1,97
44,0,06044,Scott Gump,.01,1,105
44,0,06575,Dudley Hart,.01,1,73
44,0,01489,Steve Hart,.01,1,70
44,0,08537,J.P. Hayes,.01,1,89
44,0,10117,Bob Heintz,.01,1,85
44,0,01527,Scott Hoch,.01,1,104
44,0,01577,Lee Janzen,.01,1,91
44,0,06573,Brandt Jobe,.01,1,88
44,0,01619,Skip Kendall,.01,1,112
44,0,08993,Franklin Langham,.01,1,91
44,0,01677,Tom Lehman,.01,1,69
44,0,01685,J.L. Lewis,.01,1,102
44,0,11032,Frank Lickliter II,.01,1,105
44,0,01707,Steve Lowery,.01,1,104
44,0,01761,Len Mattiace,.01,1,107
44,0,01810,Phil Mickelson,.01,1,80
44,0,01927,Dennis Paulson,.01,1,81
44,0,10912,Craig Perks,.01,1,82
44,0,01943,Chris Perry,.01,1,105
44,0,10213,Dicky Pride,.01,1,94
44,0,06062,Charles Raulerson,.01,1,98
44,0,06567,Vijay Singh,.01,1,92
44,0,22064,Craig Spence,.01,1,85
44,0,02131,Mike Springer,.01,1,81
44,0,08375,Paul Stankowski,.01,1,73
44,0,07101,Dave Stockton Jr.,.01,1,87
44,0,06581,David Sutherland,.01,1,106
44,0,06595,Kevin Sutherland,.01,1,94
44,0,02170,Hal Sutton,.01,1,89
44,0,06078,Esteban Toledo,.01,1,111
44,0,02214,Kirk Triplett,.01,1,97
44,0,02257,Brian Watts,.01,1,88
44,0,10423,Mike Weir,.01,1,96
44,0,10425,Jay Williamson,.01,1,102
44,0,08793,Tiger Woods,.01,1,76
