RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01329,Brad Faxon,28.05,2693,96,22
2,0,01887,Mark O'Meara,28.14,1435,51,24
3,0,01042,Paul Azinger,28.21,1918,68,22
4,0,21209,Sergio Garcia,28.23,1355,48,23
5,0,01599,Steve Jones,28.30,1896,67,23
6,0,06522,Ernie Els,28.33,1813,64,24
6,0,01810,Phil Mickelson,28.33,2153,76,22
8,0,11653,Paul Curry,28.39,1817,64,24
9,0,01024,Billy Andrade,28.40,2442,86,20
10,0,20098,Stuart Appleby,28.42,2188,77,21
11,0,06643,Paul Goydos,28.44,2759,97,23
12,0,20094,Jonathan Kaye,28.46,3188,112,22
12,0,10585,Scott McCarron,28.46,2789,98,23
14,0,01331,Rick Fehr,28.48,2022,71,21
14,0,02131,Mike Springer,28.48,2307,81,23
16,0,01928,Corey Pavin,28.51,2053,72,18
17,0,01823,Larry Mize,28.55,1970,69,22
18,0,01132,Mark Brooks,28.58,2458,86,23
19,0,01320,Bob Estes,28.59,1687,59,24
20,0,23621,Rory Sabbatini,28.60,2374,83,21
20,0,06431,Jean Van de Velde,28.60,1802,63,23
22,0,02010,Loren Roberts,28.61,2346,82,23
23,0,19881,Robert Damron,28.62,2604,91,23
24,0,01175,Jim Carter,28.63,2634,92,20
24,0,06613,Tommy Tolles,28.63,1718,60,24
26,0,02218,Ted Tryba,28.64,3122,109,24
27,0,10117,Bob Heintz,28.67,2437,85,22
28,0,19846,Brian Gay,28.69,2840,99,24
28,0,07753,Kevin Wentworth,28.69,2295,80,22
30,0,20127,Chris Riley,28.70,2698,94,23
31,0,08931,Glen Day,28.71,2641,92,22
31,0,08375,Paul Stankowski,28.71,2096,73,23
33,0,01323,Brad Fabel,28.72,2527,88,20
34,0,12660,Jesper Parnevik,28.73,1839,64,24
35,0,11032,Frank Lickliter II,28.74,3018,105,24
36,0,08793,Tiger Woods,28.76,2071,72,23
37,0,01619,Skip Kendall,28.78,3223,112,21
38,0,01941,Tom Pernice Jr.,28.79,2764,96,22
39,0,01072,Chip Beck,28.80,1411,49,23
