RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,20157,Retief Goosen,1.41,14,990
2,0,06373,José María Olazábal,1.60,15,936
3,0,06527,Steve Stricker,1.64,23,1404
4,0,19846,Brian Gay,1.65,28,1692
5,0,20593,Greg Chalmers,1.67,21,1260
6,0,20229,Stewart Cink,1.72,30,1746
7,0,08793,Tiger Woods,1.77,23,1296
8,0,02010,Loren Roberts,1.90,27,1422
9,0,20127,Chris Riley,1.95,26,1332
10,0,01457,Jay Haas,1.97,28,1422
11,0,01329,Brad Faxon,2.06,33,1602
12,0,01473,Todd Hamilton,2.15,34,1584
13,0,01320,Bob Estes,2.19,28,1278
14,0,01219,John Cook,2.20,21,954
14,0,06522,Ernie Els,2.20,23,1044
14,0,02002,John Riegger,2.20,21,954
17,0,10860,Justin Leonard,2.22,34,1530
18,0,12760,Danny Ellis,2.24,31,1386
19,0,02239,Scott Verplank,2.26,37,1638
20,0,08931,Glen Day,2.30,41,1782
21,0,20850,Daniel Chopra,2.31,44,1908
21,0,02214,Kirk Triplett,2.31,35,1512
23,0,07223,Brian Bateman,2.36,34,1440
24,0,01157,Tom Byrum,2.41,36,1494
25,0,06197,Michael Allen,2.42,37,1530
25,0,22371,Aaron Baddeley,2.42,37,1530
25,0,23541,Ben Crane,2.42,40,1656
28,0,06251,Chris DiMarco,2.49,44,1764
29,0,23552,Hank Kuehne,2.50,40,1602
30,0,20121,Todd Fischer,2.51,46,1836
30,0,21805,Harrison Frazar,2.51,37,1476
30,0,20433,Mark Hensby,2.51,42,1674
33,0,08537,J.P. Hayes,2.52,34,1350
34,0,12645,Brent Geiberger,2.56,42,1638
34,0,20548,Hidemichi Tanaka,2.56,41,1602
36,0,12660,Jesper Parnevik,2.58,40,1548
36,0,25345,Carl Pettersson,2.58,45,1746
38,0,01042,Paul Azinger,2.59,35,1350
38,0,20382,Stephen Leaney,2.59,35,1350
38,0,01761,Len Mattiace,2.59,35,1350
41,0,08075,Jerry Kelly,2.60,51,1962
42,0,01938,David Peoples,2.64,38,1440
42,0,01941,Tom Pernice Jr.,2.64,47,1782
44,0,24024,Zach Johnson,2.65,51,1926
45,0,20628,Arron Oberholser,2.66,35,1314
46,0,26420,Richard Johnson,2.67,49,1836
46,0,06595,Kevin Sutherland,2.67,39,1458
48,0,22046,Geoff Ogilvy,2.68,42,1566
49,0,20498,Briny Baird,2.69,47,1746
50,0,01139,Olin Browne,2.71,43,1584
50,0,06809,Bob Burns,2.71,42,1548
52,0,12680,Shigeki Maruyama,2.72,45,1656
53,0,21407,Arjun Atwal,2.74,41,1494
53,0,01706,Davis Love III,2.74,37,1350
53,0,01928,Corey Pavin,2.74,39,1422
56,0,01948,Tim Petrovic,2.75,53,1926
57,0,19972,José Coceres,2.78,32,1152
57,0,23983,Luke Donald,2.78,36,1296
57,0,20634,Peter Lonard,2.78,33,1188
57,0,22293,Heath Slocum,2.78,45,1620
61,0,01388,Robert Gamez,2.80,52,1854
62,0,12782,Tim Herron,2.81,42,1494
63,0,07939,Dan Olsen,2.82,37,1314
64,0,01381,Fred Funk,2.84,49,1728
64,0,10585,Scott McCarron,2.84,44,1548
66,0,24357,K.J. Choi,2.85,42,1476
67,0,23353,J.J. Henry,2.86,53,1854
67,0,10107,Deane Pappas,2.86,36,1260
69,0,06004,Stephen Ames,2.87,49,1710
69,0,21878,Mark Wilson,2.87,32,1116
71,0,20663,Brenden Pappas,2.88,56,1944
71,0,23623,Bo Van Pelt,2.88,54,1872
73,0,19825,Darren Clarke,2.89,25,864
73,0,01968,Nick Price,2.89,26,900
75,0,01142,Bart Bryant,2.90,36,1242
75,0,20572,Rod Pampling,2.90,49,1692
75,0,22548,Patrick Sheehan,2.90,58,1998
78,0,10201,Matt Gogel,2.91,44,1512
79,0,20098,Stuart Appleby,2.92,41,1404
79,0,21961,Charles Howell III,2.92,53,1818
81,0,01527,Scott Hoch,2.94,27,918
81,0,02223,Bob Tway,2.94,45,1530
83,0,12602,Dean Wilson,2.97,53,1782
84,0,10733,Kent Jones,2.98,52,1746
84,0,06567,Vijay Singh,2.98,59,1980
86,0,21731,Freddie Jacobson,2.99,43,1440
87,0,23497,Tag Ridings,3.00,27,900
88,0,25396,Kevin Na,3.01,52,1728
89,0,01249,John Daly,3.02,43,1422
90,0,12394,Tom Carter,3.03,60,1980
91,0,08881,Tripp Isenhour,3.04,29,954
91,0,02104,Jeff Sluman,3.04,53,1746
93,0,12510,Chad Campbell,3.05,51,1674
93,0,21949,Joe Ogilvie,3.05,56,1836
95,0,10425,Jay Williamson,3.06,54,1764
96,0,07363,Craig Bowden,3.08,46,1494
97,0,23135,Tim Clark,3.11,47,1512
97,0,01920,Craig Parry,3.11,28,900
99,0,01619,Skip Kendall,3.14,56,1782
99,0,01685,J.L. Lewis,3.14,60,1908
101,0,24507,Jason Bohn,3.16,54,1710
102,0,01132,Mark Brooks,3.17,40,1260
103,0,01203,Russ Cochran,3.19,35,1098
104,0,01927,Dennis Paulson,3.21,41,1278
105,0,11032,Frank Lickliter II,3.23,50,1548
106,0,22405,Justin Rose,3.24,42,1296
107,0,21633,Steve Allan,3.25,58,1782
107,0,21646,David Branshaw,3.25,48,1476
107,0,12823,Carlos Franco,3.25,58,1782
110,0,01024,Billy Andrade,3.26,61,1872
111,0,01261,Jay Delsing,3.27,43,1314
111,0,01771,Blaine McCallister,3.27,40,1224
111,0,08385,Omar Uresti,3.27,50,1530
111,0,02246,Duffy Waldorf,3.27,43,1314
115,0,02049,Gene Sauers,3.29,48,1458
116,0,24502,Adam Scott,3.31,31,936
117,0,01035,Tommy Armour III,3.32,52,1566
117,0,20104,Ken Duke,3.32,52,1566
119,0,23613,Rich Barcelo,3.33,39,1170
119,0,22913,John Rollins,3.33,51,1530
121,0,01378,David Frost,3.35,47,1404
122,0,21959,Ted Purdy,3.37,68,2016
123,0,07721,Pat Bates,3.38,59,1746
124,0,07457,Steve Flesch,3.39,64,1890
124,0,23325,Vaughn Taylor,3.39,50,1476
126,0,12652,Cameron Beckman,3.41,59,1728
126,0,24925,Jonathan Byrd,3.41,51,1494
128,0,24781,Hunter Mahan,3.43,58,1692
129,0,25686,Jason Dufner,3.45,49,1422
129,0,06575,Dudley Hart,3.45,36,1044
129,0,01887,Mark O'Meara,3.45,36,1044
132,0,01313,Steve Elkington,3.46,38,1098
133,0,20029,Notah Begay III,3.48,42,1206
134,0,10423,Mike Weir,3.50,46,1314
135,0,06078,Esteban Toledo,3.52,57,1620
136,0,11123,Chris Couch,3.54,35,990
136,0,01666,Bernhard Langer,3.54,35,990
136,0,01677,Tom Lehman,3.54,42,1188
139,0,19824,Craig Barlow,3.56,50,1404
139,0,01707,Steve Lowery,3.56,57,1602
141,0,08123,Jeff Brehaut,3.58,67,1872
141,0,20378,Mathias Grönberg,3.58,56,1566
141,0,01945,Kenny Perry,3.58,49,1368
144,0,01361,Dan Forsman,3.61,50,1386
144,0,23108,Matt Kuchar,3.61,54,1494
146,0,07749,Brett Quigley,3.63,64,1764
146,0,02101,Joey Sindelar,3.63,64,1764
148,0,06621,Joe Durant,3.66,56,1530
149,0,06332,Neal Lancaster,3.67,68,1854
150,0,19881,Robert Damron,3.68,61,1656
151,0,12682,Hirofumi Miyase,3.70,42,1134
152,0,10885,Robert Allenby,3.72,59,1584
152,0,08339,Spike McRoy,3.72,61,1638
152,0,06515,Shaun Micheel,3.72,61,1638
155,0,22621,Ben Curtis,3.74,35,936
156,0,02245,Grant Waite,3.75,52,1386
157,0,01127,Danny Briggs,3.77,55,1458
157,0,12705,Cliff Kresge,3.77,59,1566
157,0,20580,Andre Stolz,3.77,36,954
160,0,01810,Phil Mickelson,3.80,54,1422
161,0,20472,Alex Cejka,3.81,48,1260
162,0,08835,Kris Cox,3.83,49,1278
162,0,02206,David Toms,3.83,51,1332
164,0,02099,Scott Simpson,3.84,38,990
165,0,21893,Brian Kortan,3.85,43,1116
165,0,23307,Roger Tambellini,3.85,54,1404
167,0,20645,John Senden,3.88,67,1728
168,0,01724,Jeff Maggert,3.89,42,1080
169,0,23320,Ryan Palmer,3.94,71,1800
170,0,01161,Mark Calcavecchia,3.99,56,1404
171,0,25237,Kevin Muncrief,4.00,36,900
172,0,23621,Rory Sabbatini,4.01,62,1548
173,0,20094,Jonathan Kaye,4.02,55,1368
174,0,01766,Billy Mayfair,4.07,77,1890
175,0,06214,Guy Boros,4.08,47,1152
176,0,08337,Mike Heinen,4.09,39,954
177,0,23614,Rich Beem,4.11,57,1386
177,0,12753,David Morland IV,4.11,54,1314
179,0,07867,Woody Austin,4.14,70,1692
180,0,25900,Lucas Glover,4.15,68,1638
181,0,21209,Sergio Garcia,4.17,48,1152
181,0,01797,Rocco Mediate,4.17,36,864
183,0,01926,Steve Pate,4.19,52,1242
184,0,10213,Dicky Pride,4.23,48,1134
185,0,10912,Craig Perks,4.24,55,1296
186,0,20585,Niclas Fasth,4.26,46,1080
187,0,01226,Fred Couples,4.27,40,936
188,0,01577,Lee Janzen,4.40,65,1476
189,0,02106,Chris Smith,4.44,84,1890
190,0,24361,Pat Perez,4.61,83,1800
191,0,24290,D.J. Brigman,4.75,65,1368
192,0,26287,Roland Thatcher,4.80,57,1188
193,0,06613,Tommy Tolles,4.89,59,1206
194,0,23338,David Gossett,5.07,52,1026
195,0,01553,John Huston,5.26,53,1008
196,0,23063,Scott Hend,5.56,79,1422
