RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,08793,Tiger Woods,9.0
2,0,20121,Todd Fischer,8.8
3,0,12645,Brent Geiberger,8.7
3,0,20766,Padraig Harrington,8.7
5,0,27124,Chris Baryla,8.6
5,0,01226,Fred Couples,8.6
5,0,10809,Jim Furyk,8.6
5,0,06012,Greg Kraft,8.6
5,0,06527,Steve Stricker,8.6
10,0,06004,Stephen Ames,8.5
10,3,23108,Matt Kuchar,8.5
10,0,29461,Jamie Lovemark,8.5
10,0,20628,Arron Oberholser,8.5
14,-1,24461,Thomas Aiken,8.4
14,-1,22371,Aaron Baddeley,8.4
14,-1,25364,Paul Casey,8.4
14,-1,24024,Zach Johnson,8.4
14,-1,29926,Danny Lee,8.4
14,-1,26596,Ryan Moore,8.4
14,-1,27683,Leif Olson,8.4
14,-1,22405,Justin Rose,8.4
14,-1,02104,Jeff Sluman,8.4
14,-1,27649,Brandt Snedeker,8.4
14,-1,20396,Lee Westwood,8.4
25,1,07867,Woody Austin,8.3
25,1,12510,Chad Campbell,8.3
25,1,23135,Tim Clark,8.3
25,1,06034,Marco Dawson,8.3
25,1,24358,Robert Garrigus,8.3
25,1,01527,Scott Hoch,8.3
25,1,06573,Brandt Jobe,8.3
25,1,26695,Michael Letzig,8.3
25,1,28158,Steve Marino,8.3
25,1,24490,George McNeill,8.3
25,1,23800,Bryce Molder,8.3
25,1,01948,Tim Petrovic,8.3
25,-12,24138,Ian Poulter,8.3
25,1,26331,Charl Schwartzel,8.3
25,1,21498,Hideto Tanihara,8.3
25,1,20436,Garrett Willis,8.3
41,0,20848,Ángel Cabrera,8.2
41,0,20229,Stewart Cink,8.2
41,0,28089,Jason Day,8.2
41,0,01320,Bob Estes,8.2
41,0,21209,Sergio Garcia,8.2
41,0,30925,Dustin Johnson,8.2
41,0,29718,Anthony Kim,8.2
41,0,20669,James Kingston,8.2
41,0,01677,Tom Lehman,8.2
41,0,10860,Justin Leonard,8.2
41,0,24912,Will MacKenzie,8.2
41,0,24781,Hunter Mahan,8.2
41,0,01810,Phil Mickelson,8.2
41,0,25198,Francesco Molinari,8.2
41,0,25396,Kevin Na,8.2
41,0,23320,Ryan Palmer,8.2
41,0,20572,Rod Pampling,8.2
41,0,25190,Jeff Quinney,8.2
41,0,06567,Vijay Singh,8.2
41,0,06595,Kevin Sutherland,8.2
41,0,02239,Scott Verplank,8.2
41,0,25632,Jimmy Walker,8.2
41,0,25804,Bubba Watson,8.2
41,0,26498,Matt Weibring,8.2
65,0,10885,Robert Allenby,8.1
65,0,28087,Kris Blanks,8.1
65,0,24925,Jonathan Byrd,8.1
65,0,01157,Tom Byrum,8.1
65,0,20472,Alex Cejka,8.1
65,0,20593,Greg Chalmers,8.1
65,0,22621,Ben Curtis,8.1
65,0,27436,Graham DeLaet,8.1
65,0,06522,Ernie Els,8.1
65,0,20574,Mathew Goggin,8.1
65,0,24980,Scott Gutschewski,8.1
65,0,24924,Bill Haas,8.1
65,0,08537,J.P. Hayes,8.1
65,0,01553,John Huston,8.1
65,0,22961,David Mathis,8.1
65,0,26301,James Nitties,8.1
65,0,24140,Sean O'Hair,8.1
65,0,22046,Geoff Ogilvy,8.1
65,0,25818,Scott Piercy,8.1
65,0,23497,Tag Ridings,8.1
65,0,20127,Chris Riley,8.1
65,0,23621,Rory Sabbatini,8.1
65,0,20645,John Senden,8.1
65,0,21528,Henrik Stenson,8.1
65,0,26287,Roland Thatcher,8.1
65,0,02206,David Toms,8.1
65,0,02223,Bob Tway,8.1
65,0,08385,Omar Uresti,8.1
65,0,23623,Bo Van Pelt,8.1
65,0,10423,Mike Weir,8.1
95,0,06197,Michael Allen,8.0
95,0,23614,Rich Beem,8.0
95,0,24507,Jason Bohn,8.0
95,0,19825,Darren Clarke,8.0
95,52,06251,Chris DiMarco,8.0
95,0,23983,Luke Donald,8.0
95,0,25686,Jason Dufner,8.0
95,0,01313,Steve Elkington,8.0
95,0,24725,Richard Finch,8.0
95,0,32102,Rickie Fowler,8.0
95,0,12823,Carlos Franco,8.0
95,0,21805,Harrison Frazar,8.0
95,0,01388,Robert Gamez,8.0
95,0,25900,Lucas Glover,8.0
95,0,20157,Retief Goosen,8.0
95,0,06643,Paul Goydos,8.0
95,0,20378,Mathias Grönberg,8.0
95,0,20433,Mark Hensby,8.0
95,0,21731,Freddie Jacobson,8.0
95,0,01577,Lee Janzen,8.0
95,0,26300,Matt Jones,8.0
95,0,20094,Jonathan Kaye,8.0
95,0,27936,Martin Laird,8.0
95,0,10565,Ian Leggatt,8.0
95,0,01706,Davis Love III,8.0
95,0,23548,Bill Lunde,8.0
95,0,01724,Jeff Maggert,8.0
95,0,27060,John Mallinger,8.0
95,0,12680,Shigeki Maruyama,8.0
95,0,01766,Billy Mayfair,8.0
95,0,10585,Scott McCarron,8.0
95,0,21949,Joe Ogilvie,8.0
95,0,06373,José María Olazábal,8.0
95,0,28475,Jeff Overton,8.0
95,0,01928,Corey Pavin,8.0
95,0,01945,Kenny Perry,8.0
95,0,25240,D.A. Points,8.0
95,0,02010,Loren Roberts,8.0
95,0,22293,Heath Slocum,8.0
95,0,26679,Kevin Stadler,8.0
95,0,30110,Kyle Stanley,8.0
95,0,08845,Scott Sterling,8.0
95,0,22295,Darron Stiles,8.0
95,0,27214,Kevin Streelman,8.0
95,0,27963,Chris Stroud,8.0
95,0,30927,Brendon Todd,8.0
95,0,27770,Camilo Villegas,8.0
95,0,28135,Aaron Watkins,8.0
95,0,27095,Nick Watney,8.0
95,0,12602,Dean Wilson,8.0
95,0,21878,Mark Wilson,8.0
95,0,27506,Oliver Wilson,8.0
147,0,01035,Tommy Armour III,7.9
147,0,20070,Matt Bettencourt,7.9
147,0,24357,K.J. Choi,7.9
147,0,20850,Daniel Chopra,7.9
147,0,19972,José Coceres,7.9
147,0,23541,Ben Crane,7.9
147,0,23409,James Driscoll,7.9
147,0,07457,Steve Flesch,7.9
147,0,23353,J.J. Henry,7.9
147,0,12782,Tim Herron,7.9
147,0,12716,Charley Hoffman,7.9
147,0,21961,Charles Howell III,7.9
147,0,23533,Anthony Kang,7.9
147,0,19970,Robert Karlsson,7.9
147,0,08075,Jerry Kelly,7.9
147,0,24503,Jeff Klauk,7.9
147,0,12705,Cliff Kresge,7.9
147,0,06332,Neal Lancaster,7.9
147,0,26851,Marc Leishman,7.9
147,0,27466,Spencer Levin,7.9
147,0,11032,Frank Lickliter II,7.9
147,0,27120,Troy Matteson,7.9
147,0,33109,Jack Newman,7.9
147,0,22348,Nick O'Hern,7.9
147,0,20691,Greg Owen,7.9
147,0,01938,David Peoples,7.9
147,0,24361,Pat Perez,7.9
147,0,32876,Martin Piller,7.9
147,0,25562,Andres Romero,7.9
147,0,22548,Patrick Sheehan,7.9
147,0,29221,Webb Simpson,7.9
147,0,20686,Jeev Milkha Singh,7.9
147,0,08375,Paul Stankowski,7.9
147,0,23325,Vaughn Taylor,7.9
147,0,28780,Nicholas Thompson,7.9
147,0,28118,Peter Tomasulo,7.9
147,0,26951,Johnson Wagner,7.9
147,0,23349,Charles Warren,7.9
147,-52,26289,Boo Weekley,7.9
147,0,25349,Tim Wilkinson,7.9
147,0,24663,Y.E. Yang,7.9
188,0,23778,Brad Adamonis,7.8
188,0,21633,Steve Allan,7.8
188,0,23613,Rich Barcelo,7.8
188,0,12652,Cameron Beckman,7.8
188,0,01093,Ronnie Black,7.8
188,0,06214,Guy Boros,7.8
188,0,23638,Brendon de Jonge,7.8
188,0,06621,Joe Durant,7.8
188,0,32698,Bobby Gates,7.8
188,0,01473,Todd Hamilton,7.8
188,0,31044,Matt Harmon,7.8
188,0,06575,Dudley Hart,7.8
188,0,10117,Bob Heintz,7.8
188,0,19958,Miguel Angel Jiménez,7.8
188,0,10733,Kent Jones,7.8
188,0,27408,Martin Kaymer,7.8
188,0,28308,Troy Kelly,7.8
188,0,27129,Luke List,7.8
188,0,01707,Steve Lowery,7.8
188,0,28237,Rory McIlroy,7.8
188,0,06515,Shaun Micheel,7.8
188,0,27072,Alvaro Quiros,7.8
188,0,22913,John Rollins,7.8
188,0,02214,Kirk Triplett,7.8
188,0,12755,Vance Veazey,7.8
188,0,25919,Brian Vranesh,7.8
188,0,20160,Charlie Wi,7.8
188,0,26497,Casey Wittenberg,7.8
216,0,01249,John Daly,7.7
216,0,21753,Brian Davis,7.7
216,0,08931,Glen Day,7.7
216,0,20104,Ken Duke,7.7
216,0,27896,Ross Fisher,7.7
216,0,29419,Tadd Fujikawa,7.7
216,0,23718,Nathan Green,7.7
216,0,27933,John Merrick,7.7
216,0,26329,Louis Oosthuizen,7.7
216,0,12660,Jesper Parnevik,7.7
216,0,01941,Tom Pernice Jr.,7.7
216,0,26476,Chez Reavie,7.7
216,0,23788,D.J. Trahan,7.7
229,0,21407,Arjun Atwal,7.6
229,0,20498,Briny Baird,7.6
229,0,19824,Craig Barlow,7.6
229,0,07003,David Berganio Jr.,7.6
229,0,01132,Mark Brooks,7.6
229,0,01161,Mark Calcavecchia,7.6
229,0,27382,Wil Collins,7.6
229,0,01261,Jay Delsing,7.6
229,0,22792,Peter Hanson,7.6
229,0,21350,Ryuji Imada,7.6
229,0,30711,Colt Knost,7.6
229,0,25572,Graeme McDowell,7.6
229,0,24449,Parker McLachlin,7.6
229,0,08339,Spike McRoy,7.6
229,0,01797,Rocco Mediate,7.6
229,0,01876,Greg Norman,7.6
229,0,25345,Carl Pettersson,7.6
229,0,21959,Ted Purdy,7.6
229,0,07749,Brett Quigley,7.6
229,0,26882,Michael Sim,7.6
249,0,24846,Ricky Barnes,7.5
249,0,01116,Michael Bradley,7.5
249,0,32262,Mark Brown,7.5
249,0,01139,Olin Browne,7.5
249,0,19881,Robert Damron,7.5
249,0,09011,David Duval,7.5
249,0,12695,Robert Floyd,7.5
249,0,30750,Tommy Gainey,7.5
249,0,19846,Brian Gay,7.5
249,0,22892,Jason Gore,7.5
249,0,22378,Trevor Immelman,7.5
249,0,01619,Skip Kendall,7.5
249,0,20634,Peter Lonard,7.5
249,0,26881,Jarrod Lyle,7.5
249,0,27302,Garth Mulroy,7.5
249,0,10213,Dicky Pride,7.5
249,0,24502,Adam Scott,7.5
249,0,02245,Grant Waite,7.5
249,0,10425,Jay Williamson,7.5
268,0,20098,Stuart Appleby,7.4
268,0,01042,Paul Azinger,7.4
268,0,01142,Bart Bryant,7.4
268,0,24236,Nick Dougherty,7.4
268,0,01425,Ernie Gonzalez,7.4
268,0,20859,Anders Hansen,7.4
268,0,23624,Soren Hansen,7.4
