RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,21528,Henrik Stenson,63.51,94,148,-0.10
2,0,34265,Will Wilcox,60.27,44,73,-0.09
3,0,31557,Jim Herman,59.41,101,170,-0.06
4,0,28486,Michael Putnam,57.69,90,156,-0.03
5,0,22405,Justin Rose,57.63,68,118,-0.19
6,0,27436,Graham DeLaet,57.43,58,101,-0.09
7,0,25364,Paul Casey,57.05,89,156,-0.03
8,0,28089,Jason Day,56.30,76,135,-0.20
9,0,40026,Daniel Berger,56.25,108,192,-0.06
10,0,20229,Stewart Cink,55.91,71,127,-0.07
11,0,25900,Lucas Glover,55.88,76,136,-0.03
12,0,24925,Jonathan Byrd,55.36,62,112,-0.15
13,0,34431,Robert Streb,54.30,120,221,-0.18
14,0,20691,Greg Owen,54.05,40,74,+0.05
15,0,25804,Bubba Watson,53.97,68,126,-0.10
16,0,29221,Webb Simpson,53.75,86,160,-0.08
17,0,27933,John Merrick,53.49,69,129,-0.01
18,0,33448,Justin Thomas,53.20,108,203,-0.01
19,0,24507,Jason Bohn,52.86,120,227,-0.13
19,0,36699,Patrick Rodgers,52.86,37,70,-0.08
21,0,26951,Johnson Wagner,52.80,66,125,E
22,0,30946,Alex Prugh,52.67,79,150,-0.08
23,0,01706,Davis Love III,52.63,50,95,-0.08
24,0,22892,Jason Gore,52.50,63,120,-0.10
25,0,25632,Jimmy Walker,52.29,80,153,-0.14
26,0,37273,Derek Ernst,52.17,60,115,-0.05
27,0,32334,Charlie Beljan,52.00,52,100,-0.02
28,0,23548,Bill Lunde,51.95,40,77,-0.13
29,0,28023,Byron Smith,51.69,46,89,-0.13
30,0,26476,Chez Reavie,51.40,55,107,-0.02
31,0,30711,Colt Knost,50.93,110,216,-0.10
32,0,23353,J.J. Henry,50.84,91,179,-0.05
33,0,33418,Shawn Stefani,50.82,93,183,-0.11
34,0,34098,Russell Henley,50.69,73,144,-0.12
35,0,33399,Adam Hadwin,50.63,81,160,-0.10
36,0,27936,Martin Laird,50.61,83,164,-0.17
37,0,33413,Ben Martin,50.59,86,170,-0.13
38,0,37454,Whee Kim,50.37,68,135,-0.09
39,0,29479,Scott Brown,50.00,85,170,-0.07
39,0,25198,Francesco Molinari,50.00,60,120,-0.05
39,0,22046,Geoff Ogilvy,50.00,44,88,-0.16
39,0,24361,Pat Perez,50.00,95,190,-0.17
39,0,27064,Jhonattan Vegas,50.00,74,148,-0.15
44,0,29420,Billy Horschel,49.69,80,161,-0.04
45,0,20645,John Senden,49.61,63,127,+0.03
46,0,24358,Robert Garrigus,49.51,51,103,-0.08
47,0,23638,Brendon de Jonge,49.29,104,211,-0.12
48,0,29725,Tony Finau,49.15,87,177,-0.11
48,0,24924,Bill Haas,49.15,87,177,-0.06
48,0,34264,Hudson Swafford,49.15,87,177,-0.07
51,0,26329,Louis Oosthuizen,49.12,56,114,-0.09
52,0,08075,Jerry Kelly,49.11,83,169,-0.06
53,0,29518,Brendan Steele,49.10,82,167,-0.12
54,0,25818,Scott Piercy,48.91,90,184,-0.06
55,0,26758,David Hearn,48.87,108,221,-0.09
56,0,33122,Russell Knox,48.82,103,211,-0.05
57,0,35539,Luke Guthrie,48.81,82,168,-0.11
58,0,20396,Lee Westwood,48.78,40,82,-0.18
59,0,34563,Chesson Hadley,48.51,98,202,-0.11
60,0,28500,Martin Flores,48.28,70,145,-0.06
61,0,30925,Dustin Johnson,48.21,54,112,-0.17
62,0,29535,Brice Garnett,48.20,67,139,-0.06
63,0,32640,Troy Merritt,48.10,101,210,-0.07
64,0,10809,Jim Furyk,48.03,73,152,-0.15
65,0,30927,Brendon Todd,47.96,106,221,-0.16
66,0,29720,Andres Gonzales,47.95,82,171,-0.12
66,0,30944,Jason Kokrak,47.95,70,146,-0.10
68,0,32839,Hideki Matsuyama,47.88,79,165,-0.04
69,0,21753,Brian Davis,47.59,89,187,-0.12
70,0,30736,Oscar Fraustro,47.50,38,80,-0.05
71,0,20593,Greg Chalmers,47.42,46,97,+0.02
71,0,23320,Ryan Palmer,47.42,46,97,-0.13
73,0,25686,Jason Dufner,47.41,55,116,E
74,0,24024,Zach Johnson,47.40,91,192,-0.12
75,0,23621,Rory Sabbatini,47.17,75,159,+0.05
76,0,33486,Roger Sloan,47.06,40,85,-0.23
77,0,32200,Roberto Castro,46.91,38,81,+0.03
78,0,24490,George McNeill,46.86,112,239,-0.11
79,0,30926,Chris Kirk,46.77,58,124,-0.19
80,0,34046,Jordan Spieth,46.71,71,152,-0.17
81,0,33419,Cameron Tringale,46.67,98,210,-0.17
82,0,21961,Charles Howell III,46.63,83,178,-0.14
83,0,31560,Brian Stuard,46.60,96,206,-0.08
84,0,34174,John Huh,46.58,109,234,-0.09
85,0,24140,Sean O'Hair,46.45,85,183,-0.11
86,0,29476,Kyle Reifers,46.43,78,168,-0.10
87,0,27214,Kevin Streelman,46.39,77,166,-0.09
88,0,32366,Kevin Chappell,46.30,75,162,-0.12
89,0,35532,Tom Hoge,46.27,62,134,E
90,0,02206,David Toms,46.24,86,186,-0.09
91,0,26596,Ryan Moore,46.15,84,182,-0.10
91,0,34130,Sung Joon Park,46.15,66,143,-0.06
91,0,06567,Vijay Singh,46.15,66,143,-0.18
94,0,32150,Michael Thompson,46.11,77,167,-0.04
95,0,29926,Danny Lee,45.94,130,283,-0.19
96,0,28259,Sangmoon Bae,45.87,100,218,-0.15
96,0,22056,Cameron Percy,45.87,50,109,-0.04
98,0,27466,Spencer Levin,45.85,94,205,-0.06
99,0,33667,Carlos Ortiz,45.83,77,168,-0.18
100,0,26300,Matt Jones,45.71,64,140,-0.19
101,0,34256,Andrew Putnam,45.51,71,156,-0.07
102,0,31202,William McGirt,45.38,108,238,-0.17
103,0,12510,Chad Campbell,45.37,98,216,-0.08
104,0,22293,Heath Slocum,45.36,44,97,-0.05
105,0,24494,Erik Compton,45.03,77,171,-0.04
106,0,27649,Brandt Snedeker,45.00,90,200,-0.08
106,0,26289,Boo Weekley,45.00,63,140,-0.21
108,0,20848,Ángel Cabrera,44.94,40,89,-0.03
108,0,27644,Brian Harman,44.94,80,178,-0.11
110,0,34099,Harris English,44.83,91,203,-0.14
110,0,25562,Andres Romero,44.83,52,116,-0.04
112,0,35451,Scott Pinckney,44.79,73,163,-0.11
113,0,32448,James Hahn,44.58,74,166,-0.14
114,0,24138,Ian Poulter,44.53,57,128,-0.07
115,0,36689,Brooks Koepka,44.52,65,146,-0.03
115,0,28780,Nicholas Thompson,44.52,69,155,-0.10
117,0,29222,Billy Hurley III,44.51,81,182,-0.09
118,0,36801,Mark Hubbard,44.44,64,144,-0.11
118,0,27095,Nick Watney,44.44,76,171,-0.11
120,0,29289,S.Y. Noh,44.35,51,115,-0.10
121,0,39977,Max Homa,44.27,58,131,-0.12
122,0,33141,Keegan Bradley,44.23,69,156,-0.12
123,0,20157,Retief Goosen,44.20,61,138,-0.08
124,0,30852,Ryo Ishikawa,43.79,74,169,-0.09
125,0,23108,Matt Kuchar,43.72,80,183,-0.15
126,0,34409,David Lingmerth,43.71,73,167,-0.07
127,0,31193,Jim Renner,43.66,62,142,-0.15
128,0,25493,Nick Taylor,43.55,81,186,-0.11
129,0,25720,Chad Collins,43.53,74,170,-0.05
130,0,20771,Steven Alker,43.22,51,118,E
131,0,25240,D.A. Points,43.04,68,158,-0.09
132,0,24781,Hunter Mahan,43.03,71,165,+0.01
133,0,32102,Rickie Fowler,42.95,67,156,-0.21
134,0,35545,Blayne Barber,42.86,63,147,-0.17
134,0,26851,Marc Leishman,42.86,57,133,-0.02
134,0,23623,Bo Van Pelt,42.86,57,133,-0.16
137,0,29223,Sam Saunders,42.74,53,124,-0.09
138,0,34360,Patrick Reed,42.71,82,192,-0.09
139,0,24846,Ricky Barnes,42.59,69,162,-0.09
140,0,25191,Gonzalo Fernandez-Castaño,42.54,57,134,-0.02
141,0,25834,Daniel Summerhays,42.53,94,221,-0.16
142,0,27963,Chris Stroud,42.50,68,160,-0.06
143,0,25274,Steven Bowditch,42.42,84,198,-0.10
144,0,23983,Luke Donald,42.35,72,170,-0.08
145,0,34262,Jon Curran,42.31,77,182,-0.05
146,0,35541,John Peterson,42.26,71,168,-0.08
147,0,25345,Carl Pettersson,42.04,95,226,-0.05
148,0,21878,Mark Wilson,41.99,97,231,-0.07
149,0,23541,Ben Crane,41.94,65,155,-0.12
150,0,29478,Kevin Kisner,41.53,98,236,-0.14
151,0,25892,Steve Wheatcroft,41.51,66,159,-0.05
152,0,20472,Alex Cejka,41.38,84,203,-0.01
153,0,26331,Charl Schwartzel,41.18,35,85,+0.03
154,0,23800,Bryce Molder,40.76,86,211,-0.26
155,0,28475,Jeff Overton,40.48,68,168,-0.04
156,0,31323,Gary Woodland,40.43,57,141,-0.14
157,0,33461,Morgan Hoffmann,40.34,71,176,-0.01
157,0,30692,Scott Stallings,40.34,48,119,-0.04
159,0,12716,Charley Hoffman,40.24,66,164,-0.05
160,0,28132,Tyrone Van Aswegen,40.19,43,107,-0.09
161,0,01810,Phil Mickelson,40.15,55,137,-0.04
162,0,40058,Zac Blair,40.08,101,252,-0.10
163,0,28679,Fabián Gómez,40.00,68,170,-0.01
163,0,10860,Justin Leonard,40.00,64,160,-0.19
165,0,25396,Kevin Na,39.91,87,218,-0.17
166,0,10885,Robert Allenby,39.34,48,122,-0.08
167,0,24502,Adam Scott,38.67,29,75,E
168,0,34261,Scott Langley,37.99,68,179,-0.06
169,0,34358,Jonathan Randolph,37.80,48,127,-0.06
170,0,31416,Derek Fathauer,37.67,55,146,-0.07
171,0,24357,K.J. Choi,37.22,67,180,-0.04
172,0,20104,Ken Duke,37.06,73,197,-0.03
173,0,25369,Jamie Donaldson,37.04,30,81,-0.03
174,0,28307,Matt Every,36.55,53,145,-0.04
175,0,27770,Camilo Villegas,36.52,65,178,-0.11
176,0,29425,Andrew Svoboda,36.30,53,146,-0.06
177,0,25349,Tim Wilkinson,36.24,54,149,-0.13
178,0,21209,Sergio Garcia,36.17,34,94,-0.06
179,0,20766,Padraig Harrington,35.51,49,138,-0.08
180,0,23048,Eric Axley,34.74,33,95,-0.15
181,0,22371,Aaron Baddeley,34.64,53,153,-0.21
182,0,06522,Ernie Els,33.93,38,112,-0.18
183,0,27895,Jonas Blixt,33.90,40,118,-0.13
184,0,27141,J.B. Holmes,33.54,53,158,-0.08
