RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
48,0,01766,Billy Mayfair,.543,.053,.424,.067,65
49,0,23349,Charles Warren,.521,.581,.327,-.387,55
50,0,24925,Jonathan Byrd,.491,.091,.046,.354,82
51,0,21731,Freddie Jacobson,.479,-.064,.302,.241,77
52,0,27936,Martin Laird,.448,.354,.143,-.049,79
53,0,23325,Vaughn Taylor,.446,.074,.333,.039,79
54,0,27466,Spencer Levin,.433,.054,.413,-.034,98
54,0,02206,David Toms,.433,.254,.122,.058,70
56,0,21209,Sergio Garcia,.424,.272,.199,-.046,36
57,0,25900,Lucas Glover,.416,.285,.138,-.006,59
58,0,28087,Kris Blanks,.408,.201,.417,-.210,74
59,0,20848,Ángel Cabrera,.400,.598,-.027,-.170,51
60,0,20472,Alex Cejka,.396,-.146,.464,.077,68
61,0,26596,Ryan Moore,.385,.450,.026,-.091,61
62,0,01797,Rocco Mediate,.378,-.082,.568,-.107,61
63,0,22046,Geoff Ogilvy,.364,-.165,.488,.041,50
64,0,25396,Kevin Na,.362,-.247,.333,.276,76
65,0,23621,Rory Sabbatini,.358,.300,-.218,.276,67
66,0,10860,Justin Leonard,.356,-.184,.299,.242,72
67,0,20127,Chris Riley,.351,.164,-.177,.364,63
68,0,21961,Charles Howell III,.329,-.041,.046,.324,90
69,0,02239,Scott Verplank,.323,-.120,.456,-.013,56
70,0,28158,Steve Marino,.307,.270,-.016,.053,63
71,0,24507,Jason Bohn,.303,.082,.324,-.103,74
72,0,25240,D.A. Points,.302,.045,.191,.066,79
73,0,27120,Troy Matteson,.287,.515,.042,-.269,78
74,0,01941,Tom Pernice Jr.,.284,-.212,.225,.271,58
75,0,08725,Tom Gillis,.261,.348,-.297,.210,90
76,0,22056,Cameron Percy,.255,-.128,.589,-.206,59
76,0,01948,Tim Petrovic,.255,.029,.031,.195,94
78,0,06515,Shaun Micheel,.251,-.136,.182,.205,53
79,0,33419,Cameron Tringale,.243,.131,-.055,.167,45
79,0,08385,Omar Uresti,.243,-.001,.042,.202,61
81,0,28620,Aron Price,.241,-.100,.291,.051,62
82,0,08375,Paul Stankowski,.233,.016,.377,-.160,53
83,0,23322,Brett Wetterich,.230,.415,.106,-.291,53
84,0,01313,Steve Elkington,.226,.368,-.191,.049,59
85,0,28475,Jeff Overton,.222,.232,.064,-.074,71
86,0,24024,Zach Johnson,.210,.118,.221,-.129,75
87,0,27330,Josh Teater,.206,.428,-.142,-.080,92
88,0,24361,Pat Perez,.193,-.005,-.001,.199,83
89,0,20098,Stuart Appleby,.189,-.236,.077,.348,88
90,0,20498,Briny Baird,.188,-.200,.334,.054,79
91,0,06004,Stephen Ames,.186,.011,.054,.120,69
92,0,27963,Chris Stroud,.169,.010,.077,.081,72
93,0,20686,Jeev Milkha Singh,.165,-.092,-.139,.396,52
94,0,27302,Garth Mulroy,.147,.124,.178,-.154,42
95,0,27933,John Merrick,.144,.217,.010,-.084,92
96,0,23353,J.J. Henry,.141,.383,-.190,-.052,79
97,0,20160,Charlie Wi,.120,-.286,.280,.127,89
98,0,06251,Chris DiMarco,.115,-.244,.196,.163,78
99,0,26695,Michael Letzig,.112,.115,-.121,.118,80
100,0,27649,Brandt Snedeker,.109,-.287,.088,.308,75
101,0,01577,Lee Janzen,.101,-.177,.192,.086,70
102,0,07867,Woody Austin,.094,-.010,.048,.056,83
103,0,27214,Kevin Streelman,.086,.478,-.236,-.155,80
104,0,20436,Garrett Willis,.085,-.155,.261,-.022,71
105,0,12705,Cliff Kresge,.083,-.191,.410,-.136,45
106,0,21753,Brian Davis,.067,-.007,.089,-.015,89
107,0,26679,Kevin Stadler,.055,.237,.120,-.301,72
108,0,23800,Bryce Molder,.034,-.406,.235,.205,73
109,0,28780,Nicholas Thompson,.011,.261,.081,-.331,77
110,0,22621,Ben Curtis,.004,-.159,.054,.110,66
111,0,11123,Chris Couch,.002,.444,-.242,-.199,59
112,0,07749,Brett Quigley,-.014,-.422,.425,-.016,88
113,0,26881,Jarrod Lyle,-.018,.266,-.441,.157,46
114,0,24663,Y.E. Yang,-.019,.316,-.252,-.083,58
115,0,26300,Matt Jones,-.020,-.122,-.219,.321,80
116,0,12602,Dean Wilson,-.044,-.341,.158,.139,47
117,0,08537,J.P. Hayes,-.057,.039,-.400,.304,68
118,0,01320,Bob Estes,-.064,-.330,.143,.123,71
119,0,10425,Jay Williamson,-.066,.125,.028,-.219,61
120,0,20572,Rod Pampling,-.067,.068,-.356,.220,70
121,0,24358,Robert Garrigus,-.090,.730,.025,-.845,61
122,0,20378,Mathias Grönberg,-.099,.222,-.236,-.085,50
123,0,20691,Greg Owen,-.108,.200,-.103,-.205,62
124,0,30946,Alex Prugh,-.112,.390,-.304,-.197,80
125,0,25562,Andres Romero,-.118,.167,-.101,-.184,72
126,0,20574,Mathew Goggin,-.122,.264,-.177,-.209,76
127,0,01161,Mark Calcavecchia,-.126,-.177,.363,-.311,33
128,0,21878,Mark Wilson,-.134,-.196,-.292,.354,79
129,0,23320,Ryan Palmer,-.139,.175,.010,-.324,71
130,0,23307,Roger Tambellini,-.151,.085,-.235,.000,62
131,0,25632,Jimmy Walker,-.155,-.538,.336,.047,70
132,0,26951,Johnson Wagner,-.160,-.356,.323,-.128,74
133,0,06643,Paul Goydos,-.175,-.257,.244,-.162,66
134,0,23673,Michael Connell,-.195,-.284,.081,.007,77
135,0,29221,Webb Simpson,-.200,-.308,-.046,.153,92
136,0,19846,Brian Gay,-.211,-.597,.159,.228,82
137,0,20105,Jeff Gove,-.212,.081,-.045,-.248,44
138,0,25818,Scott Piercy,-.220,-.013,-.065,-.142,81
139,0,10423,Mike Weir,-.221,-1.246,.466,.559,40
140,0,27060,John Mallinger,-.228,-.131,-.323,.226,65
141,0,12714,Chris Tidland,-.239,.285,-.508,-.015,68
142,0,12652,Cameron Beckman,-.253,-.228,-.020,-.004,59
143,0,23409,James Driscoll,-.255,-.014,-.260,.019,74
144,0,25345,Carl Pettersson,-.263,-.180,-.152,.069,83
145,0,21350,Ryuji Imada,-.265,-.298,-.207,.240,84
146,0,26882,Michael Sim,-.283,-.351,-.237,.306,53
147,0,22371,Aaron Baddeley,-.294,.112,-.797,.391,88
148,0,24490,George McNeill,-.296,-.488,.175,.018,70
149,0,01116,Michael Bradley,-.310,-.676,.219,.147,68
149,0,28307,Matt Every,-.310,.166,-.292,-.185,51
151,0,01249,John Daly,-.335,.336,-.374,-.298,47
152,0,21949,Joe Ogilvie,-.338,-.005,-.190,-.142,86
153,0,10585,Scott McCarron,-.357,.093,-.529,.079,83
154,0,01724,Jeff Maggert,-.384,.123,-.060,-.447,63
155,0,26301,James Nitties,-.388,-.188,.058,-.258,81
156,0,09011,David Duval,-.397,-.354,.202,-.245,56
157,0,12782,Tim Herron,-.400,-.233,-.211,.044,69
158,0,22378,Trevor Immelman,-.401,-.501,.005,.095,43
159,0,26287,Roland Thatcher,-.408,-.061,-.095,-.253,68
160,0,22946,Henrik Bjornstad,-.416,-.022,.096,-.490,59
161,0,20593,Greg Chalmers,-.424,-.555,.060,.070,87
162,0,25190,Jeff Quinney,-.427,-.402,.207,-.232,80
163,0,29910,Blake Adams,-.432,.292,-.726,.002,75
164,0,23548,Bill Lunde,-.461,-.265,-.263,.068,67
165,0,25720,Chad Collins,-.483,-.660,-.116,.293,75
166,0,26420,Richard Johnson,-.486,-.388,.006,-.104,73
167,0,24138,Ian Poulter,-.542,-.109,-.655,.221,34
168,0,07457,Steve Flesch,-.570,-.386,-.493,.309,65
169,0,23718,Nathan Green,-.592,-.566,-.192,.167,81
170,0,27797,Derek Lamely,-.611,-.199,-.332,-.081,64
171,0,20663,Brenden Pappas,-.637,-.593,-.074,.030,55
172,0,23613,Rich Barcelo,-.668,-1.027,.228,.130,58
173,0,07363,Craig Bowden,-.698,-.253,-.458,.013,48
174,0,27613,David Lutterus,-.707,-.368,-.439,.100,56
175,0,28500,Martin Flores,-.776,-.223,-.553,-.001,64
176,0,21959,Ted Purdy,-.784,-.124,-.405,-.256,75
177,0,01707,Steve Lowery,-.794,.122,-.310,-.607,56
178,0,22122,Andrew McLardy,-.832,.079,-.536,-.375,44
179,0,25892,Steve Wheatcroft,-.833,.002,-.650,-.185,58
180,0,20070,Matt Bettencourt,-.853,.089,-.831,-.111,70
181,0,32640,Troy Merritt,-.954,-.177,-.450,-.326,77
182,0,26392,Chris Wilson,-.962,-.112,-.629,-.221,52
183,0,31560,Brian Stuard,-1.033,-.204,-.770,-.058,71
184,0,29285,Brent Delahoussaye,-1.046,-.467,-.114,-.465,47
185,0,01619,Skip Kendall,-1.168,-.486,-.651,-.031,49
186,0,12755,Vance Veazey,-1.329,-1.117,-.084,-.128,48
187,0,24227,Justin Bolli,-1.361,-.475,-.463,-.423,42
188,0,20850,Daniel Chopra,-1.461,-.307,-1.070,-.084,67
189,0,06514,Kevin Johnson,-1.795,-.822,-.895,-.077,49
190,0,06012,Greg Kraft,-1.856,-.876,-.572,-.408,39
191,0,32617,Jerod Turner,-1.883,-.351,-1.179,-.353,40
192,0,01329,Brad Faxon,-2.519,-1.343,-.622,-.553,48
