RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,46601,Trey Mullinax,70.03,2039559,291253
2,0,25804,Bubba Watson,69.79,1636865,234552
3,0,52372,Cameron Champ,69.76,2213524,317287
4,0,35617,Martin Trainer,69.56,1580622,227233
5,0,30925,Dustin Johnson,69.41,1824402,262847
6,0,47856,Seth Reeves,69.38,1686485,243086
7,0,28237,Rory McIlroy,69.20,1882468,272045
8,0,27141,J.B. Holmes,68.90,1526186,221503
9,0,36689,Brooks Koepka,68.68,1928357,280756
10,0,35450,Patrick Cantlay,68.49,1844506,269327
11,0,29725,Tony Finau,68.28,2111968,309293
12,0,32333,Kevin Tway,68.26,2166202,317362
13,0,45157,Cam Davis,68.23,1789397,262263
14,0,01810,Phil Mickelson,68.22,1594482,233743
14,0,49964,Aaron Wise,68.22,1733307,254062
16,0,46970,Jon Rahm,68.18,1694299,248489
17,0,51766,Wyndham Clark,68.06,2277042,334554
18,0,30946,Alex Prugh,68.01,1784905,262464
19,0,47504,Sam Burns,68.00,2136379,314194
20,0,46501,Ollie Schniederjans,67.90,1913689,281848
21,0,27129,Luke List,67.88,1738051,256034
22,0,23320,Ryan Palmer,67.85,1631277,240420
23,0,35421,Brandon Harkins,67.84,2157108,317985
24,0,33448,Justin Thomas,67.81,1839442,271250
25,0,45486,Joaquin Niemann,67.74,2529440,373403
26,0,35461,Beau Hossler,67.66,2133665,315372
27,0,33948,Byeong Hun An,67.65,1929656,285238
28,0,39546,Keith Mitchell,67.62,1957414,289490
29,0,27064,Jhonattan Vegas,67.56,1891606,279998
30,0,36852,Jim Knous,67.47,1216414,180288
31,0,29926,Danny Lee,67.46,2268963,336327
31,0,29484,Peter Uihlein,67.46,1810248,268348
33,0,29223,Sam Saunders,67.43,2065396,306294
34,0,27330,Josh Teater,67.32,1646088,244510
35,0,28089,Jason Day,67.29,1484409,220607
35,0,31323,Gary Woodland,67.29,2087551,310231
37,0,48081,Xander Schauffele,67.25,1708335,254011
38,0,39954,Cody Gribble,67.18,1798613,267729
39,0,49960,Sepp Straka,67.17,1781231,265179
40,0,39997,Corey Conners,67.13,2189439,326170
41,0,36699,Patrick Rodgers,67.06,1380194,205807
42,0,47959,Bryson DeChambeau,66.98,2107156,314582
42,0,37340,Chase Wright,66.98,1772732,264684
