RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,34261,Scott Langley,22.93,205,894,+0.102
2,0,31560,Brian Stuard,18.81,202,1074,+0.020
3,0,20472,Alex Cejka,18.17,101,556,+0.089
4,0,19846,Brian Gay,17.83,179,1004,+0.095
5,0,24925,Jonathan Byrd,17.26,87,504,+0.034
6,0,19803,Ryan Armour,16.73,175,1046,+0.023
7,0,39975,Michael Kim,16.61,105,632,+0.143
8,0,26758,David Hearn,16.46,78,474,+0.103
9,0,23353,J.J. Henry,15.68,90,574,+0.156
10,0,10809,Jim Furyk,15.62,124,794,-0.016
11,0,30786,Brady Schnell,15.38,84,546,E
12,0,34256,Andrew Putnam,15.36,121,788,+0.017
13,0,26951,Johnson Wagner,15.35,101,658,+0.069
14,0,32816,Satoshi Kodaira,14.85,106,714,+0.151
15,0,29908,C.T. Pan,14.71,123,836,+0.081
16,0,21731,Freddie Jacobson,14.70,82,558,+0.134
17,0,32150,Michael Thompson,14.65,133,908,-0.060
18,0,26596,Ryan Moore,14.55,128,880,+0.086
19,0,21528,Henrik Stenson,14.21,83,584,+0.096
20,0,31420,Anirban Lahiri,14.11,116,822,+0.181
21,0,25396,Kevin Na,13.96,86,616,+0.047
22,0,28679,Fabián Gómez,13.84,93,672,+0.118
23,0,37454,Whee Kim,13.68,90,658,+0.022
24,0,39327,Ben Silverman,13.43,105,782,+0.124
24,0,33418,Shawn Stefani,13.43,116,864,+0.147
26,0,24361,Pat Perez,13.41,77,574,-0.039
27,0,46402,Talor Gooch,13.24,89,672,+0.067
28,0,23325,Vaughn Taylor,13.20,151,1144,+0.093
29,0,22371,Aaron Baddeley,13.10,77,588,+0.091
30,0,32200,Roberto Castro,13.08,113,864,-0.009
30,0,33410,Andrew Landry,13.08,119,910,+0.050
32,0,40026,Daniel Berger,12.95,107,826,-0.093
33,0,32757,Patton Kizzire,12.94,96,742,+0.063
34,0,25572,Graeme McDowell,12.93,90,696,+0.122
35,0,40009,Dominic Bozzelli,12.68,87,686,+0.149
36,0,34431,Robert Streb,12.65,106,838,-0.019
37,0,29268,Bronson Burgoon,12.61,83,658,-0.084
37,0,29535,Brice Garnett,12.61,115,912,+0.035
39,0,47990,Kyle Jones,12.60,95,754,+0.179
40,0,34098,Russell Henley,12.47,106,850,+0.038
41,0,06522,Ernie Els,12.38,52,420,+0.096
42,0,26476,Chez Reavie,12.37,121,978,+0.025
43,0,47128,Richy Werenski,12.25,125,1020,+0.144
44,0,27936,Martin Laird,12.23,125,1022,+0.136
45,0,35506,Mackenzie Hughes,12.17,112,920,+0.071
46,0,29478,Kevin Kisner,12.12,120,990,-0.008
47,0,29479,Scott Brown,12.11,115,950,+0.017
47,0,35376,Roberto Díaz,12.11,86,710,-0.023
49,0,35732,Wes Roach,12.10,83,686,+0.024
50,0,33419,Cameron Tringale,12.08,86,712,+0.012
51,0,27214,Kevin Streelman,12.03,116,964,-0.052
52,0,27895,Jonas Blixt,12.00,107,892,+0.084
52,0,27556,Ted Potter Jr.,12.00,101,842,+0.109
54,0,28775,Nate Lashley,11.95,92,770,+0.087
55,0,49298,Kramer Hickok,11.92,98,822,+0.031
