RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,10809,Jim Furyk,12.97,103,794,+0.019
2,0,34261,Scott Langley,11.30,101,894,+0.079
3,0,25572,Graeme McDowell,11.21,78,696,+0.077
4,0,06522,Ernie Els,11.19,47,420,+0.191
5,0,32757,Patton Kizzire,10.65,79,742,+0.038
6,0,31560,Brian Stuard,10.24,110,1074,+0.036
7,0,21528,Henrik Stenson,10.10,59,584,-0.068
8,0,47347,Adam Schenk,10.03,115,1146,-0.043
9,0,34256,Andrew Putnam,9.77,77,788,+0.039
10,0,32200,Roberto Castro,9.72,84,864,-0.024
11,0,37454,Whee Kim,9.27,61,658,+0.066
12,0,39975,Michael Kim,9.02,57,632,+0.333
13,0,40098,Matt Fitzpatrick,8.88,46,518,+0.022
14,0,26851,Marc Leishman,8.85,71,802,+0.085
15,0,22371,Aaron Baddeley,8.84,52,588,+0.231
16,0,26596,Ryan Moore,8.75,77,880,-0.091
17,0,25818,Scott Piercy,8.74,86,984,+0.058
18,0,26951,Johnson Wagner,8.66,57,658,-0.018
19,0,33419,Cameron Tringale,8.57,61,712,+0.098
20,0,34099,Harris English,8.44,93,1102,+0.022
21,0,27556,Ted Potter Jr.,8.43,71,842,+0.352
22,0,19803,Ryan Armour,8.41,88,1046,+0.034
23,0,34563,Chesson Hadley,8.25,69,836,+0.072
24,0,26499,Rafa Cabrera Bello,8.08,54,668,E
25,0,32150,Michael Thompson,8.04,73,908,+0.068
26,0,28252,Seamus Power,7.97,69,866,+0.290
27,0,25364,Paul Casey,7.92,61,770,-0.049
28,0,39954,Cody Gribble,7.90,64,810,+0.141
28,0,27095,Nick Watney,7.90,76,962,+0.079
30,0,23353,J.J. Henry,7.84,45,574,+0.089
31,0,29974,Branden Grace,7.80,49,628,+0.245
32,0,28775,Nate Lashley,7.79,60,770,+0.100
32,0,25396,Kevin Na,7.79,48,616,+0.292
34,0,21961,Charles Howell III,7.50,77,1026,+0.026
35,0,26329,Louis Oosthuizen,7.49,50,668,-0.100
36,0,24024,Zach Johnson,7.45,55,738,+0.091
37,0,35891,Cameron Smith,7.41,55,742,+0.236
38,0,26758,David Hearn,7.38,35,474,+0.086
39,0,49766,Hank Lebioda,7.30,59,808,+0.169
39,0,29908,C.T. Pan,7.30,61,836,+0.098
41,0,31646,Emiliano Grillo,7.27,56,770,+0.071
42,0,36699,Patrick Rodgers,7.17,45,628,+0.089
43,0,26476,Chez Reavie,7.16,70,978,+0.200
44,0,40026,Daniel Berger,7.14,59,826,+0.034
45,0,35506,Mackenzie Hughes,7.07,65,920,+0.200
46,0,33418,Shawn Stefani,7.06,61,864,+0.115
47,0,27936,Martin Laird,7.05,72,1022,+0.236
48,0,30191,Julián Etulain,7.04,50,710,+0.020
49,0,34264,Hudson Swafford,7.01,46,656,+0.043
50,0,32816,Satoshi Kodaira,7.00,50,714,+0.320
51,0,24361,Pat Perez,6.97,40,574,+0.100
52,0,33667,Carlos Ortiz,6.96,70,1006,+0.086
52,0,30786,Brady Schnell,6.96,38,546,+0.211
54,0,25198,Francesco Molinari,6.93,41,592,+0.122
55,0,29221,Webb Simpson,6.92,67,968,E
56,0,29535,Brice Garnett,6.91,63,912,+0.079
57,0,25900,Lucas Glover,6.90,78,1130,E
58,0,51766,Wyndham Clark,6.88,70,1018,+0.057
59,0,49303,Anders Albertson,6.87,50,728,+0.220
60,0,35879,Kelly Kraft,6.84,62,906,+0.242
61,0,24924,Bill Haas,6.82,58,850,+0.172
61,0,20572,Rod Pampling,6.82,39,572,+0.359
63,0,29484,Peter Uihlein,6.81,55,808,+0.200
64,0,29420,Billy Horschel,6.80,66,970,+0.076
65,0,31557,Jim Herman,6.79,36,530,+0.028
66,0,37380,Curtis Luck,6.70,41,612,+0.195
66,0,23621,Rory Sabbatini,6.70,71,1060,+0.085
66,0,27649,Brandt Snedeker,6.70,75,1120,+0.067
69,0,33122,Russell Knox,6.69,55,822,+0.018
69,0,31323,Gary Woodland,6.69,61,912,-0.082
71,0,29478,Kevin Kisner,6.67,66,990,+0.106
72,0,34363,Tyrrell Hatton,6.66,39,586,+0.077
72,0,35532,Tom Hoge,6.66,67,1006,+0.134
74,0,24138,Ian Poulter,6.61,41,620,+0.171
75,0,48822,Sebastián Muñoz,6.60,59,894,+0.085
76,0,24781,Hunter Mahan,6.55,43,656,+0.163
77,0,29479,Scott Brown,6.53,62,950,+0.065
78,0,26300,Matt Jones,6.52,60,920,+0.083
79,0,21731,Freddie Jacobson,6.45,36,558,+0.417
80,0,21209,Sergio Garcia,6.44,34,528,+0.088
80,0,49960,Sepp Straka,6.44,52,808,+0.077
82,0,32102,Rickie Fowler,6.35,56,882,-0.054
83,0,39977,Max Homa,6.33,61,964,E
83,0,24502,Adam Scott,6.33,39,616,E
85,0,25686,Jason Dufner,6.28,50,796,-0.140
86,0,40009,Dominic Bozzelli,6.27,43,686,-0.023
86,0,12716,Charley Hoffman,6.27,41,654,+0.195
88,0,31420,Anirban Lahiri,6.20,51,822,+0.255
88,0,27330,Josh Teater,6.20,46,742,-0.022
90,0,29518,Brendan Steele,6.18,44,712,+0.114
90,0,32139,Danny Willett,6.18,43,696,+0.047
92,0,33141,Keegan Bradley,6.17,58,940,+0.310
92,0,45609,Tyler Duncan,6.17,56,908,+0.179
94,0,22405,Justin Rose,6.12,42,686,-0.167
95,0,34431,Robert Streb,6.09,51,838,+0.235
96,0,27963,Chris Stroud,5.94,43,724,+0.186
97,0,47959,Bryson DeChambeau,5.93,55,928,+0.091
97,0,47993,Denny McCarthy,5.93,57,962,+0.088
99,0,30946,Alex Prugh,5.90,47,796,+0.213
100,0,34466,Peter Malnati,5.85,62,1060,+0.226
101,0,33486,Roger Sloan,5.84,57,976,+0.228
102,0,46435,Austin Cook,5.83,43,738,+0.186
103,0,30692,Scott Stallings,5.80,55,948,-0.018
104,0,25632,Jimmy Walker,5.76,46,798,+0.130
105,0,27895,Jonas Blixt,5.72,51,892,+0.118
106,0,27349,Alex Noren,5.65,34,602,+0.029
107,0,39327,Ben Silverman,5.63,44,782,+0.023
108,0,28089,Jason Day,5.61,37,660,+0.189
109,0,33410,Andrew Landry,5.60,51,910,+0.098
109,0,27214,Kevin Streelman,5.60,54,964,+0.037
111,0,20472,Alex Cejka,5.58,31,556,+0.323
112,0,32791,K.H. Lee,5.54,48,867,+0.167
112,0,35732,Wes Roach,5.54,38,686,+0.211
114,0,34021,Bud Cauley,5.51,57,1034,-0.105
115,0,49298,Kramer Hickok,5.47,45,822,+0.156
116,0,32640,Troy Merritt,5.46,43,788,+0.093
117,0,24925,Jonathan Byrd,5.36,27,504,-0.148
118,0,29223,Sam Saunders,5.35,50,934,+0.220
119,0,30110,Kyle Stanley,5.32,41,770,+0.098
120,0,25804,Bubba Watson,5.29,37,700,+0.216
121,0,23325,Vaughn Taylor,5.24,60,1144,+0.117
122,0,37189,Harold Varner III,5.23,54,1032,+0.056
123,0,28679,Fabián Gómez,5.21,35,672,E
123,0,46402,Talor Gooch,5.21,35,672,-0.114
125,0,19846,Brian Gay,5.18,52,1004,+0.038
126,0,27064,Jhonattan Vegas,5.15,44,854,+0.182
127,0,30911,Tommy Fleetwood,5.14,36,700,+0.028
128,0,30944,Jason Kokrak,5.07,53,1046,-0.057
129,0,33948,Byeong Hun An,5.04,43,854,+0.047
130,0,32333,Kevin Tway,5.00,47,940,+0.085
130,0,47128,Richy Werenski,5.00,51,1020,+0.216
132,0,29970,Dylan Frittelli,4.96,47,948,+0.149
132,0,49771,J.T. Poston,4.96,61,1230,+0.148
134,0,34098,Russell Henley,4.94,42,850,+0.095
135,0,35376,Roberto Díaz,4.93,35,710,+0.171
136,0,27141,J.B. Holmes,4.91,33,672,+0.424
137,0,34306,John Chin,4.89,26,532,+0.192
138,0,37340,Chase Wright,4.77,38,796,+0.079
139,0,30978,Kiradech Aphibarnrat,4.76,30,630,+0.100
140,0,30925,Dustin Johnson,4.72,37,784,+0.108
141,0,29268,Bronson Burgoon,4.71,31,658,+0.323
141,0,52372,Cameron Champ,4.71,45,956,+0.156
143,0,46501,Ollie Schniederjans,4.69,40,852,+0.150
144,0,29926,Danny Lee,4.68,47,1004,+0.191
145,0,25493,Nick Taylor,4.67,56,1200,-0.036
146,0,37275,Sam Ryder,4.65,39,838,+0.077
147,0,32839,Hideki Matsuyama,4.60,47,1022,-0.021
148,0,27958,Ryan Blaum,4.58,46,1004,+0.239
149,0,01810,Phil Mickelson,4.57,32,700,+0.313
150,0,40115,Adam Svensson,4.56,35,768,+0.114
151,0,27974,Sung Kang,4.51,44,976,+0.114
152,0,35421,Brandon Harkins,4.47,43,962,+0.140
153,0,34046,Jordan Spieth,4.44,41,924,+0.195
154,0,48081,Xander Schauffele,4.42,33,746,E
155,0,28237,Rory McIlroy,4.36,35,802,+0.086
156,0,23108,Matt Kuchar,4.31,40,928,+0.050
157,0,28259,Sangmoon Bae,4.30,24,558,+0.208
158,0,36799,Stephan Jaeger,4.27,34,796,+0.176
159,0,35450,Patrick Cantlay,4.26,34,798,+0.059
160,0,47990,Kyle Jones,4.24,32,754,+0.094
161,0,47504,Sam Burns,4.22,40,948,+0.025
162,0,45486,Joaquin Niemann,4.21,47,1116,+0.106
163,0,35449,Adam Long,4.20,40,952,+0.175
164,0,47856,Seth Reeves,4.19,31,740,+0.194
165,0,46523,Joey Garber,4.17,25,600,+0.120
166,0,33399,Adam Hadwin,4.16,36,866,+0.056
167,0,34076,Joel Dahmen,4.15,44,1060,E
168,0,46601,Trey Mullinax,4.10,36,878,+0.139
169,0,36852,Jim Knous,4.04,22,544,+0.182
170,0,27644,Brian Harman,4.03,40,992,+0.050
171,0,45157,Cam Davis,4.02,32,796,+0.156
172,0,37455,Si Woo Kim,4.00,33,826,+0.091
172,0,34360,Patrick Reed,4.00,41,1024,+0.293
174,0,45526,Abraham Ancer,3.92,39,994,+0.103
174,0,36689,Brooks Koepka,3.92,32,816,-0.031
176,0,39324,J.J. Spaun,3.91,35,896,-0.057
177,0,33448,Justin Thomas,3.68,29,788,+0.138
177,0,49964,Aaron Wise,3.68,28,760,+0.107
179,0,39971,Sungjae Im,3.65,51,1396,+0.118
180,0,27129,Luke List,3.51,27,770,+0.185
181,0,23320,Ryan Palmer,3.50,25,714,+0.120
181,0,46970,Jon Rahm,3.50,26,742,-0.154
183,0,39546,Keith Mitchell,3.40,29,854,+0.276
184,0,39997,Corey Conners,3.31,32,966,+0.125
185,0,35617,Martin Trainer,3.30,23,698,+0.739
186,0,32058,José de Jesús Rodríguez,3.22,22,684,+0.182
187,0,35461,Beau Hossler,3.05,29,950,+0.345
188,0,29725,Tony Finau,2.97,27,910,E
