RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,34261,Scott Langley,38.70,346,894,-0.026
2,0,19846,Brian Gay,38.65,388,1004,-0.031
3,0,31560,Brian Stuard,37.06,398,1074,-0.038
4,0,20472,Alex Cejka,36.15,201,556,+0.045
5,0,10809,Jim Furyk,36.02,286,794,-0.056
6,0,19803,Ryan Armour,34.61,362,1046,-0.011
7,0,24925,Jonathan Byrd,34.33,173,504,+0.023
8,0,26596,Ryan Moore,34.09,300,880,-0.083
9,0,47990,Kyle Jones,34.08,257,754,E
10,0,23325,Vaughn Taylor,33.48,383,1144,-0.023
11,0,26951,Johnson Wagner,32.67,215,658,-0.060
12,0,21528,Henrik Stenson,31.85,186,584,-0.054
13,0,37454,Whee Kim,31.46,207,658,+0.068
14,0,34256,Andrew Putnam,31.35,247,788,+0.057
15,0,32200,Roberto Castro,31.25,270,864,-0.030
16,0,30786,Brady Schnell,31.14,170,546,+0.029
17,0,32816,Satoshi Kodaira,30.53,218,714,+0.060
18,0,26758,David Hearn,30.38,144,474,+0.007
19,0,35376,Roberto Díaz,29.58,210,710,+0.010
20,0,23621,Rory Sabbatini,29.53,313,1060,-0.003
21,0,33122,Russell Knox,29.20,240,822,+0.038
22,0,45609,Tyler Duncan,29.19,265,908,+0.049
23,0,27649,Brandt Snedeker,29.11,326,1120,-0.040
24,0,40115,Adam Svensson,29.04,223,768,-0.049
25,0,28679,Fabián Gómez,29.02,195,672,-0.031
26,0,27958,Ryan Blaum,28.78,289,1004,E
27,0,33410,Andrew Landry,28.57,260,910,+0.035
28,0,32791,K.H. Lee,28.37,246,867,+0.033
29,0,06522,Ernie Els,28.33,119,420,+0.017
30,0,21731,Freddie Jacobson,28.32,158,558,+0.044
31,0,27644,Brian Harman,28.13,279,992,+0.054
32,0,34098,Russell Henley,28.12,239,850,-0.008
33,0,35879,Kelly Kraft,28.04,254,906,+0.154
33,0,27963,Chris Stroud,28.04,203,724,+0.025
35,0,46435,Austin Cook,27.91,206,738,-0.034
36,0,24024,Zach Johnson,27.78,205,738,+0.005
37,0,22371,Aaron Baddeley,27.72,163,588,-0.067
38,0,40098,Matt Fitzpatrick,27.61,143,518,+0.021
38,0,26476,Chez Reavie,27.61,270,978,-0.044
40,0,24361,Pat Perez,27.53,158,574,+0.025
41,0,32058,José de Jesús Rodríguez,27.49,188,684,+0.043
42,0,25396,Kevin Na,27.44,169,616,-0.030
43,0,29908,C.T. Pan,27.39,229,836,+0.035
44,0,39327,Ben Silverman,27.24,213,782,+0.009
45,0,45526,Abraham Ancer,27.06,269,994,+0.004
46,0,34431,Robert Streb,26.97,226,838,+0.049
47,0,35532,Tom Hoge,26.94,271,1006,+0.026
48,0,23108,Matt Kuchar,26.62,247,928,-0.028
49,0,31557,Jim Herman,26.60,141,530,+0.021
50,0,39975,Michael Kim,26.58,168,632,+0.202
51,0,47993,Denny McCarthy,26.30,253,962,+0.063
52,0,29478,Kevin Kisner,26.26,260,990,-0.054
53,0,29221,Webb Simpson,26.24,254,968,-0.075
54,0,20572,Rod Pampling,26.22,150,572,+0.127
55,0,37380,Curtis Luck,26.14,160,612,+0.038
56,0,29479,Scott Brown,26.11,248,950,+0.036
57,0,30110,Kyle Stanley,25.84,199,770,-0.030
58,0,24138,Ian Poulter,25.81,160,620,-0.031
59,0,31420,Anirban Lahiri,25.79,212,822,+0.038
60,0,32150,Michael Thompson,25.77,234,908,+0.004
61,0,27895,Jonas Blixt,25.45,227,892,+0.018
61,0,26499,Rafa Cabrera Bello,25.45,170,668,+0.029
63,0,30978,Kiradech Aphibarnrat,25.40,160,630,+0.044
64,0,39324,J.J. Spaun,25.00,224,896,-0.058
65,0,28775,Nate Lashley,24.81,191,770,-0.105
66,0,25572,Graeme McDowell,24.71,172,696,-0.052
67,0,33399,Adam Hadwin,24.60,213,866,+0.047
68,0,24924,Bill Haas,24.59,209,850,+0.014
69,0,25686,Jason Dufner,24.50,195,796,+0.077
70,0,49303,Anders Albertson,24.45,178,728,+0.028
71,0,25493,Nick Taylor,24.25,291,1200,-0.017
72,0,37275,Sam Ryder,24.22,203,838,-0.034
73,0,34021,Bud Cauley,24.08,249,1034,+0.084
74,0,46523,Joey Garber,24.00,144,600,-0.014
75,0,36799,Stephan Jaeger,23.87,190,796,-0.032
76,0,27556,Ted Potter Jr.,23.75,200,842,-0.030
77,0,29535,Brice Garnett,23.57,215,912,-0.023
78,0,35449,Adam Long,23.21,221,952,+0.077
79,0,23353,J.J. Henry,23.00,132,574,+0.106
79,0,37455,Si Woo Kim,23.00,190,826,+0.132
81,0,25198,Francesco Molinari,22.97,136,592,+0.096
82,0,46402,Talor Gooch,22.92,154,672,+0.032
83,0,49771,J.T. Poston,22.85,281,1230,-0.036
84,0,32640,Troy Merritt,22.84,180,788,-0.017
85,0,47128,Richy Werenski,22.45,229,1020,+0.092
86,0,25818,Scott Piercy,22.36,220,984,+0.036
87,0,34076,Joel Dahmen,22.08,234,1060,+0.107
88,0,30191,Julián Etulain,21.97,156,710,+0.045
89,0,35732,Wes Roach,21.87,150,686,-0.040
90,0,28259,Sangmoon Bae,21.86,122,558,+0.041
90,0,34046,Jordan Spieth,21.86,202,924,-0.030
92,0,27214,Kevin Streelman,21.68,209,964,-0.048
93,0,34466,Peter Malnati,21.60,229,1060,-0.044
94,0,49298,Kramer Hickok,21.53,177,822,+0.028
95,0,25900,Lucas Glover,21.50,243,1130,+0.012
96,0,32139,Danny Willett,21.41,149,696,+0.027
97,0,29268,Bronson Burgoon,21.12,139,658,+0.122
98,0,33418,Shawn Stefani,21.06,182,864,-0.060
99,0,34264,Hudson Swafford,21.04,138,656,+0.058
100,0,29420,Billy Horschel,20.82,202,970,-0.030
101,0,34099,Harris English,20.51,226,1102,-0.044
102,0,26329,Louis Oosthuizen,20.36,136,668,+0.007
103,0,28252,Seamus Power,20.21,175,866,+0.034
104,0,12716,Charley Hoffman,20.18,132,654,+0.106
105,0,31646,Emiliano Grillo,20.13,155,770,-0.006
106,0,49766,Hank Lebioda,20.05,162,808,+0.043
107,0,30692,Scott Stallings,20.04,190,948,+0.047
108,0,29223,Sam Saunders,19.81,185,934,+0.081
109,0,39997,Corey Conners,19.77,191,966,+0.016
110,0,35891,Cameron Smith,19.68,146,742,+0.048
111,0,33419,Cameron Tringale,19.52,139,712,+0.014
112,0,34306,John Chin,19.36,103,532,+0.078
112,0,33486,Roger Sloan,19.36,189,976,E
114,0,40009,Dominic Bozzelli,19.24,132,686,+0.121
115,0,37340,Chase Wright,19.22,153,796,-0.007
116,0,27330,Josh Teater,19.14,142,742,-0.042
117,0,39971,Sungjae Im,19.13,267,1396,+0.015
118,0,29974,Branden Grace,19.11,120,628,+0.117
119,0,27936,Martin Laird,19.08,195,1022,E
120,0,35506,Mackenzie Hughes,19.02,175,920,+0.051
121,0,34363,Tyrrell Hatton,18.94,111,586,+0.117
122,0,39954,Cody Gribble,18.77,152,810,+0.112
123,0,27974,Sung Kang,18.75,183,976,+0.049
124,0,39977,Max Homa,18.46,178,964,+0.045
125,0,27095,Nick Watney,18.30,176,962,+0.102
126,0,33141,Keegan Bradley,18.09,170,940,+0.053
127,0,32757,Patton Kizzire,18.06,134,742,-0.045
128,0,29970,Dylan Frittelli,18.04,171,948,+0.023
129,0,34360,Patrick Reed,17.97,184,1024,-0.092
130,0,26300,Matt Jones,17.83,164,920,+0.049
131,0,40026,Daniel Berger,17.80,147,826,+0.116
132,0,24781,Hunter Mahan,17.68,116,656,+0.103
133,0,36852,Jim Knous,17.65,96,544,+0.094
134,0,32102,Rickie Fowler,17.57,155,882,+0.013
135,0,47959,Bryson DeChambeau,17.56,163,928,-0.018
136,0,25364,Paul Casey,17.53,135,770,E
137,0,36699,Patrick Rodgers,17.20,108,628,+0.074
138,0,26851,Marc Leishman,17.08,137,802,+0.058
139,0,24502,Adam Scott,17.05,105,616,+0.048
140,0,37189,Harold Varner III,16.96,175,1032,+0.097
141,0,27349,Alex Noren,16.94,102,602,+0.167
142,0,22405,Justin Rose,16.91,116,686,+0.069
143,0,32839,Hideki Matsuyama,16.73,171,1022,-0.041
