RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,27129,Luke List,76.19,96,126,-0.11
2,0,28237,Rory McIlroy,74.22,95,128,-0.18
3,0,52372,Cameron Champ,73.03,111,152,-0.23
4,0,36689,Brooks Koepka,70.45,93,132,-0.25
5,0,51766,Wyndham Clark,68.82,117,170,-0.46
6,0,30925,Dustin Johnson,67.42,89,132,-0.39
7,0,47856,Seth Reeves,67.16,90,134,-0.26
8,0,45157,Cam Davis,66.67,96,144,-0.32
9,0,31323,Gary Woodland,66.45,101,152,-0.17
10,0,46601,Trey Mullinax,65.75,96,146,-0.38
11,0,29725,Tony Finau,65.00,104,160,-0.15
12,0,30944,Jason Kokrak,64.63,106,164,-0.25
13,0,27064,Jhonattan Vegas,64.58,93,144,-0.33
14,0,47504,Sam Burns,63.46,99,156,-0.28
15,0,27141,J.B. Holmes,62.70,79,126,-0.13
16,0,25804,Bubba Watson,62.07,72,116,-0.18
17,0,46501,Ollie Schniederjans,61.97,88,142,-0.20
18,0,01810,Phil Mickelson,61.67,74,120,-0.12
19,0,33948,Byeong Hun An,61.54,80,130,-0.20
20,0,35421,Brandon Harkins,60.24,100,166,-0.29
21,0,46970,Jon Rahm,60.16,77,128,-0.22
22,0,35450,Patrick Cantlay,59.56,81,136,-0.30
23,0,32102,Rickie Fowler,59.21,90,152,-0.31
24,0,32333,Kevin Tway,59.03,85,144,-0.18
25,0,49960,Sepp Straka,58.33,84,144,-0.26
26,0,37189,Harold Varner III,57.32,94,164,-0.27
27,0,39546,Keith Mitchell,56.67,85,150,-0.34
28,0,48081,Xander Schauffele,56.45,70,124,-0.27
29,0,49964,Aaron Wise,55.80,77,138,-0.23
30,0,21209,Sergio Garcia,55.68,49,88,-0.33
31,0,47959,Bryson DeChambeau,54.86,79,144,-0.27
32,0,35617,Martin Trainer,54.10,66,122,-0.38
33,0,32839,Hideki Matsuyama,53.75,86,160,-0.26
34,0,21961,Charles Howell III,53.61,89,166,-0.20
35,0,30946,Alex Prugh,53.52,76,142,-0.24
36,0,28089,Jason Day,52.68,59,112,-0.22
