RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,58.85,472,802,-0.235
2,0,46601,Trey Mullinax,57.86,508,878,-0.120
3,0,52372,Cameron Champ,56.80,543,956,-0.116
4,0,25804,Bubba Watson,55.71,390,700,-0.149
5,0,27141,J.B. Holmes,54.91,369,672,-0.127
6,0,47856,Seth Reeves,53.92,399,740,-0.135
7,0,30925,Dustin Johnson,53.70,421,784,-0.230
8,0,27129,Luke List,52.86,407,770,-0.167
9,0,36689,Brooks Koepka,52.33,427,816,-0.204
10,0,35617,Martin Trainer,51.72,361,698,-0.105
11,0,39546,Keith Mitchell,51.41,439,854,-0.166
12,0,29725,Tony Finau,51.10,465,910,-0.166
13,0,51766,Wyndham Clark,49.80,507,1018,-0.262
14,0,46970,Jon Rahm,49.33,366,742,-0.230
15,0,31323,Gary Woodland,48.68,444,912,-0.189
16,0,01810,Phil Mickelson,48.00,336,700,-0.060
16,0,46501,Ollie Schniederjans,48.00,409,852,-0.198
18,0,35450,Patrick Cantlay,47.87,382,798,-0.212
19,0,32333,Kevin Tway,47.34,445,940,-0.182
20,0,47504,Sam Burns,47.26,448,948,-0.185
21,0,27064,Jhonattan Vegas,47.07,402,854,-0.241
22,0,33948,Byeong Hun An,46.96,401,854,-0.170
23,0,49964,Aaron Wise,46.45,353,760,-0.173
24,0,45157,Cam Davis,46.11,367,796,-0.202
25,0,30944,Jason Kokrak,46.08,482,1046,-0.191
26,0,28089,Jason Day,44.09,291,660,-0.206
27,0,32102,Rickie Fowler,43.42,383,882,-0.227
28,0,48081,Xander Schauffele,43.30,323,746,-0.198
29,0,35421,Brandon Harkins,43.14,415,962,-0.178
30,0,21961,Charles Howell III,42.40,435,1026,-0.202
31,0,23320,Ryan Palmer,42.16,301,714,-0.229
32,0,29484,Peter Uihlein,42.08,340,808,-0.191
33,0,45486,Joaquin Niemann,42.03,469,1116,-0.213
34,0,30946,Alex Prugh,41.96,334,796,-0.204
35,0,33448,Justin Thomas,41.88,330,788,-0.330
36,0,49960,Sepp Straka,41.46,335,808,-0.248
37,0,35461,Beau Hossler,40.63,386,950,-0.150
38,0,27095,Nick Watney,40.44,389,962,-0.226
39,0,32839,Hideki Matsuyama,40.31,412,1022,-0.233
40,0,47347,Adam Schenk,39.44,452,1146,-0.215
41,0,24502,Adam Scott,39.12,241,616,-0.266
42,0,39977,Max Homa,38.90,375,964,-0.187
43,0,21209,Sergio Garcia,38.83,205,528,-0.215
44,0,47959,Bryson DeChambeau,38.69,359,928,-0.181
45,0,29926,Danny Lee,38.65,388,1004,-0.137
46,0,25632,Jimmy Walker,38.47,307,798,-0.124
47,0,27349,Alex Noren,38.37,231,602,-0.139
48,0,29518,Brendan Steele,38.20,272,712,-0.140
49,0,37189,Harold Varner III,38.18,394,1032,-0.195
50,0,30911,Tommy Fleetwood,38.14,267,700,-0.199
51,0,39954,Cody Gribble,37.90,307,810,-0.130
52,0,33667,Carlos Ortiz,37.67,379,1006,-0.193
53,0,36699,Patrick Rodgers,37.58,236,628,-0.246
54,0,22405,Justin Rose,37.32,256,686,-0.219
55,0,36852,Jim Knous,37.13,202,544,-0.149
56,0,27974,Sung Kang,36.89,360,976,-0.150
57,0,39997,Corey Conners,36.85,356,966,-0.199
58,0,48822,Sebastián Muñoz,36.80,329,894,-0.243
59,0,29223,Sam Saunders,36.72,343,934,-0.184
60,0,33141,Keegan Bradley,36.06,339,940,-0.136
61,0,25364,Paul Casey,35.71,275,770,-0.167
62,0,27936,Martin Laird,35.52,363,1022,-0.298
63,0,34360,Patrick Reed,35.45,363,1024,-0.253
64,0,37340,Chase Wright,35.18,280,796,-0.207
65,0,30692,Scott Stallings,35.13,333,948,-0.174
66,0,28252,Seamus Power,35.10,304,866,-0.132
67,0,24781,Hunter Mahan,35.06,230,656,-0.143
68,0,35506,Mackenzie Hughes,35.00,322,920,-0.261
69,0,34306,John Chin,34.96,186,532,-0.156
70,0,34099,Harris English,34.66,382,1102,-0.238
71,0,27330,Josh Teater,34.23,254,742,-0.256
