RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,52372,Cameron Champ,36.09,345,956,-0.157
2,0,25804,Bubba Watson,29.57,207,700,-0.164
3,0,28237,Rory McIlroy,29.18,234,802,-0.299
4,0,46601,Trey Mullinax,27.79,244,878,-0.107
5,0,30925,Dustin Johnson,26.53,208,784,-0.293
6,0,47856,Seth Reeves,26.22,194,740,-0.201
7,0,27141,J.B. Holmes,23.36,157,672,-0.178
8,0,29725,Tony Finau,21.87,199,910,-0.186
9,0,31323,Gary Woodland,20.94,191,912,-0.325
10,0,36689,Brooks Koepka,19.98,163,816,-0.245
11,0,51766,Wyndham Clark,19.74,201,1018,-0.343
11,0,27129,Luke List,19.74,152,770,-0.250
13,0,35617,Martin Trainer,19.63,137,698,-0.241
14,0,33948,Byeong Hun An,19.56,167,854,-0.222
15,0,49964,Aaron Wise,19.47,148,760,-0.264
16,0,28089,Jason Day,19.39,128,660,-0.219
17,0,32333,Kevin Tway,19.36,182,940,-0.280
18,0,39546,Keith Mitchell,19.32,165,854,-0.267
19,0,47504,Sam Burns,19.30,183,948,-0.268
20,0,01810,Phil Mickelson,19.29,135,700,-0.156
21,0,46970,Jon Rahm,19.00,141,742,-0.177
22,0,27064,Jhonattan Vegas,18.74,160,854,-0.363
23,0,35450,Patrick Cantlay,18.67,149,798,-0.295
24,0,45157,Cam Davis,18.47,147,796,-0.265
25,0,46501,Ollie Schniederjans,17.84,152,852,-0.375
26,0,33448,Justin Thomas,17.77,140,788,-0.386
27,0,48081,Xander Schauffele,16.89,126,746,-0.341
28,0,35421,Brandon Harkins,16.42,158,962,-0.209
29,0,32102,Rickie Fowler,15.87,140,882,-0.307
30,0,21961,Charles Howell III,15.69,161,1026,-0.317
31,0,29926,Danny Lee,15.34,154,1004,-0.234
32,0,30944,Jason Kokrak,15.30,160,1046,-0.281
33,0,47959,Bryson DeChambeau,14.98,139,928,-0.173
34,0,27095,Nick Watney,14.76,142,962,-0.345
35,0,29484,Peter Uihlein,14.73,119,808,-0.286
35,0,37189,Harold Varner III,14.73,152,1032,-0.309
37,0,23320,Ryan Palmer,14.29,102,714,-0.373
38,0,45486,Joaquin Niemann,14.25,159,1116,-0.270
39,0,28252,Seamus Power,14.20,123,866,-0.244
40,0,25364,Paul Casey,13.77,106,770,-0.198
41,0,39977,Max Homa,13.38,129,964,-0.357
42,0,30946,Alex Prugh,13.19,105,796,-0.429
43,0,49960,Sepp Straka,13.12,106,808,-0.415
44,0,25632,Jimmy Walker,12.91,103,798,-0.194
45,0,29223,Sam Saunders,12.85,120,934,-0.300
46,0,21209,Sergio Garcia,12.69,67,528,-0.254
47,0,35461,Beau Hossler,12.42,118,950,-0.246
48,0,34360,Patrick Reed,12.40,127,1024,-0.220
49,0,26851,Marc Leishman,12.34,99,802,-0.242
