RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,34261,Scott Langley,21.62,32,148,+0.09
2,0,10809,Jim Furyk,17.65,24,136,+0.04
3,0,19803,Ryan Armour,16.67,28,168,E
4,0,31560,Brian Stuard,13.95,24,172,+0.17
5,0,26758,David Hearn,13.83,13,94,+0.08
6,0,19846,Brian Gay,13.58,22,162,-0.09
7,0,30786,Brady Schnell,12.75,13,102,+0.38
8,0,26596,Ryan Moore,12.12,16,132,+0.31
9,0,21528,Henrik Stenson,11.00,11,100,-0.09
10,0,06522,Ernie Els,10.98,9,82,+0.22
11,0,21731,Freddie Jacobson,10.78,11,102,+0.18
12,0,20472,Alex Cejka,10.00,10,100,-0.10
13,0,32816,Satoshi Kodaira,9.82,11,112,+0.27
14,0,39975,Michael Kim,9.80,10,102,+0.10
15,0,23353,J.J. Henry,9.62,10,104,+0.20
16,0,27556,Ted Potter Jr.,9.52,12,126,+0.08
17,0,25396,Kevin Na,9.38,9,96,+0.11
17,0,34256,Andrew Putnam,9.38,12,128,+0.08
19,0,30191,Julián Etulain,9.23,12,130,+0.33
20,0,24925,Jonathan Byrd,9.18,9,98,+0.33
21,0,47990,Kyle Jones,9.09,12,132,+0.25
22,0,32200,Roberto Castro,9.03,13,144,-0.08
23,0,25198,Francesco Molinari,9.00,9,100,+0.11
24,0,28775,Nate Lashley,8.82,12,136,E
25,0,33410,Andrew Landry,8.78,13,148,+0.08
26,0,35376,Roberto Díaz,8.46,11,130,E
27,0,31557,Jim Herman,8.33,8,96,E
28,0,35891,Cameron Smith,8.06,10,124,+0.10
29,0,28252,Seamus Power,7.64,11,144,-0.45
30,0,25572,Graeme McDowell,7.46,10,134,+0.10
31,0,37454,Whee Kim,7.38,9,122,-0.11
32,0,37275,Sam Ryder,7.35,10,136,+0.30
33,0,22371,Aaron Baddeley,7.27,8,110,+0.25
34,0,27963,Chris Stroud,7.26,9,124,+0.11
35,0,23325,Vaughn Taylor,7.14,13,182,+0.23
36,0,25818,Scott Piercy,7.05,11,156,+0.09
37,0,24361,Pat Perez,7.00,7,100,+0.14
38,0,27214,Kevin Streelman,6.79,11,162,+0.36
39,0,37380,Curtis Luck,6.78,8,118,+0.38
40,0,45609,Tyler Duncan,6.63,11,166,-0.09
41,0,35506,Mackenzie Hughes,6.58,10,152,+0.40
42,0,29535,Brice Garnett,6.49,10,154,+0.10
43,0,34098,Russell Henley,6.43,9,140,+0.22
43,0,29908,C.T. Pan,6.43,9,140,-0.22
45,0,36799,Stephan Jaeger,6.34,9,142,+0.56
45,0,32150,Michael Thompson,6.34,9,142,+0.11
47,0,25686,Jason Dufner,6.25,8,128,+0.38
47,0,20572,Rod Pampling,6.25,6,96,-0.33
49,0,27644,Brian Harman,6.17,10,162,+0.40
50,0,32058,José de Jesús Rodríguez,6.15,8,130,E
51,0,32640,Troy Merritt,6.14,7,114,+0.43
52,0,23320,Ryan Palmer,6.03,7,116,+0.43
52,0,26951,Johnson Wagner,6.03,7,116,-0.14
54,0,26300,Matt Jones,5.95,10,168,+0.50
55,0,35879,Kelly Kraft,5.84,9,154,+0.22
56,0,29478,Kevin Kisner,5.81,10,172,E
57,0,29484,Peter Uihlein,5.71,8,140,E
58,0,27936,Martin Laird,5.63,9,160,+0.33
58,0,32791,K.H. Lee,5.63,9,160,E
58,0,26476,Chez Reavie,5.63,9,160,-0.11
61,0,28259,Sangmoon Bae,5.56,6,108,+0.50
62,0,39324,J.J. Spaun,5.41,8,148,E
63,0,29974,Branden Grace,5.36,6,112,+0.17
64,0,40098,Matt Fitzpatrick,5.32,5,94,+0.40
65,0,33418,Shawn Stefani,5.26,8,152,+0.50
66,0,35532,Tom Hoge,5.23,9,172,E
67,0,27649,Brandt Snedeker,5.17,9,174,E
68,0,39327,Ben Silverman,5.15,7,136,E
69,0,29221,Webb Simpson,5.13,8,156,E
70,0,34046,Jordan Spieth,5.06,8,158,-0.13
71,0,39977,Max Homa,5.00,8,160,E
71,0,23108,Matt Kuchar,5.00,8,160,-0.38
71,0,49766,Hank Lebioda,5.00,7,140,-0.14
71,0,24138,Ian Poulter,5.00,5,100,-0.20
75,0,25493,Nick Taylor,4.84,9,186,E
76,0,34360,Patrick Reed,4.76,8,168,+0.25
76,0,35732,Wes Roach,4.76,6,126,+0.33
78,0,33399,Adam Hadwin,4.73,7,148,-0.14
78,0,37455,Si Woo Kim,4.73,7,148,E
80,0,24502,Adam Scott,4.72,5,106,+0.20
81,0,24024,Zach Johnson,4.69,6,128,-0.50
82,0,30978,Kiradech Aphibarnrat,4.63,5,108,+0.20
83,0,49298,Kramer Hickok,4.55,7,154,+0.29
84,0,40009,Dominic Bozzelli,4.48,6,134,+0.17
84,0,27330,Josh Teater,4.48,6,134,E
86,0,26499,Rafa Cabrera Bello,4.46,5,112,+0.40
86,0,46435,Austin Cook,4.46,5,112,-0.20
88,0,24924,Bill Haas,4.35,6,138,+0.17
89,0,23621,Rory Sabbatini,4.30,8,186,+0.25
90,0,27958,Ryan Blaum,4.27,7,164,+0.29
90,0,29479,Scott Brown,4.27,7,164,-0.29
92,0,47128,Richy Werenski,4.22,7,166,+0.86
93,0,33486,Roger Sloan,4.17,7,168,+0.29
94,0,30692,Scott Stallings,4.05,6,148,+0.17
95,0,28679,Fabián Gómez,4.03,5,124,+0.40
96,0,34076,Joel Dahmen,3.98,7,176,-0.29
97,0,25364,Paul Casey,3.97,5,126,-0.20
98,0,27895,Jonas Blixt,3.95,6,152,-0.17
98,0,35449,Adam Long,3.95,6,152,E
100,0,29268,Bronson Burgoon,3.92,4,102,+0.25
101,0,30110,Kyle Stanley,3.91,5,128,+0.40
102,0,31646,Emiliano Grillo,3.79,5,132,E
102,0,25632,Jimmy Walker,3.79,5,132,+1.00
104,0,29420,Billy Horschel,3.75,6,160,+0.17
105,0,49964,Aaron Wise,3.62,5,138,+0.20
106,0,28089,Jason Day,3.57,4,112,-0.50
107,0,34264,Hudson Swafford,3.51,4,114,+0.50
108,0,34431,Robert Streb,3.47,5,144,-0.20
109,0,24781,Hunter Mahan,3.39,4,118,+0.25
110,0,25900,Lucas Glover,3.33,6,180,+0.50
110,0,35461,Beau Hossler,3.33,5,150,-0.20
110,0,01810,Phil Mickelson,3.33,4,120,-0.50
113,0,48081,Xander Schauffele,3.23,4,124,-0.25
114,0,49303,Anders Albertson,3.13,4,128,+0.25
115,0,29970,Dylan Frittelli,3.09,5,162,E
115,0,47993,Denny McCarthy,3.09,5,162,E
117,0,33419,Cameron Tringale,3.08,4,130,-0.50
118,0,34021,Bud Cauley,3.05,5,164,+0.40
118,0,30944,Jason Kokrak,3.05,5,164,E
120,0,40026,Daniel Berger,3.03,4,132,+0.25
120,0,34563,Chesson Hadley,3.03,4,132,E
122,0,34363,Tyrrell Hatton,3.00,3,100,+1.33
123,0,40115,Adam Svensson,2.99,4,134,E
124,0,36699,Patrick Rodgers,2.94,3,102,+0.67
125,0,36852,Jim Knous,2.83,3,106,+0.67
126,0,46501,Ollie Schniederjans,2.82,4,142,+0.25
127,0,34099,Harris English,2.75,5,182,+0.40
128,0,27095,Nick Watney,2.67,4,150,+1.25
129,0,32102,Rickie Fowler,2.63,4,152,+0.25
130,0,25804,Bubba Watson,2.59,3,116,E
131,0,32139,Danny Willett,2.54,3,118,+0.67
132,0,48822,Sebastián Muñoz,2.50,4,160,E
133,0,34466,Peter Malnati,2.41,4,166,+1.25
134,0,27141,J.B. Holmes,2.38,3,126,E
135,0,26851,Marc Leishman,2.34,3,128,E
135,0,46970,Jon Rahm,2.34,3,128,+0.33
135,0,33448,Justin Thomas,2.34,3,128,+0.33
138,0,31420,Anirban Lahiri,2.31,3,130,+0.33
139,0,39954,Cody Gribble,2.27,3,132,+0.33
139,0,32757,Patton Kizzire,2.27,3,132,+0.33
141,0,33122,Russell Knox,2.21,3,136,E
142,0,39971,Sungjae Im,2.19,5,228,+0.60
143,0,37340,Chase Wright,2.17,3,138,E
144,0,45157,Cam Davis,2.08,3,144,E
144,0,47959,Bryson DeChambeau,2.08,3,144,E
144,0,27064,Jhonattan Vegas,2.08,3,144,+0.33
147,0,33141,Keegan Bradley,2.03,3,148,+0.33
147,0,29223,Sam Saunders,2.03,3,148,+0.33
149,0,52372,Cameron Champ,1.97,3,152,-0.33
150,0,29926,Danny Lee,1.95,3,154,+1.00
151,0,45526,Abraham Ancer,1.88,3,160,+0.33
