RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,06621,Joe Durant,74.65,483,647,-0.14
2,0,22295,Darron Stiles,73.62,427,580,-0.16
3,0,23135,Tim Clark,73.41,602,820,-0.22
4,0,10585,Scott McCarron,73.24,821,1121,-0.15
5,0,02214,Kirk Triplett,73.21,552,754,-0.06
6,0,02206,David Toms,73.20,814,1112,-0.17
7,0,22293,Heath Slocum,72.70,855,1176,-0.14
8,0,20127,Chris Riley,72.63,674,928,-0.17
9,0,01142,Bart Bryant,72.26,521,721,-0.09
10,0,19846,Brian Gay,72.20,826,1144,-0.17
11,0,01928,Corey Pavin,72.18,537,744,-0.14
12,0,02239,Scott Verplank,71.70,788,1099,-0.18
13,0,24024,Zach Johnson,71.65,791,1104,-0.20
14,0,01132,Mark Brooks,71.64,394,550,-0.05
15,0,24507,Jason Bohn,71.21,804,1129,-0.16
16,0,01677,Tom Lehman,71.13,345,485,-0.13
17,0,22548,Patrick Sheehan,71.09,386,543,-0.16
18,0,24503,Jeff Klauk,71.04,866,1219,-0.11
19,0,27649,Brandt Snedeker,70.99,641,903,-0.18
20,0,30711,Colt Knost,70.91,546,770,-0.11
21,0,06643,Paul Goydos,70.72,640,905,-0.15
22,0,10809,Jim Furyk,70.70,637,901,-0.21
23,0,10425,Jay Williamson,70.48,554,786,-0.11
24,0,26476,Chez Reavie,70.46,687,975,-0.12
25,0,08931,Glen Day,69.95,617,882,-0.13
26,0,10733,Kent Jones,69.94,591,845,-0.10
27,0,21878,Mark Wilson,69.91,848,1213,-0.16
28,0,20472,Alex Cejka,69.88,689,986,-0.11
28,0,01766,Billy Mayfair,69.88,666,953,-0.11
30,0,22348,Nick O'Hern,69.86,816,1168,-0.15
31,0,06197,Michael Allen,69.53,559,804,-0.15
32,0,10860,Justin Leonard,69.18,725,1048,-0.23
33,0,23541,Ben Crane,68.90,762,1106,-0.17
