RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
34,0,26420,Richard Johnson,68.87,708,1028,-0.10
35,0,26289,Boo Weekley,68.84,623,905,-0.15
36,0,01313,Steve Elkington,68.78,586,852,-0.17
37,0,27060,John Mallinger,68.64,672,979,-0.15
38,0,20691,Greg Owen,68.46,777,1135,-0.16
39,0,23800,Bryce Molder,67.99,512,753,-0.19
40,0,01724,Jeff Maggert,67.96,681,1002,-0.13
41,0,01320,Bob Estes,67.95,651,958,-0.20
42,0,25240,D.A. Points,67.93,809,1191,-0.12
43,0,01035,Tommy Armour III,67.88,486,716,-0.15
44,0,10117,Bob Heintz,67.86,475,700,-0.20
45,0,20498,Briny Baird,67.84,673,992,-0.15
46,0,25686,Jason Dufner,67.75,731,1079,-0.15
47,0,06539,Rick Price,67.72,384,567,-0.08
48,0,20160,Charlie Wi,67.65,734,1085,-0.19
49,0,21753,Brian Davis,67.60,849,1256,-0.15
50,0,20634,Peter Lonard,67.52,713,1056,-0.09
51,0,24357,K.J. Choi,67.43,472,700,-0.13
52,0,26668,Marc Turnesa,67.41,664,985,-0.07
53,0,28087,Kris Blanks,67.39,436,647,-0.14
54,0,01948,Tim Petrovic,67.34,798,1185,-0.16
55,0,25190,Jeff Quinney,67.31,659,979,-0.16
56,0,23325,Vaughn Taylor,67.28,734,1091,-0.16
57,0,20574,Mathew Goggin,67.19,555,826,-0.15
58,0,23788,D.J. Trahan,67.09,746,1112,-0.19
59,0,06527,Steve Stricker,67.05,576,859,-0.22
60,0,06251,Chris DiMarco,66.86,803,1201,-0.13
61,0,26596,Ryan Moore,66.70,685,1027,-0.18
62,0,24912,Will MacKenzie,66.63,563,845,-0.12
63,0,06004,Stephen Ames,66.62,523,785,-0.23
64,0,22892,Jason Gore,66.59,568,853,-0.10
65,0,24925,Jonathan Byrd,66.57,723,1086,-0.20
66,0,10885,Robert Allenby,66.54,517,777,-0.11
67,0,22913,John Rollins,66.27,723,1091,-0.18
68,0,26498,Matt Weibring,66.09,501,758,-0.20
69,0,01945,Kenny Perry,66.08,672,1017,-0.19
70,0,23108,Matt Kuchar,65.98,644,976,-0.17
71,0,20645,John Senden,65.80,837,1272,-0.20
72,0,23349,Charles Warren,65.75,480,730,-0.17
73,0,28118,Peter Tomasulo,65.71,414,630,-0.11
74,0,07867,Woody Austin,65.70,678,1032,-0.18
75,0,20572,Rod Pampling,65.65,581,885,-0.19
76,0,12705,Cliff Kresge,65.44,606,926,-0.12
76,0,21959,Ted Purdy,65.44,803,1227,-0.16
78,0,25900,Lucas Glover,65.41,713,1090,-0.18
79,0,08075,Jerry Kelly,65.33,699,1070,-0.18
80,0,12602,Dean Wilson,65.21,626,960,-0.18
81,0,22621,Ben Curtis,65.14,428,657,-0.11
82,0,08793,Tiger Woods,65.10,429,659,-0.28
83,0,28780,Nicholas Thompson,65.08,777,1194,-0.17
84,0,01707,Steve Lowery,65.00,691,1063,-0.14
85,0,22405,Justin Rose,64.98,514,791,-0.13
86,0,08845,Scott Sterling,64.91,357,550,-0.15
87,0,26951,Johnson Wagner,64.87,663,1022,-0.16
88,0,20593,Greg Chalmers,64.85,631,973,-0.18
89,0,25396,Kevin Na,64.82,691,1066,-0.21
90,0,28158,Steve Marino,64.75,753,1163,-0.16
91,0,23548,Bill Lunde,64.73,668,1032,-0.16
92,0,28620,Aron Price,64.65,684,1058,-0.11
93,0,06522,Ernie Els,64.63,486,752,-0.20
94,0,24138,Ian Poulter,64.57,379,587,-0.21
94,0,23623,Bo Van Pelt,64.57,729,1129,-0.20
96,0,27963,Chris Stroud,64.53,673,1043,-0.17
97,0,23614,Rich Beem,64.49,514,797,-0.14
98,0,06012,Greg Kraft,64.44,366,568,-0.04
99,0,01797,Rocco Mediate,64.40,588,913,-0.13
99,0,24361,Pat Perez,64.40,550,854,-0.20
101,0,24781,Hunter Mahan,64.22,673,1048,-0.22
101,0,26497,Casey Wittenberg,64.22,472,735,-0.14
103,0,01577,Lee Janzen,64.16,537,837,-0.18
104,0,01941,Tom Pernice Jr.,64.08,660,1030,-0.12
105,0,25919,Brian Vranesh,63.97,380,594,-0.07
106,0,01473,Todd Hamilton,63.90,561,878,-0.12
107,0,30927,Brendon Todd,63.75,408,640,-0.06
108,0,26679,Kevin Stadler,63.69,470,738,-0.17
109,0,12510,Chad Campbell,63.53,622,979,-0.21
110,0,27936,Martin Laird,63.36,543,857,-0.19
111,0,07457,Steve Flesch,63.31,547,864,-0.14
112,0,24924,Bill Haas,63.22,715,1131,-0.15
112,0,06595,Kevin Sutherland,63.22,636,1006,-0.25
114,0,10423,Mike Weir,63.15,586,928,-0.20
115,0,27466,Spencer Levin,63.11,580,919,-0.15
116,0,26301,James Nitties,62.99,662,1051,-0.16
117,0,23638,Brendon de Jonge,62.94,681,1082,-0.15
118,0,23353,J.J. Henry,62.91,726,1154,-0.18
119,0,23983,Luke Donald,62.87,530,843,-0.22
120,0,22961,David Mathis,62.78,592,943,-0.13
121,0,27770,Camilo Villegas,62.68,487,777,-0.18
122,0,23320,Ryan Palmer,62.55,598,956,-0.18
123,0,27214,Kevin Streelman,62.24,745,1197,-0.16
124,0,27933,John Merrick,62.22,578,929,-0.14
125,0,23718,Nathan Green,62.11,782,1259,-0.14
126,0,27120,Troy Matteson,61.94,742,1198,-0.17
127,0,28089,Jason Day,61.86,420,679,-0.20
128,0,06567,Vijay Singh,61.83,439,710,-0.12
129,0,12652,Cameron Beckman,61.60,640,1039,-0.13
130,0,20104,Ken Duke,61.54,600,975,-0.14
130,0,26881,Jarrod Lyle,61.54,424,689,-0.12
132,0,24490,George McNeill,61.46,641,1043,-0.20
133,0,29221,Webb Simpson,61.23,725,1184,-0.17
134,0,21350,Ryuji Imada,61.16,581,950,-0.14
135,0,20098,Stuart Appleby,61.15,543,888,-0.14
136,0,26851,Marc Leishman,61.03,697,1142,-0.19
137,0,24663,Y.E. Yang,60.93,588,965,-0.18
138,0,07749,Brett Quigley,60.83,618,1016,-0.18
139,0,21209,Sergio Garcia,60.69,369,608,-0.18
140,0,26695,Michael Letzig,60.63,716,1181,-0.18
141,0,21961,Charles Howell III,60.48,687,1136,-0.19
142,0,21731,Freddie Jacobson,60.46,610,1009,-0.18
143,0,24140,Sean O'Hair,60.37,489,810,-0.21
144,0,01161,Mark Calcavecchia,60.30,515,854,-0.14
145,0,22046,Geoff Ogilvy,60.22,483,802,-0.21
146,0,24846,Ricky Barnes,60.06,418,696,-0.16
147,0,01329,Brad Faxon,60.03,428,713,-0.06
148,0,01706,Davis Love III,59.85,638,1066,-0.18
149,0,24502,Adam Scott,59.27,342,577,-0.18
150,0,20070,Matt Bettencourt,59.18,703,1188,-0.18
151,0,20157,Retief Goosen,58.99,456,773,-0.20
152,0,20229,Stewart Cink,58.95,484,821,-0.17
153,0,24358,Robert Garrigus,58.87,571,970,-0.17
154,0,12782,Tim Herron,58.79,649,1104,-0.18
155,0,25345,Carl Pettersson,58.73,599,1020,-0.18
156,0,12716,Charley Hoffman,58.70,698,1189,-0.22
157,0,21949,Joe Ogilvie,58.33,609,1044,-0.16
158,0,20850,Daniel Chopra,58.32,666,1142,-0.14
159,0,23621,Rory Sabbatini,58.20,536,921,-0.26
160,0,22371,Aaron Baddeley,57.95,459,792,-0.17
161,0,23778,Brad Adamonis,57.74,481,833,-0.15
162,0,30925,Dustin Johnson,57.49,499,868,-0.24
163,0,25818,Scott Piercy,57.48,592,1030,-0.20
164,0,23497,Tag Ridings,57.40,322,561,-0.21
165,0,31416,Derek Fathauer,57.29,397,693,-0.11
166,0,26300,Matt Jones,57.07,343,601,-0.22
167,0,27683,Leif Olson,57.02,333,584,-0.13
168,0,27095,Nick Watney,56.94,529,929,-0.19
169,0,01226,Fred Couples,56.37,323,573,-0.21
170,0,20766,Padraig Harrington,55.78,367,658,-0.25
171,0,07223,Brian Bateman,55.76,368,660,-0.13
172,0,25632,Jimmy Walker,55.67,476,855,-0.19
173,0,24449,Parker McLachlin,55.13,505,916,-0.11
174,0,29718,Anthony Kim,54.43,448,823,-0.29
175,0,28475,Jeff Overton,54.35,569,1047,-0.18
176,0,21805,Harrison Frazar,54.31,624,1149,-0.23
177,0,31323,Gary Woodland,54.18,266,491,-0.12
178,0,25804,Bubba Watson,54.08,418,773,-0.22
179,0,01810,Phil Mickelson,53.15,346,651,-0.22
179,0,25562,Andres Romero,53.15,312,587,-0.21
181,0,09011,David Duval,52.80,311,589,-0.14
182,0,23048,Eric Axley,52.72,416,789,-0.14
183,0,20848,Ángel Cabrera,52.70,273,518,-0.20
184,0,27141,J.B. Holmes,48.41,396,818,-0.16
