RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01132,Mark Brooks,3.1,17,550,+0.353
2,0,01313,Steve Elkington,3.4,29,852,+0.276
2,0,25919,Brian Vranesh,3.4,20,594,+0.650
4,0,01677,Tom Lehman,3.5,17,485,+0.235
4,0,01928,Corey Pavin,3.5,26,744,+0.500
4,0,08845,Scott Sterling,3.5,19,550,+0.158
7,0,23349,Charles Warren,3.8,28,730,+0.250
8,0,26420,Richard Johnson,3.9,40,1028,+0.400
8,0,22548,Patrick Sheehan,3.9,21,543,+0.476
8,0,26951,Johnson Wagner,3.9,40,1022,+0.175
11,0,02206,David Toms,4.0,44,1112,+0.091
11,0,02214,Kirk Triplett,4.0,30,754,+0.200
11,0,26668,Marc Turnesa,4.0,39,985,+0.538
14,0,06197,Michael Allen,4.1,33,804,+0.091
14,0,08931,Glen Day,4.1,36,882,+0.361
16,0,19846,Brian Gay,4.2,48,1144,+0.313
17,0,20498,Briny Baird,4.3,43,992,+0.186
17,0,01142,Bart Bryant,4.3,31,721,+0.355
17,0,10585,Scott McCarron,4.3,48,1121,+0.417
20,0,26851,Marc Leishman,4.4,50,1142,+0.200
20,0,25632,Jimmy Walker,4.4,38,855,+0.079
20,0,26289,Boo Weekley,4.4,40,905,E
23,0,24507,Jason Bohn,4.5,51,1129,+0.176
23,0,23800,Bryce Molder,4.5,34,753,+0.382
23,0,25190,Jeff Quinney,4.5,44,979,+0.341
23,0,27649,Brandt Snedeker,4.5,41,903,+0.220
23,0,22295,Darron Stiles,4.5,26,580,+0.538
23,0,23325,Vaughn Taylor,4.5,49,1091,+0.408
29,0,10809,Jim Furyk,4.6,41,901,+0.171
29,0,06012,Greg Kraft,4.6,26,568,+0.077
31,0,08075,Jerry Kelly,4.7,50,1070,+0.260
31,0,10860,Justin Leonard,4.7,49,1048,+0.429
31,0,01707,Steve Lowery,4.7,50,1063,+0.480
34,0,06621,Joe Durant,4.8,31,647,+0.290
34,0,01724,Jeff Maggert,4.8,48,1002,+0.396
34,0,27060,John Mallinger,4.8,47,979,+0.170
34,0,01797,Rocco Mediate,4.8,44,913,+0.432
34,0,20160,Charlie Wi,4.8,52,1085,+0.135
39,0,20472,Alex Cejka,4.9,48,986,+0.271
39,0,06643,Paul Goydos,4.9,44,905,+0.182
39,0,01766,Billy Mayfair,4.9,47,953,+0.426
39,0,01948,Tim Petrovic,4.9,58,1185,+0.190
39,0,28118,Peter Tomasulo,4.9,31,630,+0.548
39,0,31323,Gary Woodland,4.9,24,491,+0.083
45,0,22892,Jason Gore,5.0,43,853,+0.023
45,0,20634,Peter Lonard,5.0,53,1056,+0.189
45,0,25396,Kevin Na,5.0,53,1066,+0.170
45,0,23497,Tag Ridings,5.0,28,561,+0.464
45,0,22293,Heath Slocum,5.0,59,1176,+0.254
45,0,12602,Dean Wilson,5.0,48,960,+0.167
45,0,26497,Casey Wittenberg,5.0,37,735,+0.216
52,0,20593,Greg Chalmers,5.1,50,973,+0.140
52,0,23135,Tim Clark,5.1,42,820,+0.143
52,0,06522,Ernie Els,5.1,38,752,+0.263
52,0,25900,Lucas Glover,5.1,56,1090,+0.250
52,0,01473,Todd Hamilton,5.1,45,878,+0.467
52,0,30711,Colt Knost,5.1,39,770,+0.487
52,0,27936,Martin Laird,5.1,44,857,+0.386
52,0,23548,Bill Lunde,5.1,53,1032,+0.283
52,0,20127,Chris Riley,5.1,47,928,+0.043
52,0,06527,Steve Stricker,5.1,44,859,+0.159
62,0,01035,Tommy Armour III,5.2,37,716,+0.351
62,0,12510,Chad Campbell,5.2,51,979,+0.255
62,0,01329,Brad Faxon,5.2,37,713,+0.405
62,0,20574,Mathew Goggin,5.2,43,826,+0.535
62,0,10733,Kent Jones,5.2,44,845,+0.318
62,0,24912,Will MacKenzie,5.2,44,845,+0.341
62,0,22348,Nick O'Hern,5.2,61,1168,+0.377
69,0,24925,Jonathan Byrd,5.3,58,1086,+0.293
69,0,20850,Daniel Chopra,5.3,61,1142,+0.164
69,0,09011,David Duval,5.3,31,589,+0.129
69,0,01320,Bob Estes,5.3,51,958,+0.275
69,0,21350,Ryuji Imada,5.3,50,950,+0.340
69,0,24024,Zach Johnson,5.3,58,1104,+0.190
69,0,12705,Cliff Kresge,5.3,49,926,+0.204
69,0,24490,George McNeill,5.3,55,1043,+0.200
69,0,02239,Scott Verplank,5.3,58,1099,+0.293
69,0,08793,Tiger Woods,5.3,35,659,+0.343
79,0,12652,Cameron Beckman,5.4,56,1039,+0.286
79,0,23541,Ben Crane,5.4,60,1106,+0.167
79,0,21753,Brian Davis,5.4,68,1256,+0.294
79,0,22961,David Mathis,5.4,51,943,+0.255
79,0,28620,Aron Price,5.4,57,1058,+0.263
79,0,07749,Brett Quigley,5.4,55,1016,+0.364
79,0,26476,Chez Reavie,5.4,53,975,+0.434
79,0,20645,John Senden,5.4,69,1272,+0.304
79,0,21878,Mark Wilson,5.4,66,1213,+0.182
88,0,23614,Rich Beem,5.5,44,797,+0.432
88,0,26695,Michael Letzig,5.5,65,1181,+0.215
88,0,27466,Spencer Levin,5.5,51,919,+0.216
88,0,25240,D.A. Points,5.5,65,1191,+0.262
88,0,22913,John Rollins,5.5,60,1091,+0.283
88,0,27963,Chris Stroud,5.5,57,1043,+0.263
88,0,26498,Matt Weibring,5.5,42,758,+0.357
95,0,27141,J.B. Holmes,5.6,46,818,+0.413
95,0,26301,James Nitties,5.6,59,1051,+0.475
95,0,20691,Greg Owen,5.6,64,1135,+0.234
95,0,26679,Kevin Stadler,5.6,41,738,+0.268
95,0,27095,Nick Watney,5.6,52,929,+0.154
100,0,01161,Mark Calcavecchia,5.7,49,854,+0.286
100,0,24357,K.J. Choi,5.7,40,700,+0.150
100,0,25686,Jason Dufner,5.7,61,1079,+0.213
100,0,10117,Bob Heintz,5.7,40,700,+0.425
100,0,21961,Charles Howell III,5.7,65,1136,E
100,0,24503,Jeff Klauk,5.7,69,1219,+0.217
100,0,21959,Ted Purdy,5.7,70,1227,+0.143
100,0,23788,D.J. Trahan,5.7,63,1112,+0.286
100,0,10425,Jay Williamson,5.7,45,786,+0.489
109,0,07867,Woody Austin,5.8,60,1032,+0.050
109,0,07457,Steve Flesch,5.8,50,864,+0.360
109,0,23108,Matt Kuchar,5.8,57,976,+0.140
109,0,23320,Ryan Palmer,5.8,55,956,+0.200
109,0,06539,Rick Price,5.8,33,567,+0.545
109,0,23623,Bo Van Pelt,5.8,65,1129,+0.246
109,0,25804,Bubba Watson,5.8,45,773,+0.378
116,0,10885,Robert Allenby,5.9,46,777,+0.239
116,0,06004,Stephen Ames,5.9,46,785,+0.196
116,0,26596,Ryan Moore,5.9,61,1027,+0.131
116,0,25818,Scott Piercy,5.9,61,1030,+0.213
116,0,24502,Adam Scott,5.9,34,577,+0.294
121,0,20098,Stuart Appleby,6.0,53,888,+0.208
121,0,01577,Lee Janzen,6.0,50,837,+0.360
121,0,24449,Parker McLachlin,6.0,55,916,+0.091
124,0,23778,Brad Adamonis,6.1,51,833,+0.216
124,0,06251,Chris DiMarco,6.1,73,1201,+0.178
124,0,01941,Tom Pernice Jr.,6.1,63,1030,+0.190
124,0,01945,Kenny Perry,6.1,62,1017,+0.210
124,0,27214,Kevin Streelman,6.1,73,1197,+0.342
124,0,30927,Brendon Todd,6.1,39,640,+0.282
124,0,10423,Mike Weir,6.1,57,928,+0.175
131,0,26300,Matt Jones,6.2,37,601,+0.054
131,0,01706,Davis Love III,6.2,66,1066,+0.121
131,0,28158,Steve Marino,6.2,72,1163,+0.167
131,0,27683,Leif Olson,6.2,36,584,+0.361
